% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.375064027e+006 +1.375064027e+006 +1.375187857e+006 +1.375187857e+006 +4.3870e-001 -1.4718e+000 +2.8941e+000 -5.8508e+000 -7.2591e-001 -4.5884e+000 +3.9523e-001 +1.3557e+000 +4.5656e+000 -3.4421e+000 +6.1926e+000 -4.0957e-001 +4.1412e+000 +3.6959e+000 -6.7525e-001 -2.6210e+000 +4.8784e+000 -1.8805e+000 -7.4657e+000 -7.0760e+000
2 +6.199327603e+005 +6.199327603e+005 +6.200565903e+005 +6.200565903e+005 -4.3322e-001 -3.2460e+000 +4.7614e+000 -3.8273e+000 +1.6266e+000 +4.7593e+000 -6.9977e-001 -3.8696e-001 -2.4138e-001 -1.0436e+001 -3.2041e-001 -3.3579e+000 +1.0110e+000 +2.2314e+000 -1.4256e+000 -9.0386e-001 +4.4572e+000 +8.9476e-001 -3.7484e+000 -4.7582e+000
4 +3.199560424e+005 +3.199560424e+005 +3.200798724e+005 +3.200798724e+005 +1.0092e+000 -1.9220e+000 +5.0577e-001 -5.1800e-001 -1.3664e-001 +1.9709e+000 +1.2340e+000 +5.0063e-001 +2.5110e+000 -4.0291e+000 +1.8963e+000 +3.4498e+000 +6.3463e+000 +5.2858e+000 +1.0266e+000 -3.7075e+000 +1.2633e+000 -5.0665e+000 -4.7027e+000 -2.1981e+000
101 +2.800043987e+005 +2.800043987e+005 +2.801282287e+005 +2.801282287e+005 -3.5805e+000 -2.7704e+000 +2.9699e+000 -2.9717e+000 +4.0518e-001 +3.7134e+000 -1.2455e+000 -3.3132e+000 +3.4313e+000 -4.2367e+000 +1.4016e+000 +3.2818e+000 +3.5663e+000 +4.8722e+000 -9.7955e-001 -3.6113e+000 +5.9817e-001 -2.4653e-001 -3.2303e+000 -4.0111e+000
102 +2.305166933e+005 +2.305166933e+005 +2.306405233e+005 +2.306405233e+005 -3.3993e+000 -4.0350e+000 -2.6345e-002 -3.1712e+000 -1.1054e+000 +1.7462e-001 +3.1193e-002 -1.1413e+000 +4.6808e+000 -4.0450e+000 +1.9286e+000 +1.2516e+000 +4.1453e+000 +2.1172e+000 -9.0062e-001 -2.3121e+000 +2.4978e+000 -1.8784e+000 -5.7854e-001 -3.8856e+000
109 +1.903218728e+005 +1.903218728e+005 +1.904457028e+005 +1.904457028e+005 -1.3073e+000 -2.3742e+000 +3.9517e+000 -3.4319e+000 -2.0614e+000 +4.7505e+000 -1.6305e+000 +3.1024e+000 +2.6231e+000 -4.0381e+000 -6.2731e-001 -1.2126e+000 +4.5812e+000 -1.4918e+000 -4.9805e-001 +2.2922e+000 +3.4922e+000 +5.3364e-001 -5.1113e+000 -1.7142e-001
202 +1.575222393e+005 +1.575222393e+005 +1.576460693e+005 +1.576460693e+005 -2.5776e+000 -4.1386e+000 +4.8177e+000 -3.6307e-001 +5.8714e-001 -1.6994e+000 +6.6758e-001 -1.6306e+000 +4.7705e+000 -9.5238e-001 +5.6739e-002 +2.7586e+000 +1.5066e+000 +2.4789e+000 -1.9834e+000 +1.7596e+000 +3.7650e+000 -3.7381e+000 -1.3620e+000 -9.3119e-001
211 +1.157339845e+005 +1.157339845e+005 +1.158578145e+005 +1.158578145e+005 -2.5529e+000 -6.9863e-001 +3.2106e+000 -3.9375e+000 -2.8232e-001 -1.1888e+000 -5.2911e+000 -1.0387e+000 +9.6371e-001 -1.6544e+000 +1.7624e+000 +2.2282e+000 +2.4820e+000 +3.1559e+000 -2.7117e+000 -2.4597e+000 +2.5977e+000 -2.1394e+000 -9.4154e-001 -6.5029e-001
235 +9.102921125e+004 +9.102921125e+004 +9.115304125e+004 +9.115304125e+004 -2.0851e+000 -2.2313e+000 +2.3888e+000 +8.5260e-001 +1.3350e+000 +2.0455e+000 -2.6692e+000 +6.4278e-001 +3.0901e+000 -2.9403e+000 +1.4726e+000 +1.5379e+000 +3.4810e+000 -1.0908e+000 -1.3223e+000 -2.1179e+000 +2.4097e+000 -1.0614e+000 -2.7601e+000 -3.1974e+000
304 +6.465523048e+004 +6.465523048e+004 +6.477906048e+004 +6.477906048e+004 -1.0840e+000 -2.4371e+000 +1.9160e+000 -4.6348e-001 -1.2189e+000 +2.5108e+000 -1.6947e+000 -2.1729e-001 +2.1291e+000 -2.7487e+000 +3.4855e-001 +1.1837e+000 -1.0598e+000 +4.9999e-001 -9.5181e-001 -1.6323e+000 +2.6826e+000 -2.6425e+000 -1.6772e+000 -3.0825e+000
