% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.238784188e+007 +4.238784188e+007 +4.238763200e+007 +4.238763200e+007
52 +3.717643000e+007 +3.717643000e+007 +3.717622012e+007 +3.717622012e+007
231 +3.484887504e+007 +3.484887504e+007 +3.484866516e+007 +3.484866516e+007
289 +3.192398683e+007 +3.192398683e+007 +3.192377695e+007 +3.192377695e+007
410 +2.986232649e+007 +2.986232649e+007 +2.986211661e+007 +2.986211661e+007
485 +2.691340531e+007 +2.691340531e+007 +2.691319543e+007 +2.691319543e+007
540 +2.493708276e+007 +2.493708276e+007 +2.493687288e+007 +2.493687288e+007
664 +2.132516272e+007 +2.132516272e+007 +2.132495284e+007 +2.132495284e+007
750 +2.072264993e+007 +2.072264993e+007 +2.072244005e+007 +2.072244005e+007
783 +1.990994562e+007 +1.990994562e+007 +1.990973574e+007 +1.990973574e+007
831 +1.904661440e+007 +1.904661440e+007 +1.904640452e+007 +1.904640452e+007
836 +1.726462480e+007 +1.726462480e+007 +1.726441492e+007 +1.726441492e+007
1001 +1.343094557e+007 +1.343094557e+007 +1.343073569e+007 +1.343073569e+007
1009 +1.166594549e+007 +1.166594549e+007 +1.166573561e+007 +1.166573561e+007
1214 +9.859216312e+006 +9.859216312e+006 +9.859006432e+006 +9.859006432e+006
1234 +9.236719642e+006 +9.236719642e+006 +9.236509762e+006 +9.236509762e+006
1286 +8.954297639e+006 +8.954297639e+006 +8.954087759e+006 +8.954087759e+006
1316 +7.361676762e+006 +7.361676762e+006 +7.361466882e+006 +7.361466882e+006
1425 +6.129953208e+006 +6.129953208e+006 +6.129743328e+006 +6.129743328e+006
1436 +6.021012561e+006 +6.021012561e+006 +6.020802681e+006 +6.020802681e+006
1634 +5.482860840e+006 +5.482860840e+006 +5.482650960e+006 +5.482650960e+006
1653 +5.311752894e+006 +5.311752894e+006 +5.311543014e+006 +5.311543014e+006
1702 +5.217607865e+006 +5.217607865e+006 +5.217397985e+006 +5.217397985e+006
1793 +3.808574240e+006 +3.808574240e+006 +3.808364360e+006 +3.808364360e+006
2323 +3.625698429e+006 +3.625698429e+006 +3.625488549e+006 +3.625488549e+006
2441 +3.434352260e+006 +3.434352260e+006 +3.434142380e+006 +3.434142380e+006
2498 +3.328249907e+006 +3.328249907e+006 +3.328040027e+006 +3.328040027e+006
2534 +3.088972350e+006 +3.088972350e+006 +3.088762470e+006 +3.088762470e+006
2711 +2.687024117e+006 +2.687024117e+006 +2.686814237e+006 +2.686814237e+006
2742 +2.197732571e+006 +2.197732571e+006 +2.197522691e+006 +2.197522691e+006
3186 +1.993500526e+006 +1.993500526e+006 +1.993290646e+006 +1.993290646e+006
3335 +1.920664049e+006 +1.920664049e+006 +1.920454169e+006 +1.920454169e+006
3624 +1.804173074e+006 +1.804173074e+006 +1.803963194e+006 +1.803963194e+006
3723 +1.731112959e+006 +1.731112959e+006 +1.730903079e+006 +1.730903079e+006
3730 +1.349735504e+006 +1.349735504e+006 +1.349525624e+006 +1.349525624e+006
