% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.114708546e+007 +4.114708546e+007 +4.114687558e+007 +4.114687558e+007 -2.5274e+000 +2.1491e+000 -4.7459e+000 -7.4640e-001 -3.9797e+000 -3.5932e+000 +1.6597e+000 -2.9394e+000 -5.0524e+000 +5.2966e+000 +4.5978e+000 -3.3567e+000 +1.3265e+000 -2.9726e+000 +1.5663e+000 +7.5098e-001 -3.5427e+000 +4.0624e+000 -3.5804e+000 -4.6770e+000
3 +3.773155642e+007 +3.773155642e+007 +3.773134654e+007 +3.773134654e+007 -2.6452e+000 +1.6149e+000 -4.5045e+000 -1.7469e+000 -3.8373e+000 -3.8075e+000 +1.2413e+000 -4.8717e+000 -4.3072e+000 +4.0865e+000 +3.6417e+000 -3.6725e+000 +1.0075e+000 -3.3969e+000 +1.1739e+000 +2.1442e-001 -3.5513e+000 +3.1604e+000 -2.3587e+000 -4.4856e+000
9 +3.539571061e+007 +3.539571061e+007 +3.539550073e+007 +3.539550073e+007 -3.2446e+000 +1.9047e+000 -4.7201e+000 -2.6601e+000 -3.6479e+000 -4.7564e+000 +1.1801e+000 -3.4764e+000 -3.9415e+000 +4.7139e+000 +4.1864e+000 -3.5517e+000 +1.7176e+000 -3.3061e+000 +1.5575e+000 +1.3333e+000 -3.0276e+000 +3.7797e+000 -3.4363e+000 -4.1366e+000
10 +3.425629233e+007 +3.425629233e+007 +3.425608245e+007 +3.425608245e+007 -2.1533e+000 +1.9398e+000 -4.7391e+000 -2.4312e+000 -2.9562e+000 -3.7546e+000 +7.2250e-001 -3.2761e+000 -4.7735e+000 +5.1713e+000 +3.8285e+000 -2.4089e+000 +6.7641e-001 -3.5581e+000 +1.7574e+000 +1.4887e-001 -3.6413e+000 +3.4877e+000 -2.1844e+000 -4.1324e+000
28 +3.338399376e+007 +3.338399376e+007 +3.338378388e+007 +3.338378388e+007 -4.2622e+000 +4.0576e+000 -5.8489e+000 -2.7387e+000 -3.4003e+000 -4.5255e+000 +2.1950e+000 -3.4536e+000 -4.0046e+000 +5.0348e+000 +4.0452e+000 -3.9155e+000 +9.5064e-001 -3.1497e+000 +2.7077e+000 +6.8237e-001 -4.3451e+000 +3.1299e+000 -3.9431e+000 -3.8189e+000
35 +2.390887135e+007 +2.390887135e+007 +2.390866147e+007 +2.390866147e+007 -3.4587e+000 +1.5573e+000 -5.1361e+000 -9.1880e-001 -3.9755e+000 -4.0021e+000 +2.5591e+000 -3.4408e+000 -4.4019e+000 +6.4556e+000 +4.5402e+000 -3.2066e+000 +1.5781e+000 -2.5099e+000 +1.5907e+000 -2.3004e+000 -3.5045e+000 +4.2542e+000 -2.3001e+000 -2.9494e+000
77 +2.206161267e+007 +2.206161267e+007 +2.206140279e+007 +2.206140279e+007 -1.8560e+000 +2.7085e+000 -4.2232e+000 -2.9501e+000 -3.9862e+000 -3.0338e+000 +1.1756e+000 -2.8400e+000 -3.4262e+000 +4.0811e+000 +2.5583e+000 -2.9427e+000 +8.6744e-001 -3.7127e+000 +1.0666e+000 -2.0863e-001 -2.4567e+000 +3.2767e+000 -1.8629e+000 -2.6737e+000
89 +1.652524199e+007 +1.652524199e+007 +1.652503211e+007 +1.652503211e+007 -2.6111e+000 +2.7084e+000 -4.5165e+000 -1.3449e+000 -3.7818e+000 -4.3374e+000 +1.5558e+000 -3.7294e+000 -4.2715e+000 +5.0523e+000 +4.3189e+000 -4.2223e+000 +2.5414e+000 -3.5368e+000 +1.4151e+000 +5.1943e-002 -2.2030e+000 +3.8538e+000 -2.2836e+000 -1.9602e+000
125 +9.006787039e+006 +9.006787039e+006 +9.006577159e+006 +9.006577159e+006 -2.2356e+000 +1.8357e+000 -4.4968e+000 -2.5001e+000 -3.1063e+000 -3.5186e+000 +1.4177e+000 -3.3057e+000 -3.9227e+000 +4.7263e+000 +3.7502e+000 -4.2215e+000 +1.3551e+000 -2.7949e+000 +1.8808e+000 -1.5758e-001 +1.4761e+000 +5.4935e+000 -2.5159e+000 -4.0510e-002
219 +5.560156751e+006 +5.560156751e+006 +5.559946871e+006 +5.559946871e+006 -3.0296e+000 +5.7600e-001 -6.0698e+000 -4.0325e-002 -3.7016e+000 -7.1678e+000 +4.2243e-001 -2.4002e+000 -4.3721e+000 +3.5077e+000 +3.6535e+000 -3.6076e+000 +3.0129e-001 -1.5193e+000 +1.7548e+000 -4.4408e-001 -1.5447e+000 +2.5329e+000 -1.5592e+000 -4.1205e-002
