% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.350977066e+003 +4.350977066e+003 +4.380947066e+003 +4.380947066e+003 -3.7626e+000 +8.5388e+000 +2.5111e+000 +5.3881e+000 +2.0189e+000 +5.4940e+000 -6.5372e+000 -3.2530e+000 +4.2137e+000 +4.2393e-001 -3.3154e+000 +5.8614e+000 +6.7392e+000 +2.6414e+000 -2.6855e-001 +3.0915e+000 +8.3959e+000 +2.9267e+000 -4.1649e+000 -6.4546e+000
5 +3.909593090e+003 +3.909593090e+003 +3.939563090e+003 +3.939563090e+003 -4.3672e+000 +4.1039e+000 +2.9275e+000 +1.7958e+000 +1.1583e+000 +4.2338e+000 -4.1544e+000 -5.2031e-001 -5.9873e+000 -1.8063e+000 -7.3535e+000 -3.8437e-001 +5.9207e-001 -3.8765e+000 -1.2727e+000 -5.1494e+000 +2.6732e+000 +2.9201e+000 +1.3679e+000 -7.5569e+000
6 +3.450402840e+003 +3.450402840e+003 +3.480372840e+003 +3.480372840e+003 -3.4488e+000 +5.9295e+000 +3.3831e+000 +2.2668e+000 +3.8772e-001 +5.5259e+000 -5.2260e+000 -9.4182e-001 -4.3542e+000 +1.1630e+000 -3.8514e+000 +4.3998e+000 +1.8966e-003 -1.5434e+000 +2.6523e-002 +1.5202e+000 -1.2235e-001 +1.4384e-001 -3.7713e+000 -4.2096e+000
23 +3.370702927e+003 +3.370702927e+003 +3.400672927e+003 +3.400672927e+003 -2.0299e+000 +3.5747e+000 +3.3401e+000 +7.9613e-002 +3.7407e+000 +5.5308e+000 -3.2019e+000 -2.2424e+000 -4.5944e-001 -1.7788e+000 -3.0962e+000 +2.6258e+000 +3.5931e+000 -2.3385e+000 -5.5332e+000 +5.2266e-001 +8.8965e-001 +9.3858e-001 +5.0420e+000 -7.2603e+000
66 +2.926959214e+003 +2.926959214e+003 +2.956929214e+003 +2.956929214e+003 -3.9201e+000 +1.5217e+000 -7.8825e-001 +9.9255e-001 +7.5972e-001 +5.1735e+000 -5.5286e+000 -4.3926e+000 -1.0416e-003 -2.0965e-001 -1.6982e+000 -3.9149e-001 +2.0777e+000 -7.4049e-001 -1.5947e-001 +3.3044e+000 +1.8719e+000 +7.9238e-001 -3.4853e+000 -1.1476e+001
108 +2.278087638e+003 +2.278087638e+003 +2.308057638e+003 +2.308057638e+003 -3.9300e+000 +1.0894e+000 +3.2726e+000 -8.4334e-001 +2.7469e+000 +4.5723e+000 -7.0764e+000 -8.0224e+000 -2.9346e+000 +2.2001e+000 -2.4223e+000 -3.4292e-001 +3.3990e+000 -4.0579e+000 +6.0136e-001 -8.5865e-001 -4.6586e+000 +2.5531e+000 +6.2417e-003 -3.7398e+000
230 +2.125725947e+003 +2.125725947e+003 +2.155695947e+003 +2.155695947e+003 -2.0335e+000 +2.8674e+000 -2.2680e-001 -2.1188e+000 +3.6026e+000 +3.0732e+000 -3.1354e+000 -2.9845e+000 -2.1979e+000 -4.3594e+000 +1.2519e+000 -1.2552e+000 +2.9595e+000 -3.3048e+000 -1.8823e+000 +3.7852e+000 -4.5809e+000 +3.1964e+000 -2.8103e-001 -6.8291e+000
316 +2.035755360e+003 +2.035755360e+003 +2.065725360e+003 +2.065725360e+003 -2.7443e+000 +2.6364e+000 -3.0016e-001 -2.7357e-001 +1.4492e+000 +1.0475e+000 -4.7125e+000 -3.7802e+000 -5.2764e+000 +7.8846e-001 +2.4046e-001 +2.8031e+000 +1.5540e-001 -3.1061e+000 +1.5744e+000 +3.9488e-001 -4.2342e+000 -1.7578e-001 +3.3489e-001 -3.6742e+000
321 +1.676364757e+003 +1.676364757e+003 +1.706334757e+003 +1.706334757e+003 -3.4472e+000 +2.5317e+000 -2.0061e+000 -1.8122e+000 +2.6043e+000 +3.4227e+000 -2.9354e+000 -2.8425e+000 +2.5216e+000 -1.0746e+000 +6.5013e-001 -1.4958e+000 +3.6889e+000 -1.0928e+000 -1.0198e+000 +2.1183e+000 -4.0945e+000 +1.2810e+000 -3.3436e+000 -2.5803e+000
352 +1.571130033e+003 +1.571130033e+003 +1.601100033e+003 +1.601100033e+003 -1.2084e+000 -7.1609e-002 -3.0866e+000 -9.0115e-001 +2.4018e+000 +3.3241e+000 -3.6255e+000 -1.5439e+000 -2.1245e+000 -1.1376e+000 +1.6453e+000 -8.7942e-001 +3.0771e+000 -4.0222e+000 -1.5102e+000 -1.7920e-001 -4.2726e+000 +1.3265e+000 +4.8059e-001 -3.8051e+000
543 +1.352633817e+003 +1.352633817e+003 +1.382603817e+003 +1.382603817e+003 +1.6015e-001 -2.5070e-002 -2.2756e+000 -3.9165e-001 +2.1711e+000 +1.6538e-001 -2.5780e+000 -3.9594e+000 -4.9050e+000 -5.1025e-001 +3.2071e-001 +1.4207e+000 +3.1668e+000 -1.3781e+000 -4.4150e-001 +1.8533e+000 -4.6386e+000 +2.6814e+000 -5.4793e-003 -2.9505e+000
652 +1.282407741e+003 +1.282407741e+003 +1.312377741e+003 +1.312377741e+003 -2.1110e+000 -9.0791e-003 -4.9806e+000 -8.3255e-001 +1.4177e+000 +2.5815e+000 -3.4684e+000 -4.8340e+000 +6.8728e-001 -2.5101e+000 +5.0140e+000 -9.2082e-001 +4.6157e+000 +1.8933e+000 -1.8657e+000 +1.7361e+000 -3.3118e+000 +2.7155e+000 -1.5676e+000 -2.6925e+000
655 +1.218455483e+003 +1.218455483e+003 +1.248425483e+003 +1.248425483e+003 -2.4711e-001 +1.3655e+000 -2.6670e+000 -1.6781e+000 +2.8400e+000 +3.0333e+000 -3.6373e+000 -3.7085e+000 -1.8982e+000 -6.8635e-001 +2.7133e-001 -4.8267e-001 +1.9511e+000 -2.5163e+000 -1.5769e+000 +1.1450e+000 -1.7749e+000 +4.7106e-001 +1.4169e+000 -2.9673e+000
