% function evaluation | noise-free fitness - Fopt (4.078000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.150993024e+001 +9.150993024e+001 +1.322899302e+002 +1.322899302e+002 +3.5831e+000 -4.2491e+000 +8.5430e-001 +3.6861e+000 +3.0351e+000 -6.5907e+000 +4.1527e+000 -2.8630e+000 +1.8652e+000 -4.5840e+000 +2.1071e+000 -3.6860e+000 +1.1955e-001 -6.6359e+000 -5.8337e-001 +2.6494e+000 +4.0296e+000 +2.7904e+000 +8.4589e-001 -2.2984e+000
2 +8.754611861e+001 +8.754611861e+001 +1.283261186e+002 +1.283261186e+002 +3.6421e+000 -5.5292e+000 -8.4160e-001 +3.1496e+000 +5.0061e+000 -4.0251e+000 +2.6321e+000 -4.6389e+000 +1.5669e+000 +2.3868e+000 -7.9608e-001 -4.1898e+000 -6.0214e-001 -1.4363e+000 +2.2666e+000 -8.2451e-001 +5.8813e+000 +5.8353e+000 +4.5682e+000 -1.3210e+000
19 +8.095703362e+001 +8.095703362e+001 +1.217370336e+002 +1.217370336e+002 +4.1453e+000 -1.6030e+000 +2.1940e-001 +2.5524e+000 +2.8488e+000 -2.2211e+000 +4.4712e+000 -5.4020e+000 -3.6917e+000 +3.4666e+000 -9.1060e-001 -2.0669e+000 +4.4141e-001 +2.1508e+000 -1.6006e+000 -2.0991e+000 +2.9910e+000 -2.6440e+000 +4.2737e-001 -5.7213e-001
95 +7.887642736e+001 +7.887642736e+001 +1.196564274e+002 +1.196564274e+002 -2.8248e-001 -2.1368e+000 -3.7362e+000 +5.0745e+000 -5.8989e-001 -4.7875e+000 +2.8558e+000 -3.4919e+000 +7.3652e-001 +6.6792e-001 -2.3241e+000 -3.4884e+000 -1.6696e+000 -1.4732e+000 -2.4354e+000 -1.7466e+000 +2.2380e+000 +1.9596e+000 -1.4522e+000 +2.6944e-001
420 +7.413020999e+001 +7.413020999e+001 +1.149102100e+002 +1.149102100e+002 -2.0091e+000 -3.5134e-001 +6.4543e-001 +1.2269e+000 +3.5713e+000 -7.0902e+000 +2.6572e+000 +1.0492e+000 +1.4353e+000 +3.6964e+000 +1.9702e+000 +2.7314e+000 -3.5164e-002 -3.7258e-001 +8.8117e-001 -1.9573e-001 +1.9952e+000 +2.5903e+000 +1.6583e+000 -3.0731e+000
464 +6.946940191e+001 +6.946940191e+001 +1.102494019e+002 +1.102494019e+002 -2.3911e+000 -4.4506e+000 -4.9201e-001 +3.3640e+000 +1.8985e+000 -1.1973e+000 +3.9336e+000 -4.4823e-001 -1.9980e+000 +2.4906e+000 +5.1155e+000 -1.8479e+000 +3.2976e-001 +5.4186e+000 +8.3653e-001 +3.1610e-001 +7.9330e-001 +2.6308e+000 +2.5916e+000 -7.2483e-001
678 +6.807967517e+001 +6.807967517e+001 +1.088596752e+002 +1.088596752e+002 -4.9707e-001 -3.9829e-001 -6.6798e-001 +3.3275e+000 +2.3957e+000 -2.4828e+000 +2.1086e+000 -2.3902e+000 +6.5925e-001 +3.7185e+000 -3.0755e-001 -8.2778e-001 -4.7560e-002 +2.3610e+000 +1.3047e+000 +3.7097e-001 +1.6914e+000 +3.6881e+000 +3.6814e+000 -2.0286e+000
746 +6.589281395e+001 +6.589281395e+001 +1.066728139e+002 +1.066728139e+002 -2.0584e+000 -1.2192e+000 -5.1062e-001 +2.2955e+000 +7.9563e-001 -2.9703e+000 +2.4630e+000 -1.5457e+000 -1.8680e-001 +2.1850e+000 +6.8202e-001 -1.0626e+000 -3.3717e-001 +1.8939e+000 -1.6606e+000 +1.3825e+000 +6.1821e-001 +2.3026e+000 +1.4708e+000 -1.9012e+000
747 +5.569335574e+001 +5.569335574e+001 +9.647335574e+001 +9.647335574e+001 -1.8109e-001 -1.4940e+000 -2.2263e+000 +1.7293e+000 +1.5723e+000 -4.4776e+000 +2.2446e+000 -2.7011e+000 +8.3870e-001 +3.7211e+000 +3.8273e+000 +7.6301e-001 +5.6520e-001 +2.1645e+000 -2.9592e+000 +2.1860e-001 +2.0803e+000 +2.1268e+000 +2.9615e+000 -2.2750e+000
1002 +3.291924402e+001 +3.291924402e+001 +7.369924402e+001 +7.369924402e+001 -1.3372e+000 -2.0377e+000 +1.0155e+000 +3.1673e+000 +1.1160e+000 -4.6069e+000 +2.1170e+000 -3.4028e+000 +5.0644e-001 +3.1190e+000 +3.0035e+000 +2.5108e-002 +2.4338e-001 +2.3291e+000 -2.6782e-001 -1.5983e-001 +3.3108e+000 +3.0200e+000 +4.0128e+000 -9.5436e-001
1023 +2.931751477e+001 +2.931751477e+001 +7.009751477e+001 +7.009751477e+001 -1.5827e+000 -2.0851e+000 -1.2870e+000 +1.6417e+000 +1.0049e+000 -4.7388e+000 +2.5259e+000 -2.1076e+000 +2.6184e-001 +2.8637e+000 +3.3549e+000 +4.6496e-001 +1.1553e+000 +3.3163e+000 -6.2323e-001 +5.5645e-001 +2.6924e+000 +2.4426e+000 +2.5341e+000 -4.5806e+000
1110 +2.564978798e+001 +2.564978798e+001 +6.642978798e+001 +6.642978798e+001 -1.7945e+000 -1.6340e+000 +1.5061e+000 +3.3139e+000 +1.2066e+000 -3.3267e+000 +2.5509e+000 -2.7930e+000 -6.8059e-001 +5.0282e+000 +3.7685e+000 +2.7558e+000 +3.9202e-001 +2.6241e+000 +1.3884e+000 +2.6216e-002 +1.9398e+000 +5.2749e+000 +3.0043e+000 -2.2449e+000
1240 +1.599205782e+001 +1.599205782e+001 +5.677205782e+001 +5.677205782e+001 -2.1770e+000 -2.5982e+000 +9.6187e-001 +2.8797e+000 +4.7224e-001 -4.1911e+000 +1.5078e+000 -2.8897e+000 -1.3337e+000 +3.1346e+000 +2.6297e+000 +1.4081e+000 +1.0242e+000 +2.9215e+000 -2.9820e-001 +7.9010e-002 +3.2325e+000 +1.9820e+000 +2.9361e+000 -2.7169e+000
1485 +1.313462510e+001 +1.313462510e+001 +5.391462510e+001 +5.391462510e+001 -2.6282e+000 -2.7074e+000 -4.8620e-001 +3.3611e+000 +2.1453e+000 -4.1302e+000 +1.9171e+000 -3.7877e+000 -2.0339e-001 +2.6319e+000 +3.6977e+000 +2.4171e+000 +3.6502e-001 +3.0497e+000 -4.8170e-001 -8.7466e-001 +2.2116e+000 +3.2275e+000 +3.4895e+000 -2.3972e+000
1521 +8.832732065e+000 +8.832732065e+000 +4.961273206e+001 +4.961273206e+001 -2.9389e+000 -2.6132e+000 +1.1988e+000 +2.2160e+000 +1.3837e+000 -3.7748e+000 +2.2242e+000 -1.7311e+000 -1.0020e+000 +4.0796e+000 +4.7964e+000 +1.7322e+000 +8.4938e-001 +2.9888e+000 -1.4646e-001 +1.3328e+000 +2.6521e+000 +1.8736e+000 +2.8355e+000 -2.5798e+000
1705 +7.606302556e+000 +7.606302556e+000 +4.838630256e+001 +4.838630256e+001 -3.5455e+000 -3.4357e+000 +7.1372e-001 +2.5989e+000 +1.2211e+000 -4.4642e+000 +2.5687e+000 -2.0954e+000 -8.1210e-002 +3.8667e+000 +4.3182e+000 +1.7466e+000 +1.6025e+000 +1.9279e+000 -8.1427e-002 +1.8225e-001 +2.1821e+000 +2.5815e+000 +2.7966e+000 -3.6003e+000
1821 +5.788553554e+000 +5.788553554e+000 +4.656855355e+001 +4.656855355e+001 -3.4849e+000 -3.4601e+000 +1.2005e+000 +3.1921e+000 +1.1780e+000 -4.2568e+000 +1.8107e+000 -2.8773e+000 +9.9321e-002 +4.8528e+000 +4.7377e+000 +2.2536e+000 +8.4589e-002 +3.1146e+000 +4.3242e-001 +8.6244e-001 +3.1144e+000 +2.3142e+000 +2.8951e+000 -2.6256e+000
