% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.387106169e+004 +1.387106169e+004 +1.397367169e+004 +1.397367169e+004 +4.1052e+000 -3.0514e-002 +2.5169e-002 -2.3622e+000 +2.4188e+000 -6.1026e-001 -5.0644e-001 -1.7474e+000 -6.1512e+000 +1.8305e+000 +3.8003e+000 -2.2189e+000 -3.0135e+000 +2.2782e+000 -3.4972e+000 -1.5766e+000 +2.2833e+000 -4.7653e+000 +3.2356e+000 -3.5841e-001
2 +5.070899629e+003 +5.070899629e+003 +5.173509629e+003 +5.173509629e+003 +4.0258e+000 +2.6491e-002 +3.7918e-001 -2.7914e+000 +2.1402e+000 -2.3243e+000 +1.7103e-002 -2.7554e+000 -3.3540e+000 +1.8468e+000 +3.6430e+000 -2.2026e+000 -2.7703e+000 +3.9820e+000 -3.8983e+000 -1.4677e+000 +8.3344e-001 -5.6673e+000 +2.5994e+000 -8.9558e-001
3 +5.878942739e+002 +5.878942739e+002 +6.905042739e+002 +6.905042739e+002 +4.8547e+000 -4.1951e-001 +2.8915e-001 -2.5744e+000 +2.4867e+000 -9.5892e-001 -9.0721e-001 -3.0801e+000 -3.1431e+000 +1.5696e+000 +3.8342e+000 -2.1307e+000 -2.7093e+000 +2.8936e+000 -3.4104e+000 -1.0434e+000 +1.0466e+000 -4.7021e+000 +3.2300e+000 -1.5033e+000
7 +5.503253151e+002 +5.503253151e+002 +6.529353151e+002 +6.529353151e+002 +4.5660e+000 -4.8980e-001 -2.5468e-001 -2.1287e+000 +2.1207e+000 -8.9162e-001 -4.8718e-001 -2.5166e+000 -4.3928e+000 +1.5337e+000 +3.7735e+000 -1.5616e+000 -2.7661e+000 +3.0523e+000 -3.3062e+000 -1.2228e+000 +1.5484e+000 -4.3586e+000 +3.0058e+000 -1.3694e+000
9 +5.097769140e+002 +5.097769140e+002 +6.123869140e+002 +6.123869140e+002 +4.1294e+000 +1.1077e-001 +1.1486e-001 -1.8238e+000 +2.6229e+000 -1.0841e+000 -7.5458e-001 -2.7688e+000 -4.2318e+000 +1.7849e+000 +3.9230e+000 -2.2601e+000 -2.7420e+000 +2.8189e+000 -3.1732e+000 -8.9748e-001 +9.0109e-001 -4.3426e+000 +2.1261e+000 -1.7778e+000
47 +4.931577076e+002 +4.931577076e+002 +5.957677076e+002 +5.957677076e+002 +4.2893e+000 -4.2986e-001 -2.6834e-001 -2.3373e+000 +2.8194e+000 +1.2074e-001 -4.1030e-001 -2.5444e+000 -3.8491e+000 +1.1035e+000 +3.9701e+000 -9.0050e-001 -2.7475e+000 +1.1514e+000 -2.8865e+000 -6.5891e-001 +1.2116e+000 -3.5485e+000 +2.9088e+000 -9.7628e-001
52 +4.828717891e+002 +4.828717891e+002 +5.854817891e+002 +5.854817891e+002 +4.7939e+000 -2.7567e-001 -4.1014e-001 -1.7562e+000 +2.9640e+000 -1.0341e+000 -3.4851e-001 -4.2726e+000 -4.1794e+000 +1.2329e+000 +2.5775e+000 -1.0508e+000 -2.4286e+000 +2.6264e+000 -2.6934e+000 -1.1481e-001 +6.4561e-001 -4.7625e+000 +2.3967e+000 +2.5698e-001
109 +4.524406968e+002 +4.524406968e+002 +5.550506968e+002 +5.550506968e+002 +3.6713e+000 -2.9541e-001 -6.9927e-001 -1.8727e+000 +1.7107e+000 -1.3252e+000 -6.4368e-001 -2.9975e+000 -4.5633e+000 -3.8665e-001 +3.0465e+000 -1.6453e+000 -2.0155e+000 +2.5511e+000 -2.9593e+000 -5.3712e-001 -7.1722e-001 -4.7080e+000 +2.1787e+000 -1.2797e+000
160 +4.352886392e+002 +4.352886392e+002 +5.378986392e+002 +5.378986392e+002 +3.9189e+000 -6.8435e-001 -1.0834e+000 -2.1755e+000 +1.4743e+000 -9.4352e-001 -9.5188e-002 -3.2992e+000 -3.2815e+000 +1.4406e+000 +2.8158e+000 -2.7986e+000 -2.4954e+000 +2.9972e+000 -2.1809e+000 -1.1137e+000 +6.9047e-001 -3.4477e+000 +1.6607e-001 -8.6156e-001
186 +4.128308524e+002 +4.128308524e+002 +5.154408524e+002 +5.154408524e+002 +3.0286e+000 +1.6801e+000 -2.6957e-001 -1.9597e+000 +2.5202e+000 -5.9906e-001 -1.7924e+000 -2.7393e+000 -2.1136e+000 +7.4034e-001 +3.3363e+000 -4.4523e+000 -2.1260e+000 +2.6955e+000 -2.9550e+000 -1.5277e+000 +1.0795e+000 -1.1957e+000 +1.6297e+000 -5.2532e-001
213 +3.913272839e+002 +3.913272839e+002 +4.939372839e+002 +4.939372839e+002 +3.7704e+000 +6.4612e-001 -1.8241e+000 -1.7953e+000 +1.8981e+000 -2.3221e+000 -1.9553e+000 -2.3956e+000 -3.6962e+000 +1.8160e+000 +1.9055e+000 -2.4657e+000 -2.3669e+000 +2.6864e+000 -4.0478e+000 -8.8518e-001 +7.2254e-001 -3.3662e+000 +1.8375e+000 -1.6489e+000
312 +3.669889212e+002 +3.669889212e+002 +4.695989212e+002 +4.695989212e+002 +4.8937e+000 +4.7718e-001 -9.9318e-001 -9.3842e-001 +7.2745e-001 -1.1991e+000 -3.8009e-001 -1.9226e+000 -3.4952e+000 +6.5215e-001 +1.8897e+000 -3.4539e-001 -3.1526e+000 +2.4267e+000 -3.1881e+000 -1.4401e+000 -2.9722e-001 -3.7524e+000 +1.9169e+000 -6.8631e-001
428 +3.245548537e+002 +3.245548537e+002 +4.271648537e+002 +4.271648537e+002 +3.5704e+000 +7.0853e-001 +5.3329e-001 -1.9611e+000 +2.8639e-001 -1.3882e+000 -8.9643e-001 -2.5032e+000 -2.5469e+000 +1.6464e+000 +9.5607e-001 -1.4151e+000 -1.0057e+000 +1.6738e+000 -3.6079e+000 -1.5253e+000 -1.2164e+000 -3.8175e+000 +7.2984e-001 +7.6911e-001
610 +2.803687515e+002 +2.803687515e+002 +3.829787515e+002 +3.829787515e+002 +3.1126e+000 +5.3440e-001 +5.2860e-001 -1.4824e+000 +1.3950e+000 -1.4418e+000 -1.7257e+000 -2.0976e+000 -2.5159e+000 +1.5879e+000 -8.4158e-003 +3.1550e-001 -3.0164e+000 +2.3151e+000 -1.8815e+000 -1.4171e+000 -5.8185e-001 -2.1185e+000 +7.1121e-001 +1.4647e+000
680 +2.751559451e+002 +2.751559451e+002 +3.777659451e+002 +3.777659451e+002 +2.6841e+000 +1.0925e-002 -9.4532e-002 -1.1607e+000 +4.8083e-001 +1.5192e-001 -9.7664e-001 -2.5914e+000 -1.6345e+000 +1.7992e+000 +1.2886e+000 -1.2523e+000 -1.6889e+000 +2.4868e+000 -1.6111e+000 -7.5913e-001 -1.0813e+000 -3.0435e+000 +1.6472e+000 -9.0988e-001
763 +2.638530220e+002 +2.638530220e+002 +3.664630220e+002 +3.664630220e+002 +3.2904e+000 +4.1849e-001 -7.3906e-001 -8.1917e-001 +3.5360e-001 -1.0455e+000 -1.0418e+000 -2.6772e+000 -2.2261e+000 +1.7433e+000 +1.1196e+000 -1.9682e+000 -1.7653e+000 +2.2575e+000 -2.0313e+000 -1.4771e+000 -1.3873e+000 -3.2009e+000 +2.1284e+000 -4.8276e-001
891 +2.620210575e+002 +2.620210575e+002 +3.646310575e+002 +3.646310575e+002 +2.2353e+000 +9.6426e-001 +5.5568e-001 -3.8995e-001 +3.2347e-001 +1.6857e-001 -1.0384e+000 -2.3182e+000 -2.2227e+000 +1.5053e+000 +1.0938e+000 -1.6701e+000 -1.6320e+000 +1.4237e+000 -2.9238e+000 -1.7991e+000 -7.1289e-001 -2.7424e+000 +1.8002e+000 -3.5189e-001
910 +2.529168054e+002 +2.529168054e+002 +3.555268054e+002 +3.555268054e+002 +2.1072e+000 +8.1487e-001 -6.2612e-001 -6.4828e-001 -5.8880e-001 -2.6009e+000 -1.5184e+000 -2.7520e+000 -3.8638e+000 +1.1307e+000 -8.8679e-001 -1.3232e+000 -1.4599e+000 +2.4613e+000 -2.2446e+000 -1.2848e+000 -2.1477e+000 -2.8057e+000 +2.6350e+000 -3.4937e-001
953 +2.304018244e+002 +2.304018244e+002 +3.330118244e+002 +3.330118244e+002 +6.9391e-001 -3.8293e-001 -3.4791e-001 +1.4756e+000 -5.6738e-001 -2.1907e+000 -9.8637e-001 -2.2142e+000 -2.2429e+000 +2.2692e+000 -1.0085e+000 +7.2119e-002 -1.9803e+000 +2.2553e+000 -1.9436e+000 -5.1625e-001 -1.5592e+000 -3.8462e+000 +2.0226e+000 +4.4699e-002
1145 +2.166033773e+002 +2.166033773e+002 +3.192133773e+002 +3.192133773e+002 +9.3831e-001 +2.9378e-001 -1.4367e+000 -3.2160e-001 -9.1848e-001 -9.0754e-001 -1.1707e+000 +6.5385e-001 -1.7389e+000 +1.9812e+000 +4.4028e-002 -1.2027e+000 -2.1914e+000 +1.6415e+000 -2.9978e+000 -2.0051e+000 -9.9478e-002 -2.8059e+000 +1.7567e+000 +3.7630e-001
1307 +2.129927056e+002 +2.129927056e+002 +3.156027056e+002 +3.156027056e+002 +1.5106e+000 +1.6634e-002 +7.6869e-001 -3.8203e-002 -2.6209e-001 -1.0758e+000 -9.6294e-001 -1.7379e+000 -2.7009e+000 +1.7119e+000 -6.9108e-001 -1.6224e+000 -1.5888e+000 +1.6349e+000 -2.5202e+000 -1.0999e+000 -4.3976e-001 -1.8098e+000 +1.7299e+000 +1.4321e-001
1360 +2.056306145e+002 +2.056306145e+002 +3.082406145e+002 +3.082406145e+002 +1.9303e+000 -8.7015e-002 -7.7963e-001 +7.3852e-001 -7.7586e-001 -1.3027e+000 -1.4421e+000 -1.4905e+000 -3.1650e+000 +1.2643e+000 -1.0131e+000 -1.7859e+000 -1.7296e+000 +1.2991e+000 -2.6080e+000 -1.4390e+000 -5.3156e-001 -3.4713e+000 +1.9477e+000 +5.8235e-001
