% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.449772276e+007 +5.449772276e+007 +5.449779903e+007 +5.449779903e+007 +5.5706e+000 +2.9554e+000 -9.8837e+000 -2.1283e+001 -6.3130e+000 +4.1137e+000 +7.1364e+000 +9.3867e-002 +6.3022e+000 -4.1821e-001 +7.8146e-001 -3.1916e+000 -2.6910e-001 -8.4988e+000 -1.0620e+001 +2.2420e+000 -7.2302e-001 +1.3308e+000 -1.5984e+000 +3.8630e+000
2 +3.477655314e+006 +3.477655314e+006 +3.477731584e+006 +3.477731584e+006 +3.6853e+000 -1.5172e+000 -3.0474e-001 -6.0738e-001 -1.4384e+000 +5.1866e+000 -8.4053e-001 -1.8906e+000 +2.8042e+000 +7.1326e+000 +4.7490e+000 +3.7450e-001 -7.5771e-001 -3.8470e+000 -2.6352e+000 +3.6555e+000 -1.3338e+000 +7.1644e-001 -8.3988e+000 -6.2408e+000
4 +2.321056926e+005 +2.321056926e+005 +2.321819626e+005 +2.321819626e+005 -1.9296e+000 -6.5096e+000 -3.8338e+000 -2.4061e+000 +9.8348e+000 +3.8806e+000 +4.6624e+000 +5.3209e+000 +7.6147e+000 -1.8541e+000 -4.3701e+000 +1.3242e+000 -4.4002e+000 -6.1931e+000 -2.3117e+000 +2.1335e+000 -7.7263e-001 +7.7986e-001 -7.3563e+000 -8.6670e+000
19 +5.675392847e+003 +5.675392847e+003 +5.751662847e+003 +5.751662847e+003 +7.6874e+000 -5.2996e+000 -3.6483e+000 -2.4788e+000 -4.3950e+000 +7.3214e-001 -8.9101e-001 -1.4416e-001 -1.3577e+001 +4.2252e+000 -5.7035e+000 -5.6716e-001 -1.3915e+000 -4.7619e+000 -6.2563e+000 +5.4580e+000 -2.9387e+000 -1.8531e+001 +1.0422e+001 -1.0416e+001
57 +1.667783817e+003 +1.667783817e+003 +1.744053817e+003 +1.744053817e+003 +5.3423e-001 -1.3874e+000 -4.3601e-001 -3.1955e+000 -6.6581e-001 +3.9660e+000 -3.2069e-001 +1.0848e+000 -1.9202e-001 +4.4675e+000 +1.0322e+000 -5.2040e+000 +3.4104e+000 -1.4343e+000 -5.5161e+000 +3.4062e+000 +3.8278e+000 -2.0354e+000 +1.0744e+000 -5.4833e-001
96 +7.351019249e+002 +7.351019249e+002 +8.113719249e+002 +8.113719249e+002 +5.6501e+000 -3.3055e+000 -1.8993e+000 -1.0710e+000 -1.2595e+000 +5.0999e+000 -1.3369e+000 +4.2906e-001 +3.3381e+000 +6.1896e+000 -1.9443e+000 +1.0715e+000 -8.0615e-001 -4.5096e+000 +3.6722e+000 +4.0055e+000 +1.1160e+000 -1.8684e-002 -1.7130e+000 -3.0302e+000
98 +6.125918203e+002 +6.125918203e+002 +6.888618203e+002 +6.888618203e+002 +4.3631e+000 -1.7439e+000 -8.8920e-002 -2.3087e+000 +4.1003e+000 +3.2776e+000 +3.8488e-001 -7.9903e+000 +1.2157e+001 +5.1204e+000 -5.0722e+000 +1.4074e+000 +2.8986e-001 -3.4470e+000 -3.3546e+000 +7.3575e+000 -1.5314e+000 -1.2911e+000 -5.8456e+000 -6.7319e+000
172 +4.392500621e+002 +4.392500621e+002 +5.155200621e+002 +5.155200621e+002 +8.3578e+000 -4.6277e+000 -2.0677e+000 -6.7857e+000 +1.3263e+000 +5.9963e+000 +3.7742e+000 +3.0118e+000 +7.9040e-001 +7.9208e+000 -2.0252e+000 -1.4842e+000 -5.0871e+000 -7.0695e+000 -1.1728e+000 +2.5920e+000 +3.4883e+000 -2.8461e+000 +9.3973e-001 +7.7519e-001
774 +4.268527895e+002 +4.268527895e+002 +5.031227895e+002 +5.031227895e+002 +6.3173e+000 -1.5890e+000 -2.0369e+000 -3.0567e+000 -7.7883e+000 -8.9871e-001 +1.9394e+000 +4.6361e+000 +6.0246e-001 +3.2509e+000 +1.8730e+000 -4.4351e+000 -2.3962e+000 -4.9549e-002 -1.0294e+001 +1.1730e+000 -1.6730e+000 -3.8737e+000 -2.4927e+000 +6.2868e-001
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.843747192e+007 +6.843747192e+007 +6.843744937e+007 +6.843744937e+007 -8.0916e-002 -3.6991e+000 +3.7474e+000 -3.5569e+000 -2.0571e-001 -2.8510e-002 -3.6415e+000 +1.2571e+001 -5.1213e+000 +7.9013e-001 -3.6972e+000 +7.0647e+000 -9.3309e-001 -1.0252e+000 -2.2983e+000 +4.8029e+000 +3.8678e+000 +2.0595e+000 +1.9800e+000 -3.5742e+000
3 +9.089603189e+005 +9.089603189e+005 +9.089377689e+005 +9.089377689e+005 +2.0310e-002 -2.9029e+000 +1.3735e+000 +3.0181e+000 +5.3919e+000 +6.1976e-001 -2.4038e+000 +5.3133e+000 -7.4898e+000 -5.3713e+000 +7.5802e-001 +5.0266e+000 -2.3648e+000 -1.1298e+000 +1.9074e-002 +1.5481e+000 -5.0784e-002 -6.0115e+000 +2.0553e+000 -4.7657e+000
6 +5.076212328e+005 +5.076212328e+005 +5.075986828e+005 +5.075986828e+005 -5.6236e-001 -9.2041e+000 +4.4189e+000 +3.4824e+000 +2.5246e+000 -1.2841e+000 -5.5673e+000 +6.2032e+000 -6.8244e+000 -7.2167e+000 +1.6873e+000 +5.5806e+000 +2.0488e-001 -4.4660e+000 -3.9244e-001 -1.1654e+000 +2.2312e-001 -1.8374e-001 +1.0273e+001 -2.7470e+000
9 +1.454368279e+005 +1.454368279e+005 +1.454142779e+005 +1.454142779e+005 +1.0419e+000 -5.5403e+000 +4.5176e+000 -8.6738e-001 +6.1804e+000 +1.4836e+000 -4.0549e+000 +4.8806e+000 -4.1113e+000 -1.0564e+001 -2.4732e+000 +3.1453e-003 -1.2182e+001 -2.6014e+000 +1.7322e+000 +2.8618e+000 -5.3103e+000 +3.7562e+000 +1.1396e-001 -7.6605e+000
30 +5.652540849e+004 +5.652540849e+004 +5.650285849e+004 +5.650285849e+004 +9.6020e+000 -3.6633e+000 -1.4172e+000 +2.2147e+000 +3.2900e+000 -5.0095e+000 -6.2899e+000 +7.2873e+000 -4.6245e+000 -5.9285e+000 +3.5801e+000 +6.3974e+000 -3.0453e+000 -1.7026e+000 -4.9275e+000 +4.6540e-001 -2.7432e+000 +1.8781e+000 +3.4775e+000 -9.9503e+000
32 +5.031441696e+002 +5.031441696e+002 +4.805941696e+002 +4.805941696e+002 +4.0185e+000 +6.2840e-001 +6.0704e+000 +1.1539e+000 +2.8789e+000 +6.9194e+000 -5.5648e+000 +3.3407e+000 -8.4585e+000 -4.3724e+000 +2.8231e+000 +2.6649e+000 -4.4586e+000 -1.6173e+000 +3.6023e-001 -1.1517e-001 +2.2838e+000 +1.9682e+000 -6.1138e-001 -4.4099e+000
% function evaluation | noise-free fitness - Fopt (1.366000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.778867250e+007 +6.778867250e+007 +6.778868616e+007 +6.778868616e+007 +1.4444e+000 -7.4691e+000 +3.7571e+000 -5.5551e+000 -3.5768e+000 +6.8980e+000 -2.3467e+000 +1.9090e+000 +5.1093e+000 -1.1068e+001 -1.9654e+000 +1.0759e+000 -6.2051e-001 +1.3940e+000 -7.7928e-001 -2.1158e+000 +1.6584e+000 -3.6847e+000 +4.4473e+000 -1.6913e+000
2 +4.873613593e+007 +4.873613593e+007 +4.873614959e+007 +4.873614959e+007 +9.7068e-001 +5.2447e-001 +3.5073e-001 +4.1798e+000 -2.1982e+000 +2.8037e+000 -4.7879e+000 +7.0167e+000 +3.7478e+000 -6.0446e+000 +2.5321e+000 +6.4815e+000 +3.5776e+000 +3.1358e+000 +2.4840e+000 -6.0846e+000 +7.4339e-001 -1.5102e+000 +6.9300e+000 +3.8931e+000
3 +1.020263760e+007 +1.020263760e+007 +1.020265126e+007 +1.020265126e+007 -7.5810e+000 +9.9944e-001 -5.1296e-001 -2.3303e+000 -2.8193e+000 +3.3418e+000 -4.8498e+000 +1.3794e+000 +5.0032e+000 -5.3671e+000 +2.6784e+000 +5.0515e+000 +1.7508e+000 +3.6496e+000 +1.1739e+000 +1.3390e+000 -5.8390e-001 -5.0253e+000 +3.0690e+000 -3.7025e+000
