% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.058920847e+002 +5.058920847e+002 +5.853720847e+002 +5.853720847e+002 +1.3555e+000 +5.3237e+000 -5.2494e+000 -3.2113e+000 -1.7789e+000 -3.0337e-001 +7.0606e+000 +1.2827e+000 +7.8307e+000 -9.2303e-001 -2.9319e+000 -2.0627e-001 +2.1173e+000 -7.7791e-001 -6.3148e+000 -2.4769e+000 +5.9080e+000 +4.1689e+000 -3.0939e+000 +1.0528e+000
2 +4.954442186e+002 +4.954442186e+002 +5.749242186e+002 +5.749242186e+002 -2.0578e+000 -6.1147e-002 -4.5183e+000 -1.2109e-001 -7.1092e+000 -3.3002e+000 +3.8589e+000 +2.2932e+000 +2.0202e+000 -5.2299e+000 +3.7710e+000 +4.6147e+000 -3.1676e+000 +3.0958e+000 -2.8214e+000 -4.6429e-001 +3.8167e+000 +2.6259e+000 -1.0898e+001 -2.8138e+000
3 +3.929289047e+002 +3.929289047e+002 +4.724089047e+002 +4.724089047e+002 +9.9665e-001 +9.2623e-001 -4.2989e+000 -5.0627e-001 -4.1014e+000 +1.5218e-001 +4.1015e+000 -2.5584e-001 -1.5534e+000 -6.5360e+000 +2.1307e+000 +3.3824e+000 -2.8921e+000 +2.5998e+000 -3.7514e+000 +6.0855e-001 +4.7698e+000 +8.7001e+000 -2.4516e+000 +4.4884e+000
7 +3.291989799e+002 +3.291989799e+002 +4.086789799e+002 +4.086789799e+002 -7.6761e-002 +1.5611e+000 -5.7397e+000 +6.3433e+000 -1.5144e+000 +2.2392e+000 +4.4244e+000 +1.1680e+000 +1.0733e+000 -2.9960e+000 +3.2885e+000 +4.3693e+000 -3.8953e+000 +4.2105e-001 -2.3559e+000 +1.5748e+000 +4.8582e+000 +3.5253e+000 -4.2285e+000 +1.6794e+000
10 +2.210073959e+002 +2.210073959e+002 +3.004873959e+002 +3.004873959e+002 -3.8971e+000 +2.3498e-001 -4.3262e+000 +1.7397e+000 -3.7970e+000 +6.2029e-001 +2.9578e+000 -6.0489e-001 +2.2703e+000 -1.2735e+000 +1.9808e+000 +1.7980e+000 +3.6981e-002 +4.2766e+000 -2.5122e+000 -2.3175e+000 +2.4726e+000 -5.5682e-002 -1.8211e+000 +7.0456e-001
113 +1.571551156e+002 +1.571551156e+002 +2.366351156e+002 +2.366351156e+002 -2.5683e+000 +7.0875e-001 -1.1392e+000 -9.2467e-001 -2.6479e+000 +2.3228e+000 -1.6353e-001 +5.1137e-002 -1.1932e-002 -3.8848e+000 -6.7780e-001 +3.3969e+000 -1.7001e+000 -2.3087e+000 -2.0965e+000 +1.7099e+000 +9.5142e-001 +1.4268e+000 -4.0523e+000 +2.0051e+000
304 +1.487654591e+002 +1.487654591e+002 +2.282454591e+002 +2.282454591e+002 -2.7279e+000 +6.2520e+000 -2.2263e+000 +1.0629e+000 -1.7388e+000 +2.2339e+000 +1.5282e+000 +8.6456e-001 +3.3732e-001 -3.2604e+000 -1.4374e+000 +3.8340e+000 -1.1044e+000 +2.8354e+000 -8.0893e-002 -6.1289e-001 +1.3111e+000 -5.7176e-001 +2.8894e-001 +3.4246e+000
384 +1.105140354e+002 +1.105140354e+002 +1.899940354e+002 +1.899940354e+002 -5.8017e-001 -2.0970e+000 -2.0511e+000 +4.0314e-001 -1.4883e+000 +3.3528e+000 +2.5089e-002 +2.3967e+000 -4.8047e-001 -3.4626e+000 -3.7450e+000 +5.6567e+000 -5.3472e-001 +9.0766e-001 -3.2291e+000 +2.0161e+000 +1.1955e+000 -4.5850e+000 -2.1469e+000 +2.2300e+000
464 +1.018050504e+002 +1.018050504e+002 +1.812850504e+002 +1.812850504e+002 -3.7795e+000 -1.2662e+000 -5.0232e-001 +5.2984e-001 -1.5235e+000 -3.3281e-001 +2.5606e+000 -2.6407e+000 -3.3542e+000 -4.1041e+000 -8.7199e-001 +2.4007e+000 -2.6788e+000 +1.7185e+000 -7.0767e-001 +1.0260e+000 -5.7299e-001 -8.1454e-001 +2.3270e+000 +3.3271e+000
627 +8.823752585e+001 +8.823752585e+001 +1.677175258e+002 +1.677175258e+002 +3.7927e-001 +4.1415e-001 -1.3048e+000 +4.1095e-001 -3.0013e+000 +1.1022e+000 +1.7237e+000 +1.1155e+000 +6.4301e-001 -7.1896e+000 -2.3832e+000 +7.1906e-001 -2.0824e+000 -8.9590e-001 -1.4651e+000 +3.9664e+000 +2.1299e+000 -2.3334e+000 +1.3651e+000 -9.7752e-001
634 +7.974874112e+001 +7.974874112e+001 +1.592287411e+002 +1.592287411e+002 +8.5851e-001 -4.9794e+000 -1.7477e+000 +1.2647e+000 -3.1820e+000 -1.1223e+000 +1.7162e+000 +1.7501e+000 +1.7853e-002 -4.6148e+000 -4.9166e-001 +3.3617e+000 -3.5482e+000 -3.8649e-001 +1.0290e+000 +2.5123e+000 -4.0705e-001 -1.5032e+000 +2.5688e+000 +2.6602e+000
674 +7.836542552e+001 +7.836542552e+001 +1.578454255e+002 +1.578454255e+002 +1.3585e+000 -3.3988e-001 -2.1162e+000 -4.8758e-001 -2.6982e+000 -1.6003e-001 +1.3975e+000 +8.0815e-001 -1.5012e-002 -3.2440e+000 +3.1740e-001 +2.4209e+000 -2.0585e+000 -1.0168e+000 -1.1028e+000 +1.5813e+000 +9.7347e-001 -1.3444e+000 +1.2972e+000 +2.4792e+000
685 +5.870044858e+001 +5.870044858e+001 +1.381804486e+002 +1.381804486e+002 +6.3212e-001 +1.2545e-001 -1.6857e+000 -1.0082e+000 -1.8426e+000 +4.2742e+000 -7.4562e-001 +7.3647e-001 -1.8947e+000 -3.1715e+000 -2.3798e+000 +2.6092e+000 -9.2979e-001 +3.1006e+000 +2.5818e+000 +3.4292e+000 +1.6424e+000 -1.6282e+000 +5.0569e-001 +3.1040e-001
718 +5.105665587e+001 +5.105665587e+001 +1.305366559e+002 +1.305366559e+002 +1.2056e+000 +5.2918e-002 -1.3650e+000 +8.1508e-001 -2.3018e+000 +2.9870e+000 +9.6152e-001 +1.5577e+000 +3.7661e-001 -3.4325e+000 -3.0809e+000 +3.2845e+000 -1.6330e+000 +8.4919e-001 -5.5796e-001 +2.3060e+000 +8.4260e-001 -2.4133e+000 +2.8057e+000 +3.4721e-001
792 +4.794040676e+001 +4.794040676e+001 +1.274204068e+002 +1.274204068e+002 -1.0748e+000 -1.8038e+000 -1.3347e+000 +6.5733e-001 -4.1015e+000 -2.1186e+000 +4.8586e-001 -1.1071e-001 -1.0354e+000 -2.4589e+000 -2.9585e+000 +8.5423e-002 +7.6808e-001 +2.2772e+000 +3.8875e+000 +3.3020e+000 -2.8802e+000 -2.6521e+000 +6.1619e+000 +1.3586e+000
850 +4.417563066e+001 +4.417563066e+001 +1.236556307e+002 +1.236556307e+002 -1.8308e-001 -8.7164e-001 -1.6652e+000 +1.9727e+000 -2.2901e+000 +2.6253e+000 +1.1656e+000 +1.4816e+000 -5.7816e-002 -6.2978e+000 -4.3383e+000 +7.7111e-001 -5.2912e-001 -2.3455e-001 -8.2785e-002 +4.1508e+000 +1.0500e+000 -3.9797e+000 +2.9058e+000 +1.3541e+000
