% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.780997875e+001 +8.780997875e+001 -9.121900212e+002 -9.121900212e+002 -2.7972e+000 -5.5380e-001 -1.8078e+000 -3.7135e+000 +1.8779e+000 -3.8546e+000 +1.1656e+000 +6.3335e-001 -3.5045e+000 +3.6206e+000 +5.6617e+000 +4.8324e+000 -2.6754e+000 +5.1189e+000 +8.4377e-001 -4.7615e+000 +5.9953e+000 +5.0923e+000 +2.8998e+000 +1.5566e+000
18 +8.646611414e+001 +8.646611414e+001 -9.135338859e+002 -9.135338859e+002 +4.8182e-001 +2.1483e+000 +5.7366e+000 -4.0900e+000 -2.9352e+000 -6.7676e-001 -1.4327e-001 +6.8687e-001 -2.3776e+000 +2.6733e+000 +4.1743e+000 -2.1144e+000 -5.2040e+000 +2.8203e+000 -3.3392e+000 -2.6646e+000 +3.9451e+000 -6.3814e-001 +1.6880e+000 +5.7052e-001
97 +8.492933980e+001 +8.492933980e+001 -9.150706602e+002 -9.150706602e+002 +3.6775e+000 +2.0228e+000 +1.0910e-001 -4.9253e+000 +9.7187e-001 +1.4464e+000 +1.2774e+000 +1.6668e+000 -2.6376e+000 +4.4677e+000 +2.2992e+000 +1.7653e+000 -3.5514e+000 +5.1921e+000 -2.9458e-001 -3.2640e+000 +4.4614e+000 +3.9989e+000 +3.6613e+000 -1.9753e+000
144 +8.226648929e+001 +8.226648929e+001 -9.177335107e+002 -9.177335107e+002 +1.5178e+000 -1.2697e+000 +4.4138e+000 -3.2748e-001 +1.6495e+000 -2.3412e-002 +1.8677e+000 -2.0680e+000 +4.7179e-001 +5.5384e+000 +5.3355e+000 +2.0675e-001 +6.0136e-002 +7.9926e-001 -3.3767e+000 -2.9297e+000 +3.6107e+000 +4.1733e+000 +1.1603e+000 -1.3670e+000
176 +8.059023230e+001 +8.059023230e+001 -9.194097677e+002 -9.194097677e+002 +2.0295e+000 -3.9217e-001 +4.3217e+000 -3.6703e+000 +2.8195e+000 -7.2060e-001 +2.0891e+000 -7.8995e-001 -2.4023e+000 +2.3596e+000 +4.2644e+000 -4.2489e-001 -1.5166e+000 +2.6437e+000 -5.2747e-001 -2.0933e+000 +3.3213e+000 +2.6742e+000 +3.0000e+000 -3.3451e-001
538 +7.632750568e+001 +7.632750568e+001 -9.236724943e+002 -9.236724943e+002 +9.5016e-001 -3.5636e+000 +5.8195e-001 -1.8888e+000 -3.7051e-001 -8.7422e-001 +1.9124e+000 -1.1399e+000 +6.3094e-001 +2.9072e+000 +1.1302e+000 -7.9912e-002 -1.5841e+000 +1.7284e+000 +5.3156e-001 +3.1612e-001 +2.7129e+000 -9.2334e-002 +3.7186e+000 -1.2503e+000
587 +7.388985790e+001 +7.388985790e+001 -9.261101421e+002 -9.261101421e+002 +3.6384e-001 -1.7272e-002 +1.9122e+000 -3.3430e+000 -8.4909e-001 -4.0077e+000 +6.9962e-001 -2.3705e+000 +2.0609e+000 +1.1313e+000 +1.6019e+000 +2.5634e+000 -4.1010e-001 +8.1973e-001 -9.5773e-001 -2.0792e+000 +1.4993e+000 +1.7431e+000 +1.5883e+000 +3.0914e-001
806 +6.912956204e+001 +6.912956204e+001 -9.308704380e+002 -9.308704380e+002 -5.3900e-001 +2.9731e-001 +1.9837e+000 -4.8596e+000 -3.4128e-001 -2.3934e+000 +1.0983e+000 -2.5056e+000 -4.2974e-001 +7.3646e-001 +4.1031e+000 +1.9223e-001 +9.9202e-001 -5.6513e-001 +3.9149e-001 -2.2854e+000 +1.9182e+000 +2.2775e+000 +2.6944e+000 -1.6649e-001
851 +6.681096726e+001 +6.681096726e+001 -9.331890327e+002 -9.331890327e+002 -1.2094e+000 +6.7488e-002 +2.6196e+000 -3.7211e+000 -1.9033e+000 -9.8471e-001 +3.4072e-001 -2.4827e+000 +5.3928e-001 +4.6118e+000 +3.3312e+000 -1.8537e+000 +1.1329e+000 +1.0065e+000 -4.0021e+000 -2.5143e+000 +8.1674e-001 +1.7541e-001 +1.0911e+000 -3.3229e-001
852 +6.562956532e+001 +6.562956532e+001 -9.343704347e+002 -9.343704347e+002 +1.3893e-001 -9.3639e-002 -4.9138e-001 -4.0674e+000 +2.0459e-001 -2.4418e+000 -1.0439e+000 -5.2787e+000 +3.3485e-001 -2.9320e-001 +2.4098e+000 -2.3740e-001 +3.3656e+000 +9.5208e-001 +3.6985e-001 -3.2837e+000 +1.4303e+000 -8.7824e-001 +7.3267e-001 +1.7093e-001
914 +6.450409301e+001 +6.450409301e+001 -9.354959070e+002 -9.354959070e+002 -1.6733e+000 -2.4451e+000 -7.2447e-001 -3.0577e+000 -5.5855e-001 -1.3003e+000 +9.4208e-002 -1.6597e+000 -1.0938e-001 +2.2825e+000 +3.3211e+000 -2.8121e-001 +5.0069e-001 -1.0219e+000 -1.0259e+000 -1.4351e+000 -5.8884e-001 -5.3779e-001 +3.1711e+000 -5.2869e-001
1002 +5.958749690e+001 +5.958749690e+001 -9.404125031e+002 -9.404125031e+002 -4.2102e+000 -1.2581e-001 -1.2658e+000 -4.9158e+000 -1.1985e+000 -1.9471e+000 -3.7696e-001 -2.7669e+000 +1.0580e+000 +1.5306e+000 +2.8772e+000 -1.4723e+000 -5.7943e-001 +6.3847e-001 -2.6219e+000 -1.7087e+000 +5.1935e-001 +8.7133e-001 +1.6249e+000 -2.3791e+000
1017 +5.500829672e+001 +5.500829672e+001 -9.449917033e+002 -9.449917033e+002 -9.4894e-001 -2.2798e+000 +2.4957e+000 -4.3198e+000 -3.8798e-001 -1.5494e+000 -3.3517e-001 -4.1452e+000 +7.0424e-001 +1.4210e+000 +2.2505e+000 +4.0476e-001 +7.1665e-001 +5.5848e-001 -1.1084e+000 -2.6611e+000 +2.4003e+000 -2.5077e-001 +2.8690e+000 +7.3798e-001
