% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.640422217e+003 +2.640422217e+003 +2.178332217e+003 +2.178332217e+003 +3.8625e+000 -4.4717e+000 -4.9968e+000 +1.8695e+000 -1.6455e+000 -1.4467e+000 +4.6833e+000 -4.7965e+000 -4.1425e+000 +1.6269e+000 -2.8831e+000 +2.9316e+000 +4.5889e+000 +3.4770e+000 +9.8137e-001 -2.3171e+000 -5.5812e-001 -1.5660e+000 -1.0706e+000 +4.0176e+000
34 +2.525996752e+003 +2.525996752e+003 +2.063906752e+003 +2.063906752e+003 +3.1375e+000 -3.7586e+000 -4.8117e+000 +2.0802e+000 -2.0105e+000 -2.0393e+000 +4.2172e+000 -4.5660e+000 -4.7492e+000 +1.8167e+000 -2.9264e+000 +1.5982e+000 +4.7334e+000 +3.4986e+000 +1.7381e+000 -2.9771e+000 -7.5327e-001 -6.1481e-001 -1.0680e+000 +5.4587e+000
54 +2.394972792e+003 +2.394972792e+003 +1.932882792e+003 +1.932882792e+003 +4.4373e+000 -5.4727e+000 -4.4933e+000 +2.8590e+000 -2.4741e+000 -2.0645e+000 +3.9984e+000 -5.0022e+000 -4.3014e+000 +1.3555e+000 -3.4569e+000 +2.3571e+000 +4.7869e+000 +2.8770e+000 +9.9483e-001 -1.7255e+000 -1.4016e+000 -1.1158e+000 -1.5096e+000 +5.3446e+000
116 +2.277643676e+003 +2.277643676e+003 +1.815553676e+003 +1.815553676e+003 +4.6978e+000 -3.4258e+000 -3.4782e+000 +2.4287e+000 -2.6737e+000 -2.5172e+000 +2.6356e+000 -5.8710e+000 -4.4906e+000 +1.1472e+000 -4.2823e+000 +2.8147e+000 +4.4825e+000 +2.0980e+000 +2.8828e+000 -2.7600e+000 -9.1186e-001 -5.9910e-001 -4.1972e-001 +3.9884e+000
157 +2.220585410e+003 +2.220585410e+003 +1.758495410e+003 +1.758495410e+003 +1.6181e+000 -4.2814e+000 -5.4492e+000 +3.4730e+000 -6.5000e+000 -5.1227e+000 +3.5846e+000 -4.4245e+000 -4.1873e+000 +2.6892e+000 -4.7543e+000 +1.7845e+000 +4.8405e+000 +2.4823e+000 +1.2668e+000 -3.2391e+000 +3.8511e-001 -1.6091e+000 -8.1350e-001 +4.8985e+000
183 +1.890737438e+003 +1.890737438e+003 +1.428647438e+003 +1.428647438e+003 +2.9653e+000 -4.0862e+000 -6.6286e+000 +1.4132e+000 -3.6357e+000 -2.7198e+000 +3.6783e+000 -4.6046e+000 -4.0492e+000 +4.3070e-001 -2.1363e+000 +2.1467e+000 +3.5610e+000 +2.4961e+000 +1.4830e+000 -3.6504e+000 -3.7797e-001 -6.1505e-001 -9.7194e-001 +4.3564e+000
188 +1.726480827e+003 +1.726480827e+003 +1.264390827e+003 +1.264390827e+003 +3.8905e+000 -5.2579e+000 -4.5620e+000 +2.9818e+000 -3.5832e+000 -1.5988e+000 +5.0476e+000 -4.6048e+000 -3.0214e+000 +2.6124e+000 -2.1319e+000 +1.8384e+000 +4.5391e+000 +1.2756e-002 +2.2393e+000 -4.2843e+000 +6.9656e-001 -1.2291e+000 -5.5589e-001 +4.1913e+000
202 +1.653610300e+003 +1.653610300e+003 +1.191520300e+003 +1.191520300e+003 +3.7590e+000 -6.7804e+000 -5.3769e+000 +1.7312e+000 -1.9475e+000 -1.9945e+000 +2.9710e+000 -6.2931e+000 -4.9852e+000 +2.0898e+000 -1.7282e+000 +2.6115e+000 +3.1909e+000 +1.6895e-001 +8.3680e-001 -4.8218e+000 -7.1899e-001 -4.4293e-001 -7.2589e-001 +2.3081e+000
303 +1.221099497e+003 +1.221099497e+003 +7.590094966e+002 +7.590094966e+002 +2.7265e+000 -4.5299e+000 -3.5049e+000 +2.5361e+000 -3.3894e+000 -3.0030e+000 +4.5319e+000 -4.5319e+000 -3.2370e+000 +2.3178e+000 -5.0798e+000 -3.2622e-001 +3.9019e+000 +1.3388e+000 +9.4743e-001 -3.4784e+000 -8.3939e-001 -1.0155e+000 -1.6437e+000 +3.8307e+000
412 +1.186584349e+003 +1.186584349e+003 +7.244943489e+002 +7.244943489e+002 +3.4161e+000 -4.7575e+000 -5.6178e+000 +8.5451e-002 -1.8575e-001 -2.3457e+000 +4.4525e+000 -6.7052e-001 -3.8417e+000 +1.1474e+000 -3.1580e+000 +1.8711e+000 +2.1868e+000 +1.2054e+000 +1.0879e-001 -3.3545e+000 +5.6699e-002 -9.0378e-001 -2.5996e+000 +2.8663e+000
