% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.301022685e+001 +6.301022685e+001 +1.343602269e+002 +1.343602269e+002 +2.7974e+000 +5.0373e+000 -1.0437e+000 +7.0772e-001 +5.6190e+000 -1.6981e+000 -2.2853e+000 +2.3147e+000 +4.7182e+000 -6.9405e+000 +4.4537e+000 +4.8577e+000 -3.9908e+000 -8.7830e-002 -2.5794e+000 -2.3411e+000 -3.5193e+000 +1.6750e+000 -1.1823e+000 +2.9033e+000
16 +5.684555964e+001 +5.684555964e+001 +1.281955596e+002 +1.281955596e+002 -2.6008e+000 +1.6009e+000 -5.4475e-001 -3.3611e+000 -2.1089e+000 -1.3385e+000 -4.6247e+000 +4.9448e+000 +6.8851e+000 +2.2293e-001 +6.1208e+000 +6.0935e+000 -5.6126e-001 -1.0270e-001 -3.5051e+000 +3.4331e-001 -4.3202e+000 +2.2755e+000 +6.2540e-001 +2.2657e+000
55 +4.421396900e+001 +4.421396900e+001 +1.155639690e+002 +1.155639690e+002 +2.4826e+000 -2.3055e+000 +3.4766e-001 +4.9035e+000 +4.1902e+000 -2.9644e+000 -1.2596e+000 +7.8810e+000 +3.2584e+000 -2.1871e+000 +3.7860e+000 +4.0674e+000 -1.4762e+000 -1.7191e+000 -3.2751e+000 +3.9388e+000 -7.8175e+000 -5.6689e-002 -3.7443e-001 -4.7333e+000
77 +2.643838978e+001 +2.643838978e+001 +9.778838978e+001 +9.778838978e+001 +1.8135e+000 +3.1077e+000 -7.8347e-001 +2.4361e+000 +2.5845e+000 -3.7060e+000 -3.9484e-001 +2.4871e+000 +5.0302e+000 -2.9937e+000 +2.8761e+000 +4.0317e+000 -1.5016e+000 -2.8301e-001 -2.4813e+000 +4.8493e+000 -3.9468e+000 +3.0237e-001 +1.1819e+000 -1.8345e+000
72422 +2.054446852e+001 +2.054446852e+001 +9.189446852e+001 +9.189446852e+001 -1.1185e+000 -3.5426e+000 +3.3723e+000 +4.3255e-001 +2.6004e+000 +7.2183e-001 +1.5224e+000 -9.5031e-001 -3.6655e+000 -2.5176e-002 -2.1134e+000 -3.5248e+000 +3.8882e+000 +2.7161e+000 +2.4664e+000 -4.5326e+000 +1.7194e+000 -1.6011e-001 +4.5680e+000 -2.3108e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.137398914e+001 +7.137398914e+001 -2.838460109e+002 -2.838460109e+002 -7.6725e+000 -3.8140e+000 +4.9916e+000 -2.5558e+000 -8.0044e+000 -2.4909e+000 -1.5371e+000 +4.9848e+000 +1.5038e+000 +3.4081e+000 +6.1336e-001 -1.5663e+000 +3.0460e+000 -1.2707e+000 -2.9240e+000 -1.5399e+000 -2.5614e-001 -2.6639e+000 -2.9712e+000 +4.6276e+000
13 +6.897664179e+001 +6.897664179e+001 -2.862433582e+002 -2.862433582e+002 -2.4084e+000 +3.8351e-001 +1.8128e+000 -8.1504e+000 -4.5766e+000 +3.2513e+000 +4.0324e+000 +6.4311e+000 -7.7263e-001 -4.7629e+000 +1.3173e+000 -4.2089e+000 +3.9893e+000 -2.2690e+000 -6.7024e+000 -2.4674e+000 -2.4406e-001 +1.1372e-002 -3.8615e+000 +1.3416e+000
28 +6.465483699e+001 +6.465483699e+001 -2.905651630e+002 -2.905651630e+002 -6.2241e+000 -2.8050e-001 +3.0490e+000 -3.7144e+000 -7.8207e+000 +1.1658e+000 +2.7914e+000 +3.0915e+000 +3.1145e+000 +6.8005e-001 -1.3860e+000 +4.4754e+000 +3.9020e+000 -8.7988e-001 -3.6595e+000 -1.0064e+000 +6.0247e+000 -6.1472e+000 -5.5300e+000 +3.0671e+000
44 +5.841173170e+001 +5.841173170e+001 -2.968082683e+002 -2.968082683e+002 -5.3708e+000 -1.7238e+000 +4.6163e+000 -5.6247e+000 -4.6412e+000 -8.3601e-001 +2.7707e+000 +2.8466e+000 +6.5197e+000 +7.7937e+000 -5.7562e+000 -1.8244e+000 +5.3081e+000 -1.4458e+000 -5.6412e+000 -5.8933e+000 +1.2638e+000 -5.0541e+000 -1.0731e+000 +1.4007e+000
62 +5.541618902e+001 +5.541618902e+001 -2.998038110e+002 -2.998038110e+002 -3.8753e+000 +1.7910e+000 +3.0492e+000 -4.7051e+000 -4.5926e+000 +5.1156e+000 +3.8041e+000 +1.9002e+000 +1.9733e+000 +8.7236e-001 -1.4030e+000 -5.4175e+000 +3.9886e+000 -5.2493e-001 -5.2130e+000 +1.9974e+000 +4.0036e+000 -5.7972e+000 -2.2078e+000 +3.8794e+000
