% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.364803714e+001 +5.364803714e+001 -4.890196286e+001 -4.890196286e+001 -2.6373e+000 -2.0819e+000 +3.5520e+000 -3.4105e+000 -2.7328e+000 -1.5857e+000 +1.9403e+000 +7.7198e-001 +3.9557e+000 +2.6843e+000 +2.9878e+000 -3.4502e+000 +4.6741e+000 -3.2208e+000 -3.8960e+000 +3.4742e+000 +1.3685e+000 +2.8285e+000 +1.9376e+000 +1.8071e+000
2 +4.371970957e+001 +4.371970957e+001 -5.883029043e+001 -5.883029043e+001 -2.0111e+000 -2.5330e+000 +3.8425e+000 -3.9433e+000 -2.2553e+000 -1.0570e+000 +1.6064e-001 +1.3580e+000 +3.0967e+000 +1.9964e+000 +3.0240e+000 -3.1003e+000 +3.4802e+000 -2.6423e+000 -4.6970e+000 +3.3522e+000 +4.6669e-001 +3.0397e+000 +1.6543e+000 +2.3005e+000
13 +4.245103109e+001 +4.245103109e+001 -6.009896891e+001 -6.009896891e+001 -2.5735e+000 -2.2001e+000 +3.9675e+000 -3.3075e+000 -2.6041e+000 -6.0096e-001 +1.6919e+000 +1.0688e+000 +3.0123e+000 +2.0847e+000 +3.3339e+000 -3.5479e+000 +3.7250e+000 -2.8918e+000 -4.3033e+000 +3.4436e+000 +1.6054e+000 +2.6381e+000 +2.1319e+000 +1.2418e+000
15 +3.196602550e+001 +3.196602550e+001 -7.058397450e+001 -7.058397450e+001 -2.5492e+000 -4.3565e-001 +1.4000e+000 -3.1378e+000 -3.4780e+000 -6.4347e-001 +2.3020e+000 +9.0165e-001 +3.1049e+000 +2.8338e+000 +3.4244e+000 -2.9577e+000 +2.4002e+000 -3.3031e+000 -4.8168e+000 +3.3544e+000 +1.1455e+000 +3.1515e+000 +2.4333e+000 +1.2751e+000
116 +2.742304540e+001 +2.742304540e+001 -7.512695460e+001 -7.512695460e+001 -2.5146e+000 -2.2891e+000 +3.6975e+000 -3.3967e+000 -2.3265e+000 -2.7503e-001 +1.4734e+000 +1.2454e+000 +2.4232e+000 -1.1796e-001 +2.6564e+000 -2.9869e+000 +2.7431e+000 -1.2198e+000 -3.7661e+000 +3.8110e+000 +9.5956e-001 +2.1374e+000 +2.2686e+000 +8.6698e-001
223 +2.349489080e+001 +2.349489080e+001 -7.905510920e+001 -7.905510920e+001 -2.4284e+000 -3.2444e-001 +3.0765e+000 -2.4283e+000 -1.6234e+000 -1.8735e-001 +2.6432e+000 +1.4022e+000 +1.3393e+000 +1.0279e+000 +2.1059e+000 -3.0460e+000 +3.1074e+000 -1.6915e+000 -3.5303e+000 +3.8790e+000 +2.4816e+000 +1.2399e+000 +2.8482e+000 -4.3208e-001
311 +2.129147695e+001 +2.129147695e+001 -8.125852305e+001 -8.125852305e+001 -3.3451e+000 -2.1011e+000 +2.4631e+000 -2.9928e+000 -2.2027e+000 -4.1175e-001 +1.5952e+000 +2.2636e+000 +2.8213e+000 +1.8790e+000 +2.8196e+000 -2.9047e+000 +2.1026e+000 -1.5170e+000 -2.4221e+000 +2.9979e+000 +1.6349e+000 +2.0296e+000 +1.1761e+000 +1.8593e-001
343 +1.966050374e+001 +1.966050374e+001 -8.288949626e+001 -8.288949626e+001 -2.3982e+000 -3.1224e-001 +2.3220e+000 -2.2546e+000 -2.2319e+000 -1.2058e+000 +1.5454e+000 +1.2727e+000 +2.6581e+000 +2.0153e+000 +3.2216e+000 -2.2712e+000 +2.5554e+000 -3.0336e+000 -2.7882e+000 +3.1012e+000 +1.5846e+000 +3.1087e+000 +2.0773e+000 -3.7678e-001
448 +1.878170974e+001 +1.878170974e+001 -8.376829026e+001 -8.376829026e+001 -3.6471e+000 -1.0035e+000 +1.7060e+000 -2.8484e+000 -1.9694e+000 -6.1719e-001 +1.8310e+000 +1.3669e+000 +2.3088e+000 +2.8288e+000 +3.2548e+000 -2.2715e+000 +1.0035e+000 -2.2334e+000 -4.2777e-001 +2.8903e+000 +1.2737e+000 +1.9620e+000 +2.7718e+000 +6.8047e-001
500 +1.570751684e+001 +1.570751684e+001 -8.684248316e+001 -8.684248316e+001 -1.8927e+000 -1.7161e+000 +2.0331e+000 -1.9279e+000 -1.1301e+000 -2.1672e-001 +1.1115e+000 +1.1631e+000 +1.9620e+000 +6.8449e-001 +2.7569e+000 -2.5797e+000 +3.4307e+000 -1.6621e+000 -1.9804e+000 +3.1082e+000 +5.4698e-001 +2.9131e+000 +1.5556e+000 -1.3686e+000
