% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.067700680e+003 +4.067700680e+003 +4.160640680e+003 +4.160640680e+003 -1.0676e+001 +1.3313e+000 -3.5189e+000 -6.9801e-001 +5.6755e+000 -6.0375e+000 -3.3706e+000 +3.5839e-001 -3.8640e-001 -3.9838e-001 +2.7865e+000 -5.3308e+000 +3.7109e-001 +2.2284e+000 +4.9335e-002 -5.3230e+000 +1.9123e+000 +1.6108e+000 +2.1224e+000 -4.3500e-001
2 +2.716161997e+003 +2.716161997e+003 +2.809101997e+003 +2.809101997e+003 -4.9920e+000 -4.6962e+000 -2.4165e+000 +4.0279e+000 +2.9381e+000 -2.7318e+000 -1.4984e+000 +2.1636e+000 -3.3321e+000 +7.8305e-001 -1.4561e+000 -1.0779e+001 -4.9826e-001 +2.8273e+000 -4.3153e+000 +7.5730e-002 +2.1260e-001 -7.2001e-001 -3.9576e+000 -4.1431e+000
8 +2.664311021e+003 +2.664311021e+003 +2.757251021e+003 +2.757251021e+003 -1.5084e+000 +6.6451e+000 -6.2944e+000 +3.9221e+000 +2.2382e+000 +3.4600e-002 +9.3998e-001 +3.5897e-001 +2.2833e+000 -3.9141e+000 +5.4432e+000 -1.1100e+001 +3.7649e+000 -4.0035e+000 -3.9403e+000 +4.8897e+000 -1.8918e+000 -6.8153e-002 -4.0568e+000 -2.8580e+000
9 +2.284201308e+003 +2.284201308e+003 +2.377141308e+003 +2.377141308e+003 -6.7031e+000 -1.2132e+000 -2.6548e+000 +4.3334e+000 +5.3692e-001 -7.2739e-001 -2.0270e+000 +5.9520e-002 +2.3724e-001 +5.3015e+000 +4.7462e+000 -7.1021e+000 +1.7191e+000 +1.1319e+000 -1.1554e+000 +4.1746e+000 -3.2267e+000 -4.7342e-001 +5.6147e-001 -7.6737e+000
23 +2.129259268e+003 +2.129259268e+003 +2.222199268e+003 +2.222199268e+003 -2.7894e+000 +2.0976e+000 -1.2250e+000 -2.4248e+000 +5.4601e+000 -2.7559e+000 -2.5227e-002 -2.8140e+000 -2.4540e-001 +2.4217e+000 -1.6806e+000 -2.5051e+000 +7.7664e+000 +2.7526e+000 -3.1942e+000 +1.9515e+000 +4.9986e-002 +4.8273e+000 -3.3128e+000 -9.9765e+000
40 +9.965520493e+002 +9.965520493e+002 +1.089492049e+003 +1.089492049e+003 -5.3680e+000 -5.0451e+000 +6.1874e-001 +7.5157e-001 +4.9318e+000 +9.7795e-001 -4.2085e-002 +3.3295e+000 +3.6585e-001 +4.9653e+000 +8.7533e-001 -5.9800e+000 +1.2329e+000 +1.6669e+000 -1.5605e+000 +1.5170e-001 +1.8358e+000 -1.3648e+000 -6.2790e-001 +2.5764e+000
122 +9.038359623e+002 +9.038359623e+002 +9.967759623e+002 +9.967759623e+002 -4.3206e+000 +2.0840e-001 -1.5807e+000 -7.8370e-001 +4.2013e+000 +3.0152e+000 -2.0653e+000 +3.1388e+000 +7.4048e+000 -2.3149e+000 +2.5910e+000 -3.8162e+000 +2.1366e+000 -1.0352e+000 -6.0584e-001 +1.5350e+000 -7.9569e-001 +1.3395e-001 -3.9760e+000 +2.4476e-001
197 +8.279572839e+002 +8.279572839e+002 +9.208972839e+002 +9.208972839e+002 -3.0223e+000 +1.3502e+000 -4.1868e-001 +1.9158e+000 +2.9927e+000 -5.8216e-001 +2.1714e-001 +1.4467e+000 -8.6063e-001 +1.3481e+000 -2.5334e-002 -7.0132e+000 +4.0944e+000 +2.3032e+000 -1.1003e+000 +6.2671e+000 +4.7586e-001 +1.8305e+000 -1.8302e+000 -1.4664e+000
205 +7.069662239e+002 +7.069662239e+002 +7.999062239e+002 +7.999062239e+002 +1.6181e+000 +1.7979e+000 -3.0161e+000 -2.3917e+000 +2.4531e+000 +2.5422e-001 +4.7091e+000 -1.2425e+000 +5.0825e+000 +1.0556e+000 +3.5065e+000 -7.5033e+000 +5.6999e-001 +1.2688e+000 -4.2642e-001 +2.0974e-001 +1.8286e-001 -4.0150e-001 -3.5620e+000 -2.2838e+000
206 +4.845478000e+002 +4.845478000e+002 +5.774878000e+002 +5.774878000e+002 -1.8236e+000 +2.3378e-001 +2.8145e+000 +5.3921e-001 +4.2956e+000 +2.8725e+000 +1.5055e+000 +5.3007e-001 +2.9566e+000 +3.0704e-001 +1.6973e+000 -7.7608e+000 +9.7356e-002 +9.2631e-001 -1.5216e+000 +1.6466e+000 -2.5856e-001 +1.5129e+000 -1.7447e+000 -2.2847e+000
323 +4.492444926e+002 +4.492444926e+002 +5.421844926e+002 +5.421844926e+002 +2.5849e+000 +5.4694e-001 -1.0225e+000 -1.6792e-001 +6.6861e+000 +1.8644e+000 +1.1997e+000 +5.5701e-001 +6.2432e-001 +2.3702e+000 +1.4964e+000 -6.2262e+000 +5.1399e-001 +3.0795e+000 -7.0353e-001 +1.4709e+000 +2.8627e+000 -1.9507e+000 -9.0669e-001 -7.4372e-001
382 +4.347390646e+002 +4.347390646e+002 +5.276790646e+002 +5.276790646e+002 -5.5199e-001 +1.0743e-001 -7.9963e-001 +7.0234e-001 +3.7906e+000 +3.7593e+000 -7.7496e-001 +1.2415e+000 +9.0975e-001 +2.0205e+000 +8.4582e-001 -6.1577e+000 -1.2048e+000 +1.1771e+000 -1.2862e+000 +2.2249e+000 -8.5438e-001 +1.2274e+000 -2.8427e+000 -1.2471e+000
403 +3.220870977e+002 +3.220870977e+002 +4.150270977e+002 +4.150270977e+002 +1.0231e+000 -3.9512e-002 -1.2235e+000 +1.8365e+000 +3.6203e+000 +9.6822e-001 +1.6889e-001 +6.5926e-001 +2.8411e+000 +3.1056e+000 +3.7410e+000 -4.9964e+000 -9.9205e-001 +9.0881e-001 -2.3390e+000 +3.3270e+000 +2.3661e+000 -1.6081e+000 -2.5462e+000 -1.7869e+000
488 +2.704077052e+002 +2.704077052e+002 +3.633477052e+002 +3.633477052e+002 -7.7533e-001 -7.3793e-001 -2.0937e+000 +3.0461e-001 +3.0627e+000 +2.3844e+000 -9.1033e-001 +7.2485e-001 +3.0653e+000 +3.8455e+000 -3.9709e+000 -4.8900e+000 +4.3255e-001 +2.1648e+000 -1.2782e+000 +2.9389e+000 +3.9792e+000 -8.1294e-001 -1.3986e+000 -1.1793e+000
528 +2.538019989e+002 +2.538019989e+002 +3.467419989e+002 +3.467419989e+002 -3.8008e+000 +7.2351e-001 +1.2029e+000 +8.7282e-001 +4.3580e+000 +2.1522e+000 +1.6483e+000 -1.2293e-001 +2.5715e+000 +3.0054e+000 +1.3865e+000 -5.6397e+000 +1.0829e+000 +3.4964e+000 -7.9228e-001 +1.9116e+000 +2.2315e+000 -1.8086e+000 +4.6685e-001 -3.6316e-001
547 +2.427824951e+002 +2.427824951e+002 +3.357224951e+002 +3.357224951e+002 +1.9846e+000 +1.8957e+000 +2.0785e+000 -7.2494e-002 +3.4153e+000 +2.3244e+000 -4.4685e-001 -1.9143e+000 +1.0867e-001 +6.6305e+000 -3.8907e+000 -6.3002e+000 +1.4369e+000 +3.9312e+000 +5.2851e-002 +1.5578e+000 +3.4608e+000 -1.9118e+000 -5.0102e+000 -2.2622e+000
666 +2.306374700e+002 +2.306374700e+002 +3.235774700e+002 +3.235774700e+002 -4.4575e-002 +4.2786e+000 -9.6344e-001 -5.0845e-001 +5.4210e+000 +2.2328e+000 +1.0439e+000 -2.6097e+000 +2.4465e+000 +2.5356e+000 +1.2606e+000 -5.1541e+000 -6.0221e-001 +1.1440e+000 +6.5853e-001 +2.4235e+000 +5.1216e+000 -3.0223e+000 +1.8834e+000 -3.2512e+000
706 +1.841390440e+002 +1.841390440e+002 +2.770790440e+002 +2.770790440e+002 -3.8915e-001 +2.3187e+000 -5.6904e-001 -9.2068e-001 +2.3035e+000 +1.3137e+000 +1.2832e+000 +1.2673e+000 +5.3693e+000 +3.0231e+000 +3.6752e+000 -6.9788e+000 +7.2695e-001 +1.1219e+000 +1.0342e+000 +2.7847e+000 +3.0907e+000 -2.8534e+000 -2.7115e+000 -2.1929e+000
883 +1.805626335e+002 +1.805626335e+002 +2.735026335e+002 +2.735026335e+002 -1.7192e+000 +2.2251e+000 +1.2678e+000 +9.1490e-001 +2.4849e+000 +1.8131e+000 +1.2907e+000 +3.1094e-002 +2.2713e+000 +3.1663e+000 -4.5119e-001 -6.4543e+000 -8.5767e-001 -2.1065e+000 -7.7191e-001 +4.0014e+000 +3.7936e+000 -2.0085e+000 -1.9302e+000 -1.1618e+000
901 +1.615738596e+002 +1.615738596e+002 +2.545138596e+002 +2.545138596e+002 -2.5512e+000 +2.1162e-002 -2.5265e+000 +1.1346e+000 +1.9435e+000 +2.3209e+000 +3.4187e+000 -2.2091e+000 +2.0031e+000 +3.0662e+000 +1.4743e-001 -5.9791e+000 -1.0156e-001 +2.6370e+000 +6.8811e-001 +6.1026e-001 +4.3407e+000 -2.6105e+000 -2.9290e+000 -2.2511e+000
911 +1.416368883e+002 +1.416368883e+002 +2.345768883e+002 +2.345768883e+002 -4.8324e-001 +6.3012e-001 -2.9665e-001 +1.8114e+000 +4.4116e+000 +3.5787e+000 +1.8357e+000 -3.2024e+000 -8.7039e-001 +2.5485e+000 +1.8233e+000 -5.6718e+000 -1.7116e-001 +1.7063e+000 -6.1554e-001 +2.5148e+000 +3.4326e+000 -2.2381e+000 -1.7418e+000 +1.6488e-001
