% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.869045739e+003 +1.869045739e+003 +1.852105739e+003 +1.852105739e+003 +8.2332e+000 -5.7960e+000 -3.3599e-001 -4.5923e+000 -1.0298e+001 +4.6571e+000 +2.4395e+000 +1.4103e+000 +4.3312e+000 +3.5238e+000 -7.2962e-001 +3.3886e+000 -6.3785e+000 -3.9951e+000 +2.9446e+000 +2.9648e+000 -5.4742e+000 +2.6140e+000 -5.7160e-001 -6.7431e+000
2 +1.198308782e+003 +1.198308782e+003 +1.181368782e+003 +1.181368782e+003 +6.7382e+000 +3.9313e+000 -9.1830e+000 -5.0007e+000 -3.0156e+000 +7.1682e+000 -7.9552e-001 +8.1755e-001 +8.9544e-001 +2.2221e+000 +3.1245e+000 +2.6667e+000 -6.6066e+000 -2.8213e+000 +3.8138e+000 +1.4724e+000 -3.0164e+000 -6.1567e+000 +4.0546e+000 +1.6352e+000
4 +8.369094659e+002 +8.369094659e+002 +8.199694659e+002 +8.199694659e+002 +4.7599e+000 +3.0059e+000 +1.8016e+000 -2.2549e+000 -2.8124e+000 +2.1142e+000 -5.1894e+000 +2.9867e-001 -3.8123e+000 +2.3710e+000 -1.2001e+000 +7.7256e+000 -5.4029e+000 +6.2273e+000 +2.0717e+000 +4.6885e+000 -5.4509e+000 -2.2486e+000 -3.7162e+000 -2.3101e+000
8 +7.949342147e+002 +7.949342147e+002 +7.779942147e+002 +7.779942147e+002 +4.1731e+000 -1.2503e+000 -5.5769e+000 -2.9301e-002 -4.1073e+000 +3.8139e+000 -3.0651e+000 +1.6696e+000 +8.7998e-001 +5.1838e+000 +4.0102e+000 +6.2403e+000 -1.5029e+000 -3.2066e+000 -7.8112e-001 +4.7450e+000 -3.8497e+000 -2.3225e+000 +4.1168e+000 -6.7818e+000
9 +2.693556116e+002 +2.693556116e+002 +2.524156116e+002 +2.524156116e+002 +4.4729e+000 -8.9960e-001 +1.1930e+000 -1.8902e+000 -2.1732e+000 +2.6236e+000 -3.2340e+000 -6.5299e-002 -5.9285e-001 +2.4298e+000 -1.2468e+000 +3.2942e+000 -3.8639e+000 -1.2507e+000 +2.3476e+000 +3.4142e+000 -3.6902e+000 -1.0363e+000 +2.1695e-001 -3.0315e+000
45 +1.939719629e+002 +1.939719629e+002 +1.770319629e+002 +1.770319629e+002 +6.0475e+000 +5.4913e+000 -4.4214e-001 -5.2527e+000 -2.3387e+000 +2.3746e+000 -2.5068e+000 +8.5537e-002 -2.1472e+000 +1.4881e+000 -1.2850e+000 +3.7518e+000 -6.0605e+000 -2.1416e+000 +2.6531e+000 +4.5901e+000 -2.4748e+000 -1.5273e+000 -1.6453e+000 -5.0696e+000
111 +1.521597550e+002 +1.521597550e+002 +1.352197550e+002 +1.352197550e+002 +4.7354e+000 +2.8688e-001 -8.8257e-001 -5.0867e+000 -1.2109e+000 +1.2978e+000 -1.2094e+000 -1.4261e-001 -4.8934e+000 +3.9925e+000 +1.0150e+000 +3.9369e+000 -3.2738e+000 -1.0791e+000 +3.2212e+000 -8.9843e-001 -5.8058e-001 -4.5847e-001 +1.1016e+000 -1.0473e+000
228 +1.260993980e+002 +1.260993980e+002 +1.091593980e+002 +1.091593980e+002 +3.5803e+000 +1.2984e+000 -4.0766e+000 -5.6333e+000 -1.1098e+000 -1.8308e+000 -9.6774e-001 -1.7292e-001 -3.5621e+000 -3.1986e+000 +6.3591e-002 +4.1208e+000 -9.2509e-001 -4.4575e+000 +9.8758e-001 +1.5678e+000 -5.9005e+000 -5.0431e-001 +4.0172e+000 -1.7996e+000
229 +9.348162093e+001 +9.348162093e+001 +7.654162093e+001 +7.654162093e+001 +3.4948e+000 +3.7900e-001 +1.1855e+000 -4.8688e+000 -4.4471e-001 +1.6077e+000 +2.3398e-001 -1.3223e+000 -1.4157e+000 -1.9247e+000 -2.4204e+000 +4.6121e+000 +7.0576e-002 -9.8945e-001 +2.5286e+000 +5.0280e+000 -4.8440e-001 -1.6839e+000 +1.8088e+000 +4.8330e-001
270 +9.142927692e+001 +9.142927692e+001 +7.448927692e+001 +7.448927692e+001 +3.3837e+000 -1.4556e+000 -4.5488e-001 -3.0065e+000 -1.3625e+000 -2.1848e+000 -2.5987e+000 +1.6653e+000 +1.2475e+000 -3.1311e+000 -9.1877e-001 +1.2946e+000 -3.2225e+000 -5.8552e-001 +2.7861e+000 +3.7804e+000 -1.9684e+000 -1.9067e+000 +2.0868e+000 -2.8404e-001
301 +7.376029459e+001 +7.376029459e+001 +5.682029459e+001 +5.682029459e+001 +5.1090e+000 -5.4162e-001 -7.0375e-002 -1.8594e+000 -1.0076e+000 +7.9847e-001 +8.0707e-001 -1.3784e+000 -1.0217e+000 +1.9777e-001 +3.7159e+000 +1.9274e+000 -2.5433e+000 -1.9338e+000 +4.7382e+000 +3.3154e+000 -3.1520e+000 -5.9487e-001 +3.8921e-003 -4.0843e-001
316 +7.229917449e+001 +7.229917449e+001 +5.535917449e+001 +5.535917449e+001 +3.3002e+000 -3.2476e+000 -1.5565e+000 -2.1415e+000 -1.4046e+000 -2.0161e+000 -8.2700e-001 -3.1761e+000 -6.5869e-001 -1.1735e+000 +2.5105e-002 -3.2810e+000 -3.2553e+000 -4.8210e+000 +7.8657e-001 +3.8246e-001 -9.8751e-001 +8.5507e-002 -4.2558e-001 -7.7908e-001
393 +7.075390355e+001 +7.075390355e+001 +5.381390355e+001 +5.381390355e+001 +6.2549e+000 +2.3594e+000 -7.7395e-001 -2.2090e+000 -8.2221e-001 +5.7512e-002 +5.5843e+000 -1.1726e+000 -4.1947e+000 -2.9578e+000 -1.4407e+000 +4.2038e+000 -4.5155e+000 -6.6436e-002 +2.3959e-003 +2.3684e+000 -1.9669e+000 -1.0055e+000 +2.2983e+000 +6.2780e-002
401 +6.171459389e+001 +6.171459389e+001 +4.477459389e+001 +4.477459389e+001 +3.6292e+000 +1.1432e-001 -3.0329e+000 -3.8653e+000 +2.0156e-001 +1.9124e-001 +4.2452e-001 +1.6093e+000 -2.2698e+000 -3.2256e-001 -1.1120e+000 +2.1443e+000 -3.6778e+000 -3.9926e+000 +2.4696e+000 +2.3681e+000 +1.2890e-001 -2.8278e+000 +1.3128e+000 -2.0725e+000
501 +5.946621018e+001 +5.946621018e+001 +4.252621018e+001 +4.252621018e+001 +2.7242e+000 -1.1116e+000 +2.4302e+000 -5.4781e+000 +3.3308e+000 -7.8886e-001 +9.7184e-001 -1.9123e+000 -2.3091e+000 -3.8880e-002 +2.9265e+000 +1.9315e+000 -3.2163e+000 -2.9636e+000 +1.9562e+000 -1.8027e+000 -2.0057e+000 -9.3173e-001 -7.1150e-002 -1.7220e+000
531 +5.641274754e+001 +5.641274754e+001 +3.947274754e+001 +3.947274754e+001 +2.8451e+000 +6.1516e+000 -1.4483e+000 -1.2826e+000 +3.9023e+000 +8.3346e-001 +1.3301e+000 -1.8173e-002 +1.1610e+000 -2.5588e+000 +1.9907e+000 +1.0640e+000 -1.6838e+000 -1.8053e+000 +8.7018e-001 +1.1752e+000 +1.1149e+000 -4.7375e-001 +8.9067e-001 -1.7183e-001
665 +2.987008662e+001 +2.987008662e+001 +1.293008662e+001 +1.293008662e+001 +3.9182e+000 -8.2081e-001 -3.1813e+000 -5.1571e-001 +1.3388e+000 -1.5509e+000 +1.6596e+000 -2.0657e+000 -1.8514e+000 -1.2039e+000 +2.8972e+000 -1.2463e+000 -1.8177e+000 -1.8343e+000 +1.4529e+000 +1.8904e+000 +2.1652e+000 +8.6413e-001 +5.9073e-001 -2.9074e-001
890 +2.841270732e+001 +2.841270732e+001 +1.147270732e+001 +1.147270732e+001 +5.0114e-001 +2.4621e-002 -3.8313e+000 -1.6677e+000 +1.5193e-001 -9.6290e-001 +1.7658e+000 +3.9306e+000 -5.6576e-001 -7.7424e-001 +2.8755e+000 +1.4065e+000 -8.9611e-001 +1.3574e+000 +1.3450e+000 +2.4474e+000 +1.7073e+000 -1.5101e-001 +1.8717e+000 +3.8660e-001
1064 +2.704170073e+001 +2.704170073e+001 +1.010170073e+001 +1.010170073e+001 +2.8476e+000 -9.8915e-002 -9.0258e-001 -2.1922e+000 +3.7997e+000 -1.2763e+000 +1.0001e+000 -2.0936e+000 -1.9843e+000 -2.0849e+000 +1.8269e+000 +1.1393e+000 -2.0967e+000 +2.6611e-001 +1.2347e+000 +3.1585e+000 +1.4154e+000 -1.2809e+000 -2.6079e+000 +6.8849e-001
1131 +2.643101115e+001 +2.643101115e+001 +9.491011154e+000 +9.491011154e+000 +2.3969e+000 +1.9347e+000 +1.4106e+000 -1.0131e+000 +2.2065e+000 -1.2943e+000 +2.6677e+000 -3.8697e-001 -9.1363e-001 -1.5705e+000 +3.4345e+000 +2.7935e-001 -2.6249e+000 -2.9478e+000 +5.5429e+000 +2.1790e+000 +2.4931e+000 -4.4588e-001 -1.7642e-001 -1.2330e-001
1182 +2.065693696e+001 +2.065693696e+001 +3.716936965e+000 +3.716936965e+000 +3.7239e+000 +2.5185e+000 -2.8578e-001 +3.8916e-001 +3.3290e+000 -3.0210e-001 +3.2646e+000 -4.9286e+000 -3.4410e-001 -2.1709e+000 +1.3004e+000 +3.2179e+000 -7.9794e-001 -2.6976e+000 -6.6631e-001 +3.3242e+000 +3.4241e+000 -9.4167e-001 -3.1423e-001 +7.2757e-001
1250 +1.871208721e+001 +1.871208721e+001 +1.772087208e+000 +1.772087208e+000 +3.6365e+000 +2.2805e+000 -2.5944e+000 -2.9309e-001 +2.8244e+000 -1.2179e+000 +2.3812e+000 -2.4309e+000 -1.5380e+000 -2.5645e+000 +4.4399e+000 +1.8013e+000 -2.9823e+000 -2.6549e+000 +2.3146e+000 +2.0049e+000 +1.6470e+000 +3.9989e-001 +9.5057e-001 +5.2437e-001
