% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.557087968e+007 +2.557087968e+007 +2.557095595e+007 +2.557095595e+007 -7.5483e+000 -1.2702e+000 -3.6443e+000 -5.6036e+000 -4.6515e+000 -2.6786e+000 -6.8525e-001 +1.1062e+000 +2.8016e+000 +1.7814e+000
2 +1.869257906e+007 +1.869257906e+007 +1.869265533e+007 +1.869265533e+007 -4.4378e+000 +1.0497e+001 -1.2383e+000 -1.6497e+001 +1.0842e+000 -3.8863e+000 +3.7511e-001 -5.9080e+000 -3.6824e-001 +3.1680e+000
4 +1.487772164e+007 +1.487772164e+007 +1.487779791e+007 +1.487779791e+007 -2.8872e+000 -1.9691e+000 -3.5862e+000 -3.4505e+000 -3.6083e+000 -2.5992e+000 +1.1306e+000 -2.3725e+000 +1.7810e+000 +5.3664e+000
5 +3.170230581e+006 +3.170230581e+006 +3.170306851e+006 +3.170306851e+006 +1.6565e+000 -4.8969e+000 -1.2924e+000 -4.7710e+000 -5.0217e+000 +4.6166e-001 -1.4385e+000 +1.9722e+000 +1.0713e+001 +4.2001e+000
6 +1.604312251e+005 +1.604312251e+005 +1.605074951e+005 +1.605074951e+005 -1.0202e+001 -1.3789e+001 -1.3188e+000 -3.6352e+000 -2.0230e+000 -1.7358e+000 -1.5522e-001 +2.0366e+000 +6.9220e+000 +5.7789e-001
8 +1.245447754e+005 +1.245447754e+005 +1.246210454e+005 +1.246210454e+005 +2.0110e+000 -3.7820e+000 -5.3591e+000 +5.3475e+000 -1.7068e+000 -2.6543e+000 +3.6564e+000 +5.4680e-001 +2.6666e+000 +1.2115e+001
39 +1.471278559e+004 +1.471278559e+004 +1.478905559e+004 +1.478905559e+004 +6.7141e-001 +3.7821e+000 +3.7448e+000 -4.6137e-001 -1.8027e+000 +5.8360e-001 -7.5653e+000 +6.7884e-001 -2.4801e+000 -6.5883e+000
69 +2.472470702e+002 +2.472470702e+002 +3.235170702e+002 +3.235170702e+002 +2.3256e+000 -4.6991e-001 -6.9569e-001 -7.6969e+000 -1.1036e+000 -2.7397e+000 -4.1513e+000 +2.2929e+000 +5.1876e+000 +2.2720e+000
58561 +1.#INF00000e+000 +2.472470702e+002 +1.#INF00000e+000 +3.235170702e+002 -1.3065e+031 -9.6456e+028 +9.6386e+028 +9.6238e+029 -1.0738e+029 +6.6476e+029 +6.2784e+029 -5.7195e+027 +6.1057e+029 +2.4546e+029
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
