% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.891303022e+007 +1.891303022e+007 +1.891282034e+007 +1.891282034e+007 +2.2878e+000 -5.1905e+000 -1.4510e+000 -2.3189e+000 +3.4755e+000 -9.0839e-001 +3.7447e+000 +2.2972e+000 -5.8832e+000 +4.2846e+000 -2.6226e+000 -1.2595e+000 -4.2962e+000 +5.3118e-001 +5.0911e+000 -1.0823e+000 +2.4634e+000 +5.1466e+000 +6.8323e-002 -1.1562e+000
2 +1.168305859e+007 +1.168305859e+007 +1.168284871e+007 +1.168284871e+007 +4.4471e+000 -2.6271e+000 -3.8713e-001 -3.3968e+000 +9.1716e-001 -2.1813e+000 +1.4064e+000 +3.8057e+000 +5.7351e+000 -1.1992e+000 -9.7608e-001 -1.4230e+000 -1.9494e+000 +1.2558e+000 -2.6862e+000 -1.2197e+001 -3.5915e+000 +5.4213e+000 +1.0795e+000 +1.0979e+000
4 +1.035440248e+007 +1.035440248e+007 +1.035419260e+007 +1.035419260e+007 +1.9537e+000 -2.3285e+000 -2.8781e-001 -3.2062e-001 -3.4938e+000 -2.7686e+000 +5.7812e+000 +2.4590e+000 -1.4562e+000 -4.4495e-001 +1.6333e+000 -2.9380e+000 -6.4723e+000 +3.1512e+000 +6.1784e+000 -5.8082e+000 +2.5503e+000 +7.0451e+000 -2.3348e+000 +1.5122e+000
6 +5.964155069e+006 +5.964155069e+006 +5.963945189e+006 +5.963945189e+006 +3.7525e+000 -3.4223e+000 -1.8875e+000 +9.5795e-001 +3.7750e-001 -3.4509e+000 +1.1613e+000 +4.9389e+000 -2.1267e+000 -1.7394e+000 -3.2128e+000 -4.3072e+000 -2.5916e+000 +1.8050e+000 +3.5444e+000 -4.1834e+000 -4.8424e+000 +5.9913e+000 -2.3166e-001 +1.7492e+000
14 +2.617419124e+006 +2.617419124e+006 +2.617209244e+006 +2.617209244e+006 +1.2752e+000 -7.0312e+000 -1.2702e+000 +2.1877e-001 -1.5474e+000 -8.7172e-001 +1.8107e+000 +3.8829e-001 -2.1070e-001 +7.9116e-002 +1.4169e+000 -2.0216e+000 -4.9631e+000 -1.8004e+000 +5.4908e+000 -2.4977e+000 -3.0612e+000 +4.5248e+000 -2.6593e+000 +1.7237e+000
120 +2.264133694e+006 +2.264133694e+006 +2.263923814e+006 +2.263923814e+006 +5.0052e-001 -4.4600e+000 -8.7522e+000 -2.9991e+000 -1.9783e-001 +5.5131e+000 +2.9149e+000 -3.9369e+000 -8.2786e+000 -2.0581e+000 +1.2929e+000 -2.5445e+000 -3.3861e+000 +1.0793e+000 +4.6591e+000 -4.9981e+000 -1.2905e+000 +3.3878e+000 -3.0062e+000 +2.3323e+000
292 +1.631462820e+006 +1.631462820e+006 +1.631252940e+006 +1.631252940e+006 +2.1249e+000 -4.8930e+000 -1.5001e+000 +2.4667e-001 +8.8009e-001 +2.5063e+000 +3.9149e+000 +4.7697e+000 +1.0973e+000 -3.1461e+000 -1.4248e+000 -3.0857e+000 -3.1828e+000 +8.0453e-001 +3.0653e+000 -3.2836e+000 -2.6447e+000 +2.1953e+000 -1.9617e+000 +2.4822e+000
294 +6.904920984e+005 +6.904920984e+005 +6.902822184e+005 +6.902822184e+005 +2.2174e+000 -1.6556e+000 -3.8447e+000 -7.4429e-001 +1.2676e-001 -1.3148e+000 +3.9766e+000 +2.2792e+000 -4.8917e+000 +1.2034e+000 -1.1096e+000 +7.1125e+000 -3.9384e+000 -2.3841e+000 +5.2652e-001 -3.8750e+000 -2.6079e+000 +2.8482e+000 -2.5272e+000 +2.1607e+000
671 +6.052594829e+005 +6.052594829e+005 +6.050496029e+005 +6.050496029e+005 +6.7652e+000 +2.1156e+000 +1.7264e+000 -1.3773e+000 +2.4069e+000 -9.8707e-001 +4.3023e+000 +4.5371e+000 -4.8757e+000 -6.7746e+000 -3.9155e-001 +4.7684e+000 +3.4253e+000 -1.9672e+000 -3.6541e+000 -5.7905e+000 -2.6911e+000 +2.8380e+000 -2.8887e+000 +1.8484e+000
936 +4.613327056e+005 +4.613327056e+005 +4.611228256e+005 +4.611228256e+005 +5.8231e+000 -2.1267e+000 -9.6013e-001 +9.8306e+000 +2.1359e+000 -4.7218e-002 +4.5159e+000 +3.9244e+000 -1.6341e+000 +1.1590e+000 -2.2083e+000 -1.2767e+000 -1.7228e+000 -6.0729e-001 -1.0165e+000 -4.7581e+000 -2.0312e+000 +3.1163e+000 -2.6008e+000 +2.0636e+000
1041 +2.047453501e+005 +2.047453501e+005 +2.045354701e+005 +2.045354701e+005 +7.5532e+000 -1.3507e+000 -1.4690e+000 +7.3186e+000 -1.9464e+000 -6.4187e-001 +5.5176e+000 +2.2214e+000 -4.9973e+000 +7.4498e-003 +8.6119e-001 -2.7342e+000 +2.1003e+000 -8.7016e-001 -1.1146e+000 -4.3881e+000 -3.0800e+000 +3.2979e+000 -2.6444e+000 +1.7206e+000
