% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.946019583e+006 +8.946019583e+006 +8.945964643e+006 +8.945964643e+006 -3.0437e+000 +1.5999e+000 +1.0756e+000 +2.5861e+000 +1.6865e+000 +3.1891e+000 -3.4719e+000 -2.7496e+000 -2.4307e+000 +2.4911e-001 -3.9602e+000 -2.8366e+000 +3.4241e+000 -9.5924e-001 +3.8235e+000 -3.7573e+000 -4.1100e+000 -3.4850e+000 +1.6832e+000 +2.8131e+000
2 +5.607182785e+006 +5.607182785e+006 +5.607127845e+006 +5.607127845e+006 -2.7047e+000 +1.6501e+000 +1.2892e+000 +1.8863e+000 +1.7665e+000 +3.0409e+000 -3.6490e+000 -3.3710e+000 -2.3437e+000 +9.7192e-001 -4.5916e+000 -3.6758e+000 +3.3292e+000 -1.2289e+000 +2.9606e+000 -2.7727e+000 -3.5007e+000 -3.7228e+000 +7.1375e-001 +2.8102e+000
10 +4.898505514e+006 +4.898505514e+006 +4.898450574e+006 +4.898450574e+006 -2.1762e+000 +8.5677e-001 +1.2211e+000 +2.6366e+000 +2.1447e+000 +3.1081e+000 -4.2337e+000 -2.7293e+000 -2.7745e+000 +2.4150e-001 -3.2276e+000 -3.6699e+000 +3.0868e+000 -1.3472e+000 +4.1341e+000 -4.1893e+000 -3.0185e+000 -2.6972e+000 +5.8296e-001 +2.9277e+000
13 +4.402360544e+006 +4.402360544e+006 +4.402305604e+006 +4.402305604e+006 -2.4580e+000 -1.2788e-001 +1.5726e+000 +1.9103e+000 +1.0014e+000 +3.2473e+000 -4.4599e+000 -3.7385e+000 -1.8939e+000 +5.0523e-001 -4.1760e+000 -3.4224e+000 +4.9075e+000 +2.9847e-001 +3.5714e+000 -2.3322e+000 -2.4832e+000 -4.2257e+000 +2.2713e-001 +1.8799e+000
29 +3.134390768e+006 +3.134390768e+006 +3.134335828e+006 +3.134335828e+006 -3.3330e+000 +1.2196e+000 +1.3472e+000 +3.8424e+000 +1.1583e+000 +3.3002e+000 -4.2494e+000 -2.6610e+000 -5.2220e+000 +8.8050e-001 -5.2257e+000 -3.5629e+000 +3.0775e+000 -2.1243e+000 +4.1451e+000 -3.3905e+000 -3.2195e+000 -4.4840e+000 +5.7152e-001 +2.4879e+000
39 +2.936162581e+006 +2.936162581e+006 +2.936107641e+006 +2.936107641e+006 -2.6202e+000 +4.9424e-001 +1.4649e+000 +2.8594e+000 +1.3347e+000 +2.8478e+000 -2.8411e+000 -6.2520e+000 -3.1597e+000 +5.2559e-001 -4.0650e+000 -3.5597e+000 +2.8146e+000 -1.0072e+000 +7.2506e-001 -3.7692e+000 -2.8257e+000 -2.4979e+000 +1.4668e+000 +2.8443e+000
166 +2.646741584e+006 +2.646741584e+006 +2.646686644e+006 +2.646686644e+006 -3.0434e+000 +2.5245e-001 +9.7975e-001 +2.6629e+000 +1.4039e+000 +3.1345e+000 -4.6731e+000 -3.6261e+000 -4.1210e+000 +5.5845e-001 -4.6517e+000 -4.2066e+000 +3.6577e+000 -1.2443e+000 +3.6779e+000 -4.2394e+000 -2.8955e+000 -4.7574e+000 +2.1881e+000 +2.4486e+000
253 +2.229077286e+006 +2.229077286e+006 +2.229022346e+006 +2.229022346e+006 -4.1881e+000 -3.8026e-001 +7.8019e-001 +2.3434e+000 +1.5675e+000 +3.8217e+000 -3.8159e+000 -3.6800e+000 -4.1820e+000 +7.3556e-002 -5.6677e+000 -3.5083e+000 +2.2127e+000 -1.5770e+000 +4.3328e+000 -4.2402e+000 -2.7706e+000 -3.1124e+000 +2.1830e+000 +2.7138e+000
317 +2.126620239e+006 +2.126620239e+006 +2.126565299e+006 +2.126565299e+006 -4.0437e+000 +2.7800e-002 +1.6141e+000 +1.7817e+000 +1.8724e+000 +3.3087e+000 -4.2591e+000 -2.1688e+000 -3.5552e+000 +7.2857e-001 -4.7795e+000 -3.0952e+000 +3.5655e+000 -1.1776e+000 +2.6532e+000 -3.9024e+000 -2.4680e+000 -4.6117e+000 +1.5941e+000 +1.9636e+000
319 +1.297612701e+006 +1.297612701e+006 +1.297557761e+006 +1.297557761e+006 -3.1014e+000 -2.3889e-001 +3.3987e-001 +3.7744e+000 -2.1131e-001 +4.1702e+000 -3.4200e+000 -1.5366e+000 -3.7979e+000 +9.4638e-001 -4.5201e+000 -4.4816e+000 +3.0125e+000 -4.6572e+000 +2.4007e+000 -4.5650e+000 -2.5933e+000 -3.0032e+000 +1.8593e+000 +4.2306e+000
513 +1.021054146e+006 +1.021054146e+006 +1.020999206e+006 +1.020999206e+006 -3.6882e+000 -5.3411e-001 -1.0135e-001 +3.3092e+000 +7.1115e-002 +3.4630e+000 -4.6875e+000 -2.9406e+000 -4.6906e+000 +1.9318e+000 -4.2295e+000 -3.0665e+000 +3.1980e+000 -1.6280e+000 +2.1058e+000 -3.5337e+000 -2.0582e+000 -4.7448e+000 +1.9532e+000 +2.4583e+000
528 +8.600024593e+005 +8.600024593e+005 +8.599475193e+005 +8.599475193e+005 -3.8543e+000 -6.8856e-001 -1.1970e+000 +3.2832e+000 +7.5778e-001 +3.8913e+000 -3.6435e+000 -2.2480e+000 -3.7405e+000 +1.4024e+000 -2.8844e+000 -3.1953e+000 +4.0395e+000 -2.0218e+000 +1.9269e+000 -1.3827e+000 -2.0044e+000 -3.7122e+000 +1.8901e+000 +2.3529e+000
751 +7.586733095e+005 +7.586733095e+005 +7.586183695e+005 +7.586183695e+005 -4.3133e+000 -5.3294e-001 -8.4505e-001 +3.8588e+000 +1.5978e+000 +4.5657e+000 -3.1019e+000 -2.0511e+000 -3.2394e+000 +6.3575e-001 -4.7931e+000 -9.1189e-001 +2.7669e+000 -2.3730e+000 +1.4534e+000 -3.6972e+000 -2.1020e+000 -4.1411e+000 +1.3308e+000 +1.8869e+000
835 +6.840743693e+005 +6.840743693e+005 +6.840194293e+005 +6.840194293e+005 -3.5974e+000 -1.2490e+000 -2.0468e+000 +3.1960e+000 +1.4390e+000 +3.0541e+000 -1.9327e+000 -2.6131e+000 -2.8194e+000 +4.8546e-001 -4.8426e+000 -2.7402e+000 +2.4518e+000 -2.3301e+000 +3.0440e+000 -2.5251e+000 -2.4554e+000 -2.6066e+000 +3.4551e+000 +2.4877e+000
933 +5.054020206e+005 +5.054020206e+005 +5.053470806e+005 +5.053470806e+005 -4.7590e+000 -1.7401e+000 -1.4192e+000 +3.3245e+000 +1.2831e+000 +4.2699e+000 -3.3405e+000 -1.3534e+000 -3.5159e+000 +8.6574e-001 -4.4515e+000 -2.9608e+000 +1.8134e+000 -2.8612e+000 +1.6009e+000 -4.3538e+000 -2.5333e+000 -4.2919e+000 +4.1943e+000 +2.9786e+000
1232 +4.733935628e+005 +4.733935628e+005 +4.733386228e+005 +4.733386228e+005 -6.3210e+000 -6.3584e-001 -8.0125e-001 +5.6791e+000 +1.9393e-001 +4.9166e+000 -2.4035e+000 -1.7575e+000 -3.2311e+000 +1.4816e-001 -4.6872e+000 -2.5985e+000 +3.0455e+000 -3.3414e+000 +2.0243e+000 -3.0542e+000 -2.0853e+000 -4.1442e+000 +1.0806e+000 +1.8806e+000
1403 +4.130660507e+005 +4.130660507e+005 +4.130111107e+005 +4.130111107e+005 -4.1718e+000 -1.3087e+000 -1.5654e+000 +6.2856e+000 +1.7201e+000 +3.4166e+000 -3.8580e+000 -2.0781e+000 -4.1065e+000 +1.8058e+000 -4.4511e+000 -2.9361e+000 +3.2594e+000 -3.0741e+000 +2.7274e+000 -1.7602e+000 -2.4377e+000 -4.9062e+000 +2.3967e+000 +2.4137e+000
1472 +3.884785339e+005 +3.884785339e+005 +3.884235939e+005 +3.884235939e+005 -4.3173e+000 -6.4574e-001 -1.9558e+000 +4.3882e+000 +1.1259e+000 +3.8981e+000 -1.7380e+000 -2.0499e+000 -3.7717e+000 -1.5540e-001 -3.6015e+000 -3.4017e+000 +2.1309e+000 -2.5017e+000 +2.1722e+000 -1.5807e+000 -6.9422e-002 -4.1909e+000 +1.8415e+000 +3.4168e+000
1578 +3.476548942e+005 +3.476548942e+005 +3.475999542e+005 +3.475999542e+005 -5.8545e+000 -7.7944e-001 -1.8424e+000 +5.5322e+000 +1.2748e+000 +4.2398e+000 -3.5080e+000 -2.0098e+000 -3.3170e+000 +1.5372e+000 -5.6144e+000 -3.2554e+000 +3.9491e+000 -3.2562e+000 +2.4282e+000 -3.0327e+000 -2.1155e+000 -5.4705e+000 +2.8218e+000 +1.9235e+000
1764 +2.314144690e+005 +2.314144690e+005 +2.313595290e+005 +2.313595290e+005 -5.8533e+000 -1.5474e+000 -1.7481e+000 +5.9134e+000 +1.4743e+000 +3.9001e+000 -2.5123e+000 -2.9681e+000 -3.5056e+000 -3.6525e-001 -4.8086e+000 -2.9167e+000 +3.1257e+000 -2.0646e+000 +1.8414e+000 -1.9692e+000 -1.1779e+000 -5.3008e+000 +2.0926e+000 +3.3702e+000
2307 +1.722024270e+005 +1.722024270e+005 +1.721474870e+005 +1.721474870e+005 -4.9832e+000 -9.7079e-001 -2.1586e+000 +7.5243e+000 +1.4469e+000 +3.6863e+000 -2.7608e+000 -3.0267e+000 -4.0459e+000 +1.1661e-001 -4.5337e+000 -3.1851e+000 +2.4233e+000 -2.8126e+000 +2.3521e+000 -2.9636e+000 -1.2579e+000 -4.2044e+000 +3.1745e+000 +2.6910e+000
2738 +1.353053646e+005 +1.353053646e+005 +1.352504246e+005 +1.352504246e+005 -5.2571e+000 -1.3099e+000 -2.5614e+000 +6.8478e+000 +1.5676e+000 +3.9849e+000 -1.7966e+000 -2.8247e+000 -3.7846e+000 -1.2836e+000 -5.3736e+000 -3.2539e+000 +2.6648e+000 -2.6493e+000 +2.3816e+000 -2.3847e+000 -1.2356e+000 -3.8607e+000 +3.8455e+000 +3.2948e+000
2785 +1.332366074e+005 +1.332366074e+005 +1.331816674e+005 +1.331816674e+005 -5.1161e+000 -1.1718e+000 -2.4786e+000 +7.4017e+000 +1.9266e+000 +3.5226e+000 -1.1243e+000 -2.6536e+000 -3.5617e+000 -7.2138e-002 -6.0005e+000 -2.4251e+000 +2.7250e+000 -2.2913e+000 +2.3809e+000 -1.7854e+000 -1.6473e+000 -3.6304e+000 +3.7091e+000 +2.2048e+000
2931 +1.146104002e+005 +1.146104002e+005 +1.145554602e+005 +1.145554602e+005 -5.0842e+000 -1.4955e+000 -2.5030e+000 +7.6921e+000 +1.5177e+000 +3.4986e+000 -1.8261e+000 -2.9044e+000 -3.8115e+000 -8.7450e-002 -5.3919e+000 -2.3432e+000 +2.9526e+000 -2.7408e+000 +2.4187e+000 -3.1766e+000 -1.6315e+000 -3.8448e+000 +4.2844e+000 +2.6994e+000
3607 +9.756945422e+004 +9.756945422e+004 +9.751451422e+004 +9.751451422e+004 -5.3420e+000 -1.6244e+000 -2.3057e+000 +6.9489e+000 +2.1640e+000 +3.4028e+000 -2.8788e+000 -2.8839e+000 -3.8176e+000 +1.6344e-002 -4.2787e+000 -2.8688e+000 +3.5752e+000 -4.3668e+000 +2.4811e+000 -2.3853e+000 -1.7245e+000 -4.6907e+000 +5.6639e+000 +3.2601e+000
