% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.202323520e+003 +4.202323520e+003 +4.232293520e+003 +4.232293520e+003 +1.4346e+000 -3.6707e+000 +3.2604e+000 -2.2605e+000 +6.6442e+000 +3.4715e+000 -1.1405e+000 -1.4362e+000 -5.2596e+000 +1.1370e+000 +7.4900e+000 +4.0157e+000 +3.5522e-001 -2.2847e+000 +7.9057e-001 -5.6850e+000 +1.5285e-001 -3.4967e+000 -6.1352e+000 -2.7812e+000
3 +3.308012348e+003 +3.308012348e+003 +3.337982348e+003 +3.337982348e+003 +3.7511e+000 +2.9474e+000 +2.1334e-001 +1.6068e+000 +4.4923e+000 +5.9223e+000 -6.9360e-002 -7.0386e+000 +3.2377e+000 +3.1279e+000 +7.2516e+000 +1.0720e+000 -1.2709e+000 -2.8600e+000 -4.6475e+000 +9.7087e-001 +1.5392e+000 -5.8885e+000 -4.2196e+000 -3.8446e+000
5 +2.871663647e+003 +2.871663647e+003 +2.901633647e+003 +2.901633647e+003 +1.6870e+000 -2.4401e-001 +1.2704e+000 +1.0206e+000 +2.3857e+000 +5.1150e+000 -2.4919e-001 -4.7198e+000 -8.5963e-001 +4.0556e+000 +6.0798e-001 -8.4795e-001 +3.0011e+000 -1.9086e+000 -4.2412e+000 -6.2379e+000 +1.4417e+000 -3.2432e+000 -3.6262e+000 -1.9605e+000
27 +2.458090324e+003 +2.458090324e+003 +2.488060324e+003 +2.488060324e+003 +8.7079e-001 -1.0588e+000 +2.6827e+000 +5.6104e+000 +7.1058e-001 +6.1111e+000 -2.8760e+000 -5.2710e+000 +1.5155e+000 -5.9296e-001 +1.8333e+000 -1.0472e+000 +3.0104e+000 -4.8602e-001 -5.6358e+000 +2.4228e+000 -3.8267e-001 -2.4840e+000 -3.3402e+000 -5.2059e+000
176 +2.409087204e+003 +2.409087204e+003 +2.439057204e+003 +2.439057204e+003 +1.0236e+000 -9.3884e-001 +8.1433e-001 +2.6591e+000 +1.6237e+000 +3.4943e+000 -1.4943e+000 -5.8085e+000 -6.1952e-002 +5.8116e+000 -3.1338e-001 +1.7897e+000 +7.9037e-001 +4.9169e-001 -4.1591e+000 -2.2317e-001 -1.9515e+000 +7.2356e-001 +1.9115e-001 -5.8547e-001
204 +2.311582626e+003 +2.311582626e+003 +2.341552626e+003 +2.341552626e+003 +1.8661e+000 +1.9778e+000 +1.3160e+000 +1.7497e+000 -8.8887e-001 -1.2771e+000 -3.7778e-001 -2.3666e+000 -2.0688e+000 +5.4227e+000 +1.1022e+000 +3.7000e+000 +1.6871e+000 -8.1936e-001 -1.5139e+000 +7.6106e-001 -8.2777e-001 -2.1718e+000 -2.3453e+000 -7.5465e-002
207 +2.261895687e+003 +2.261895687e+003 +2.291865687e+003 +2.291865687e+003 -2.3141e+000 +1.2325e+000 +3.5577e+000 +6.2487e-001 +5.7216e-001 +1.0695e+000 -1.6379e+000 -5.2091e+000 -1.3470e+000 +3.2596e+000 -3.7358e-001 +1.9393e+000 +2.1635e+000 +1.6525e+000 -3.0394e+000 -1.1806e-001 -3.2086e+000 -1.7594e+000 +6.6642e-001 -3.6640e+000
212 +2.083700985e+003 +2.083700985e+003 +2.113670985e+003 +2.113670985e+003 +1.4957e+000 -2.5162e+000 -4.7175e+000 +1.9540e+000 +4.1850e+000 +2.3323e+000 -7.4561e-001 -5.5472e+000 -2.2451e-001 +1.3982e+000 +8.2727e-001 +2.5722e+000 +8.1416e-001 +2.8865e+000 -2.9498e+000 -7.1662e-001 +3.6268e-001 +8.5308e-001 -3.3905e+000 -1.9163e+000
215 +2.020047864e+003 +2.020047864e+003 +2.050017864e+003 +2.050017864e+003 -2.9481e-001 +1.0972e+000 +7.7896e-001 +7.7457e-001 +1.6064e+000 +3.3593e+000 +3.5012e-001 -3.5494e+000 -2.5611e+000 +1.8670e+000 -7.4399e-001 -9.4602e-003 +3.4642e+000 +1.0277e+000 -3.8813e+000 -3.0550e-001 -1.4846e+000 +2.2063e+000 -3.3785e+000 -2.6248e+000
368 +1.973978299e+003 +1.973978299e+003 +2.003948299e+003 +2.003948299e+003 +3.7056e+000 +1.6787e+000 -8.9134e-001 +3.0909e+000 -2.1857e+000 +1.8534e+000 -2.9080e+000 -4.3177e+000 -1.1537e+000 +2.6982e-001 +3.2511e+000 +3.1026e-001 +2.6780e+000 -1.8243e+000 -3.1505e+000 -1.5991e+000 -3.6691e+000 +5.4860e-001 -1.9304e+000 -4.9327e+000
377 +1.703608716e+003 +1.703608716e+003 +1.733578716e+003 +1.733578716e+003 +2.8497e+000 -1.2887e-001 -3.4915e-001 +1.2362e+000 -2.8867e-002 +2.7754e+000 -2.2591e+000 -5.1609e+000 -1.6877e+000 +2.1504e+000 +1.0734e-002 +1.8121e+000 +2.3657e+000 -4.2150e-001 -3.0785e+000 -1.3872e+000 -9.9109e-001 -3.3082e+000 +7.7704e-002 -1.9922e+000
631 +1.534729069e+003 +1.534729069e+003 +1.564699069e+003 +1.564699069e+003 +7.9375e-001 -1.0889e+000 -9.4688e-001 +7.1028e-001 +9.2469e-001 +1.6726e+000 -3.1891e+000 -2.9222e+000 -2.1603e+000 +6.4098e-001 +1.0036e+000 +1.6594e+000 +1.3284e+000 -1.9126e+000 -5.3030e-001 +6.4003e-001 -4.0619e+000 -1.3581e+000 -2.1723e+000 -1.4259e+000
