% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.456573048e+006 +3.456573048e+006 +3.456722198e+006 +3.456722198e+006 +6.5037e+000 -1.2658e+001 +3.0705e+000 +4.5749e-001 +1.5830e+000 -7.6152e+000 +1.3794e+000 -7.1838e+000 -3.0964e+000 +6.6644e+000 +4.4435e+000 +1.3036e+000 -3.5552e+000 +7.1489e-001 +4.4918e+000 +1.5005e+000 +6.9690e+000 -1.2299e+000 +3.3912e+000 -1.2586e+000
2 +1.542017836e+006 +1.542017836e+006 +1.542166986e+006 +1.542166986e+006 +1.0523e-001 +3.1483e+000 +3.0966e+000 +5.3351e-001 +3.6872e+000 -4.0329e+000 -3.7143e+000 -2.1398e+000 +2.9362e+000 +2.2382e+000 +4.7438e+000 +5.1176e+000 -3.8286e+000 -1.7165e+000 +7.4842e+000 +1.6137e+000 -2.0674e-001 -6.9166e-001 -1.4052e+000 +8.9679e-001
3 +3.318958115e+005 +3.318958115e+005 +3.320449615e+005 +3.320449615e+005 +1.3567e+000 +2.2442e+000 -2.9365e-001 -1.1972e+000 +1.6325e+000 -6.4160e+000 +2.0862e+000 -3.8298e+000 -1.9064e+000 +3.9029e+000 +1.8981e+000 +3.1709e+000 +9.8857e-001 -2.8707e+000 +1.7554e+000 +5.8006e-001 +2.1824e-001 +5.0801e+000 -3.8954e-001 +2.0744e+000
42 +2.677424315e+005 +2.677424315e+005 +2.678915815e+005 +2.678915815e+005 +7.9850e-001 -2.1660e-001 -1.6741e-001 +7.4363e-001 -6.7877e+000 -3.9795e+000 -2.7843e-002 -3.5207e+000 -1.7770e+000 -9.4498e-001 +1.9345e+000 +3.9857e+000 -2.0215e+000 -7.6103e-001 +3.3180e+000 +1.1363e+000 +3.5660e+000 +5.1953e+000 +1.3068e+000 +2.6680e+000
207 +2.545431551e+005 +2.545431551e+005 +2.546923051e+005 +2.546923051e+005 -6.2338e-001 +8.9930e-001 +1.2334e+000 +1.9907e+000 +2.0542e+000 -2.5832e+000 +3.1141e-001 -3.2525e+000 -9.5441e-001 +1.6587e+000 +3.0163e+000 +1.5802e+000 -1.4204e+000 +6.6420e-001 -7.8611e-001 +9.9319e-001 +2.3150e+000 +3.7566e+000 -6.1703e-002 +4.4906e+000
218 +1.527842555e+005 +1.527842555e+005 +1.529334055e+005 +1.529334055e+005 +1.0779e+000 +1.7275e+000 -4.7775e+000 +1.6261e-001 -1.4972e+000 -5.6409e+000 -5.5935e+000 -4.1538e+000 +6.4639e-001 +3.0041e+000 -3.9948e+000 +4.1001e-001 +2.3456e+000 -2.2542e+000 -1.2793e+000 +1.7294e+000 +6.2467e-001 +3.8499e+000 -3.5147e-001 +4.6492e+000
347 +1.508010865e+005 +1.508010865e+005 +1.509502365e+005 +1.509502365e+005 +1.5121e+000 +2.3962e+000 +1.1236e+000 +6.8325e-001 -1.0789e+000 -3.6646e+000 +2.1808e-001 -4.3042e+000 +4.5262e-001 +2.3908e+000 +1.3471e+000 +6.3735e-002 -2.2427e+000 -1.2241e+000 +1.5801e+000 +8.3076e-001 +4.2781e+000 +2.6338e+000 -2.4423e-001 +3.7446e+000
371 +1.200094862e+005 +1.200094862e+005 +1.201586362e+005 +1.201586362e+005 +2.7019e+000 +1.7796e+000 +1.0591e+000 +1.4173e+000 +4.4132e-001 -4.0300e+000 -3.7039e-001 -3.3254e+000 -2.0953e+000 +2.6121e+000 +6.7053e-001 +1.4627e+000 -2.1800e+000 -3.2219e+000 +2.1614e-002 +2.3044e-001 +2.5124e+000 +5.4128e-001 -2.7224e+000 -2.0977e-001
388 +6.699378093e+004 +6.699378093e+004 +6.714293093e+004 +6.714293093e+004 +1.3154e+000 +1.1669e+000 -2.2580e+000 -8.8485e-001 -1.6675e-001 -6.1149e-001 -8.8604e-001 -2.6832e+000 -4.8515e-001 +3.1572e+000 +8.0406e-001 +7.1622e-002 -3.7223e-001 -6.8951e-001 +1.8508e+000 +1.3415e+000 +6.8495e-001 +2.6431e+000 -8.0040e-001 +7.4044e-001
407 +4.174441889e+004 +4.174441889e+004 +4.189356889e+004 +4.189356889e+004 +1.1660e+000 -7.8889e-001 +1.0293e+000 +1.5149e+000 -7.0565e-001 -2.0707e+000 -1.7678e+000 -3.3851e+000 +2.1694e+000 +2.3936e+000 -1.5267e+000 -1.1469e+000 +8.8927e-001 -1.4202e+000 -5.0301e-001 +1.2409e+000 +1.0838e+000 +3.0795e+000 +7.9674e-001 -2.2733e-001
527 +3.662789074e+004 +3.662789074e+004 +3.677704074e+004 +3.677704074e+004 -7.8658e-001 -1.1192e+000 +7.5965e-002 +1.8826e-001 -1.0365e+000 +6.0682e-001 +1.9958e-001 -4.1536e-001 -2.1310e+000 -1.6854e+000 -2.5880e-001 +3.8046e-001 +9.3493e-002 -3.5400e+000 -1.2006e+000 -1.4257e+000 +1.6136e+000 +2.4077e+000 +1.3091e+000 -2.8036e-001
544 +3.169661658e+004 +3.169661658e+004 +3.184576658e+004 +3.184576658e+004 +2.6061e-001 +8.4924e-001 +1.4943e-001 -2.7133e-001 -1.7627e+000 +1.8382e-001 +2.2768e-001 -3.2579e+000 +1.4648e-002 +2.6267e+000 -1.9396e-001 +1.2157e+000 -4.4097e-001 -1.2461e+000 +7.6370e-001 -4.0793e-001 +2.5764e+000 +1.7323e+000 -5.3462e-001 +1.8947e+000
604 +2.257116555e+004 +2.257116555e+004 +2.272031555e+004 +2.272031555e+004 -1.6532e+000 -4.5151e-002 -3.1365e+000 +1.5102e-001 -1.4592e+000 -2.6715e+000 -1.4970e+000 -3.6822e-001 -1.1823e+000 +1.8853e+000 -5.0136e-001 +1.8857e+000 +1.7906e+000 -1.7733e+000 +8.5637e-001 +1.0187e+000 +5.9597e-001 +2.2367e+000 -1.7034e+000 +7.4494e-001
609 +1.704408867e+004 +1.704408867e+004 +1.719323867e+004 +1.719323867e+004 -1.6207e-001 -4.2141e-001 -3.1334e-001 +1.1259e+000 -1.4440e+000 -2.4164e+000 -2.3504e+000 -2.9479e+000 -9.8856e-001 +1.0629e+000 -3.8721e-001 +2.4016e+000 -2.8488e-001 -8.7190e-001 -3.8633e-001 +4.8338e-001 +1.1545e+000 +2.1122e+000 -1.5643e+000 -3.5875e+000
704 +8.637231475e+003 +8.637231475e+003 +8.786381475e+003 +8.786381475e+003 +2.5227e-001 -2.7080e-002 -1.6101e+000 +1.5678e+000 -4.9867e+000 -2.3079e+000 -7.7261e-001 -2.2826e+000 -3.1623e+000 +1.4771e+000 -1.1629e+000 +1.5312e+000 +1.9883e+000 -2.6979e-001 -9.0876e-001 -1.8639e+000 +8.4030e-001 +2.4381e+000 -4.7179e-001 -8.5717e-001
744 +7.134937239e+003 +7.134937239e+003 +7.284087239e+003 +7.284087239e+003 +2.6681e-002 -3.1789e-001 -6.4489e-001 +7.5393e-001 -3.9150e+000 -2.2253e+000 -1.0138e+000 -1.0168e+000 -1.4210e+000 +1.7785e+000 -1.3925e+000 +1.6823e+000 +1.3508e+000 -5.9403e-001 -1.7023e+000 -8.2187e-001 +1.2620e+000 +1.5325e+000 -1.9417e+000 +4.6098e-001
1024 +6.682019334e+003 +6.682019334e+003 +6.831169334e+003 +6.831169334e+003 +2.3464e-001 +7.4246e-001 -1.0796e+000 +1.6315e+000 -2.4216e+000 -3.5657e+000 -1.4009e+000 -2.5290e+000 -1.5614e-001 +1.2659e+000 -1.7792e+000 +1.0809e+000 +3.0330e+000 -1.4788e+000 -1.9191e+000 -8.4463e-001 +8.5607e-001 +1.6866e+000 -2.2927e+000 -1.1077e+000
1062 +2.579913766e+003 +2.579913766e+003 +2.729063766e+003 +2.729063766e+003 -6.7030e-001 -8.5078e-001 -4.6744e-001 +1.0873e+000 -3.9192e+000 -2.2680e+000 -7.1249e-001 -1.9835e+000 -1.7379e+000 +1.3619e+000 -1.7727e+000 -8.8384e-002 +1.5948e+000 -5.3710e-001 -1.8187e-001 -6.5307e-002 +9.3938e-001 +1.5141e+000 -1.6248e+000 -3.1267e-001
1281 +1.651197897e+003 +1.651197897e+003 +1.800347897e+003 +1.800347897e+003 -1.1642e+000 -1.0360e+000 -1.1208e+000 +8.9687e-001 -4.0312e+000 -1.0420e+000 -9.7769e-001 -2.1590e+000 -1.2957e+000 +7.9992e-001 -1.9604e+000 +2.9374e-002 +1.6878e+000 -1.7882e+000 -8.0282e-001 -7.0242e-001 -8.8438e-001 +1.1881e+000 -2.4655e+000 -1.7860e+000
1551 +1.226314649e+003 +1.226314649e+003 +1.375464649e+003 +1.375464649e+003 -2.4233e+000 -4.4950e-001 -1.8709e-001 +1.6237e+000 -4.3476e+000 -1.2729e+000 -1.1332e+000 -1.8407e+000 -9.8578e-001 +5.7923e-001 -1.9133e+000 -2.3839e-001 +2.0357e+000 -1.3712e+000 -8.4092e-001 -1.4017e+000 +1.4295e-002 +1.0765e+000 -1.7625e+000 -7.1483e-001
1593 +9.036880934e+002 +9.036880934e+002 +1.052838093e+003 +1.052838093e+003 -1.2801e+000 -1.0727e+000 +1.4064e-001 +1.5869e+000 -3.6402e+000 -2.3789e+000 -1.3951e+000 -1.5089e+000 +1.2757e-001 +6.1089e-001 -2.6186e+000 -4.7517e-003 +2.0271e+000 -1.2218e+000 -1.6315e+000 -1.4467e+000 -2.2941e-001 +9.6635e-001 -1.0028e+000 -2.5348e+000
1738 +7.436842489e+002 +7.436842489e+002 +8.928342489e+002 +8.928342489e+002 -8.1310e-001 -1.2026e+000 -3.3547e-001 +1.8672e+000 -4.4192e+000 -1.1717e+000 -1.3076e+000 -1.9142e+000 -4.2923e-001 +5.7590e-002 -2.8688e+000 +4.1966e-001 +1.3337e+000 -2.1773e+000 -1.4749e+000 -1.9246e+000 -6.1135e-001 +2.4690e-001 -2.2837e+000 -3.1593e+000
1964 +6.165136177e+002 +6.165136177e+002 +7.656636177e+002 +7.656636177e+002 -1.3557e+000 -8.4709e-001 -5.6567e-001 +2.0095e+000 -2.3543e+000 -1.1145e+000 -1.4562e+000 -1.6666e+000 -4.7749e-001 +3.9549e-001 -1.9535e+000 +6.3052e-002 +1.7923e+000 -8.4635e-001 -1.6203e+000 -1.0804e+000 -1.7463e-001 +9.7060e-001 -1.8863e+000 -3.4850e+000
2159 +4.196625025e+002 +4.196625025e+002 +5.688125025e+002 +5.688125025e+002 -1.1916e+000 -1.5740e+000 -4.3574e-001 +6.2181e-001 -3.3306e+000 -2.2452e+000 -1.8316e+000 -1.7778e+000 -1.0324e+000 +1.7138e-001 -2.1540e+000 +4.8888e-001 +1.9344e+000 -1.8509e+000 -1.3281e+000 -1.4130e+000 -6.4308e-001 +7.7447e-001 -2.2329e+000 -2.8355e+000
2168 +3.101882526e+002 +3.101882526e+002 +4.593382526e+002 +4.593382526e+002 -1.3158e+000 -1.0901e+000 -8.2598e-001 +5.0294e-001 -4.3446e+000 -2.2725e+000 -1.4561e+000 -2.1999e+000 -1.3399e+000 +3.0988e-001 -2.3609e+000 +2.4373e-001 +2.0922e+000 -1.2631e+000 -1.4391e+000 -5.4626e-001 -1.7128e-001 +4.3055e-001 -2.0505e+000 -3.0674e+000
2413 +2.323064825e+002 +2.323064825e+002 +3.814564825e+002 +3.814564825e+002 -1.1513e+000 -1.1138e+000 -1.0360e+000 +6.1124e-001 -3.9120e+000 -2.0457e+000 -1.2903e+000 -2.2559e+000 -1.0285e+000 -1.6442e-001 -2.5022e+000 +1.8669e-001 +2.0205e+000 -1.1882e+000 -1.7450e+000 -1.2349e+000 -3.9075e-001 +7.5849e-001 -1.3985e+000 -1.6517e+000
2610 +2.226382011e+002 +2.226382011e+002 +3.717882011e+002 +3.717882011e+002 -8.4806e-001 -1.1442e+000 -8.0734e-001 +8.3330e-001 -4.1764e+000 -2.0702e+000 -1.4517e+000 -2.0056e+000 -4.6861e-001 +3.9551e-002 -2.1447e+000 +1.4991e-001 +1.8018e+000 -1.2803e+000 -1.4216e+000 -1.2181e+000 -3.6397e-001 +8.1707e-001 -1.7759e+000 -2.8538e+000
