% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.989542842e+001 +3.989542842e+001 +4.676542842e+001 +4.676542842e+001 -1.6655e+000 -4.8856e+000 -6.9788e+000 -4.9357e-001 -3.0709e+000 -2.5650e-001 -4.5821e+000 +5.3195e-001 +6.4226e+000 -5.9727e+000 -4.0282e+000 -2.8762e+000 +5.3268e+000 -6.3789e-001 -9.1017e+000 -1.3282e+000 +1.2976e+000 -2.1515e+000 -4.5783e+000 +6.1783e+000
2 +1.810020307e+001 +1.810020307e+001 +2.497020307e+001 +2.497020307e+001 -7.0215e-001 +1.6129e+000 -1.9249e+000 +4.6721e+000 -8.0395e-001 +3.6252e+000 -4.8676e+000 +1.2572e-001 +3.6191e+000 -3.0265e+000 -7.3504e+000 -4.1465e+000 -3.3610e+000 -2.0901e+000 -1.7467e+000 -2.7178e+000 +1.3439e+000 +3.2160e+000 +2.3006e+000 +1.7309e+000
4 +1.771804655e+001 +1.771804655e+001 +2.458804655e+001 +2.458804655e+001 +1.1058e+000 +3.2848e+000 -5.6272e+000 +4.0062e+000 +4.9180e+000 +1.9765e+000 -4.2049e+000 +1.4009e+000 +2.7035e+000 -2.7961e+000 -3.5771e+000 -6.3023e+000 -5.4245e+000 -2.8525e+000 -1.9040e+000 -5.6857e-001 -2.6814e-001 +1.2828e+000 +3.3390e+000 +5.0510e+000
8 +1.711467818e+001 +1.711467818e+001 +2.398467818e+001 +2.398467818e+001 +6.9703e-001 +1.3703e-001 -2.9424e+000 +4.7914e+000 +1.5629e+000 -7.0035e-001 -5.1528e+000 -7.0410e-001 +1.3504e+000 -2.1990e+000 -3.0743e+000 +1.4015e-001 -2.9912e+000 +1.2969e+000 +1.5910e-001 -4.8572e-001 +3.0294e+000 +2.7497e-002 +9.0858e-001 +9.9211e-001
29 +9.907614540e+000 +9.907614540e+000 +1.677761454e+001 +1.677761454e+001 +2.0004e-001 +1.2155e+000 -1.8646e+000 +3.9818e+000 +3.0233e+000 +8.2761e-001 -4.4280e+000 +2.5530e+000 +2.2868e+000 -1.0934e-001 -2.8918e+000 -3.0313e+000 -5.1140e+000 +5.2697e+000 -1.4855e+000 -4.2291e+000 +4.3922e-003 -5.2264e-001 +5.5821e+000 +4.7281e+000
155 +9.335088509e+000 +9.335088509e+000 +1.620508851e+001 +1.620508851e+001 +7.8391e-001 +2.4980e+000 -2.3609e+000 +5.4689e+000 +5.7809e-001 -3.5107e-001 -3.2520e+000 +1.5107e+000 -2.3473e-001 -1.5719e+000 -3.5772e+000 -4.4613e+000 -3.0670e+000 -2.6438e+000 -2.9149e+000 +1.0728e+000 +3.3687e+000 +4.9845e+000 -7.1577e-001 -4.9185e-001
269 +7.399958474e+000 +7.399958474e+000 +1.426995847e+001 +1.426995847e+001 -1.6187e-001 +3.9983e+000 -2.6790e+000 +3.8669e+000 +4.4685e+000 +2.0151e+000 -2.1067e+000 +1.3940e-001 +2.8431e+000 -9.5909e-001 -3.3956e+000 -1.7936e+000 -1.5085e+000 +2.9296e+000 -1.5368e+000 -1.3579e+000 +2.1867e+000 +1.4548e+000 +3.1903e+000 +3.1416e+000
464 +3.187240171e+000 +3.187240171e+000 +1.005724017e+001 +1.005724017e+001 +5.3329e-001 +2.9485e+000 -2.1509e+000 +1.1746e+000 +4.0165e+000 +9.8677e-001 -4.2927e+000 -3.8141e-001 +1.8656e+000 -1.8540e+000 -2.9249e+000 -3.7705e+000 -2.7591e+000 +3.7475e-001 -9.1976e-001 -7.1993e-001 +4.0581e-001 +4.5434e-001 +5.8317e-001 +1.3093e+000
3807 +2.732562768e+000 +2.732562768e+000 +9.602562768e+000 +9.602562768e+000 +1.2668e+000 +1.7597e+000 -5.1086e+000 +2.4068e+000 +2.4056e+000 +3.0493e-001 +3.9933e+000 -1.8562e+000 +9.3082e-001 -1.3962e+000 +5.2077e-001 +9.9322e-001 -8.3466e-001 -3.7747e+000 -1.1558e+000 +4.2956e+000 -4.8170e+000 -6.8373e-001 -3.9275e-001 -1.9092e+000
38554 +1.896126850e+000 +1.896126850e+000 +8.766126850e+000 +8.766126850e+000 +1.0723e+000 -2.7799e+000 -3.6980e+000 -2.5729e+000 -1.0328e+000 +2.3502e+000 +1.2045e+000 -4.4895e+000 -1.9218e+000 +9.9226e-001 -4.1785e+000 +1.9316e+000 -1.8108e+000 -6.0563e-001 -1.0612e+000 +4.0307e+000 +2.4436e+000 -4.9437e+000 -3.0534e+000 +1.1460e+000
