% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.811028963e+002 +4.811028963e+002 +4.641628963e+002 +4.641628963e+002 +2.5426e+000 -3.2184e+000 +4.5645e+000
4 +1.276282556e+002 +1.276282556e+002 +1.106882556e+002 +1.106882556e+002 -2.0331e+000 -3.4490e+000 +6.2071e+000
10 +1.116644579e+002 +1.116644579e+002 +9.472445793e+001 +9.472445793e+001 +3.9293e+000 +2.0298e+000 -4.2695e+000
24 +1.071533578e+002 +1.071533578e+002 +9.021335782e+001 +9.021335782e+001 +7.3249e-001 -1.8554e+000 -1.9880e+000
28 +4.122721087e+001 +4.122721087e+001 +2.428721087e+001 +2.428721087e+001 +1.1928e+000 +7.7907e-001 +4.9765e-001
31 +2.757987684e+001 +2.757987684e+001 +1.063987684e+001 +1.063987684e+001 +2.9460e+000 +1.9432e+000 -2.3504e+000
35 +1.581299188e+001 +1.581299188e+001 -1.127008124e+000 -1.127008124e+000 +1.2490e+000 +2.9288e-001 -2.1524e-002
46 +1.283977988e+001 +1.283977988e+001 -4.100220122e+000 -4.100220122e+000 +2.4187e+000 +2.2478e+000 -5.8348e-001
56 +8.380952105e+000 +8.380952105e+000 -8.559047895e+000 -8.559047895e+000 +2.6304e+000 +9.0555e-001 -4.9498e-001
61 +5.971633347e+000 +5.971633347e+000 -1.096836665e+001 -1.096836665e+001 +2.7892e+000 +1.9723e+000 -7.2210e-001
63 +4.867392955e+000 +4.867392955e+000 -1.207260704e+001 -1.207260704e+001 +2.7491e+000 +1.4475e+000 -5.8250e-001
70 +2.283824154e+000 +2.283824154e+000 -1.465617585e+001 -1.465617585e+001 +2.6600e+000 +1.4830e+000 -6.0446e-001
162 +2.168474016e+000 +2.168474016e+000 -1.477152598e+001 -1.477152598e+001 +2.7466e+000 +1.5034e+000 -7.1398e-001
183 +1.968790583e+000 +1.968790583e+000 -1.497120942e+001 -1.497120942e+001 +2.7631e+000 +1.6796e+000 -7.4309e-001
274 +1.853739852e+000 +1.853739852e+000 -1.508626015e+001 -1.508626015e+001 +2.7345e+000 +1.5209e+000 -7.1136e-001
313 +1.572081971e+000 +1.572081971e+000 -1.536791803e+001 -1.536791803e+001 +2.7374e+000 +1.4869e+000 -7.3483e-001
341 +1.421156910e+000 +1.421156910e+000 -1.551884309e+001 -1.551884309e+001 +2.7222e+000 +1.5401e+000 -7.1114e-001
370 +1.344442922e+000 +1.344442922e+000 -1.559555708e+001 -1.559555708e+001 +2.6824e+000 +1.5423e+000 -6.7309e-001
377 +1.073803185e+000 +1.073803185e+000 -1.586619682e+001 -1.586619682e+001 +2.7006e+000 +1.5350e+000 -7.0400e-001
414 +1.056534427e+000 +1.056534427e+000 -1.588346557e+001 -1.588346557e+001 +2.6702e+000 +1.5030e+000 -6.6314e-001
465 +1.034333405e+000 +1.034333405e+000 -1.590566659e+001 -1.590566659e+001 +2.6896e+000 +1.5350e+000 -6.8877e-001
487 +9.377329767e-001 +9.377329767e-001 -1.600226702e+001 -1.600226702e+001 +2.6906e+000 +1.5373e+000 -6.8818e-001
526 +9.249356173e-001 +9.249356173e-001 -1.601506438e+001 -1.601506438e+001 +2.6891e+000 +1.5355e+000 -6.8476e-001
772 +9.120017780e-001 +9.120017780e-001 -1.602799822e+001 -1.602799822e+001 +2.6886e+000 +1.5345e+000 -6.8449e-001
1237 +8.912136887e-001 +8.912136887e-001 -1.604878631e+001 -1.604878631e+001 +2.6848e+000 +1.5313e+000 -6.8280e-001
2374 +8.706980266e-001 +8.706980266e-001 -1.606930197e+001 -1.606930197e+001 +2.6786e+000 +1.5280e+000 -6.7904e-001
% function evaluation | noise-free fitness - Fopt (1.881000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.122153780e+003 +2.122153780e+003 +2.140963780e+003 +2.140963780e+003 -4.2353e+000 -1.0036e-001 +4.6171e+000
2 +2.079045494e+003 +2.079045494e+003 +2.097855494e+003 +2.097855494e+003 -3.9254e+000 -5.8421e+000 +5.0190e+000
6 +1.639157805e+002 +1.639157805e+002 +1.827257805e+002 +1.827257805e+002 -6.0787e+000 +5.8029e+000 +7.8275e-001
8 +1.359609762e+002 +1.359609762e+002 +1.547709762e+002 +1.547709762e+002 -6.6756e+000 -1.0242e+000 -4.5548e+000
18 +1.338815287e+002 +1.338815287e+002 +1.526915287e+002 +1.526915287e+002 -4.9420e+000 +9.5436e-001 +9.6711e-001
23 +5.068751485e+001 +5.068751485e+001 +6.949751485e+001 +6.949751485e+001 -4.2587e+000 +5.7475e-001 -8.4822e-002
30 +4.844087456e+001 +4.844087456e+001 +6.725087456e+001 +6.725087456e+001 -5.6925e+000 -7.5991e-002 +1.9302e-001
38 +4.029860042e+001 +4.029860042e+001 +5.910860042e+001 +5.910860042e+001 -5.2050e+000 +6.0042e-001 +1.9421e-001
42 +3.932196590e+001 +3.932196590e+001 +5.813196590e+001 +5.813196590e+001 -4.2468e+000 +1.5024e+000 +3.6688e-001
44 +2.135668544e+001 +2.135668544e+001 +4.016668544e+001 +4.016668544e+001 -1.9970e+000 +7.5401e-002 -2.8404e-001
53 +1.831198955e+001 +1.831198955e+001 +3.712198955e+001 +3.712198955e+001 -6.9851e-001 +7.3534e-001 -1.0345e-001
61 +1.638853051e+001 +1.638853051e+001 +3.519853051e+001 +3.519853051e+001 -2.6983e+000 -1.4985e-002 -4.0435e-001
62 +1.109648503e+001 +1.109648503e+001 +2.990648503e+001 +2.990648503e+001 -1.3923e+000 +7.3001e-001 -4.4517e-001
85 +7.275510260e+000 +7.275510260e+000 +2.608551026e+001 +2.608551026e+001 -3.7277e-001 +1.6508e+000 -1.1618e-001
139 +5.887343181e+000 +5.887343181e+000 +2.469734318e+001 +2.469734318e+001 -2.2887e+000 +8.5218e-001 +9.0341e-002
160 +4.571494148e+000 +4.571494148e+000 +2.338149415e+001 +2.338149415e+001 -2.1198e+000 +1.0409e+000 +1.1355e-001
161 +2.701269131e+000 +2.701269131e+000 +2.151126913e+001 +2.151126913e+001 -2.4404e+000 +3.9169e-001 +7.2898e-002
425 +2.504638105e+000 +2.504638105e+000 +2.131463811e+001 +2.131463811e+001 -2.3154e+000 +5.0652e-001 +9.6790e-002
469 +2.423084075e+000 +2.423084075e+000 +2.123308408e+001 +2.123308408e+001 -2.7808e+000 -1.4115e-001 +9.5021e-002
482 +2.011942546e+000 +2.011942546e+000 +2.082194255e+001 +2.082194255e+001 -2.8120e+000 +7.4434e-003 +9.4993e-002
485 +1.724495215e+000 +1.724495215e+000 +2.053449522e+001 +2.053449522e+001 -2.8563e+000 -3.5671e-002 +9.6515e-002
511 +1.663610559e+000 +1.663610559e+000 +2.047361056e+001 +2.047361056e+001 -2.8320e+000 -1.5434e-003 +9.8667e-002
515 +1.575450013e+000 +1.575450013e+000 +2.038545001e+001 +2.038545001e+001 -2.8454e+000 -2.9055e-002 +9.9503e-002
527 +1.251556628e+000 +1.251556628e+000 +2.006155663e+001 +2.006155663e+001 -2.8220e+000 -3.6496e-003 +1.0184e-001
601 +1.154678519e+000 +1.154678519e+000 +1.996467852e+001 +1.996467852e+001 -2.8482e+000 -1.8445e-002 +1.0309e-001
671 +1.134562122e+000 +1.134562122e+000 +1.994456212e+001 +1.994456212e+001 -2.8575e+000 -2.7716e-002 +1.0384e-001
675 +1.088390786e+000 +1.088390786e+000 +1.989839079e+001 +1.989839079e+001 -2.8617e+000 -2.9607e-002 +1.0386e-001
729 +1.066263880e+000 +1.066263880e+000 +1.987626388e+001 +1.987626388e+001 -2.8561e+000 -2.6779e-002 +1.0346e-001
924 +1.036112940e+000 +1.036112940e+000 +1.984611294e+001 +1.984611294e+001 -2.8687e+000 -3.6236e-002 +1.0404e-001
941 +1.017969919e+000 +1.017969919e+000 +1.982796992e+001 +1.982796992e+001 -2.8690e+000 -3.6361e-002 +1.0403e-001
% function evaluation | noise-free fitness - Fopt (2.731500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.836999820e+002 +6.836999820e+002 +9.568499820e+002 +9.568499820e+002 +3.5960e+000 +2.3770e+000 -2.3619e+000
2 +1.188409751e+002 +1.188409751e+002 +3.919909751e+002 +3.919909751e+002 +7.4444e-001 +2.7492e+000 +5.1740e-001
6 +9.915511813e+001 +9.915511813e+001 +3.723051181e+002 +3.723051181e+002 +3.7883e-001 +4.7363e+000 -2.1557e+000
10 +1.888522932e+001 +1.888522932e+001 +2.920352293e+002 +2.920352293e+002 -4.0357e+000 +2.8053e+000 -1.8033e+000
32 +5.172623956e+000 +5.172623956e+000 +2.783226240e+002 +2.783226240e+002 -3.8696e+000 +2.9345e+000 -6.2492e-001
92 +3.446860620e+000 +3.446860620e+000 +2.765968606e+002 +2.765968606e+002 -4.4092e+000 +2.1658e+000 -8.8596e-001
127 +2.943713764e+000 +2.943713764e+000 +2.760937138e+002 +2.760937138e+002 -4.1970e+000 +2.5995e+000 -6.7101e-001
148 +1.908833442e+000 +1.908833442e+000 +2.750588334e+002 +2.750588334e+002 -4.1409e+000 +2.6049e+000 -6.9463e-001
172 +1.197642654e+000 +1.197642654e+000 +2.743476427e+002 +2.743476427e+002 -3.9740e+000 +2.9254e+000 -6.6722e-001
195 +1.168759997e+000 +1.168759997e+000 +2.743187600e+002 +2.743187600e+002 -4.1101e+000 +2.5784e+000 -7.2396e-001
220 +1.139329470e+000 +1.139329470e+000 +2.742893295e+002 +2.742893295e+002 -4.1001e+000 +2.6190e+000 -7.2765e-001
224 +1.096817689e+000 +1.096817689e+000 +2.742468177e+002 +2.742468177e+002 -4.1279e+000 +2.5818e+000 -7.1009e-001
226 +1.069200069e+000 +1.069200069e+000 +2.742192001e+002 +2.742192001e+002 -4.1286e+000 +2.5807e+000 -7.1122e-001
233 +9.719250863e-001 +9.719250863e-001 +2.741219251e+002 +2.741219251e+002 -4.1464e+000 +2.5750e+000 -7.1322e-001
259 +8.463176563e-001 +8.463176563e-001 +2.739963177e+002 +2.739963177e+002 -4.1787e+000 +2.5420e+000 -7.1141e-001
276 +8.025268012e-001 +8.025268012e-001 +2.739525268e+002 +2.739525268e+002 -4.1707e+000 +2.5408e+000 -7.1518e-001
360 +6.299558411e-001 +6.299558411e-001 +2.737799558e+002 +2.737799558e+002 -4.2239e+000 +2.5335e+000 -6.4818e-001
386 +6.046965841e-001 +6.046965841e-001 +2.737546966e+002 +2.737546966e+002 -4.2472e+000 +2.5092e+000 -6.4090e-001
414 +5.931993433e-001 +5.931993433e-001 +2.737431993e+002 +2.737431993e+002 -4.2268e+000 +2.5135e+000 -6.5965e-001
417 +5.368929130e-001 +5.368929130e-001 +2.736868929e+002 +2.736868929e+002 -4.2302e+000 +2.5124e+000 -6.5977e-001
427 +5.092221102e-001 +5.092221102e-001 +2.736592221e+002 +2.736592221e+002 -4.2280e+000 +2.5151e+000 -6.5957e-001
431 +4.691460200e-001 +4.691460200e-001 +2.736191460e+002 +2.736191460e+002 -4.2313e+000 +2.5154e+000 -6.5426e-001
453 +4.633338477e-001 +4.633338477e-001 +2.736133338e+002 +2.736133338e+002 -4.2297e+000 +2.5133e+000 -6.5709e-001
% function evaluation | noise-free fitness - Fopt (3.718000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.752543573e+002 +1.752543573e+002 +2.124343573e+002 +2.124343573e+002 -3.9577e+000 -3.9609e+000 +7.6855e-001
3 +6.859444880e+001 +6.859444880e+001 +1.057744488e+002 +1.057744488e+002 -6.8072e+000 +5.0104e-001 +1.5933e+000
27 +8.490420433e+000 +8.490420433e+000 +4.567042043e+001 +4.567042043e+001 -3.7653e+000 +1.7269e+000 +2.5671e+000
95 +5.420040960e+000 +5.420040960e+000 +4.260004096e+001 +4.260004096e+001 -4.1260e+000 +2.4306e+000 +2.8964e+000
125 +3.754493172e+000 +3.754493172e+000 +4.093449317e+001 +4.093449317e+001 -3.0933e+000 +2.5943e+000 +2.3968e+000
