% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.416401721e+003 +3.416401721e+003 +3.446371721e+003 +3.446371721e+003 -2.9368e+000 -4.3248e+000 +3.1927e+000 -3.3540e+000 -1.6716e+000 -4.3684e+000 +3.7747e+000 +2.1332e-001 -3.1685e-001 -5.9945e-001 -2.1873e+000 +4.5097e+000 +8.1864e-001 -5.0472e+000 +4.4895e-001 -1.7542e+000 -3.6447e+000 -2.1061e+000 +3.0939e+000 -2.2925e-001
2 +2.801303109e+003 +2.801303109e+003 +2.831273109e+003 +2.831273109e+003 -1.6189e+000 -7.3022e-001 +4.3744e+000 -1.4315e+000 +1.2530e+000 +5.4869e-001 +6.1370e-001 +2.9986e+000 -9.1478e-001 +2.8213e+000 -7.2693e-001 -2.7690e-001 -2.7322e+000 +5.6026e+000 +6.7269e-002 +1.6510e+000 +2.1760e+000 -2.1117e+000 +3.0133e+000 -1.2864e+000
11 +2.394998499e+003 +2.394998499e+003 +2.424968499e+003 +2.424968499e+003 +1.6465e+000 -5.8301e+000 -1.5434e+000 +1.0768e+000 +3.5808e+000 +1.4075e+000 +1.8721e-001 -5.6545e-001 -2.6392e+000 +3.4213e+000 -4.1202e+000 +3.2334e+000 -5.8967e-001 -1.5220e+000 +4.0099e-001 -1.4801e+000 -1.9749e+000 +2.8495e-001 +4.6796e+000 -4.0583e+000
91 +2.196643135e+003 +2.196643135e+003 +2.226613135e+003 +2.226613135e+003 -1.0069e+000 +8.8931e-002 +1.2150e+000 -5.5036e+000 +2.7881e+000 +3.0428e+000 -2.9131e+000 -1.8206e+000 -2.4387e+000 -7.3016e-001 -5.1015e-001 +1.3002e+000 +3.3256e+000 -1.9284e+000 +1.3845e+000 -1.5174e+000 +5.0495e-001 +2.0970e+000 +1.9142e-001 -2.5530e+000
135 +2.148235049e+003 +2.148235049e+003 +2.178205049e+003 +2.178205049e+003 -1.1139e+000 -1.9748e+000 +2.4033e+000 -7.4068e-001 +1.1544e+000 -2.2083e-001 -1.3501e-001 -2.7580e+000 -4.9274e+000 +3.0753e+000 -1.7933e+000 +2.3865e+000 +3.4519e+000 +5.9783e+000 +2.5970e+000 -1.6360e+000 -4.9857e+000 -5.6621e-001 +1.9744e+000 -1.6284e+000
323 +1.949376928e+003 +1.949376928e+003 +1.979346928e+003 +1.979346928e+003 +1.3154e+000 -3.3759e+000 +5.1076e-001 -6.5049e-001 +1.1546e+000 -6.4458e-001 -1.6680e-001 -3.4466e-001 -1.1197e+000 +3.8649e+000 -1.5740e+000 -8.2731e-001 -1.4588e+000 +1.9809e+000 -9.5221e-001 -1.4114e+000 -4.1958e+000 -4.7471e-001 +2.4334e+000 -1.9192e+000
339 +1.904947991e+003 +1.904947991e+003 +1.934917991e+003 +1.934917991e+003 -3.3180e-001 -2.8318e+000 -2.9117e+000 -7.6584e-001 -1.7268e-001 -4.1474e+000 -5.9804e-001 -2.8216e+000 -3.2135e+000 -1.2241e+000 -1.1173e+000 +4.6283e-001 -1.1441e+000 +3.6990e+000 +2.9573e-001 -1.9422e+000 -4.8884e+000 -1.0086e+000 +5.6325e-001 -1.8830e+000
398 +1.792186670e+003 +1.792186670e+003 +1.822156670e+003 +1.822156670e+003 -1.5710e+000 -1.9258e+000 +2.7707e-001 -7.7064e-001 +9.0108e-001 +3.6956e+000 -7.2769e-001 +3.8242e-001 -1.2680e+000 +9.9408e-001 -2.8290e+000 +7.2886e-001 -2.6271e-001 +3.6004e+000 -2.6594e-002 +2.0505e-001 -2.1212e-001 -3.5349e+000 +1.2933e+000 -2.2919e+000
434 +1.700504978e+003 +1.700504978e+003 +1.730474978e+003 +1.730474978e+003 +1.3597e+000 -1.2637e+000 +1.1619e+000 -2.4272e+000 +1.2879e+000 -5.9780e-001 -1.3884e+000 -2.3443e+000 -3.2824e+000 +1.5159e+000 -3.4362e+000 -6.7689e-001 +4.5589e-001 +1.1587e+000 +1.2922e+000 +1.1784e+000 -3.0539e+000 +4.5617e+000 +4.5668e+000 -5.9865e-001
525 +1.526161817e+003 +1.526161817e+003 +1.556131817e+003 +1.556131817e+003 +7.6777e-001 -3.0091e+000 -1.7916e-001 -2.4157e-001 +3.4457e-003 -2.4559e+000 -5.5109e-001 -1.9654e+000 -1.2449e+000 +1.2891e+000 -1.5209e+000 -8.0225e-002 +4.8852e+000 +3.8061e+000 -1.9206e+000 +2.6172e+000 -2.7200e+000 -8.7445e-001 -9.6655e-001 -1.8951e+000
712 +1.453642812e+003 +1.453642812e+003 +1.483612812e+003 +1.483612812e+003 -9.1420e-001 -3.7717e+000 -1.3073e+000 +2.1032e+000 +3.2287e+000 -4.3735e-003 -8.7413e-001 -2.4599e+000 -1.2251e+000 +1.4735e+000 -5.2946e-001 +9.5770e-001 +1.3284e+000 +3.1263e+000 +1.0433e+000 +1.9904e+000 -5.4563e+000 -7.4046e-001 -4.2418e-002 -1.1880e+000
823 +1.295949769e+003 +1.295949769e+003 +1.325919769e+003 +1.325919769e+003 -2.0047e+000 -2.6651e+000 -2.3169e+000 +1.5884e-001 +3.4274e+000 -3.5628e-001 -8.5123e-001 -3.0416e+000 -2.3217e+000 +8.8074e-001 -1.3509e+000 +1.9227e+000 +2.9778e+000 +1.7468e+000 +9.3878e-001 +2.0704e+000 -3.8496e+000 -5.7044e-001 +1.3181e+000 -1.6848e+000
865 +1.186976223e+003 +1.186976223e+003 +1.216946223e+003 +1.216946223e+003 -1.2568e-001 -2.6363e+000 +3.4197e-002 -2.5501e+000 +2.2574e+000 +1.2313e+000 -7.4882e-001 -8.4793e-001 -3.2186e-001 -6.2652e-001 -3.6404e-002 -1.1463e-001 +2.2033e+000 +3.8200e+000 -4.7298e-001 +2.4913e+000 -1.7855e+000 -2.8892e-002 +1.7310e+000 -1.9297e+000
905 +1.124360351e+003 +1.124360351e+003 +1.154330351e+003 +1.154330351e+003 -3.1740e-001 -3.4093e+000 -2.0949e+000 +9.7952e-001 +8.0584e-001 -2.2842e-001 -1.0123e+000 -1.9579e+000 -1.2144e+000 -4.5597e-001 +6.6626e-001 +1.4766e+000 +3.2995e+000 +2.7507e+000 +9.0332e-001 +1.8224e+000 -3.7323e+000 -1.9899e-002 +1.9029e+000 -1.9195e+000
1060 +1.114729561e+003 +1.114729561e+003 +1.144699561e+003 +1.144699561e+003 +6.7245e-001 -1.7837e+000 -4.3064e-001 -6.0099e-001 +2.2005e+000 -4.8469e-001 -3.3279e+000 -1.5030e+000 -8.8310e-001 +6.5473e-001 -2.8654e-001 -1.8931e+000 +8.8743e-001 +2.2906e+000 +6.2567e-001 +7.5665e-001 -2.5857e+000 -4.3484e-001 +3.5185e+000 -1.2507e+000
1115 +1.050888858e+003 +1.050888858e+003 +1.080858858e+003 +1.080858858e+003 +1.0721e+000 -3.6004e+000 -1.9661e+000 -3.7944e-001 +9.2773e-001 +5.9496e-001 -2.4542e+000 -2.8658e+000 -1.3352e+000 -1.7094e-001 -3.2197e+000 +1.3628e-001 +2.8732e+000 +9.7743e-001 -2.6564e-001 +1.9033e+000 -4.7906e+000 -2.5442e-001 +5.4566e-001 -1.9772e+000
1122 +1.011130555e+003 +1.011130555e+003 +1.041100555e+003 +1.041100555e+003 -9.0673e-001 -1.3765e+000 -2.1649e+000 -1.0489e+000 +2.3362e+000 -1.1068e-001 -2.3423e+000 -7.7684e-001 -1.7155e+000 +4.7183e-001 -5.2812e-001 -5.7746e-001 +4.0743e+000 +2.1123e+000 +3.9308e-001 +2.2029e+000 -2.2317e+000 +3.8717e-001 +1.0158e+000 -1.9680e+000
1210 +9.948866786e+002 +9.948866786e+002 +1.024856679e+003 +1.024856679e+003 +6.4517e-002 -2.8692e+000 -1.5321e+000 -1.1184e+000 +2.8809e+000 -1.0194e-002 -4.7914e+000 -2.3184e+000 -3.2116e-001 +9.0301e-001 -6.1844e-001 -4.5607e-001 +1.3479e+000 +1.6792e-001 -4.5841e-001 +1.8903e+000 -3.4007e+000 -6.7716e-001 +1.6319e+000 -1.6573e+000
1235 +9.521697318e+002 +9.521697318e+002 +9.821397318e+002 +9.821397318e+002 -3.9231e-001 -2.9304e+000 -2.2317e+000 -1.3675e+000 +2.1512e+000 -4.5571e-001 -2.1562e+000 -2.0415e+000 -1.1417e+000 -1.6312e+000 -1.2525e+000 -4.3977e-001 +1.5126e+000 +3.0552e+000 -9.5669e-001 +1.6741e+000 -3.4376e+000 -7.4402e-001 +9.1318e-001 -1.5942e+000
1323 +8.793881862e+002 +8.793881862e+002 +9.093581862e+002 +9.093581862e+002 -3.8160e-001 -1.8262e+000 -2.2105e+000 -1.3553e+000 +1.5842e+000 +6.2997e-001 -2.9332e+000 -2.7172e+000 -1.3488e+000 -2.0359e+000 +1.3938e+000 -1.3752e+000 +2.5081e+000 +1.3102e+000 +5.9072e-001 +3.3332e+000 -4.3693e+000 +2.3908e-002 +1.3249e+000 -2.2039e+000
1416 +7.172784975e+002 +7.172784975e+002 +7.472484975e+002 +7.472484975e+002 +1.1244e+000 -1.9134e+000 -2.8222e+000 -1.7267e+000 +2.9656e+000 +1.1587e+000 -3.8188e+000 -1.6717e+000 -1.9107e+000 -3.1302e-001 -2.9433e-001 +1.0458e-002 +1.9546e+000 +1.2722e+000 +6.4701e-001 +1.9069e+000 -4.6760e+000 -1.0949e+000 +1.3554e+000 -2.0869e+000
1453 +6.656884102e+002 +6.656884102e+002 +6.956584102e+002 +6.956584102e+002 +1.0782e+000 -1.9196e+000 -3.3117e+000 -1.2748e+000 +2.3039e+000 +4.9600e-001 -3.2602e+000 -1.6930e+000 -1.6226e+000 +3.0682e-002 -1.2095e+000 -9.8841e-001 +1.9865e+000 +2.2413e+000 -7.8574e-001 +2.6002e+000 -3.2076e+000 -3.6434e-001 +1.6795e+000 -2.3734e+000
1610 +6.185095451e+002 +6.185095451e+002 +6.484795451e+002 +6.484795451e+002 +1.2524e+000 -1.6880e+000 -2.2824e+000 -1.7794e+000 +2.0393e+000 +1.0469e+000 -4.0800e+000 -2.5922e+000 -1.6216e+000 -1.3877e+000 +5.8870e-001 -1.1292e+000 +2.4700e+000 +1.0268e+000 -8.8885e-001 +2.2695e+000 -2.9395e+000 -7.2880e-001 +2.6559e+000 -3.3154e+000
1832 +5.817577437e+002 +5.817577437e+002 +6.117277437e+002 +6.117277437e+002 +2.8473e-001 -1.3140e+000 -2.9797e+000 -6.2179e-001 +2.5862e+000 +1.2049e+000 -4.1475e+000 -1.6324e+000 -1.0707e+000 -5.2933e-001 -4.8522e-001 -1.6005e+000 +1.8274e+000 +2.1253e+000 -3.6567e-001 +2.3279e+000 -3.0453e+000 -8.1056e-001 +2.2052e+000 -3.1582e+000
1882 +5.742729690e+002 +5.742729690e+002 +6.042429690e+002 +6.042429690e+002 +5.3973e-002 -1.4479e+000 -2.5937e+000 -7.5070e-001 +2.7397e+000 +1.1490e+000 -3.6168e+000 -1.9698e+000 -1.1882e+000 -5.2489e-001 +5.5234e-001 -7.4137e-001 +2.9173e+000 +1.9391e+000 -2.5464e-001 +2.4506e+000 -3.1087e+000 -1.7511e-001 +2.0754e+000 -2.5023e+000
1951 +5.612250553e+002 +5.612250553e+002 +5.911950553e+002 +5.911950553e+002 +1.0072e+000 -1.6351e+000 -2.5087e+000 -1.6125e+000 +3.1108e+000 +1.0030e+000 -4.4827e+000 -2.3827e+000 -8.1722e-001 -2.3015e-001 -4.8852e-001 -1.2850e+000 +3.0351e+000 +2.6549e+000 -1.0731e+000 +1.8166e+000 -2.9317e+000 -6.7331e-001 +1.1102e+000 -2.9498e+000
2154 +5.103068719e+002 +5.103068719e+002 +5.402768719e+002 +5.402768719e+002 +1.0390e+000 -2.1104e+000 -3.1754e+000 -7.1189e-001 +2.4912e+000 +1.2036e+000 -4.3154e+000 -1.9836e+000 -3.3661e-001 -6.3773e-001 +1.5726e-001 -2.1348e-001 +2.8377e+000 +2.0427e+000 -3.2183e-001 +2.3764e+000 -4.0519e+000 -4.3008e-001 +1.9067e+000 -3.1805e+000
2272 +4.983251733e+002 +4.983251733e+002 +5.282951733e+002 +5.282951733e+002 +1.2265e+000 -2.0799e+000 -3.1059e+000 -2.8358e+000 +2.3357e+000 +1.1311e+000 -4.6846e+000 -2.3098e+000 -4.7682e-001 -4.9649e-001 +3.9780e-001 -1.0706e+000 +3.0031e+000 +2.2745e+000 -1.1720e-001 +2.4315e+000 -2.9463e+000 -2.8562e-001 +2.1029e+000 -3.3349e+000
2403 +4.620049459e+002 +4.620049459e+002 +4.919749459e+002 +4.919749459e+002 +1.1290e+000 -1.6205e+000 -3.2406e+000 -1.6109e+000 +3.4668e+000 +1.3193e+000 -4.4623e+000 -2.2238e+000 -1.0659e+000 -5.5814e-001 +1.1147e-001 -5.4455e-001 +2.7801e+000 +2.1124e+000 -4.2304e-001 +2.2303e+000 -3.7119e+000 +7.4915e-001 +1.8665e+000 -2.8896e+000
2448 +4.491008469e+002 +4.491008469e+002 +4.790708469e+002 +4.790708469e+002 +9.9661e-001 -1.5509e+000 -3.2907e+000 -1.5899e+000 +2.1894e+000 +1.5766e+000 -4.2101e+000 -2.4274e+000 -5.2719e-001 -1.1839e+000 +6.8176e-001 -7.0322e-001 +2.2676e+000 +1.7795e+000 -4.1985e-001 +1.8246e+000 -3.5101e+000 -4.1791e-001 +1.7211e+000 -3.6245e+000
2596 +4.409848141e+002 +4.409848141e+002 +4.709548141e+002 +4.709548141e+002 +5.9243e-001 -1.8060e+000 -3.0162e+000 -1.8814e+000 +2.5366e+000 +1.3754e+000 -4.2124e+000 -2.6466e+000 -9.7399e-001 -4.2938e-001 -2.2281e-001 -1.1977e+000 +2.5445e+000 +2.2521e+000 -4.8275e-001 +2.4170e+000 -3.0373e+000 -4.0046e-001 +2.1724e+000 -3.1319e+000
2631 +4.267963428e+002 +4.267963428e+002 +4.567663428e+002 +4.567663428e+002 +8.6740e-001 -1.6981e+000 -3.2263e+000 -1.7421e+000 +2.8853e+000 +1.5382e+000 -4.9108e+000 -2.5430e+000 -7.7547e-001 -6.1737e-001 +6.3396e-001 -1.0647e+000 +2.3836e+000 +1.5717e+000 -2.7147e-001 +2.4282e+000 -3.1764e+000 -1.5752e-001 +2.2271e+000 -3.1861e+000
2661 +4.039773416e+002 +4.039773416e+002 +4.339473416e+002 +4.339473416e+002 +7.7952e-001 -2.0148e+000 -2.8530e+000 -1.7680e+000 +2.7283e+000 +1.4317e+000 -4.3503e+000 -2.4773e+000 -6.0684e-001 -7.2643e-001 +1.5651e-001 -1.0901e+000 +2.6108e+000 +1.8218e+000 -6.1894e-001 +2.2330e+000 -3.2614e+000 -2.2130e-001 +2.4215e+000 -3.1045e+000
2701 +3.821946338e+002 +3.821946338e+002 +4.121646338e+002 +4.121646338e+002 +1.2377e+000 -2.4215e+000 -3.0393e+000 -2.3138e+000 +3.1186e+000 +1.4980e+000 -4.4355e+000 -2.5562e+000 -8.7252e-001 -1.3992e+000 +1.2008e-001 -9.1663e-001 +2.5358e+000 +2.1766e+000 -7.6143e-001 +2.3931e+000 -3.0753e+000 +4.5969e-001 +2.1319e+000 -3.1019e+000
2870 +3.784798930e+002 +3.784798930e+002 +4.084498930e+002 +4.084498930e+002 +1.2189e+000 -1.5436e+000 -3.0921e+000 -1.6172e+000 +2.7719e+000 +1.4202e+000 -4.6676e+000 -2.6203e+000 -6.3264e-001 -7.2887e-001 -4.6271e-002 -9.8329e-001 +2.5372e+000 +1.8995e+000 -5.7640e-001 +2.5472e+000 -3.1969e+000 +2.7323e-002 +2.1135e+000 -3.0733e+000
