% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.753867745e+006 +5.753867745e+006 +5.753991575e+006 +5.753991575e+006 +3.1073e+000 +2.4729e-001 -8.4283e+000 -2.7700e-001 -6.7706e-001 +4.0779e+000 -1.0806e+001 -4.5246e+000 +3.0274e+000 +3.5600e+000 +1.7908e+000 -1.0661e+000 +2.5601e+000 -4.0977e+000 -3.0828e-001 -2.8553e+000 +1.4687e+001 +2.9448e-001 +8.0813e+000 -2.3049e+000
2 +5.669989328e+005 +5.669989328e+005 +5.671227628e+005 +5.671227628e+005 +3.7670e+000 +4.8418e+000 -4.7813e+000 +4.1985e+000 -1.9503e+000 +4.7886e+000 -4.2807e+000 -2.7203e+000 +1.1200e+000 -4.1078e+000 +2.5410e+000 -1.9062e+000 +3.8146e-001 -3.0212e-001 -2.0055e+000 +2.7539e+000 +5.3991e+000 +3.5845e+000 +4.3976e+000 -3.4845e-001
16 +4.904742078e+005 +4.904742078e+005 +4.905980378e+005 +4.905980378e+005 +4.1071e+000 -2.5685e+000 -3.7670e+000 +2.9747e+000 -4.7211e-001 +4.0776e+000 -6.7401e+000 -1.7591e+000 +5.8399e+000 -1.1127e+000 -6.9370e-002 +1.3464e+000 -3.1506e+000 -3.4444e+000 -2.5550e+000 +1.8047e+000 +4.5789e+000 +2.2175e+000 -1.1335e+000 +7.8921e-001
38 +4.715919284e+005 +4.715919284e+005 +4.717157584e+005 +4.717157584e+005 +3.7399e+000 -7.5520e-001 -4.9302e+000 +3.7793e+000 -2.7676e+000 +2.3771e+000 -4.1831e+000 -2.0989e+000 +2.2190e-001 -9.0431e-001 +4.6969e+000 +8.1243e-002 -2.9487e-001 -1.9371e+000 -3.1697e+000 +2.7946e+000 +5.2205e+000 +1.7926e+000 +4.1281e+000 -1.8010e-001
46 +4.461642135e+005 +4.461642135e+005 +4.462880435e+005 +4.462880435e+005 +2.2144e+000 +9.5343e-001 -2.7909e+000 -8.4681e-001 -1.5772e+000 +4.9351e+000 -2.4568e+000 +8.0051e-002 +3.9363e+000 -2.9740e+000 +7.1589e+000 +3.4986e+000 +3.2897e+000 -3.9729e+000 -8.6268e+000 +4.3395e+000 +4.7230e+000 +1.5687e+000 +4.3989e-001 -1.0892e+000
64 +4.176130711e+005 +4.176130711e+005 +4.177369011e+005 +4.177369011e+005 +2.6921e+000 -1.1537e+000 -1.8113e+000 +7.2752e+000 -1.1610e+000 +2.3993e+000 -7.8648e-001 -5.1067e-001 +1.5133e-001 -3.0353e+000 +1.5158e+000 -1.0586e+000 -3.0815e+000 -1.7924e+000 -3.2891e+000 +8.0464e-002 +3.8513e+000 +2.3033e+000 +2.4044e+000 -3.3856e+000
103 +1.961525225e+005 +1.961525225e+005 +1.962763525e+005 +1.962763525e+005 +2.7644e+000 -2.5533e+000 -1.7119e+000 +2.4677e+000 +6.4952e-002 +3.5570e+000 -1.9984e+000 -1.8846e+000 +8.7414e-001 -1.0911e+000 +1.0153e+000 +1.7804e+000 -1.2422e+000 -1.8693e+000 -2.9673e+000 +2.5748e+000 +2.1052e+000 +1.1325e+000 +4.7254e+000 -2.6612e-001
218 +1.876172777e+005 +1.876172777e+005 +1.877411077e+005 +1.877411077e+005 +8.8608e-001 +1.7667e+000 -1.9235e+000 +5.4301e+000 +1.9470e+000 +5.5689e+000 -3.5861e+000 -1.2786e-001 +3.1843e-001 -4.1553e+000 +2.1938e+000 +5.7184e-001 +1.5455e+000 +2.8788e-001 -2.3918e+000 +1.4118e+000 +2.3393e+000 +1.2340e+000 +1.3054e+000 +8.8868e-001
319 +1.632323817e+005 +1.632323817e+005 +1.633562117e+005 +1.633562117e+005 +2.1852e+000 +5.8024e-001 -6.7155e-001 +3.0096e+000 -1.0749e+000 +2.4012e+000 -3.4211e+000 -1.1617e+000 +1.0455e+000 -1.2944e+000 +5.7825e+000 +2.5768e+000 +5.2111e-001 -1.0661e+000 -2.8069e+000 +2.1228e+000 +2.2954e+000 +5.9184e-001 +1.2552e+000 -3.1027e+000
333 +3.433188238e+004 +3.433188238e+004 +3.445571238e+004 +3.445571238e+004 +1.5802e+000 +4.6590e-001 -2.9145e+000 +2.6608e+000 -6.4858e-001 +2.5524e+000 -2.5031e+000 -9.4864e-002 -8.4825e-001 -1.1781e-001 +3.5485e-001 +8.2942e-002 -2.1252e-001 -1.0457e+000 -3.1762e+000 +7.3552e-001 +2.1053e+000 -4.3714e-002 -3.0869e-001 -1.5744e-001
