% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043279456e+002 +1.043279456e+002 +1.756779456e+002 +1.756779456e+002 -5.8992e+000 -5.2751e+000 +9.7584e-001 -3.2529e+000 +3.3881e+000 +7.3406e+000 -1.1277e+001 -4.4111e+000 +2.1364e+000 +1.0714e+000 +1.5740e+000 +2.4455e+000 +1.3389e+000 -1.6936e+000 +2.1408e+000 -7.7230e+000 -6.8399e-001 +1.0829e-001 +2.5638e+000 -2.8454e+000
2 +6.378563291e+001 +6.378563291e+001 +1.351356329e+002 +1.351356329e+002 +1.5416e+000 +2.0843e+000 +1.3188e+000 -2.2834e+000 +2.7706e+000 +4.3949e+000 +7.0669e-001 -7.3466e+000 +1.3700e+000 +1.9354e+000 +3.5210e+000 +7.8264e-001 -3.6736e+000 +1.3748e+000 -2.3101e+000 -1.9952e+000 -2.5946e+000 -1.5541e-001 -1.2705e+000 +9.0405e-001
20 +5.386250161e+001 +5.386250161e+001 +1.252125016e+002 +1.252125016e+002 -5.3729e+000 +2.5754e-001 -3.6149e-001 -4.3043e+000 +3.4088e+000 +3.6681e+000 -1.4388e+000 -4.2766e+000 +5.8514e-001 +1.0257e+001 +9.5596e-001 -1.4702e+000 -1.5004e+000 +2.0063e+000 +1.1167e+000 -6.2324e+000 -1.7648e+000 +9.3642e-001 +1.0968e+000 -5.4579e+000
69 +5.351073893e+001 +5.351073893e+001 +1.248607389e+002 +1.248607389e+002 -6.0914e+000 +1.8341e+000 +1.2459e+000 +5.0377e+000 -5.8083e+000 +5.0706e+000 -8.7638e+000 -2.6224e+000 -1.3780e+000 -1.0483e+000 +2.0469e+000 +4.2795e+000 -8.8919e-001 +4.3675e+000 +4.8348e+000 -1.9098e+000 +5.3579e+000 +1.5779e+000 +1.2850e+000 -4.2990e+000
137 +5.059836468e+001 +5.059836468e+001 +1.219483647e+002 +1.219483647e+002 -1.9471e+000 -2.8026e+000 +3.7167e+000 -2.3450e+000 +3.7418e+000 +6.3051e+000 +1.4822e+000 -3.3238e+000 +5.4410e+000 +7.2074e+000 +2.9060e+000 -8.4947e-001 -3.7703e+000 +2.8247e+000 -2.9160e+000 -7.1292e+000 -2.9372e+000 -2.7998e+000 +3.9823e+000 -4.1417e+000
374 +4.311114619e+001 +4.311114619e+001 +1.144611462e+002 +1.144611462e+002 -2.1446e+000 +1.7796e+000 +2.5864e+000 +3.9077e+000 +3.3154e+000 +3.9000e+000 +1.9749e+000 -1.9756e+000 -2.0062e+000 +1.0467e+000 +1.7419e+000 -1.0757e+000 -2.9448e+000 +2.2456e+000 -4.0725e-003 -5.3200e+000 -3.5356e+000 +3.0277e+000 +8.7130e-003 -2.2344e+000
408 +4.067301090e+001 +4.067301090e+001 +1.120230109e+002 +1.120230109e+002 -3.2195e+000 +2.1116e+000 +1.1935e+000 +1.4404e+000 +9.3127e-001 +8.9939e+000 -1.6402e+000 -3.3327e+000 -1.2878e+000 +4.3192e+000 -2.2400e+000 +7.5895e-002 +1.1004e+000 +1.3699e+000 +8.5084e-001 +1.6211e+000 -4.6517e+000 -2.6240e+000 +3.9677e-001 -2.1988e-001
794 +3.528762286e+001 +3.528762286e+001 +1.066376229e+002 +1.066376229e+002 -4.1274e+000 +2.1246e+000 +1.1496e+000 -1.9184e+000 +1.8724e+000 +2.6921e+000 -1.2371e+000 -1.4343e+000 +1.9298e+000 +1.4662e+000 +3.2340e+000 -5.0041e+000 -2.2894e+000 -1.0532e+000 +2.6738e+000 +2.6936e+000 -3.2923e+000 +1.3103e+000 -2.0352e+000 -9.3883e-001
833 +3.141394669e+001 +3.141394669e+001 +1.027639467e+002 +1.027639467e+002 -6.1011e+000 -2.5210e-001 +6.5542e-001 -1.0508e+000 -3.0436e+000 -1.6047e+000 +5.2488e+000 +1.7681e+000 -1.6392e+000 -1.2557e+000 +2.1834e+000 -1.9598e+000 -9.9090e-001 +2.1398e+000 -1.9547e+000 +2.0895e+000 -6.6719e-001 +9.6115e-001 +8.1903e-001 -2.7520e+000
1401 +2.957844100e+001 +2.957844100e+001 +1.009284410e+002 +1.009284410e+002 -1.7538e+000 -1.3797e+000 -4.8094e+000 +2.0789e+000 +3.6008e+000 -2.7596e+000 +6.5145e+000 +3.3142e+000 -4.5882e+000 +3.0444e+000 +1.5456e+000 +6.0020e+000 -8.5798e-001 -1.4945e+000 +1.4017e+000 -9.1591e-002 +2.0960e+000 -3.7584e+000 +2.4235e+000 -1.6340e+000
