% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.170974943e+003 +2.170974943e+003 +3.170974943e+003 +3.170974943e+003 -5.7219e+000 -4.7609e+000 +2.0195e+000 -1.9906e+000 -5.0651e-001 +5.4914e+000 +8.5118e-001 +3.3563e-001 +2.2292e+000 +4.5757e+000 -5.5281e+000 -2.2186e+000 -2.4539e+000 -6.0709e+000 -2.0363e+000 -1.5486e+000 -1.8329e-001 -1.0238e+000 +1.6758e+000 +3.4225e+000
4 +9.660364240e+002 +9.660364240e+002 +1.966036424e+003 +1.966036424e+003 -2.7914e+000 +7.6845e-001 +3.3444e-001 -1.6282e+000 +1.3156e+000 +6.6402e-001 +3.5127e+000 +9.7764e-001 +2.8700e-001 +1.2894e+000 -7.5638e-001 -1.8020e+000 -1.1340e+000 -4.4034e+000 -5.5861e+000 -5.0851e-001 +4.4860e+000 -1.5334e+000 +2.3187e+000 +1.3388e+000
214 +8.235831693e+002 +8.235831693e+002 +1.823583169e+003 +1.823583169e+003 +1.8847e+000 +2.4998e-001 +3.6268e+000 -7.0660e-001 +2.1783e+000 +3.5166e+000 -1.3993e+000 +2.9997e+000 +1.6146e+000 +1.4168e+000 -9.8950e-001 -2.4623e+000 -3.2109e+000 -4.0199e+000 -4.4033e-002 +1.5093e+000 +1.9972e+000 +3.1072e+000 +2.5573e+000 +1.7603e+000
310 +7.187746470e+002 +7.187746470e+002 +1.718774647e+003 +1.718774647e+003 +4.3922e-001 -1.8586e+000 -2.6020e+000 -8.6534e-001 +5.6120e-001 -1.1641e+000 -1.9909e+000 -8.9221e-001 +2.0907e-001 +3.8054e+000 -8.3554e-001 -2.3956e+000 -2.5594e+000 -3.3874e+000 +2.2967e+000 +1.2690e+000 +8.6815e-001 -6.2697e+000 +4.9208e-001 -2.2889e-001
332 +6.576576720e+002 +6.576576720e+002 +1.657657672e+003 +1.657657672e+003 -2.3610e-001 -7.3892e-001 -2.5224e+000 +1.1148e+000 +3.9003e+000 +6.2772e-001 -5.5470e+000 -6.9127e-001 +5.2201e-001 -1.4330e-002 -7.1750e-001 -1.4375e+000 -3.7389e+000 -2.0587e+000 -2.2085e-001 +1.1519e+000 +6.0074e+000 +1.7938e+000 +6.0555e-001 -9.8331e-001
407 +6.124660020e+002 +6.124660020e+002 +1.612466002e+003 +1.612466002e+003 -1.9970e+000 -1.7673e-001 +4.0261e-001 -1.5550e+000 +4.0098e+000 +1.8064e+000 -1.1881e+000 -2.2195e+000 -4.4649e-001 +8.2716e-002 -3.6539e+000 -2.7087e+000 -4.2258e+000 -4.1207e+000 +2.4923e+000 +5.0146e-001 +2.9146e+000 +9.9785e-002 +1.9307e+000 -1.6586e+000
425 +5.637326737e+002 +5.637326737e+002 +1.563732674e+003 +1.563732674e+003 +1.3121e+000 +2.2559e+000 +3.5117e+000 -1.6320e+000 +2.5986e+000 -2.2435e-001 +3.3733e-001 -1.1573e-001 -4.1736e+000 +9.5438e-001 -3.9187e+000 -4.8326e+000 -4.5149e+000 +1.3090e+000 +4.0490e-001 +2.7357e+000 +3.6689e+000 +9.7137e-001 -7.3503e-001 -4.1977e+000
474 +5.036938869e+002 +5.036938869e+002 +1.503693887e+003 +1.503693887e+003 -7.5973e-001 +3.3366e-001 +2.4100e+000 +5.5078e-001 +2.2133e-001 +7.0427e-002 -3.3625e+000 -8.2957e-001 -4.1378e-001 +9.6399e-001 -7.5869e-001 -3.0422e+000 -3.9909e+000 -3.7109e+000 +2.1995e+000 +3.8172e+000 +2.2654e+000 -3.7742e+000 +2.5275e+000 -5.6110e-001
524 +4.425144058e+002 +4.425144058e+002 +1.442514406e+003 +1.442514406e+003 -7.0175e-002 +7.3175e-001 -4.0994e-002 +2.1829e+000 +5.8223e+000 -1.9386e-001 -3.7081e+000 -4.1251e-001 -2.6158e-001 +2.5096e+000 -2.8594e+000 -2.9095e+000 -3.5932e+000 -2.1587e+000 +1.2826e+000 +4.0309e+000 +2.3932e+000 -1.3137e+000 +1.4673e+000 -1.9186e+000
815 +4.345675429e+002 +4.345675429e+002 +1.434567543e+003 +1.434567543e+003 +2.0166e+000 +1.2353e+000 +2.8212e+000 -1.9342e-001 +3.4988e+000 -2.1855e+000 -1.9004e+000 -1.7902e+000 -1.3746e+000 +2.4382e+000 -3.8460e-001 -3.5693e+000 -1.6570e+000 -3.1913e+000 +3.3526e+000 +3.2727e+000 +3.4577e+000 -3.6705e+000 -1.8921e+000 -1.3209e+000
