% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.643359346e+004 +1.643359346e+004 +1.743359346e+004 +1.743359346e+004 -1.6092e+000 +2.3407e+000 +3.4057e+000 -1.5281e+000 +2.5551e+001 -5.5415e+000 +8.1179e+000 +1.6248e+000 +5.6808e+000 -4.1159e+000
2 +1.382453065e+003 +1.382453065e+003 +2.382453065e+003 +2.382453065e+003 -1.8477e-001 -3.9781e+000 +1.7279e+000 -9.7376e-001 +2.0406e+000 -6.5777e-002 +4.4659e+000 +2.9362e+000 +3.9160e+000 +8.6351e-001
5 +7.855883692e+002 +7.855883692e+002 +1.785588369e+003 +1.785588369e+003 -2.1058e+000 +4.6416e-001 +2.3870e+000 -3.2655e+000 +3.2895e+000 -1.0562e-002 +1.1420e+000 +4.8236e+000 +3.1831e+000 +5.7406e-001
7 +6.018541069e+002 +6.018541069e+002 +1.601854107e+003 +1.601854107e+003 -1.9145e+000 +4.7968e+000 +3.7368e+000 -1.0774e+000 -2.6830e+000 -2.2699e+000 +3.2031e+000 +1.3571e+000 -1.8828e+000 +9.2655e-001
12 +4.975516677e+002 +4.975516677e+002 +1.497551668e+003 +1.497551668e+003 -9.2042e-001 +2.1363e+000 +3.8738e+000 -7.6231e-001 +3.1721e+000 -1.8294e+000 +2.8953e+000 +3.9517e+000 +1.7443e+000 +1.0652e+000
52 +4.304693059e+002 +4.304693059e+002 +1.430469306e+003 +1.430469306e+003 -1.7676e+000 -1.0252e+000 +1.8862e+000 -2.9961e+000 -3.5077e-001 -1.7142e+000 +9.8716e-001 +3.0278e+000 -9.7063e-001 -9.5896e-002
65 +3.484879337e+002 +3.484879337e+002 +1.348487934e+003 +1.348487934e+003 +3.2862e-001 +6.1989e-001 +1.6302e+000 -1.4831e-001 -2.6364e+000 -1.9988e+000 +2.1894e+000 +4.3936e+000 +1.9692e+000 +1.4627e+000
71 +2.642830817e+002 +2.642830817e+002 +1.264283082e+003 +1.264283082e+003 -9.3829e-001 +1.5967e+000 +1.4072e+000 -1.9413e+000 +2.0286e+000 -8.8843e-001 -7.7142e-001 +3.6162e+000 -3.8654e-001 +1.4334e+000
104 +2.628587228e+002 +2.628587228e+002 +1.262858723e+003 +1.262858723e+003 +2.7650e-001 +1.5706e+000 +1.5659e+000 -2.2644e-001 -2.0533e+000 -2.5494e+000 -2.2110e+000 +4.7878e+000 -4.0922e-001 +1.5876e+000
160 +2.449553898e+002 +2.449553898e+002 +1.244955390e+003 +1.244955390e+003 +9.7734e-001 +1.6553e+000 +1.9043e+000 +1.0927e+000 +2.8105e-001 -3.1442e+000 +1.9087e+000 +1.9228e+000 -3.1199e+000 +1.5360e+000
167 +1.538518813e+002 +1.538518813e+002 +1.153851881e+003 +1.153851881e+003 -2.8967e+000 +2.0312e+000 +1.6447e+000 +3.0387e+000 +1.0259e+000 -4.1187e+000 -6.0236e-001 -3.6181e+000 -2.9082e+000 -5.0656e-001
314 +1.407889480e+002 +1.407889480e+002 +1.140788948e+003 +1.140788948e+003 -7.2224e-002 +1.2396e+000 +2.4899e+000 +2.6873e+000 -1.3612e+000 -4.1977e+000 -1.7958e+000 +5.6608e-001 -9.3014e-001 +2.2100e-002
444 +1.331949334e+002 +1.331949334e+002 +1.133194933e+003 +1.133194933e+003 -8.0119e-001 +2.2714e+000 +1.3591e+000 +1.4984e+000 -1.3232e+000 -4.0482e+000 -1.1086e+000 +2.2527e+000 -2.4211e+000 -1.5446e+000
454 +1.292134732e+002 +1.292134732e+002 +1.129213473e+003 +1.129213473e+003 -1.1726e+000 +1.5004e+000 +1.8490e+000 +1.8038e+000 -1.0530e+000 -1.9833e+000 -1.1587e+000 +1.8002e+000 -1.9044e+000 -4.6863e-002
513 +1.195016949e+002 +1.195016949e+002 +1.119501695e+003 +1.119501695e+003 -1.6200e-001 +1.1420e+000 +2.6999e+000 +1.6617e+000 +5.1688e-001 -2.3448e+000 -1.5309e+000 +1.1814e+000 -2.1099e+000 -1.5331e-002
525 +1.135013036e+002 +1.135013036e+002 +1.113501304e+003 +1.113501304e+003 -3.7040e-001 +1.4242e+000 +2.0916e+000 +3.1179e+000 +1.6676e+000 -4.0391e+000 -8.9465e-001 +6.2503e-001 -2.1833e+000 +2.1167e-001
557 +9.924688720e+001 +9.924688720e+001 +1.099246887e+003 +1.099246887e+003 -8.4641e-001 +1.8983e+000 +1.7797e+000 +1.4264e+000 +3.6678e-001 -3.9690e+000 -8.6621e-001 +1.9475e+000 -1.5968e+000 -3.5527e-002
669 +8.041619972e+001 +8.041619972e+001 +1.080416200e+003 +1.080416200e+003 -2.6579e+000 +1.7134e+000 +2.3301e+000 +2.0773e+000 +2.9918e-001 -3.4876e+000 -1.3645e+000 +5.5350e-001 -1.6522e+000 +4.0420e-002
754 +7.876413783e+001 +7.876413783e+001 +1.078764138e+003 +1.078764138e+003 -1.7036e+000 +1.7473e+000 +1.7690e+000 +4.7419e+000 +7.8344e-001 -3.3490e+000 -1.1075e+000 +1.8606e+000 -1.3264e+000 +7.5437e-002
763 +7.013866305e+001 +7.013866305e+001 +1.070138663e+003 +1.070138663e+003 -3.5981e+000 +2.1674e+000 +2.5006e+000 +2.9144e+000 +5.4440e-001 -3.7692e+000 -1.3763e+000 +2.4379e+000 -6.5915e-001 -6.4386e-001
1350 +6.818715111e+001 +6.818715111e+001 +1.068187151e+003 +1.068187151e+003 -3.0674e+000 +1.8194e+000 +3.0752e+000 +3.9052e+000 +1.4091e+000 -3.7927e+000 -7.6730e-001 +4.8419e-001 -1.4662e+000 -2.0343e-002
1360 +6.618850165e+001 +6.618850165e+001 +1.066188502e+003 +1.066188502e+003 -2.7973e+000 +1.5064e+000 +2.8209e+000 +4.0470e+000 +2.1190e+000 -3.0980e+000 -2.2164e+000 +1.2223e+000 -1.6490e+000 -2.3837e-001
1544 +6.053392491e+001 +6.053392491e+001 +1.060533925e+003 +1.060533925e+003 -2.4004e+000 +1.9572e+000 +3.5495e+000 +3.1295e+000 +3.1807e+000 -3.4702e+000 -2.2829e+000 +4.0396e-001 -2.1878e+000 -3.0956e-001
1553 +4.180477418e+001 +4.180477418e+001 +1.041804774e+003 +1.041804774e+003 -2.9671e+000 +1.7794e+000 +3.2104e+000 +3.0497e+000 +3.2907e+000 -3.1235e+000 -2.1365e+000 +3.0875e-001 -1.5825e+000 -1.8286e-001
4677 +3.928197939e+001 +3.928197939e+001 +1.039281979e+003 +1.039281979e+003 -2.5857e+000 +3.1261e+000 +4.0439e+000 +4.0914e+000 +2.6568e+000 -2.8606e+000 -1.5701e+000 -4.9028e-002 -2.7997e+000 -1.6385e+000
14286 +3.879705979e+001 +3.879705979e+001 +1.038797060e+003 +1.038797060e+003 -2.2831e+000 +3.1871e+000 +3.1345e+000 +3.3285e+000 +3.0884e+000 -3.1267e+000 -1.7637e+000 -3.9782e-001 -2.6430e+000 -1.6684e+000
24213 +3.244416324e+001 +3.244416324e+001 +1.032444163e+003 +1.032444163e+003 -2.6906e+000 +2.7440e+000 +3.1203e+000 +4.3349e+000 +2.3065e+000 -2.3583e+000 -2.0246e+000 -5.3369e-001 -2.5680e+000 -1.6245e+000
64999 +3.089417420e+001 +3.089417420e+001 +1.030894174e+003 +1.030894174e+003 -2.9174e+000 +2.7097e+000 +4.4568e+000 +3.6257e+000 +3.7281e+000 -2.5972e+000 -2.8998e+000 -2.6608e-001 -3.0700e+000 -1.2022e+000
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.085224205e+002 +6.085224205e+002 +6.785524205e+002 +6.785524205e+002 -2.2224e+000 -1.3794e+000 -7.3291e+000 +4.9546e+000 -1.2098e+000 -2.7901e+000 +6.5908e-001 -3.9399e+000 -4.2840e-001 +1.1249e+000
8 +4.579133693e+002 +4.579133693e+002 +5.279433693e+002 +5.279433693e+002 -4.7607e-001 -1.5945e+000 -2.1232e+000 +4.5339e+000 -1.6775e+000 -1.2116e+000 +2.9428e+000 +3.8420e+000 -3.2202e+000 +6.7632e-001
48 +3.863239018e+002 +3.863239018e+002 +4.563539018e+002 +4.563539018e+002 -7.0575e-001 +5.4447e-002 -2.2831e+000 +7.9952e-001 -2.0337e+000 -3.8035e+000 +4.6923e+000 -2.5543e+000 -3.5092e+000 -2.2617e-001
75 +3.223485425e+002 +3.223485425e+002 +3.923785425e+002 +3.923785425e+002 -1.0145e-001 -3.1655e+000 -2.1608e+000 +3.2858e+000 -2.1504e+000 -1.1750e+000 +3.6013e+000 -1.8139e+000 -2.5321e+000 +2.0349e+000
82 +2.449397008e+002 +2.449397008e+002 +3.149697008e+002 +3.149697008e+002 -1.2317e+000 -3.7243e+000 -3.4228e+000 +1.8535e+000 -2.6257e+000 -2.6378e+000 +2.7317e+000 +7.1916e-002 -5.9475e+000 +2.0401e+000
