% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.999220157e+003 +3.999220157e+003 +3.537130157e+003 +3.537130157e+003 +2.5548e+000 -6.0742e+000 +4.6600e+000 +1.9427e+000 +9.8244e+000 +4.8353e+000 -4.5572e-002 +5.6099e+000 +2.4770e+000 +6.3369e+000 -4.4682e+000 +2.1881e+000 +5.9836e+000 +4.7712e+000 +1.2835e+000 -1.5303e+000 +3.3050e+000 +6.6620e+000 -2.1561e+000 -2.4870e+000
2 +3.942433748e+003 +3.942433748e+003 +3.480343748e+003 +3.480343748e+003 -1.2062e-001 -4.9976e+000 -3.4453e-001 +5.9298e+000 -2.1771e+000 +3.3835e+000 +6.5266e+000 +1.6555e+000 +3.2000e+000 +4.3941e+000 +1.7299e-001 +1.0651e-001 +1.3153e+000 +5.9757e+000 +2.9950e+000 +6.7375e-001 +5.6341e-001 +4.2078e+000 +1.2898e+000 -3.1833e+000
7 +2.423271553e+003 +2.423271553e+003 +1.961181553e+003 +1.961181553e+003 +3.6030e+000 -6.0613e+000 +8.2639e-001 -2.0008e-002 -7.9970e+000 +1.1871e+000 +8.2340e-001 -6.4574e-001 -1.7839e+000 +4.8106e+000 -1.6104e+000 -2.3847e-001 +5.3724e+000 +2.2110e+000 -2.4902e+000 -1.7039e+000 +6.9590e-001 +1.2402e+000 +2.2049e+000 +3.0833e+000
12 +2.057827322e+003 +2.057827322e+003 +1.595737322e+003 +1.595737322e+003 +4.5658e+000 -2.0848e+000 +5.7069e+000 +3.5573e+000 -2.7073e+000 -2.2675e-003 -2.7329e-001 +1.6909e+000 +1.4571e-001 +4.7029e+000 -1.6387e-001 +9.6013e-001 +2.0026e+000 +2.2463e+000 -9.4395e-001 -1.3132e+000 +4.4606e+000 +5.4333e+000 -1.5830e-001 -2.5104e+000
59 +1.476527038e+003 +1.476527038e+003 +1.014437038e+003 +1.014437038e+003 +2.8008e+000 -3.8176e+000 +4.5183e+000 +8.4804e+000 -2.8307e+000 +4.2113e+000 +5.6201e+000 +4.4328e+000 +4.2254e+000 +4.9261e+000 -5.7041e-002 +1.9483e+000 +2.0989e+000 +1.4995e+000 -4.5798e+000 -3.3300e+000 +1.7571e+000 +5.4566e+000 -8.2842e-001 +1.4381e+000
188 +1.351031204e+003 +1.351031204e+003 +8.889412035e+002 +8.889412035e+002 +3.4533e+000 -2.3837e+000 +9.8030e+000 +3.0043e+000 +1.0734e+000 +2.9310e+000 +4.2300e+000 -1.3171e-001 +5.3560e+000 +2.5073e+000 -2.2422e+000 -1.2777e+000 +2.4967e+000 +2.2210e+000 -2.7457e+000 +9.4357e-001 +3.0384e-001 +1.7985e+000 -1.0433e+000 +8.9229e-001
231 +1.199579714e+003 +1.199579714e+003 +7.374897141e+002 +7.374897141e+002 +3.6890e+000 -3.6015e+000 +1.5877e+000 +2.4466e+000 -4.4684e+000 +9.8043e-001 +8.3837e+000 +2.0734e+000 +2.3550e+000 +7.0409e+000 +1.8730e+000 -5.6845e+000 -5.4796e-001 -3.9278e+000 -2.1900e+000 -1.4083e+000 +1.5436e+000 +1.9819e+000 -3.0389e+000 -1.1310e+000
238 +5.677260899e+002 +5.677260899e+002 +1.056360899e+002 +1.056360899e+002 +7.2539e+000 -6.5280e+000 +2.2462e+000 +3.6266e+000 -9.9986e-002 +2.0430e+000 +4.9917e+000 +1.1707e+000 +4.2586e+000 +2.1391e+000 -4.0393e+000 -4.8610e+000 +8.5718e-001 -1.4078e+000 -4.6412e-001 -3.2308e+000 +9.1542e-001 +6.4158e-001 -9.3202e-001 +3.1280e+000
411 +5.337241750e+002 +5.337241750e+002 +7.163417496e+001 +7.163417496e+001 +3.7687e+000 -3.7918e+000 +6.4776e-001 +3.3740e+000 -3.2858e+000 +2.1317e+000 -1.5231e+000 +2.9713e+000 +5.3877e-001 +4.0690e+000 -1.2937e+000 -2.7027e+000 -1.0981e+000 -1.8008e+000 -1.6832e+000 -3.6701e+000 -4.3809e-001 +2.4763e-002 -2.2936e+000 +3.1862e+000
614 +5.121967095e+002 +5.121967095e+002 +5.010670954e+001 +5.010670954e+001 +4.4137e+000 -4.4530e+000 +1.5332e+000 +2.4440e+000 -5.4220e-001 -4.0529e+000 +3.7153e+000 +6.6676e+000 +1.1224e+000 +3.3883e+000 -4.2374e+000 -2.2803e+000 +4.0139e-001 -2.0015e+000 -3.6837e+000 -4.0025e+000 -1.6761e+000 +1.1964e+000 -2.4272e+000 -4.3911e-002
