% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.444079303e+002 +1.444079303e+002 +2.238879303e+002 +2.238879303e+002 +1.3671e+000 -1.0230e+000 -4.2279e-001 -2.6230e+000 -2.1770e+000 +1.1688e+000 -3.9350e-001 -1.3326e+000 -9.5057e-001 +1.1928e+000 +2.4785e+000 +3.5585e+000 +8.2423e-001 +1.7764e+000 +1.9026e+000 -6.1132e-001 +1.9238e+000 -4.3904e+000 -2.4934e+000 +4.7444e+000
8 +1.312601120e+002 +1.312601120e+002 +2.107401120e+002 +2.107401120e+002 +1.8184e+000 +9.8950e-001 -3.2290e-001 -2.4423e+000 -1.3655e+000 +9.4368e-002 -1.1939e+000 -4.4793e-001 -5.9700e-001 +2.2564e+000 +1.4965e+000 +3.4515e+000 +1.6557e-002 +2.3166e+000 +2.3140e+000 +4.0778e-002 +1.1143e+000 -3.7127e+000 -1.2406e+000 +4.5524e+000
21 +1.271238617e+002 +1.271238617e+002 +2.066038617e+002 +2.066038617e+002 +1.6536e+000 -4.1897e-001 -1.0181e+000 +3.7783e-001 -1.6412e+000 +5.3323e-001 -1.5235e+000 +1.1522e+000 -2.7878e-001 +1.9614e+000 +2.1611e+000 +2.4170e+000 -5.3958e-001 +1.8001e+000 +5.6053e-001 -8.3944e-002 +3.0339e-001 -3.6043e+000 -2.1992e+000 +4.3426e+000
34 +1.103854935e+002 +1.103854935e+002 +1.898654935e+002 +1.898654935e+002 +1.4302e+000 +1.0305e-001 +3.0266e-001 -2.1603e+000 -1.9691e+000 +4.0294e-001 -1.3074e+000 -6.6967e-001 -1.0987e+000 +2.4225e+000 -5.1483e-001 +3.4265e+000 -2.3023e-001 +1.7222e+000 +1.5231e+000 -6.0453e-001 +1.0610e+000 -2.5154e+000 -1.1353e+000 +3.8532e+000
42 +1.045931067e+002 +1.045931067e+002 +1.840731067e+002 +1.840731067e+002 +9.8716e-001 +6.2410e-002 -8.6670e-001 -1.8713e+000 -1.2373e+000 -2.9095e-001 -9.3475e-001 -1.0539e+000 -1.0094e+000 +2.4522e+000 -8.3808e-001 +3.3871e+000 +2.9911e-001 +2.7504e+000 +2.4468e+000 -2.8167e-001 +1.4037e+000 -4.1392e+000 -9.0502e-001 +4.2672e+000
198 +9.590519209e+001 +9.590519209e+001 +1.753851921e+002 +1.753851921e+002 +9.7459e-001 -8.9251e-001 -8.8965e-001 -5.3382e-001 -2.4131e+000 +5.6170e-001 -5.3206e-001 +9.7450e-001 -7.2176e-001 +2.4232e+000 +8.5998e-001 +2.4277e+000 -6.1595e-001 +1.2358e+000 +1.8395e+000 +5.1732e-001 +1.5730e+000 -3.4449e+000 -1.3928e+000 +3.4077e+000
225 +8.137391838e+001 +8.137391838e+001 +1.608539184e+002 +1.608539184e+002 +2.2646e+000 +1.2107e-001 -6.6922e-001 -1.6278e+000 -2.2878e+000 +4.2507e-001 -9.2207e-001 -1.4700e-001 -9.2436e-001 +1.4527e+000 -2.3468e-001 +4.1818e+000 +1.3669e-001 +1.3263e+000 +3.0875e+000 +5.5201e-001 +1.6018e-001 -4.4729e+000 -3.8425e-001 +3.9881e+000
281 +7.964981232e+001 +7.964981232e+001 +1.591298123e+002 +1.591298123e+002 +2.1168e+000 +1.8595e-003 -7.0652e-001 -7.8004e-001 -1.5163e+000 +8.2353e-001 -1.7527e+000 -6.7420e-001 -1.3259e+000 +1.5612e+000 -1.5172e+000 +3.6992e+000 +9.1866e-003 +1.4691e+000 +1.6809e+000 -4.3871e-002 +2.4901e-001 -3.5449e+000 -4.6489e-001 +4.2891e+000
308 +7.940194427e+001 +7.940194427e+001 +1.588819443e+002 +1.588819443e+002 +1.8007e+000 -4.6254e-001 -4.1854e-001 -1.3625e+000 -1.3075e+000 -9.8041e-001 -8.4529e-001 -1.0776e-001 -1.3959e+000 +1.1570e+000 +6.5479e-001 +3.2700e+000 -9.2471e-001 +8.3102e-001 +2.8327e+000 +1.5234e+000 +8.0678e-001 -4.1232e+000 -4.3484e-001 +3.6530e+000
331 +7.547684298e+001 +7.547684298e+001 +1.549568430e+002 +1.549568430e+002 +6.8074e-001 -5.5082e-001 +7.5397e-001 +5.4684e-001 -1.9878e+000 +7.2102e-001 -1.3591e+000 -1.4919e+000 -1.0912e+000 +1.1054e+000 +1.7911e+000 +3.7099e+000 -1.4749e-002 -4.3208e-001 +3.4547e+000 +5.8448e-001 +6.6590e-001 -4.3465e+000 +3.5536e+000 +3.5582e+000
422 +7.358315229e+001 +7.358315229e+001 +1.530631523e+002 +1.530631523e+002 +2.4859e+000 -1.2295e-001 -8.1995e-001 -2.3788e-001 -8.9244e-001 -2.6903e+000 -1.2397e+000 -1.3429e-001 -1.2908e+000 +1.0040e+000 -8.4983e-001 +3.9819e+000 +1.4272e-001 +1.3736e+000 +2.2518e+000 +7.9808e-001 -5.3189e-001 -4.0429e+000 -5.9566e-002 +3.2544e+000
424 +6.775307086e+001 +6.775307086e+001 +1.472330709e+002 +1.472330709e+002 +1.1184e+000 -3.9703e-001 -9.4808e-001 -3.1426e-001 -1.6331e+000 +6.3657e-002 -3.0570e+000 -8.1848e-001 -1.7466e+000 +8.5957e-001 +2.0278e-001 +2.6845e+000 +1.0367e-001 +6.1846e-001 +4.3799e+000 +1.0859e+000 +9.7871e-001 -2.4632e+000 -4.9339e-001 +2.6007e+000
474 +6.435105938e+001 +6.435105938e+001 +1.438310594e+002 +1.438310594e+002 -1.2294e+000 -6.3300e-001 -6.4416e-001 -1.6185e+000 -1.4944e+000 -8.5482e-002 -8.9627e-001 +6.4851e-001 -1.1103e+000 +4.8778e-001 -7.0679e-001 +3.0564e+000 +1.0835e+000 +8.1511e-001 +3.8503e+000 +6.9926e-001 +6.4985e-001 -5.1711e+000 -7.3281e-001 +3.7011e+000
478 +5.231193235e+001 +5.231193235e+001 +1.317919324e+002 +1.317919324e+002 +9.7690e-001 -6.6996e-001 -3.4481e-001 +6.7256e-003 -1.4425e+000 +3.0538e-001 -9.4690e-001 -6.0926e-001 -1.5350e+000 +4.9354e-001 -5.2639e-001 +3.4044e+000 +2.2968e+000 +6.6573e-001 +3.1197e+000 +7.7565e-001 +5.2517e-001 -4.2402e+000 -3.8645e-001 +3.4657e+000
515 +4.716638896e+001 +4.716638896e+001 +1.266463890e+002 +1.266463890e+002 +6.9455e-001 -6.2035e-001 -2.8700e-001 +1.2522e+000 -2.0658e+000 +2.6048e-001 -4.7829e-001 -1.1776e+000 -9.8847e-001 +1.3301e-002 -2.4758e-001 +3.0963e+000 -1.3363e-001 -1.7439e-001 +3.8265e+000 +3.1934e+000 +2.2644e+000 -6.2509e+000 +6.5822e-001 +3.4108e+000
646 +3.499816003e+001 +3.499816003e+001 +1.144781600e+002 +1.144781600e+002 +7.3377e-001 +5.0400e-001 -1.2860e+000 -1.0421e-001 -1.6316e+000 +3.4176e-001 -1.3751e-001 -9.8114e-002 -2.0334e+000 -9.1211e-001 -9.7614e-001 +3.3053e+000 +7.0559e-001 +1.0787e+000 +3.4613e+000 +1.2247e+000 +8.6356e-001 -3.9659e+000 -1.1168e-001 +1.8723e+000
760 +3.326545017e+001 +3.326545017e+001 +1.127454502e+002 +1.127454502e+002 +1.8292e+000 -2.1550e+000 -6.0800e-001 +1.1501e+000 +4.2938e-002 -3.2341e-001 -5.0142e-001 -1.5441e-001 -1.4730e+000 -1.1640e+000 -1.7257e+000 +2.5628e+000 -1.1626e+000 +4.6305e-001 +4.1440e+000 +1.6412e+000 +6.3683e-001 -3.9199e+000 +1.2647e+000 +3.2374e+000
789 +3.049004560e+001 +3.049004560e+001 +1.099700456e+002 +1.099700456e+002 +8.5285e-001 +6.6438e-001 -1.2016e+000 +1.8662e-001 -6.0138e-001 +4.2423e-001 -5.6203e-001 -1.5528e+000 -1.0779e+000 -2.2663e+000 -2.7327e+000 +2.4382e+000 +6.0702e-001 +1.9396e+000 +2.6287e+000 +2.4796e+000 +3.7297e-001 -4.1488e+000 +2.6689e-001 +3.2637e+000
812 +2.729000498e+001 +2.729000498e+001 +1.067700050e+002 +1.067700050e+002 +8.3454e-001 -7.5964e-001 -1.0119e+000 +5.3578e-001 -1.0339e+000 +6.0570e-001 -9.0901e-001 +5.0775e-001 -1.9035e+000 -2.0574e+000 -1.1954e+000 +2.0528e+000 +1.9281e-001 +7.2633e-001 +3.5344e+000 +2.4045e+000 -1.5320e+000 -5.7720e+000 +2.2550e+000 +3.8111e+000
931 +2.228219788e+001 +2.228219788e+001 +1.017621979e+002 +1.017621979e+002 +1.0910e+000 -1.4695e+000 -8.9169e-001 +1.6263e+000 -8.3317e-001 +9.4544e-001 -4.5074e-001 -2.6673e-001 -1.5771e+000 -8.3038e-001 -1.4963e+000 +2.9328e+000 +9.0380e-001 +5.7769e-001 +2.7732e+000 +2.7810e+000 -6.9816e-001 -4.2626e+000 +1.3942e+000 +3.2203e+000
947 +2.128957959e+001 +2.128957959e+001 +1.007695796e+002 +1.007695796e+002 +1.1261e+000 -1.0188e+000 +2.3250e-002 +3.4107e+000 -2.0023e+000 -2.3092e-001 -4.1716e-001 -4.9333e-002 -1.1017e+000 -1.8138e+000 -2.5572e+000 +3.1959e+000 +7.5585e-002 -2.8689e-002 +4.3434e+000 +1.4359e+000 -4.8029e-001 -4.1864e+000 +4.6126e-001 +3.4417e+000
1003 +2.016490673e+001 +2.016490673e+001 +9.964490673e+001 +9.964490673e+001 -4.0433e-001 -8.5337e-001 -1.0782e+000 +2.3944e+000 -1.9444e+000 -8.9927e-001 -3.7813e-001 +1.0456e-001 -2.4843e+000 -9.7613e-001 -2.0682e+000 +2.5399e+000 +7.4639e-001 +1.0929e+000 +3.9276e+000 +1.2085e+000 +2.2543e-001 -4.4782e+000 +1.0421e+000 +2.6868e+000
1020 +1.800945502e+001 +1.800945502e+001 +9.748945502e+001 +9.748945502e+001 +4.7777e-001 -2.6310e-001 -7.1304e-001 +9.8119e-001 -1.4162e+000 +6.5602e-002 -2.1369e-001 -2.5767e-002 -1.9952e+000 -1.7121e+000 -1.4847e+000 +2.8270e+000 +6.9408e-001 +6.8879e-001 +3.3235e+000 +2.8711e+000 +5.9329e-001 -3.6641e+000 +1.1480e+000 +3.1985e+000
1054 +1.687565578e+001 +1.687565578e+001 +9.635565578e+001 +9.635565578e+001 -1.6944e-002 -9.8169e-001 -7.6203e-001 +5.9879e-001 -1.8286e+000 +6.0985e-001 -4.9201e-001 +2.8672e-001 -1.9229e+000 -1.5996e+000 -2.0063e+000 +3.1744e+000 +6.1533e-001 +9.9726e-001 +3.4995e+000 +2.6559e+000 -3.6673e-001 -2.8707e+000 +9.1971e-001 +2.9081e+000
1077 +1.496705617e+001 +1.496705617e+001 +9.444705617e+001 +9.444705617e+001 +2.7216e-001 -7.9605e-001 -1.3748e+000 +1.1162e+000 -2.4884e+000 -3.4153e-002 -8.1372e-002 +2.1647e-001 -1.2859e+000 -1.9161e+000 -2.5479e+000 +2.3378e+000 +6.9377e-001 +7.3999e-001 +3.5662e+000 +1.2044e+000 -8.2815e-001 -2.9517e+000 +1.0569e+000 +3.1924e+000
1113 +1.403333054e+001 +1.403333054e+001 +9.351333054e+001 +9.351333054e+001 +3.7646e-001 -1.0399e+000 -6.1974e-001 +1.6459e+000 -1.4634e+000 -5.7449e-001 -7.9791e-001 -3.3884e-002 -1.4774e+000 -2.1745e+000 -3.0162e+000 +2.0332e+000 +6.8298e-001 +1.2902e+000 +3.7759e+000 +1.5034e+000 -6.3586e-001 -2.7604e+000 +1.9197e+000 +3.2431e+000
1173 +1.188200393e+001 +1.188200393e+001 +9.136200393e+001 +9.136200393e+001 +5.2128e-001 -5.6822e-001 -7.1843e-001 +9.7588e-001 -1.7500e+000 -1.7715e-001 -1.5149e-001 -2.0396e-001 -1.6854e+000 -1.9574e+000 -2.8676e+000 +2.7773e+000 +7.7292e-001 +9.5077e-001 +3.4838e+000 +2.2005e+000 -6.0320e-001 -3.7959e+000 +1.2195e+000 +3.1479e+000
1232 +7.875176975e+000 +7.875176975e+000 +8.735517697e+001 +8.735517697e+001 +5.8885e-001 -1.0743e+000 -1.1265e+000 +1.1748e+000 -2.7956e+000 +5.6889e-001 -1.9922e-001 +6.6833e-001 -2.0214e+000 -1.9431e+000 -4.3188e+000 +2.3805e+000 +1.2947e+000 +1.0305e+000 +2.9790e+000 +2.1854e+000 -8.7067e-002 -4.0447e+000 +1.2031e+000 +2.5188e+000
1461 +6.595248165e+000 +6.595248165e+000 +8.607524817e+001 +8.607524817e+001 +1.7212e-001 -1.1448e-001 -6.5406e-001 +1.8411e+000 -1.6841e+000 +2.2715e-001 +3.3409e-001 -2.2542e-001 -1.3044e+000 -3.1663e+000 -3.0663e+000 +2.7382e+000 +1.7326e+000 +7.4561e-002 +2.4020e+000 +2.4905e+000 -1.4367e-002 -3.6545e+000 +1.5830e+000 +1.3493e+000
1501 +5.056345957e+000 +5.056345957e+000 +8.453634596e+001 +8.453634596e+001 +2.1926e-001 -8.8304e-001 -6.3274e-001 +7.8063e-001 -2.1313e+000 +4.3822e-001 -1.3143e-001 -2.5623e-001 -1.4883e+000 -1.9975e+000 -3.3001e+000 +2.3676e+000 +1.1681e+000 +5.6383e-001 +3.0595e+000 +2.2253e+000 -5.3053e-001 -3.9269e+000 +2.0958e+000 +1.7768e+000
1545 +4.904545728e+000 +4.904545728e+000 +8.438454573e+001 +8.438454573e+001 +4.7691e-001 -1.9923e+000 -1.1677e+000 +1.5411e+000 -2.6440e+000 +4.5167e-001 +8.0026e-002 +8.9827e-002 -2.3739e+000 -3.0541e+000 -3.9896e+000 +3.0002e+000 +7.0133e-001 +4.7254e-001 +3.3728e+000 +2.5837e+000 -4.0053e-001 -3.6437e+000 +2.1031e+000 +2.5309e+000
