% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.287948787e+006 +2.287948787e+006 +2.287984687e+006 +2.287984687e+006 -1.1773e+000 -2.2472e+000 -1.4550e+000 -3.9648e+000 +4.2880e-001 +4.2581e+000 -4.7597e+000 +2.8919e+000 +6.8943e-001 +3.0923e-001 +2.8745e-001 +1.1086e+000 +1.7602e+000 +3.1112e+000 +2.9055e+000 +3.5362e+000 -4.2473e-001 -3.2656e+000 +1.7404e+000 +2.0884e+000
17 +1.903967614e+006 +1.903967614e+006 +1.904003514e+006 +1.904003514e+006 +4.6772e+000 +2.2509e-002 -3.4331e+000 -3.1734e+000 +1.1946e+000 -3.6908e+000 -6.3059e+000 -6.5096e+000 -1.3537e+000 -9.5747e-001 +2.9416e+000 +1.7496e+000 +1.2304e+000 +2.8461e+000 -5.3747e+000 +8.9462e-002 -1.1027e+000 +1.1583e+000 +3.8047e+000 +1.5256e+000
75 +1.682734772e+006 +1.682734772e+006 +1.682770672e+006 +1.682770672e+006 -1.4092e+000 -1.8913e+000 -5.0986e+000 -1.5474e+000 +1.3105e+000 +2.3591e+000 -2.1280e+000 +2.9562e+000 -1.4157e+000 -1.6721e+000 +4.4311e+000 +1.7859e+000 +1.8039e-001 +2.8275e+000 +7.9142e+000 +3.3919e+000 +1.0863e-001 -1.3050e-001 -2.3253e+000 +4.9281e-001
129 +1.409556302e+006 +1.409556302e+006 +1.409592202e+006 +1.409592202e+006 -4.4445e-001 +1.7215e-001 -4.5512e+000 -5.2403e+000 -4.6221e-001 -1.1160e+000 +2.0631e+000 -3.6303e+000 +4.3727e-001 -2.7356e+000 +7.4157e+000 +4.8034e+000 +7.2911e+000 +1.2618e-001 +5.5617e+000 -2.1480e+000 -1.1695e+000 -2.6119e+000 +3.4811e-001 +2.1436e+000
231 +1.080807714e+006 +1.080807714e+006 +1.080843614e+006 +1.080843614e+006 +3.7781e-001 +1.2300e+000 +1.2876e+000 +3.8624e+000 -1.1649e+000 +4.3806e+000 -3.6179e+000 -1.5865e+000 -7.1665e+000 -3.2837e+000 -8.6993e-002 +1.0380e+000 -3.9223e+000 +6.8555e-001 +1.6775e+000 +1.9278e+000 +6.7315e+000 +1.0566e-001 +2.3843e+000 +5.8847e-001
300 +1.048318401e+006 +1.048318401e+006 +1.048354301e+006 +1.048354301e+006 -1.0266e+000 -1.8085e+000 +1.0245e+000 -6.0089e-001 +1.8980e+000 +2.0477e+000 -1.3681e+000 -4.9340e+000 -1.0723e+000 -6.5722e+000 -1.0576e-001 +5.6326e+000 -5.7668e-001 +2.4896e+000 +3.8837e+000 -3.8059e-001 +2.0889e+000 -1.0026e+000 +4.5642e+000 +5.8340e-001
312 +6.657948921e+005 +6.657948921e+005 +6.658307921e+005 +6.658307921e+005 +5.8249e-001 -5.7820e-001 -4.2470e-001 +1.5598e+000 +2.4621e+000 -7.9523e-001 -2.5485e+000 -3.0313e+000 +2.1774e+000 -2.3530e+000 +2.5718e-001 +2.1577e+000 +2.3935e-001 +3.1712e+000 +3.5285e+000 -2.3059e-001 +1.8594e+000 +4.1107e-001 -2.2853e-001 +5.7216e-001
417 +6.065318609e+005 +6.065318609e+005 +6.065677609e+005 +6.065677609e+005 +4.4312e+000 +1.1746e+000 -7.5884e-001 -2.1125e+000 +1.8373e+000 +3.8511e-002 +1.7971e+000 -1.7823e+000 -9.6593e-001 -2.3655e+000 +5.3169e-001 +3.6227e+000 -1.5622e+000 +2.5158e+000 -1.7254e+000 -4.1329e-001 +5.5774e-001 +1.2685e-001 +7.4347e-001 -1.5849e+000
443 +3.364876476e+005 +3.364876476e+005 +3.365235476e+005 +3.365235476e+005 +2.0172e+000 -2.7458e+000 +4.6302e+000 +2.1938e+000 -1.2854e+000 +1.2516e-001 -4.0861e+000 -3.5945e+000 +1.6831e+000 -3.3594e+000 -4.0379e+000 +1.3213e+000 -1.5550e-001 -1.1605e+000 +2.6834e+000 -4.6146e-001 +5.7359e+000 +6.0764e+000 +5.0456e-002 -1.6879e+000
625 +3.141518655e+005 +3.141518655e+005 +3.141877655e+005 +3.141877655e+005 +2.8890e+000 +7.3939e-001 +4.1651e+000 +4.7767e+000 -6.9748e-001 -1.9277e+000 -2.5475e+000 -1.3689e+000 -1.5277e+000 -2.7995e+000 +5.8032e-001 -4.2528e-001 -2.4653e+000 +4.2510e+000 +3.8690e+000 -4.2771e+000 +3.7990e+000 +1.8348e+000 -3.7301e+000 -3.4603e-001
