% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.027737852e+005 +3.027737852e+005 +3.022272852e+005 +3.022272852e+005 -3.6405e+000 +1.3989e+000 +3.9116e+000 -5.7569e+000 -3.8439e+000 -5.5375e+000 -4.7650e+000 +1.9889e-002 -8.8672e-001 -7.1269e+000 -5.2579e+000 +4.7066e+000 +3.0170e-001 +4.0428e+000 -5.3026e-001 +4.3598e+000 +3.7332e+000 -1.9347e+000 +2.6547e+000 +3.3000e+000
4 +2.998330883e+005 +2.998330883e+005 +2.992865883e+005 +2.992865883e+005 +6.8787e+000 +5.5830e+000 +4.0068e+000 -3.8894e+000 +7.4297e+000 -3.6022e+000 -1.5601e+000 -1.8547e-002 +4.6146e+000 -3.1374e+000 -1.1543e-001 -5.7924e+000 +2.6918e+000 +4.7344e+000 +1.0142e+000 +4.2077e+000 +1.0726e+000 -4.9896e-001 +3.1996e+000 +1.2823e+000
6 +2.335900137e+005 +2.335900137e+005 +2.330435137e+005 +2.330435137e+005 +1.8834e+000 +1.2427e+000 +3.8456e+000 -9.8032e+000 +6.2120e-001 -5.2839e-001 -2.4004e-001 -1.4171e-001 -1.8913e+000 -3.6305e+000 -4.4988e+000 -1.9926e+000 -1.2842e-001 +1.1147e+000 +3.9423e+000 +5.4278e+000 -1.3984e+000 -5.2281e-001 +7.8639e-001 +3.6951e+000
17 +1.918280813e+005 +1.918280813e+005 +1.912815813e+005 +1.912815813e+005 +1.3419e+000 +2.0113e+000 +1.9163e+000 -3.0229e+000 +2.6651e-002 -2.6764e+000 -1.9405e+000 +1.6391e-001 -1.2239e+000 -7.1887e+000 -3.3791e+000 +3.9005e+000 +2.6241e-001 +4.8023e+000 +2.5549e+000 +3.2093e+000 +2.8428e+000 +3.9261e-001 +9.0159e-001 +2.3323e+000
18 +1.563627139e+005 +1.563627139e+005 +1.558162139e+005 +1.558162139e+005 -1.6648e+000 +9.0285e+000 -1.7391e+000 +1.5220e+000 -5.1522e-001 -2.1456e+000 -8.6635e-001 +4.5112e+000 +1.7072e+000 +4.0092e-001 -6.1203e+000 -7.9455e-001 +1.3292e+000 +3.3516e+000 +9.6457e-001 -4.1914e+000 +4.0095e+000 -2.0179e+000 +1.4894e+000 +4.8374e+000
57 +7.142891850e+004 +7.142891850e+004 +7.088241850e+004 +7.088241850e+004 -4.1036e-001 -6.8823e-002 +5.6299e+000 -4.5185e+000 -7.8346e-001 -2.7159e+000 -5.0546e-001 +2.0874e-001 -3.6530e-001 -3.2486e+000 -1.4227e+000 +1.1358e+000 +2.9519e-001 +2.2703e+000 +8.1345e-001 +9.1241e-001 +5.0358e+000 -1.9409e+000 +1.0757e+000 +3.6643e+000
206 +4.073290553e+004 +4.073290553e+004 +4.018640553e+004 +4.018640553e+004 -5.5575e-001 -2.4376e-001 +4.5013e+000 -2.5621e+000 -9.1339e-001 +1.4870e+000 +8.1908e-001 -1.0819e+000 -3.1792e+000 -1.8798e+000 +8.4179e-001 -1.6265e+000 -5.5244e-002 +6.0996e-001 -5.8017e-001 +1.5032e+000 +2.0819e+000 -1.0621e+000 +3.0177e-002 +4.0727e+000
304 +3.751658630e+004 +3.751658630e+004 +3.697008630e+004 +3.697008630e+004 +3.0367e-002 -3.0831e+000 +2.5296e+000 -3.8120e+000 +1.4856e+000 +1.2974e+000 -1.5616e+000 -7.6101e-001 -2.1162e+000 -2.5542e+000 -1.2935e+000 -1.0795e+000 -1.0250e+000 +1.0423e+000 +1.1893e+000 +1.4261e+000 +1.7352e+000 -1.8061e+000 -6.2247e-001 +2.9104e+000
321 +2.818697356e+004 +2.818697356e+004 +2.764047356e+004 +2.764047356e+004 -8.7547e-001 +2.3149e+000 +6.7667e+000 -1.8765e+000 +2.2142e-001 +1.2452e+000 -2.0054e+000 -6.6944e-001 -1.8944e+000 -3.7569e+000 +2.7077e+000 +1.9349e+000 +4.9298e-001 -3.4457e-001 +1.2800e+000 -9.5266e-001 +1.6197e+000 -3.1847e+000 +6.6667e-001 +3.1777e+000
454 +2.752670399e+004 +2.752670399e+004 +2.698020399e+004 +2.698020399e+004 +7.2676e-001 -3.3064e+000 +3.6483e+000 -4.1987e+000 +1.9296e-002 +1.0929e+000 -6.2116e+000 -2.2865e-001 -5.2224e-001 -9.9550e-001 +3.5800e+000 +1.2432e+000 +2.4260e+000 +2.1604e+000 +5.8763e-001 -3.0163e+000 +2.4790e+000 -3.2894e+000 +4.5687e-003 +2.9344e+000
