% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.725767232e+002 +4.725767232e+002 +4.556367232e+002 +4.556367232e+002 -1.3152e+000 -2.0276e+000 +1.5283e+000 +3.7769e+000 -2.9297e+000 +1.9569e+000 -1.7038e+000 +2.9658e+000 +1.0648e+000 -7.5498e-001 -2.7056e+000 +1.7174e+000 +4.7833e+000 +2.4074e+000 +1.4817e+000 +2.2930e+000 -2.1340e+000 +3.0899e+000 +7.3786e-001 +4.4407e+000
2 +3.515302839e+002 +3.515302839e+002 +3.345902839e+002 +3.345902839e+002 -1.6658e+000 -1.6245e+000 +1.8305e+000 +5.0670e+000 -3.8386e+000 +2.3565e+000 -1.4772e+000 +3.8099e+000 +1.7462e+000 -1.1902e+000 -2.7577e+000 +1.5132e+000 +4.6427e+000 +2.3532e+000 +2.8187e+000 +2.9683e+000 -2.1616e+000 +2.2085e+000 +1.0211e+000 +4.4050e+000
6 +3.198880748e+002 +3.198880748e+002 +3.029480748e+002 +3.029480748e+002 -3.9110e+000 -1.9652e+000 +2.7483e+000 +3.1518e+000 -3.7058e+000 +2.1141e+000 -2.0438e+000 +5.0327e+000 +2.9546e+000 -1.4244e+000 -3.1814e+000 +1.5477e+000 +3.8148e+000 +1.7813e+000 +1.5493e+000 +2.5438e+000 -2.2442e-001 +3.1540e+000 -8.5878e-001 +3.3209e+000
71 +2.888193430e+002 +2.888193430e+002 +2.718793430e+002 +2.718793430e+002 -5.6689e-001 -1.4056e+000 +1.2729e+000 +4.3880e+000 -4.5883e+000 +2.1830e+000 -1.7611e+000 +2.6287e+000 +1.6754e+000 -3.8335e+000 -2.3916e+000 +5.6909e-001 +4.5774e+000 +1.0662e+000 +1.4534e+000 +2.9038e+000 -1.9621e+000 +3.2846e+000 +1.0807e-001 +4.5131e+000
74 +2.812895585e+002 +2.812895585e+002 +2.643495585e+002 +2.643495585e+002 -9.4794e-001 -1.8374e+000 +1.1817e+000 +3.9719e+000 -4.3315e+000 +2.6533e+000 -1.6174e+000 +3.2808e+000 +2.5911e+000 -1.4687e+000 -3.1129e+000 +1.1815e+000 +4.8033e+000 +2.0428e+000 +3.9182e+000 +2.8012e+000 -1.8130e+000 +2.6840e+000 +1.1071e+000 +3.8301e+000
98 +2.498560837e+002 +2.498560837e+002 +2.329160837e+002 +2.329160837e+002 -7.0913e-001 -1.6684e+000 +8.0698e-001 +3.8538e+000 -4.5409e+000 +2.3700e+000 -9.3835e-001 +3.1062e+000 +1.2426e+000 -3.0232e+000 -2.3762e+000 +8.1790e-001 +3.2278e+000 +2.6034e+000 +2.0959e+000 +1.7441e+000 -2.0551e+000 +2.3605e+000 +8.7822e-001 +3.7588e+000
101 +2.398485214e+002 +2.398485214e+002 +2.229085214e+002 +2.229085214e+002 +1.3366e+000 -3.1849e+000 +1.5117e+000 +5.7169e+000 -2.9948e+000 +2.7522e+000 -2.0378e+000 +2.2314e+000 +1.8351e+000 -2.2428e+000 -2.2712e+000 +1.8515e+000 +5.8992e+000 +1.5472e+000 +2.7666e+000 +2.6021e+000 -1.8734e+000 +3.1772e+000 -3.2915e-001 +3.9554e+000
124 +2.332714975e+002 +2.332714975e+002 +2.163314975e+002 +2.163314975e+002 -7.7699e-001 -3.0783e+000 +6.5224e-001 +4.9810e+000 -3.5286e+000 +2.8069e+000 -9.5177e-001 +3.2250e+000 +6.9868e-001 -1.4190e+000 -2.2839e+000 +1.9037e+000 +4.8971e+000 +1.2797e+000 +3.0586e+000 +2.7362e+000 -2.4962e+000 +3.3981e+000 -7.5070e-001 +5.2027e+000
168 +2.235408486e+002 +2.235408486e+002 +2.066008486e+002 +2.066008486e+002 +2.8487e-001 -7.2327e-001 +1.0656e+000 +4.5778e+000 -2.3747e+000 +1.9809e+000 -1.8857e+000 +4.8523e+000 +2.1481e+000 -1.6318e+000 -3.2143e+000 +6.6611e-001 +3.3333e+000 +1.7819e+000 +2.2185e+000 +3.4901e+000 -2.0674e+000 +3.1166e+000 +6.3555e-001 +3.4329e+000
169 +2.102674043e+002 +2.102674043e+002 +1.933274043e+002 +1.933274043e+002 -2.8353e-001 -1.9623e+000 +1.5977e+000 +4.2067e+000 -3.8794e+000 +1.9503e+000 -1.3057e+000 +3.8948e+000 +2.0929e+000 -1.3846e+000 -1.4609e+000 +3.9947e+000 +4.0038e+000 +1.5436e+000 +2.7160e+000 +2.5436e+000 -1.9413e+000 +3.0797e+000 +1.1340e+000 +3.2353e+000
185 +1.859602192e+002 +1.859602192e+002 +1.690202192e+002 +1.690202192e+002 -7.1748e-002 -1.9129e+000 -1.0260e+000 +1.4366e+000 -2.9300e+000 +2.0654e+000 -2.7861e+000 +1.6699e+000 +1.3342e+000 -4.0498e+000 -2.5452e+000 +9.0191e-001 +4.2917e+000 +3.3619e+000 +2.0042e+000 +2.6368e+000 -1.5835e+000 +2.2111e+000 +1.2215e-001 +5.1889e+000
232 +1.628799262e+002 +1.628799262e+002 +1.459399262e+002 +1.459399262e+002 +1.3649e-001 -3.0187e+000 +1.7234e+000 +3.9450e+000 -3.0773e+000 +1.9392e+000 +3.3793e+000 +2.1251e+000 +1.3592e+000 -5.5144e+000 -3.2149e+000 +1.3896e+000 +3.7523e+000 +1.7731e+000 +1.8428e+000 +3.1470e+000 -2.1377e+000 +3.1895e+000 +3.7822e-001 +4.2701e+000
254 +1.545070080e+002 +1.545070080e+002 +1.375670080e+002 +1.375670080e+002 +1.9863e+000 -2.0256e+000 +1.0938e+000 +3.4026e+000 -1.1654e+000 +3.1051e+000 -1.9759e+000 +1.9437e+000 +2.8975e+000 -2.8910e+000 -2.8927e+000 +2.2088e+000 +3.8297e-001 +5.9174e-001 +3.5860e+000 +3.0901e+000 -3.1740e+000 +2.0628e+000 +8.4534e-001 +3.4764e+000
327 +1.452770857e+002 +1.452770857e+002 +1.283370857e+002 +1.283370857e+002 +4.4560e-001 -1.0253e+000 +2.7724e-001 +4.6694e+000 -2.4151e+000 +2.7953e+000 +6.5113e-001 +2.6223e+000 +1.1190e+000 -2.3356e+000 -1.9495e+000 +1.6036e+000 +4.9965e+000 +1.7781e+000 +4.0620e+000 +2.3293e+000 -5.0984e-001 +3.5990e+000 -1.5876e-001 +5.0301e+000
364 +1.433544292e+002 +1.433544292e+002 +1.264144292e+002 +1.264144292e+002 +1.1455e-001 +5.1684e-001 +8.1708e-001 +3.9142e+000 -2.8466e+000 +2.1740e+000 +4.0868e-001 +3.1306e+000 +5.2372e-001 -3.6192e+000 -1.8973e+000 +2.1471e+000 +3.8717e+000 +1.2335e+000 +2.5470e+000 +2.7567e+000 -1.5977e-001 +4.9238e+000 +2.0416e+000 +3.0285e+000
