% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.430725574e+003 +5.430725574e+003 +5.523665574e+003 +5.523665574e+003 -3.7083e+000 +3.6724e+000 -8.4277e+000 -1.9739e+000 -8.1748e+000 -8.9101e+000 -3.0893e+000 +2.0960e+000 +7.3563e+000 +1.6601e+000 -1.7391e+000 -3.2399e+000 -5.0708e+000 -1.2367e+000 +5.5716e+000 -3.6226e+000 +4.0861e-001 +6.7701e-001 +3.4528e+000 +5.6603e+000
3 +1.947011772e+003 +1.947011772e+003 +2.039951772e+003 +2.039951772e+003 -6.2557e+000 +2.9947e+000 -5.3349e+000 -1.6355e+000 -4.0238e+000 +3.0625e+000 +5.1011e-001 +1.4800e+000 +1.2362e+001 +3.0459e+000 -1.2438e+000 -2.4862e+000 +3.5460e+000 -1.6102e+000 +3.1750e+000 -6.0126e+000 +2.9585e+000 +5.0014e+000 -1.8132e+000 +4.8599e+000
7 +1.652913202e+003 +1.652913202e+003 +1.745853202e+003 +1.745853202e+003 -7.0242e+000 +8.1432e-001 -7.8026e+000 -5.2252e-001 -3.2519e+000 +3.1528e+000 +3.5020e+000 -3.5639e+000 +5.3431e+000 -1.8636e+000 +3.9124e+000 -4.3227e+000 -1.5610e+000 +6.2723e-001 +5.0986e+000 -8.5605e-001 +9.5712e-001 +2.7303e+000 -3.1348e-001 +6.0852e+000
61 +1.604717952e+003 +1.604717952e+003 +1.697657952e+003 +1.697657952e+003 -1.7974e+000 +7.5327e-001 -4.0147e+000 +5.3603e-001 -4.3043e+000 -1.1844e+000 +1.6948e+000 -3.3178e+000 -1.3063e-001 +2.2838e+000 +9.4684e-001 -3.2895e+000 +4.6238e-002 -1.2384e+000 +7.6695e+000 -2.9153e+000 +3.3724e+000 +3.6711e+000 -1.3793e+000 -7.4173e-001
66 +1.359875749e+003 +1.359875749e+003 +1.452815749e+003 +1.452815749e+003 +2.6067e+000 -1.5404e+000 -3.5482e+000 -2.8248e+000 -1.9746e+000 -4.3507e-001 +3.0810e+000 -3.3184e+000 +5.3982e+000 +3.5706e+000 +7.2009e-001 -2.0395e+000 -7.0703e-001 -1.1716e+000 +6.6104e+000 -4.4315e+000 +1.8859e+000 +2.2964e+000 -5.3899e-001 +3.4914e+000
111 +9.755660927e+002 +9.755660927e+002 +1.068506093e+003 +1.068506093e+003 -1.5177e+000 +2.0683e+000 -3.9070e+000 -2.1423e+000 -5.9125e+000 +2.0579e+000 -1.5095e-001 -2.9721e-001 +1.1987e+000 +8.9519e-001 -3.9746e+000 -5.9532e+000 -3.8102e+000 -4.3037e+000 +2.4213e+000 +1.9851e-002 +4.3101e+000 +2.6027e+000 +3.9072e+000 -1.0473e+000
115 +8.823842005e+002 +8.823842005e+002 +9.753242005e+002 +9.753242005e+002 -2.6236e+000 +4.6120e+000 -3.2174e+000 +4.2702e-001 -3.4285e+000 +2.4715e+000 +2.2810e+000 +3.0289e+000 +2.2435e-001 +1.5816e+000 -3.4006e+000 -5.5337e+000 +6.6460e-001 -1.8791e+000 +3.8942e+000 -8.1472e+000 +4.0712e+000 +3.4501e+000 -2.3844e-003 +3.4807e+000
211 +6.727317904e+002 +6.727317904e+002 +7.656717904e+002 +7.656717904e+002 -1.7840e+000 +3.5151e+000 -2.1788e+000 -3.0209e+000 -1.0717e+000 +3.6648e+000 -2.0602e+000 +2.2780e+000 +5.6001e+000 +2.1207e+000 -2.1268e+000 -1.0159e+001 -1.3908e+000 -9.3409e-001 +4.4244e+000 -4.2037e+000 -6.0616e-001 +2.3532e+000 -1.8033e+000 +1.4531e+000
330 +6.487313779e+002 +6.487313779e+002 +7.416713779e+002 +7.416713779e+002 +2.3172e+000 +3.6140e+000 -5.0484e+000 -1.2010e+000 -1.6286e+000 +2.0054e+000 +2.0784e+000 -8.3751e-001 -1.7622e-001 -2.9996e-001 -1.1435e+000 -4.6817e+000 +5.9319e-001 -2.6106e+000 +5.0932e+000 -5.0621e+000 +5.6436e+000 -3.6179e+000 +1.2929e+000 +2.6824e+000
392 +5.982467525e+002 +5.982467525e+002 +6.911867525e+002 +6.911867525e+002 -1.8060e+000 +3.5285e-001 -5.5020e+000 +2.5057e+000 -1.8113e+000 -2.6486e-001 +7.1021e-001 +3.5784e+000 +4.1176e+000 -2.3968e+000 -1.5361e+000 -6.6963e+000 +5.6724e-001 -2.8790e+000 +1.8284e+000 +1.3250e+000 +3.6904e+000 +2.2454e+000 +2.0860e+000 +1.4093e+000
