% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.880360330e+008 +9.880360330e+008 +9.880354119e+008 +9.880354119e+008 -3.0448e+000 -2.6866e-001 -3.9309e+000 +1.6850e+000 +3.1898e+000 -8.8716e-001 +1.1922e-002 -1.3963e+000 +3.7300e+000 +1.8322e+000 -2.8731e+000 -2.1314e+000 +3.9077e+000 +5.3618e+000 -4.0743e+000 +3.1567e+000 +5.1447e+000 +2.0950e+000 -4.5796e+000 -1.9571e+000
2 +9.732867522e+008 +9.732867522e+008 +9.732861311e+008 +9.732861311e+008 -3.5392e+000 -8.0979e-001 -4.0104e+000 +1.9037e+000 +4.0976e+000 -1.2794e+000 -1.4449e+000 -9.2170e-001 +4.8948e+000 +2.1901e+000 -2.8635e+000 -3.6439e+000 +2.2095e+000 +5.2508e+000 -3.9596e+000 +3.5525e+000 +5.4407e+000 +2.6881e+000 -4.4792e+000 -1.6199e+000
14 +7.688467383e+008 +7.688467383e+008 +7.688461172e+008 +7.688461172e+008 -2.5691e+000 -1.9772e-001 -4.0576e+000 +1.1413e+000 +4.1182e+000 -1.7903e+000 -9.1024e-001 -1.3946e+000 +4.8018e+000 +2.8443e+000 -3.0031e+000 -2.8395e+000 +4.5807e+000 +4.4846e+000 -3.5043e+000 +3.5005e+000 +5.3073e+000 +3.1241e+000 -5.3948e+000 -1.7623e+000
32 +6.721442315e+008 +6.721442315e+008 +6.721436104e+008 +6.721436104e+008 -3.3456e+000 +2.0777e+000 -3.9170e+000 +1.7527e+000 +3.6968e+000 -1.4980e+000 -6.8372e-001 -8.2296e-001 +4.1006e+000 +1.4417e+000 -3.1338e+000 -3.4860e+000 +4.2335e+000 +4.6209e+000 -4.1328e+000 +2.6464e+000 +4.9194e+000 +2.0233e+000 -4.8183e+000 -2.1040e+000
117 +6.325702352e+008 +6.325702352e+008 +6.325696141e+008 +6.325696141e+008 -2.6701e+000 +2.6841e+000 -3.3397e+000 +1.7300e+000 +5.0704e+000 -1.4369e+000 -3.1503e+000 -1.4397e+000 +4.5379e+000 +2.3287e+000 -2.7348e+000 -2.6429e+000 +4.1244e+000 +3.1547e+000 -3.8638e+000 +3.2900e+000 +4.9702e+000 +2.5193e+000 -4.4299e+000 -7.3946e-001
199 +5.926464116e+008 +5.926464116e+008 +5.926457905e+008 +5.926457905e+008 -2.7539e+000 +1.0889e+000 -3.5271e+000 +5.0952e-001 +2.7766e+000 -1.6888e+000 -7.5059e-001 +6.8495e-002 +4.4772e+000 +1.7859e+000 -4.2378e+000 -2.9855e+000 +4.5747e+000 +4.8374e+000 -2.9753e+000 +3.2801e+000 +5.7409e+000 +2.3804e+000 -4.0928e+000 -6.5558e-001
201 +5.176505435e+008 +5.176505435e+008 +5.176499224e+008 +5.176499224e+008 -3.9440e+000 +1.6492e-001 -3.6036e+000 -5.5236e-001 +4.5084e+000 -1.7925e+000 -1.0092e+000 -8.6958e-001 +4.5806e+000 +2.1978e+000 -2.8882e+000 -3.4396e+000 +4.1774e+000 +2.2541e+000 -3.7471e+000 +2.7379e+000 +5.5235e+000 +2.5341e+000 -4.1005e+000 -5.6690e-001
228 +5.116068836e+008 +5.116068836e+008 +5.116062625e+008 +5.116062625e+008 -2.2824e+000 +1.4244e+000 -3.9460e+000 +8.5831e-001 +4.1437e+000 -1.8826e+000 -8.2602e-001 -4.0176e-001 +3.9394e+000 +2.5101e+000 -3.6504e+000 -3.5469e+000 +5.4217e+000 +4.5616e+000 -3.7405e+000 +1.6575e+000 +3.9507e+000 +2.8183e+000 -4.6087e+000 -1.0888e+000
232 +4.650659972e+008 +4.650659972e+008 +4.650653761e+008 +4.650653761e+008 -3.1819e+000 +1.7266e-002 -3.6872e+000 -5.0719e+000 +3.9999e+000 -2.6897e+000 -3.0603e+000 -9.3275e-001 +4.3242e+000 +1.5424e+000 -3.3505e+000 -3.3274e+000 +4.7325e+000 +4.6754e+000 -3.8853e+000 +2.0521e+000 +6.2928e+000 +3.5578e+000 -4.6923e+000 -1.5827e+000
250 +4.249815584e+008 +4.249815584e+008 +4.249809373e+008 +4.249809373e+008 -2.2348e+000 +8.1148e-001 -2.5614e+000 -1.4494e-001 +4.5359e+000 -1.4580e+000 -2.0181e-001 +7.6961e-002 +3.7492e+000 +2.3786e+000 -3.5040e+000 -3.0740e+000 +4.1895e+000 +3.5611e+000 -4.0138e+000 +2.0611e+000 +4.3169e+000 +4.0155e+000 -4.9714e+000 -2.8729e+000
261 +3.679939031e+008 +3.679939031e+008 +3.679932820e+008 +3.679932820e+008 -1.7308e+000 +1.3823e+000 -4.3584e+000 +4.2077e-001 +3.0271e+000 -6.4524e-001 -1.2488e+000 -5.9612e-001 +3.1346e+000 +2.2416e+000 -3.0525e+000 -4.3370e+000 +4.6090e+000 +2.6144e+000 -2.5763e+000 +1.6190e+000 +3.8428e+000 +2.2515e+000 -3.1446e+000 -2.1205e+000
306 +3.552625366e+008 +3.552625366e+008 +3.552619155e+008 +3.552619155e+008 -3.2495e+000 +2.3945e+000 -3.4592e+000 -1.4810e+000 +3.7776e+000 -1.3311e+000 -1.5052e-001 -6.0576e-001 +3.4955e+000 +1.7048e+000 -3.5308e+000 -3.2374e+000 +4.2336e+000 +3.8445e+000 -3.2114e+000 +2.1981e+000 +4.9666e+000 +2.4329e+000 -4.0907e+000 -1.8523e+000
325 +3.185258424e+008 +3.185258424e+008 +3.185252213e+008 +3.185252213e+008 -3.3411e+000 +1.6425e+000 -3.7602e+000 -4.8151e-001 +3.7862e+000 -1.9466e+000 -1.7767e+000 -6.8226e-001 +4.1337e+000 +2.2349e+000 -3.4083e+000 -2.0014e+000 +3.8667e+000 +3.7130e+000 -3.0647e+000 +1.2931e+000 +4.8171e+000 +3.0491e+000 -3.7610e+000 -7.4565e-001
423 +3.123323258e+008 +3.123323258e+008 +3.123317047e+008 +3.123317047e+008 -2.9302e+000 +1.9042e+000 -3.3043e+000 -1.2886e+000 +4.4275e+000 -1.8256e+000 -7.9316e-001 -2.1481e-001 +3.8827e+000 +2.0540e+000 -3.5594e+000 -3.4179e+000 +3.3226e+000 +3.8546e+000 -3.1803e+000 +1.0991e+000 +5.4443e+000 +2.9714e+000 -4.0293e+000 -2.0987e+000
493 +2.928451400e+008 +2.928451400e+008 +2.928445189e+008 +2.928445189e+008 -3.2585e+000 +1.2037e-001 -2.6882e+000 -1.1951e+000 +2.3398e+000 -1.7418e+000 -2.1149e+000 +6.2555e-001 +5.1935e+000 +2.1232e+000 -4.0727e+000 -2.6405e+000 +4.3489e+000 +3.7238e+000 -2.9102e+000 +1.6009e-001 +4.6911e+000 +2.6261e+000 -5.1147e+000 -1.8629e+000
501 +2.851737669e+008 +2.851737669e+008 +2.851731458e+008 +2.851731458e+008 -2.7826e+000 +9.3136e-001 -3.2066e+000 -1.7054e-001 +3.2364e+000 -2.8170e+000 -1.5631e+000 -4.0658e-001 +4.0877e+000 +1.8052e+000 -2.8818e+000 -2.7988e+000 +4.2662e+000 +3.3950e+000 -1.4983e+000 +1.3052e+000 +5.6713e+000 +2.2119e+000 -3.8869e+000 -1.9537e+000
508 +2.793371888e+008 +2.793371888e+008 +2.793365676e+008 +2.793365676e+008 -2.2506e+000 +2.9073e+000 -3.0329e+000 -2.1003e+000 +4.4961e+000 -2.5574e+000 -8.9105e-001 -3.4679e-001 +2.5775e+000 +5.9552e-001 -2.6492e+000 -2.4865e+000 +3.4446e+000 +4.0930e+000 -3.2492e+000 +1.7245e+000 +4.6934e+000 +2.9702e+000 -3.3444e+000 -1.7771e+000
514 +2.130786838e+008 +2.130786838e+008 +2.130780627e+008 +2.130780627e+008 -2.3917e+000 +8.8523e-001 -3.9809e+000 -6.3480e+000 +3.9517e+000 -1.4439e+000 -4.2218e-001 +1.2386e-002 +4.5979e+000 +1.3570e+000 -4.5619e+000 -1.4974e+000 +2.6135e+000 +2.4848e+000 -3.3165e+000 +5.2830e-002 +5.0286e+000 +2.8182e+000 -1.1750e+000 +7.5524e-001
607 +2.025327705e+008 +2.025327705e+008 +2.025321493e+008 +2.025321493e+008 -2.9012e+000 +2.3223e+000 -2.7102e+000 -2.6721e+000 +4.8938e+000 -1.9611e+000 -1.5219e+000 -3.2040e-001 +3.8840e+000 +9.0120e-001 -3.7856e+000 -2.6452e+000 +3.8804e+000 +3.3179e+000 -1.4570e+000 +5.4577e-001 +4.9115e+000 +2.7860e+000 -2.2101e+000 -5.8621e-001
625 +1.923080497e+008 +1.923080497e+008 +1.923074286e+008 +1.923074286e+008 -2.9597e+000 +1.8988e+000 -3.2373e+000 -1.2476e+000 +2.9966e+000 -1.5434e+000 -1.6648e+000 +2.4331e-003 +5.3393e+000 +1.3239e+000 -3.3457e+000 -2.6655e+000 +2.8184e+000 +3.2148e+000 -5.2063e-001 -6.9727e-001 +4.6889e+000 +1.7318e-001 -2.9449e+000 -5.3799e-001
641 +1.228699127e+008 +1.228699127e+008 +1.228692916e+008 +1.228692916e+008 -2.7596e+000 +9.7856e-001 -1.7781e+000 -8.5820e+000 +3.4214e+000 -1.3940e-001 -7.4268e-001 +2.8144e-002 +3.0238e+000 +6.2266e-001 +7.5452e-001 -8.0328e-001 +2.8395e+000 +3.0970e+000 -9.9894e-001 +8.6015e-002 +5.1231e+000 +6.5573e-001 -1.4358e+000 -1.8487e+000
699 +1.022705895e+008 +1.022705895e+008 +1.022699684e+008 +1.022699684e+008 -2.7806e+000 -4.6599e-002 -2.1795e+000 -6.6247e+000 +3.6967e+000 -2.8272e+000 -1.2587e+000 +3.3813e-003 +2.8078e+000 +5.5848e-001 -3.3247e+000 -1.5177e+000 +4.8722e+000 +2.4926e+000 -2.3645e-001 -1.7615e+000 +2.7784e+000 +1.3075e+000 -2.2730e+000 -3.9783e-001
926 +9.959979317e+007 +9.959979317e+007 +9.959917206e+007 +9.959917206e+007 -2.5050e+000 +3.1212e+000 -4.2825e+000 -4.5205e+000 +2.9254e+000 -2.9859e+000 -4.2567e-001 +6.0070e-001 +2.9163e+000 +1.2847e+000 -9.7908e-001 -1.2406e+000 +3.2430e+000 +2.5484e+000 +1.7570e-001 +9.7385e-002 +5.9905e+000 +1.4883e+000 -3.1227e+000 -1.7431e+000
934 +6.739835721e+007 +6.739835721e+007 +6.739773610e+007 +6.739773610e+007 -2.5990e+000 +1.3266e+000 -2.3366e+000 -5.6924e+000 +2.9962e+000 -1.8949e+000 -4.0212e-001 +1.4169e+000 +3.0401e+000 +4.4234e-001 -3.4197e-001 +6.2892e-002 +3.7854e+000 +2.4315e+000 -2.0836e-001 -1.3095e+000 +5.4149e+000 +1.7201e+000 -4.0282e+000 -1.3245e+000
1124 +6.246871738e+007 +6.246871738e+007 +6.246809627e+007 +6.246809627e+007 -2.6466e+000 +2.9247e+000 -2.1152e+000 -3.3004e+000 +2.0943e+000 -1.4097e+000 -6.4227e-001 +1.2167e+000 +2.8318e+000 +1.8790e+000 +6.8798e-001 +2.4436e-001 +3.6883e+000 +2.0311e+000 +3.3297e-002 -1.4643e+000 +6.3345e+000 +1.3547e+000 -1.3625e+000 -6.6795e-001
1162 +6.018830113e+007 +6.018830113e+007 +6.018768002e+007 +6.018768002e+007 -2.4065e+000 +2.6285e+000 -2.7056e+000 -4.7496e+000 +2.9712e+000 -2.4106e+000 -3.7767e-001 +1.6973e+000 +4.1061e+000 +2.0083e+000 -1.6769e+000 +1.8125e+000 +2.0747e+000 +2.5056e+000 +8.8710e-001 -2.7619e+000 +4.4693e+000 +1.3357e+000 -2.3268e+000 -1.8690e-001
1174 +5.149424260e+007 +5.149424260e+007 +5.149362149e+007 +5.149362149e+007 -2.2676e+000 +2.8672e+000 -1.5015e+000 -4.4405e+000 +2.7501e+000 -5.4913e-001 -1.4780e+000 +1.3230e+000 +3.9247e+000 +1.2653e+000 -1.0755e+000 +8.1457e-001 +2.3382e+000 +1.7461e+000 +1.5653e+000 -6.1143e-001 +4.7052e+000 +2.1305e+000 -2.9953e+000 -6.0791e-001
1203 +5.050173226e+007 +5.050173226e+007 +5.050111115e+007 +5.050111115e+007 -2.9437e+000 +2.9035e+000 -2.3831e+000 -5.2913e+000 +2.6360e+000 -1.8553e+000 +8.1911e-001 -3.5935e-001 +2.2962e+000 +1.4742e+000 -1.8616e+000 +1.4624e+000 +2.8685e+000 +2.6365e+000 +4.1078e-002 -1.4610e+000 +4.2935e+000 +1.6653e+000 +2.5398e-002 -9.4677e-001
1210 +4.925569489e+007 +4.925569489e+007 +4.925507378e+007 +4.925507378e+007 -2.7630e+000 +3.4273e+000 -3.6050e+000 -4.5682e+000 +2.2131e+000 -2.3092e+000 -1.5008e+000 +1.2253e-001 +3.2825e+000 -2.9823e-003 -1.6170e+000 -5.1073e-002 +2.6196e+000 +1.6199e+000 +2.3709e+000 -2.0624e+000 +4.8129e+000 +1.9955e+000 -4.4158e+000 -5.5358e-001
1283 +4.872508879e+007 +4.872508879e+007 +4.872446768e+007 +4.872446768e+007 -1.3023e+000 +3.2987e+000 -1.8721e+000 -4.4941e+000 +2.8365e+000 -1.3631e+000 -3.4887e-001 +1.1753e+000 +3.9036e+000 +4.9434e-001 -1.5503e+000 +1.8171e+000 +3.4357e+000 +2.2686e+000 -1.3703e-001 -6.7736e-001 +3.5340e+000 +5.5873e-001 -1.9153e+000 -7.1193e-001
