% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.885168672e+004 +1.885168672e+004 +1.900083672e+004 +1.900083672e+004 +1.7995e+000 -1.3878e+000 +1.5694e+000 +1.5984e+000 -1.0600e+000 +1.6314e-001 -1.0273e+000 +1.3042e-003 -2.5731e-001 -4.1336e+000
72 +1.091975170e+004 +1.091975170e+004 +1.106890170e+004 +1.106890170e+004 +1.7623e+000 +5.3253e-001 +1.2004e+000 +2.4775e+000 -1.5078e+000 -6.6736e-001 -1.7729e+000 +1.1236e-001 -6.2097e-001 -4.7371e+000
145 +8.669927142e+003 +8.669927142e+003 +8.819077142e+003 +8.819077142e+003 +1.3413e+000 +1.1478e+000 +1.1386e+000 +2.2721e+000 -4.2962e+000 -1.8130e-001 -1.3129e+000 -4.1657e-001 -1.0889e+000 -4.5120e+000
167 +7.934966471e+003 +7.934966471e+003 +8.084116471e+003 +8.084116471e+003 +1.5769e+000 -4.5835e-001 +9.5740e-001 +2.6098e+000 -1.8842e+000 -3.1840e-002 -7.1219e-001 -5.2195e-001 -8.2928e-001 -4.5583e+000
168 +7.003029854e+003 +7.003029854e+003 +7.152179854e+003 +7.152179854e+003 +1.4024e+000 -2.3442e-001 +1.2021e+000 +3.2751e+000 -2.1134e+000 -3.8721e-001 -3.7809e-001 -1.1651e+000 -9.6703e-001 -4.4190e+000
179 +4.028665565e+003 +4.028665565e+003 +4.177815565e+003 +4.177815565e+003 -1.9332e-001 +1.5935e-002 +1.3052e+000 +2.5432e+000 -2.2420e+000 -8.0507e-001 -3.3941e-001 -1.0822e+000 -1.6688e+000 -4.3826e+000
209 +3.958767373e+003 +3.958767373e+003 +4.107917373e+003 +4.107917373e+003 +6.0408e-001 +4.2936e-001 +6.3925e-001 +2.4501e+000 -1.6027e+000 -7.6270e-001 -4.6399e-001 -5.0907e-001 -1.3478e+000 -4.3166e+000
294 +2.793803723e+003 +2.793803723e+003 +2.942953723e+003 +2.942953723e+003 +5.6503e-002 -3.1852e-001 +9.9501e-001 +2.4137e+000 -3.1714e+000 -1.7745e+000 -1.8382e+000 -7.7799e-001 -3.1400e-001 -4.0393e+000
405 +2.473023866e+003 +2.473023866e+003 +2.622173866e+003 +2.622173866e+003 +1.6979e-001 -4.9016e-001 +7.2354e-001 +2.6802e+000 -2.3955e+000 -2.0954e+000 -1.4082e+000 -1.8477e+000 -7.1531e-001 -4.3478e+000
444 +2.086578620e+003 +2.086578620e+003 +2.235728620e+003 +2.235728620e+003 +4.2690e-002 +2.0268e-001 +6.2467e-001 +1.5228e+000 -3.4151e+000 -9.2164e-001 -1.3866e+000 -1.5325e+000 -7.0001e-001 -4.1099e+000
460 +1.729231883e+003 +1.729231883e+003 +1.878381883e+003 +1.878381883e+003 +3.1399e-001 -3.3045e-001 +4.5846e-001 +7.8511e-001 -2.4111e+000 -1.9893e+000 -1.2461e+000 -1.1001e+000 -9.0788e-001 -2.9610e+000
520 +1.586014087e+003 +1.586014087e+003 +1.735164087e+003 +1.735164087e+003 +8.0851e-002 -6.1770e-001 +5.6320e-001 +1.6739e+000 -4.3065e+000 -1.5480e+000 -1.4817e+000 -1.8582e+000 -7.8034e-001 -3.7061e+000
609 +1.348236987e+003 +1.348236987e+003 +1.497386987e+003 +1.497386987e+003 +7.6321e-002 -1.3909e-001 +5.9871e-001 +2.0902e+000 -2.4950e+000 -1.3419e+000 -1.1793e+000 -1.5364e+000 -8.1225e-001 -3.8346e+000
624 +1.002902025e+003 +1.002902025e+003 +1.152052025e+003 +1.152052025e+003 +3.0082e-001 -4.1887e-001 +3.3752e-001 +2.2636e+000 -3.3684e+000 -2.1964e+000 -7.2200e-001 -1.6611e+000 -9.1032e-001 -2.5991e+000
704 +9.637918642e+002 +9.637918642e+002 +1.112941864e+003 +1.112941864e+003 +1.9895e-001 -1.3937e-001 +7.0054e-001 +2.2651e+000 -2.6051e+000 -1.5313e+000 -1.0159e+000 -1.5276e+000 -1.2732e+000 -2.7533e+000
715 +9.536568544e+002 +9.536568544e+002 +1.102806854e+003 +1.102806854e+003 +2.5930e-002 -1.5276e-002 +2.4508e-001 +1.9489e+000 -2.8524e+000 -1.1561e+000 -1.2028e+000 -1.4423e+000 -7.4397e-001 -3.3703e+000
750 +8.750886943e+002 +8.750886943e+002 +1.024238694e+003 +1.024238694e+003 -1.2885e-001 -1.3242e-001 +2.9977e-001 +2.3240e+000 -2.6137e+000 -1.7238e+000 -7.1344e-001 -1.6180e+000 -1.0540e+000 -2.7697e+000
754 +3.752794461e+002 +3.752794461e+002 +5.244294461e+002 +5.244294461e+002 +1.6137e-001 -3.9981e-001 +4.8775e-001 +1.9620e+000 -2.6731e+000 -1.5319e+000 -1.1761e+000 -1.4697e+000 -1.1306e+000 -1.6334e+000
962 +3.632403208e+002 +3.632403208e+002 +5.123903208e+002 +5.123903208e+002 +1.7510e-001 +7.2533e-002 +3.5432e-001 +1.9310e+000 -3.5117e+000 -1.6653e+000 -1.2492e+000 -1.6499e+000 -1.1816e+000 -1.4779e+000
967 +2.057340598e+002 +2.057340598e+002 +3.548840598e+002 +3.548840598e+002 -5.3034e-001 -2.5498e-001 +2.9771e-001 +1.9030e+000 -3.2875e+000 -1.3535e+000 -1.3858e+000 -1.6696e+000 -7.8831e-001 -6.4821e-001
1117 +1.187510885e+002 +1.187510885e+002 +2.679010885e+002 +2.679010885e+002 +1.0776e-001 -2.4614e-001 +8.3641e-002 +1.8466e+000 -2.7284e+000 -1.5345e+000 -1.7907e+000 -1.7211e+000 -7.5832e-001 -1.2630e+000
1163 +1.167264544e+002 +1.167264544e+002 +2.658764544e+002 +2.658764544e+002 +1.9054e-002 -2.1558e-001 +9.9524e-002 +1.9840e+000 -3.2289e+000 -1.6204e+000 -1.2276e+000 -1.5012e+000 -8.2530e-001 -9.3389e-001
1205 +9.368216322e+001 +9.368216322e+001 +2.428321632e+002 +2.428321632e+002 +1.6756e-002 -2.3821e-001 +2.0342e-001 +1.8869e+000 -2.9392e+000 -1.4973e+000 -1.0302e+000 -1.6657e+000 -1.0119e+000 -1.1786e+000
1206 +9.055035420e+001 +9.055035420e+001 +2.397003542e+002 +2.397003542e+002 +1.0112e-001 -5.3718e-002 +1.4512e-001 +1.8895e+000 -2.8855e+000 -1.6569e+000 -1.3656e+000 -1.6645e+000 -9.0066e-001 -1.0155e+000
1215 +6.237090668e+001 +6.237090668e+001 +2.115209067e+002 +2.115209067e+002 +2.6282e-002 -1.8775e-001 +2.1797e-001 +1.9382e+000 -2.8824e+000 -1.4819e+000 -1.5624e+000 -1.8001e+000 -1.0162e+000 -9.0971e-001
1247 +4.654179352e+001 +4.654179352e+001 +1.956917935e+002 +1.956917935e+002 -3.8834e-002 -1.9717e-001 +1.8363e-001 +1.9873e+000 -2.8251e+000 -1.5778e+000 -1.4284e+000 -1.7075e+000 -6.9746e-001 -7.4159e-001
1315 +3.163789096e+001 +3.163789096e+001 +1.807878910e+002 +1.807878910e+002 -1.5794e-002 -2.0234e-001 +7.2468e-002 +1.9617e+000 -2.8349e+000 -1.4706e+000 -1.3022e+000 -1.6066e+000 -8.4451e-001 -5.8040e-001
1346 +2.879703365e+001 +2.879703365e+001 +1.779470336e+002 +1.779470336e+002 +4.2786e-002 -2.1536e-001 +2.0165e-001 +1.8886e+000 -2.8436e+000 -1.4837e+000 -1.4078e+000 -1.7441e+000 -8.6209e-001 -6.6266e-001
1372 +2.673352513e+001 +2.673352513e+001 +1.758835251e+002 +1.758835251e+002 +4.5558e-002 -2.1474e-001 +1.3122e-001 +1.9251e+000 -2.9152e+000 -1.3986e+000 -1.3180e+000 -1.6924e+000 -8.4821e-001 -4.2901e-001
1432 +2.600852978e+001 +2.600852978e+001 +1.751585298e+002 +1.751585298e+002 +1.9810e-002 -2.4792e-001 +1.6275e-001 +1.9367e+000 -2.8683e+000 -1.4505e+000 -1.3418e+000 -1.7275e+000 -9.8932e-001 -6.1332e-001
1455 +2.064676378e+001 +2.064676378e+001 +1.697967638e+002 +1.697967638e+002 +8.6342e-002 -2.4666e-001 +1.1367e-001 +1.8542e+000 -2.8289e+000 -1.5081e+000 -1.2679e+000 -1.6855e+000 -5.3294e-001 -3.4171e-001
1480 +1.264623925e+001 +1.264623925e+001 +1.617962393e+002 +1.617962393e+002 +5.2816e-002 -2.7394e-001 +1.0600e-001 +1.8409e+000 -2.8400e+000 -1.4256e+000 -1.3622e+000 -1.7501e+000 -8.2702e-001 -5.0793e-001
1630 +1.075317999e+001 +1.075317999e+001 +1.599031800e+002 +1.599031800e+002 +3.5874e-002 -2.6193e-001 +9.0759e-002 +1.8765e+000 -2.8407e+000 -1.4805e+000 -1.3110e+000 -1.7350e+000 -7.9268e-001 -4.1680e-001
1761 +1.007022522e+001 +1.007022522e+001 +1.592202252e+002 +1.592202252e+002 +2.4635e-002 -2.5511e-001 +4.8787e-002 +1.7921e+000 -2.9182e+000 -1.5391e+000 -1.3188e+000 -1.8033e+000 -7.3825e-001 -4.3266e-001
1782 +9.107610001e+000 +9.107610001e+000 +1.582576100e+002 +1.582576100e+002 +1.3814e-002 -2.8894e-001 +7.9746e-002 +1.8554e+000 -2.7913e+000 -1.3914e+000 -1.3421e+000 -1.8071e+000 -8.1598e-001 -4.7391e-001
1850 +8.852672989e+000 +8.852672989e+000 +1.580026730e+002 +1.580026730e+002 +7.1045e-004 -2.6482e-001 +5.8225e-002 +1.8472e+000 -2.8464e+000 -1.5201e+000 -1.3431e+000 -1.8018e+000 -8.2267e-001 -4.9704e-001
1892 +7.152564728e+000 +7.152564728e+000 +1.563025647e+002 +1.563025647e+002 +3.7945e-003 -3.2093e-001 +4.4533e-002 +1.8541e+000 -2.8459e+000 -1.5391e+000 -1.3866e+000 -1.8301e+000 -8.5776e-001 -5.0235e-001
2007 +6.248740609e+000 +6.248740609e+000 +1.553987406e+002 +1.553987406e+002 -1.1605e-002 -2.9396e-001 +4.4582e-002 +1.8284e+000 -2.8435e+000 -1.4714e+000 -1.3829e+000 -1.8866e+000 -8.4370e-001 -5.0321e-001
2072 +5.258863997e+000 +5.258863997e+000 +1.544088640e+002 +1.544088640e+002 -2.5342e-002 -3.1754e-001 +5.8103e-002 +1.8322e+000 -2.8838e+000 -1.4799e+000 -1.3736e+000 -1.8360e+000 -8.4067e-001 -4.8779e-001
2102 +4.842877804e+000 +4.842877804e+000 +1.539928778e+002 +1.539928778e+002 -3.2729e-002 -3.0903e-001 +4.2969e-002 +1.8226e+000 -2.8671e+000 -1.4973e+000 -1.3110e+000 -1.7951e+000 -8.6056e-001 -4.4825e-001
2181 +4.681591434e+000 +4.681591434e+000 +1.538315914e+002 +1.538315914e+002 -1.6713e-002 -3.2735e-001 +1.4816e-002 +1.8165e+000 -2.8586e+000 -1.5208e+000 -1.3489e+000 -1.8832e+000 -8.3342e-001 -5.1102e-001
2213 +4.503892767e+000 +4.503892767e+000 +1.536538928e+002 +1.536538928e+002 -3.5541e-003 -3.3464e-001 +4.2512e-002 +1.8276e+000 -2.8674e+000 -1.4957e+000 -1.3523e+000 -1.8380e+000 -8.6025e-001 -4.5269e-001
