% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.593950800e+007 +1.593950800e+007 +1.593929812e+007 +1.593929812e+007 -1.7099e+000 -5.2731e+000 +4.3772e+000 +3.3378e+000 -8.8131e+000 -3.9643e+000 +2.5202e+000 -2.9523e+000 -1.4394e+000 -7.3858e+000 +2.3901e+000 +2.8432e+000 -9.8950e-001 -1.6147e+000 -5.2276e-001 -4.0802e+000 -1.8212e+000 +3.4206e+000 +8.8833e-001 -1.3714e+000
3 +1.375872749e+007 +1.375872749e+007 +1.375851761e+007 +1.375851761e+007 +1.7338e-002 -3.7745e+000 +4.5017e+000 -4.8676e+000 -1.4754e+000 -1.7250e+000 +9.2000e+000 -8.1752e+000 -1.1060e+000 -3.4697e+000 +1.4986e+000 +2.2560e+000 +2.0307e+000 -8.4511e-001 -1.7777e+000 -1.1041e+001 -1.9464e+000 -4.2535e-001 -3.7159e+000 -8.3133e-001
6 +5.543687869e+006 +5.543687869e+006 +5.543477989e+006 +5.543477989e+006 -9.1050e-001 -2.9114e+000 +4.1427e+000 -1.5638e-001 -3.2907e+000 -5.0795e+000 +7.0727e-001 -7.3077e+000 -3.7188e+000 -1.9162e+000 +2.0962e+000 +4.0135e+000 +5.8878e-001 +1.1302e+000 +7.5331e-001 -9.7071e+000 -3.0960e+000 +1.9914e+000 +1.1453e-003 +1.6525e+000
17 +1.686176038e+006 +1.686176038e+006 +1.685966158e+006 +1.685966158e+006 -3.2257e+000 -4.5025e+000 +2.9192e+000 +1.3602e+000 -2.2572e+000 -3.2613e+000 +3.3335e+000 -2.6797e+000 +2.6522e+000 +8.7825e+000 +3.5496e+000 +4.4246e-001 -2.3997e-001 +1.1554e+000 -1.5431e+000 -1.1767e+000 -4.0616e+000 +1.5923e+000 -2.5636e+000 +1.3361e+000
54 +1.639133957e+006 +1.639133957e+006 +1.638924077e+006 +1.638924077e+006 -4.1057e-001 -4.0163e+000 +2.8231e+000 -7.0154e-001 -3.8556e+000 -2.4596e+000 +6.1753e+000 -1.2067e+000 +2.1611e+000 -2.6331e+000 +2.9132e+000 +7.7183e-002 -2.1114e+000 +1.0432e-001 -6.4504e+000 -3.8784e+000 -4.4258e+000 +3.2781e+000 -2.6592e+000 +2.5447e+000
117 +1.223045400e+006 +1.223045400e+006 +1.222835520e+006 +1.222835520e+006 -1.2602e+000 -5.0471e+000 +4.6295e+000 +5.5019e-001 -3.4384e+000 -5.1926e+000 +2.6518e+000 -4.0347e-001 -9.4306e-001 -3.1614e+000 +2.4658e+000 +1.7734e+000 -6.1739e-001 +2.5341e+000 +1.6587e+000 -4.0078e+000 -2.9355e+000 +2.0716e+000 -2.2556e+000 +1.2526e+000
203 +8.339874991e+005 +8.339874991e+005 +8.337776191e+005 +8.337776191e+005 -4.9625e-001 -5.5926e+000 +1.2496e+000 +1.4403e+000 -1.8602e+000 -4.2404e+000 +4.4906e+000 +2.4305e+000 +5.7541e-001 -6.9305e-001 +6.2858e-001 +2.8248e+000 -5.4809e-001 +4.4531e+000 -2.7968e+000 -2.9044e+000 -3.2396e+000 +2.6360e+000 -2.3075e+000 +2.2539e+000
426 +7.552337962e+005 +7.552337962e+005 +7.550239162e+005 +7.550239162e+005 -3.4586e+000 -7.6623e+000 +1.0356e+000 +2.2877e+000 +7.6320e-002 +1.4900e+000 +2.2042e+000 -2.1466e+000 -3.1344e+000 +2.1868e+000 -8.2197e+000 -4.7718e-001 +1.7146e+000 +2.0908e+000 -2.9085e+000 -2.3730e+000 -3.0362e+000 +2.0712e+000 -2.1791e+000 +2.0741e+000
532 +4.113111540e+005 +4.113111540e+005 +4.111012740e+005 +4.111012740e+005 -2.3687e+000 -4.9895e+000 +4.8292e+000 +2.1790e+000 -8.5485e-001 -2.4188e+000 -4.0062e-001 -4.6608e+000 +3.3530e+000 -3.7109e-002 +2.2370e+000 -6.6471e-001 +1.3357e+000 +1.0245e+000 -2.7312e+000 -4.4468e+000 -2.0211e+000 +2.7688e+000 -2.5030e+000 +1.7594e+000
924 +3.712347515e+005 +3.712347515e+005 +3.710248715e+005 +3.710248715e+005 -1.6025e+000 -6.4801e+000 +6.2159e+000 +2.6202e+000 -1.4309e-001 -5.2170e+000 +2.1433e+000 +5.1368e-001 -3.4924e-001 -2.0034e+000 +3.2795e-001 +1.8843e+000 +2.2620e+000 -9.3220e-001 -3.9854e+000 -3.6720e+000 -2.0535e+000 +2.8462e+000 -2.0573e+000 +1.9290e+000
