% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.067857528e+005 +7.067857528e+005 +7.069349028e+005 +7.069349028e+005 -7.2174e-001 -1.1400e-001 +2.8772e+000 -3.7965e+000 +1.2949e+000 -4.3934e+000 +5.5416e+000 -2.1172e+000 -1.6831e+000 -1.3493e+000 -5.3254e+000 -5.3953e-001 -1.1942e+000 +1.0378e-002 +3.0342e+000 -2.7288e+000 +3.2495e+000 +9.2263e-001 +4.1962e+000 +3.3115e+000
3 +4.232265039e+005 +4.232265039e+005 +4.233756539e+005 +4.233756539e+005 +2.5997e-001 -3.3933e-001 +2.5207e+000 -2.6215e+000 +3.1392e-001 -3.2249e+000 +4.3246e+000 +1.5710e+000 -2.5280e+000 -1.0289e+000 -4.4311e+000 -8.8001e-001 -9.7490e-001 +1.7488e-001 +1.1760e+000 -1.7658e+000 +2.8410e+000 +8.8906e-001 +4.3969e+000 +4.7921e+000
4 +3.939753528e+005 +3.939753528e+005 +3.941245028e+005 +3.941245028e+005 -8.2581e-001 -1.3065e-001 +3.2547e+000 -2.8233e+000 -6.7403e-001 -4.8650e+000 +4.4274e+000 +4.9343e-001 -2.7948e+000 -1.5715e+000 -4.0335e+000 -2.2392e-001 -2.0741e+000 -9.7079e-002 +1.8524e+000 -1.9095e+000 +3.0750e+000 +7.2904e-001 +3.6861e+000 +3.9179e+000
5 +3.754424301e+005 +3.754424301e+005 +3.755915801e+005 +3.755915801e+005 -1.3035e+000 +1.2194e-001 +4.0134e+000 -2.6212e+000 +9.2544e-001 -3.9348e+000 +3.9572e+000 +7.8746e-001 -2.7036e+000 -1.4158e+000 -4.9455e+000 -4.9705e-001 -1.3042e+000 -1.1370e-001 -1.0632e+000 -1.8888e+000 +2.4705e+000 +7.1675e-001 +3.5525e+000 +4.4043e+000
10 +3.425276807e+005 +3.425276807e+005 +3.426768307e+005 +3.426768307e+005 -2.2946e-001 -5.6154e-001 +3.0385e+000 -2.4535e+000 +1.4124e-001 -3.7795e+000 +4.0726e+000 +1.7179e+000 -2.2754e+000 -1.5477e+000 -3.6642e+000 -6.6734e-001 -1.9594e+000 +7.0649e-001 +1.6340e+000 -1.6466e+000 +2.8921e+000 +7.4438e-001 +3.4896e+000 +4.0738e+000
22 +3.108231547e+005 +3.108231547e+005 +3.109723047e+005 +3.109723047e+005 -1.3501e-001 -2.1756e+000 +1.6963e+000 -3.1235e+000 +6.1330e-001 -4.5572e+000 +4.1920e+000 +2.0307e+000 -3.0296e+000 -2.1554e+000 -3.6491e+000 +1.8114e+000 -1.2402e+000 -2.6979e-001 +1.9442e+000 -1.8112e+000 +2.9347e+000 +9.3646e-001 +2.5026e+000 +2.6818e+000
28 +2.994208267e+005 +2.994208267e+005 +2.995699767e+005 +2.995699767e+005 -1.5022e-001 -4.9982e-001 +1.9395e+000 -2.4101e+000 +1.1018e-001 -3.9732e+000 +3.3358e+000 +8.8118e-001 -8.0729e-001 -1.8455e+000 -5.0610e+000 -6.0969e-001 -1.1993e+000 -1.9465e-001 +2.3744e+000 -1.2624e+000 +2.1382e+000 +2.9150e-001 +3.9296e+000 +4.2046e+000
113 +2.586980486e+005 +2.586980486e+005 +2.588471986e+005 +2.588471986e+005 -3.8032e-001 +3.1221e-001 +2.7113e+000 -2.6848e+000 +4.3061e-001 -5.2789e+000 +3.4733e+000 +7.9869e-001 -2.1001e+000 -1.3856e+000 -4.2538e+000 -3.7296e-001 -5.8757e-001 -7.6507e-002 +1.7550e+000 -1.7581e+000 +3.6239e+000 +1.4415e+000 +2.7566e+000 +4.2507e+000
143 +2.208171539e+005 +2.208171539e+005 +2.209663039e+005 +2.209663039e+005 -1.7605e-001 -1.0453e+000 +2.7290e+000 -1.5406e+000 +7.1572e-001 -3.3958e+000 +3.8126e+000 +2.5996e+000 -1.4233e+000 -2.1386e+000 -4.7355e+000 -1.0249e+000 -1.3346e+000 -3.1035e-001 +6.4536e-001 -1.8212e+000 +1.2812e+000 +9.1773e-001 +1.1832e+000 +4.3278e+000
206 +2.149965307e+005 +2.149965307e+005 +2.151456807e+005 +2.151456807e+005 -3.2912e-001 +1.9769e-001 +3.4911e+000 -1.9849e+000 +6.3620e-001 -4.7390e+000 +3.4384e+000 +3.0429e-001 -1.7819e+000 -2.0016e+000 -3.5606e+000 -1.2216e+000 -9.0026e-001 -2.9761e-001 +1.7625e+000 -1.6851e+000 +3.0713e+000 +7.6803e-002 -1.6803e-001 +4.1116e+000
