% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.370541474e+006 +5.370541474e+006 +5.370617744e+006 +5.370617744e+006 -4.5199e+000 +4.9415e+000 +4.1526e+000 -9.3966e+000 -4.1630e+000 -1.0842e+000 +5.4894e+000 -6.1218e+000 -1.1713e+000 +4.7304e+000 -2.7064e+000 +3.7997e+000 +5.5119e-001 +2.7137e-005 +1.7720e+000 -4.7002e-001 +2.2292e+000 +2.7886e+000 +2.2802e+000 -5.1251e+000
5 +3.740850141e+006 +3.740850141e+006 +3.740926411e+006 +3.740926411e+006 -3.3061e+000 +4.3636e+000 +3.1042e+000 -5.1298e+000 -4.5753e+000 -1.7208e-003 +4.3260e+000 -4.8268e+000 -1.5931e+000 +4.7929e+000 -2.9240e+000 +3.2073e+000 +1.3517e+000 +1.5175e-001 +2.6116e+000 -2.6906e+000 +3.1259e+000 +3.2719e+000 +3.5634e+000 -3.6272e+000
7 +2.173169723e+006 +2.173169723e+006 +2.173245993e+006 +2.173245993e+006 -4.1886e+000 +4.0146e+000 +1.3628e+000 -5.5484e+000 -3.3561e+000 +7.2694e-001 +4.4291e+000 -4.6525e+000 -1.6147e+000 +4.2828e+000 -3.3864e+000 +2.7504e+000 +9.9474e-001 -6.7139e-001 +1.9005e+000 -2.7739e+000 +3.1053e+000 +3.1146e+000 +2.7360e+000 -3.5785e+000
42 +4.701676033e+005 +4.701676033e+005 +4.702438733e+005 +4.702438733e+005 -4.4323e+000 +3.9990e+000 +1.2257e+000 -4.5902e+000 -2.3692e+000 -1.4759e-001 +4.5315e+000 -4.9474e+000 -2.0455e+000 +3.3491e+000 -3.7067e+000 +3.6698e+000 +2.2752e+000 -1.7268e-001 +2.6173e+000 -2.8402e+000 +2.5311e+000 +3.3158e+000 +2.9936e+000 -3.3086e+000
103 +2.276325082e+004 +2.276325082e+004 +2.283952082e+004 +2.283952082e+004 -4.0022e+000 +4.4703e+000 +1.0034e+000 -5.8298e+000 -2.6987e+000 -8.4150e-001 +5.1568e+000 -5.4665e+000 -1.2762e+000 +4.4482e+000 -2.4427e+000 +4.2104e+000 +1.3655e+000 -6.0149e-002 +2.4186e+000 -2.4225e+000 +6.0552e+000 +3.0663e+000 +2.9779e+000 -2.8121e+000
107 +5.177933450e+003 +5.177933450e+003 +5.254203450e+003 +5.254203450e+003 -4.4620e+000 +2.2390e+000 +2.0597e+000 -5.4260e+000 -4.5418e+000 +1.6128e+000 +4.7150e+000 -5.0507e+000 -2.4476e+000 +4.7571e+000 -2.0209e+000 +5.3634e+000 +1.2311e+000 -1.1086e+000 +2.0878e+000 -4.4082e+000 +2.5865e+000 +2.2545e+000 +1.7086e+000 -3.4455e+000
220 +4.639918465e+002 +4.639918465e+002 +5.402618465e+002 +5.402618465e+002 -5.4854e+000 +4.7469e+000 +9.6789e-001 -6.3879e+000 -3.9833e+000 +2.5637e-001 +5.7060e+000 -4.9600e+000 -1.4391e+000 +5.1390e+000 -2.3062e+000 +5.3478e+000 +5.7820e-001 +4.3865e-002 +3.8076e+000 -3.2782e+000 +5.3554e+000 +4.2850e+000 +2.9735e+000 -4.6304e+000
316 +3.310399922e+002 +3.310399922e+002 +4.073099922e+002 +4.073099922e+002 -4.3267e+000 +3.8462e+000 +1.0057e+000 -5.6702e+000 -4.0903e+000 -7.0691e-001 +4.6497e+000 -4.6523e+000 +1.8001e+000 +4.9314e+000 -2.5922e+000 +2.6987e+000 +1.2232e+000 +5.4465e-003 +2.3651e+000 -2.5863e+000 +3.8477e+000 +2.5457e+000 +4.1639e+000 -3.4867e+000
496 +3.033753516e+002 +3.033753516e+002 +3.796453516e+002 +3.796453516e+002 -2.9989e+000 +4.3586e+000 +1.3521e+000 -4.9187e+000 -5.4869e+000 -6.2017e-001 +5.6812e+000 -4.4281e+000 -9.9725e-001 +3.3497e+000 -2.7199e+000 +4.0820e+000 -3.1282e-001 +1.2653e+000 +1.2490e+000 -1.9138e+000 +4.2212e+000 +1.8630e+000 +2.6514e+000 -1.2387e+000
99061 +1.#INF00000e+000 +3.033753516e+002 +1.#INF00000e+000 +3.796453516e+002 +1.3427e+029 -1.0122e+029 -4.0776e+028 +1.7016e+027 +9.1192e+029 -4.5832e+029 -1.7243e+031 -1.8153e+029 +5.0823e+028 +1.7393e+030 +3.7489e+027 -5.2716e+028 -2.2084e+028 +1.1578e+029 +3.6950e+029 +1.0428e+029 -5.6282e+028 +1.1245e+028 +5.2530e+028 +3.2785e+027
