% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.907212775e+002 +2.907212775e+002 +2.815112775e+002 +2.815112775e+002 +4.4835e+000 +2.5481e+000 -2.1612e+000 +1.3028e+000 -1.4115e+000 -4.9687e+000 -2.2865e+000 +2.5364e+000 +7.2403e+000 +6.8601e+000 -1.2019e+000 -1.1388e+001 +2.1600e+000 -2.0816e+000 +3.2067e+000 -4.0307e+000 +3.9680e+000 +5.2018e+000 -3.3339e+000 -1.0943e+000
7 +2.870181481e+002 +2.870181481e+002 +2.778081481e+002 +2.778081481e+002 +5.7055e+000 +2.9524e+000 +2.4086e+000 +1.5731e+000 -4.2601e+000 +8.5150e-001 +6.6888e-001 +8.7121e+000 +6.6675e+000 +1.6071e+000 +2.3669e+000 -2.9955e+000 +3.1355e+000 -3.7070e+000 +3.7621e+000 -3.5390e+000 -2.0912e+000 +5.9914e+000 -4.4191e-002 +4.3374e+000
38 +2.306135928e+002 +2.306135928e+002 +2.214035928e+002 +2.214035928e+002 +5.3690e+000 +4.2560e+000 +4.0924e+000 -5.9731e+000 -1.6478e+000 -2.8692e+000 -3.4014e+000 -2.4864e-002 +6.3841e+000 +2.8734e+000 -5.0045e+000 -3.4167e+000 +7.2246e+000 +4.0345e+000 +4.8135e+000 -1.0389e+001 +2.6429e-001 +4.2926e+000 -7.4118e-001 +1.3101e+001
85 +2.250406460e+002 +2.250406460e+002 +2.158306460e+002 +2.158306460e+002 +4.6248e+000 +3.9386e+000 -1.3931e+000 -3.1460e-001 -3.9147e+000 +3.1629e-001 -3.2631e+000 +5.6694e+000 +4.2315e+000 +3.3968e+000 -4.1937e+000 -2.6078e-001 -4.5951e-001 +1.5049e-001 -5.5293e-001 -1.3671e+001 +2.3481e+000 +2.1696e+000 -7.5058e+000 +2.9190e+000
109 +1.864963087e+002 +1.864963087e+002 +1.772863087e+002 +1.772863087e+002 +7.3401e-001 +6.0084e+000 +1.5075e+000 -3.5837e+000 -4.1194e+000 -3.0639e+000 -2.0242e+000 +4.0689e+000 +3.8925e+000 -1.6195e+000 -3.2441e+000 -3.9650e+000 +5.0459e+000 -1.1664e-001 +3.2478e+000 -5.9158e+000 +5.2249e+000 +2.0834e+000 -3.9916e+000 +4.1840e+000
212 +1.774394691e+002 +1.774394691e+002 +1.682294691e+002 +1.682294691e+002 +4.3561e+000 +5.6927e+000 +3.7643e+000 -4.3385e+000 -3.5390e+000 -2.3424e+000 +2.7534e+000 +5.6580e+000 +6.3851e+000 +2.0904e+000 -3.8927e+000 -6.3419e+000 +3.1085e+000 -3.9567e+000 -2.7514e+000 -3.7309e+000 +7.4632e+000 +7.3983e+000 -3.3308e+000 +1.9771e+000
213 +1.392227501e+002 +1.392227501e+002 +1.300127501e+002 +1.300127501e+002 +2.5691e+000 -7.5762e-001 +6.9476e+000 +4.0224e+000 +6.9128e-001 +1.0537e+000 +1.7905e-001 +8.7571e+000 +7.3005e+000 +2.6473e+000 -7.1758e+000 -3.8386e+000 +5.1917e+000 -3.1268e+000 +1.4950e+000 -5.3028e+000 +4.9195e+000 +9.7069e+000 -5.4638e+000 +8.4009e+000
227 +1.150812693e+002 +1.150812693e+002 +1.058712693e+002 +1.058712693e+002 +5.2409e+000 +6.1749e+000 +4.3232e+000 +1.6219e+000 -8.0955e+000 -3.8185e+000 +3.5284e+000 +3.7494e+000 +2.9905e+000 +2.0042e+000 -3.5305e+000 -2.4865e+000 +8.6674e+000 -8.9293e-001 -2.7753e+000 -4.7796e+000 +4.5730e+000 +5.8615e+000 -4.8114e+000 +7.0635e+000
315 +1.000921152e+002 +1.000921152e+002 +9.088211518e+001 +9.088211518e+001 +4.6703e+000 +1.2781e+000 +1.1591e+000 +6.2714e+000 -3.5346e+000 -2.3678e+000 +8.5711e-001 +6.4741e+000 +4.8507e+000 +5.8921e+000 -3.0844e+000 -1.9877e+000 +4.3765e+000 +2.3375e+000 -5.5934e+000 -9.7063e+000 +7.3180e+000 +5.5773e+000 -5.8361e+000 +5.2813e+000
411 +7.253786865e+001 +7.253786865e+001 +6.332786865e+001 +6.332786865e+001 +1.0160e+001 +5.4305e+000 +2.6171e+000 +1.3951e+000 -4.8521e+000 -1.6996e+000 +5.0816e+000 +9.0336e+000 +5.7409e+000 +1.1095e+000 -9.4530e+000 -4.8902e+000 +7.4980e+000 +1.6541e+000 -1.9358e+000 -4.9500e+000 +5.8096e+000 +9.2206e+000 -6.5908e+000 +5.3756e+000
