% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.438973005e+001 +9.438973005e+001 +7.744973005e+001 +7.744973005e+001 -1.4490e+000 +5.0426e+000 -6.2051e+000 +2.1062e+000 +5.0333e+000 -4.9844e+000 -5.8118e+000 -4.5736e-001 +3.6251e+000 -3.0528e+000 +1.2823e+000 +1.0033e+000 +4.7409e+000 -4.5696e+000 -9.3718e-001 -1.9135e+000 -1.0915e+000 -2.6408e+000 +1.3962e-001 -9.1105e-001
14 +8.017180058e+001 +8.017180058e+001 +6.323180058e+001 +6.323180058e+001 -3.4614e+000 +2.2760e+000 -1.9808e+000 +2.3010e+000 +3.1997e+000 -5.7794e+000 -3.0147e+000 -1.0166e+000 +3.2119e-001 -2.7315e+000 +9.3226e-001 +4.0344e+000 +4.2498e+000 -5.5217e+000 -2.5756e+000 -3.7618e+000 +3.5446e+000 -3.6974e+000 -1.2513e+000 -1.9593e+000
33 +5.429544184e+001 +5.429544184e+001 +3.735544184e+001 +3.735544184e+001 -3.5728e+000 +5.1642e+000 -2.9069e+000 +1.7606e-001 +2.6906e+000 -1.2121e+000 -3.7221e+000 +1.9999e+000 +6.1166e-001 -4.7345e+000 +6.3281e+000 +2.0934e+000 +3.2146e+000 -2.7302e+000 +1.0912e+000 -1.4326e+000 +1.5395e+000 -3.7456e+000 -4.7795e+000 -6.6612e-001
219 +4.917989163e+001 +4.917989163e+001 +3.223989163e+001 +3.223989163e+001 +6.0943e-001 -3.9980e+000 -4.3658e+000 -3.9521e+000 +3.9943e+000 -2.6213e+000 -4.3646e+000 -1.9232e+000 -2.8514e+000 -4.9656e-001 -1.3795e+000 +2.2577e+000 +3.4754e+000 -6.2144e+000 +1.3676e-001 +1.2998e-001 +4.0216e+000 -3.8284e+000 +4.9794e+000 -1.4560e+000
221 +3.908138284e+001 +3.908138284e+001 +2.214138284e+001 +2.214138284e+001 -3.3253e+000 +2.4286e+000 -4.0727e-001 +1.6478e+000 +4.0715e+000 -1.7382e+000 -4.8406e+000 -1.0514e+000 -3.5239e+000 -2.1064e+000 +2.8269e+000 -2.6511e+000 +2.6788e+000 -2.7616e+000 +5.4227e-001 +5.9283e+000 +3.7552e+000 +5.7631e-001 -3.8128e+000 -1.0648e+000
261 +2.852741675e+001 +2.852741675e+001 +1.158741675e+001 +1.158741675e+001 -2.9513e+000 +3.4516e+000 -5.8130e+000 +1.2369e+000 +3.3645e+000 -3.1827e+000 -4.4583e+000 -9.4149e-001 +2.5764e+000 -2.6092e+000 +4.0426e+000 +7.5452e-001 +7.9532e-001 -1.9918e+000 +1.2482e+000 -1.7751e+000 +1.1932e+000 +1.5245e-001 +1.1128e+000 +5.7877e-001
306 +2.781832839e+001 +2.781832839e+001 +1.087832839e+001 +1.087832839e+001 -4.4233e+000 +2.6934e+000 -1.5765e+000 -2.7015e+000 +3.3347e+000 -3.3463e+000 -4.5137e+000 +3.9221e-001 +3.2312e+000 -1.9638e+000 +3.0245e+000 +3.0130e+000 +2.4550e+000 -5.3159e+000 -3.1311e+000 -4.0231e-001 +4.6239e+000 -9.1963e-001 -2.7292e+000 -3.0447e+000
312 +2.293852718e+001 +2.293852718e+001 +5.998527175e+000 +5.998527175e+000 -2.9774e+000 +3.2493e+000 -4.0054e+000 +1.3926e+000 +3.4210e+000 -3.4877e+000 -1.9529e+000 -1.4386e+000 +3.8230e+000 -1.1512e+000 +1.8499e+000 +1.1778e+000 +4.2957e-001 -2.0462e+000 +1.8587e-001 -5.0727e-001 +2.3594e+000 -9.2751e-001 -3.2420e+000 -1.9581e+000
401 +1.883597771e+001 +1.883597771e+001 +1.895977710e+000 +1.895977710e+000 +2.0567e+000 +3.8207e+000 +2.7940e-001 +2.9869e+000 +3.0698e+000 -2.7835e+000 -3.5940e+000 -1.1379e+000 -5.7427e-001 -2.4090e+000 +1.4083e+000 -3.7563e+000 +2.8448e+000 -1.9209e+000 +2.4475e+000 -6.5982e-001 +3.4928e+000 +2.8976e+000 -3.9552e+000 -1.9166e+000
521 +1.621858906e+001 +1.621858906e+001 -7.214109437e-001 -7.214109437e-001 +1.4098e+000 +2.4380e+000 -1.2228e+000 -1.8624e+000 +3.4460e+000 -3.1112e+000 -4.8153e+000 -2.2675e+000 -1.4019e+000 -2.7992e+000 -7.0443e-001 -6.1212e-001 -2.4275e+000 -5.2961e+000 +3.0798e+000 -3.5419e-001 -6.1326e-001 -1.5838e+000 +1.9352e+000 -2.7943e+000
666 +1.321730359e+001 +1.321730359e+001 -3.722696410e+000 -3.722696410e+000 -2.2684e+000 +1.5697e+000 +4.2975e-001 +6.0409e-001 +3.9185e+000 +3.7678e-001 -1.2591e+000 -1.3234e+000 +5.0239e-001 -4.2093e+000 -1.2401e-001 +2.2505e-001 +1.1517e+000 -4.5062e+000 -1.7335e-001 -4.1197e-001 +2.2783e+000 +5.5483e-001 -1.8708e+000 -2.8915e-001
683 +1.314025014e+001 +1.314025014e+001 -3.799749861e+000 -3.799749861e+000 +2.2567e+000 +2.2932e+000 +1.0013e-001 +1.4122e+000 +3.1925e+000 -3.5763e-001 -2.1582e-001 -3.3073e+000 -1.4685e+000 -7.9697e-001 -7.7633e-001 +3.9143e+000 +3.3499e-001 -3.4237e+000 +1.7450e+000 -3.8939e-001 +4.3298e+000 +9.6086e-001 +3.2149e+000 -2.6749e+000
738 +1.130930799e+001 +1.130930799e+001 -5.630692010e+000 -5.630692010e+000 -1.5066e-001 +3.3307e+000 -2.9263e+000 +7.5817e-002 +3.5558e+000 -1.9077e+000 -2.5206e+000 +6.4514e-001 -1.5570e+000 -4.3675e+000 -2.3774e-001 +1.6704e+000 +2.5725e+000 -2.7712e+000 +1.3440e+000 +4.3481e+000 +2.7560e+000 +3.0623e-001 -1.9242e+000 +6.7561e-001
853 +1.075971340e+001 +1.075971340e+001 -6.180286602e+000 -6.180286602e+000 -7.6342e-001 +1.9749e+000 +6.4813e-001 +4.1852e-001 +3.7375e+000 +1.6418e+000 -6.2913e-001 -2.2148e-001 -7.1858e-001 -2.3717e+000 +5.1699e-001 +1.5673e+000 +1.3482e+000 -3.4325e+000 +3.7019e+000 +4.9655e+000 +3.4005e+000 +8.9466e-002 -1.0354e+000 +4.8166e-002
879 +8.972251733e+000 +8.972251733e+000 -7.967748267e+000 -7.967748267e+000 +3.9205e-002 +1.9262e+000 -1.0164e+000 -1.0695e-001 +4.5606e+000 -1.5842e+000 +3.4083e+000 -1.4564e+000 -7.0470e-001 -2.3491e+000 +5.8269e-001 +6.3071e-002 +6.8397e-002 -3.5248e+000 +2.1005e+000 -4.5947e-001 +2.5872e+000 +1.7860e+000 -2.1645e+000 -1.3891e-001
904 +6.942011722e+000 +6.942011722e+000 -9.997988278e+000 -9.997988278e+000 +1.1833e+000 +2.1786e+000 -1.9907e+000 +1.4170e+000 +3.1550e+000 -2.0537e+000 -1.0182e+000 -1.7048e+000 +3.1007e-001 -2.0627e+000 +2.4234e+000 +2.4665e+000 -2.0003e+000 -2.3464e+000 -1.6429e-001 +3.2589e+000 +2.9601e+000 +1.7795e+000 -1.9594e+000 -1.2735e+000
1343 +6.873439617e+000 +6.873439617e+000 -1.006656038e+001 -1.006656038e+001 +1.3965e+000 +2.4831e+000 -1.9014e+000 -1.0470e+000 +3.6448e+000 -1.6374e+000 +1.5859e-001 -6.4770e-001 -2.7040e-001 -2.8555e+000 +3.5063e+000 +8.0831e-003 -2.9191e+000 -2.6697e+000 +1.4399e+000 +2.6365e+000 +3.4435e+000 +9.9173e-001 -2.2852e+000 -1.1961e-001
1364 +6.360480380e+000 +6.360480380e+000 -1.057951962e+001 -1.057951962e+001 +2.7588e+000 +2.8553e+000 -1.5470e+000 +5.0308e-001 +4.3715e+000 -9.7683e-001 -6.6666e-001 +9.1371e-002 -1.4947e+000 -2.5610e+000 +1.9558e+000 +2.2647e+000 -2.2010e+000 -3.2151e+000 +1.5864e+000 +1.9670e+000 +1.5817e+000 +3.3068e-001 -1.3163e+000 -5.2526e-001
1459 +6.302522728e+000 +6.302522728e+000 -1.063747727e+001 -1.063747727e+001 +1.1361e+000 +3.3915e+000 -1.2835e+000 +2.3448e+000 +3.5327e+000 -8.3291e-001 -1.5338e+000 +3.4393e-001 -1.1060e+000 -2.0348e+000 +1.7063e+000 +2.5061e+000 -1.4909e-001 -3.9050e+000 +1.3439e+000 -2.1179e-001 +4.4964e+000 +1.2285e+000 -9.7402e-001 +5.8298e-001
1510 +5.198199929e+000 +5.198199929e+000 -1.174180007e+001 -1.174180007e+001 +2.7439e+000 +2.6469e+000 -2.1614e-001 -8.5039e-001 +2.9253e+000 -2.0142e+000 +1.5164e+000 -1.3469e+000 -1.4783e+000 -1.9930e+000 +2.9934e+000 +1.1235e+000 -6.5024e-001 -2.2211e+000 +2.5339e+000 +1.8090e+000 +2.0248e+000 -4.7067e-001 -8.8379e-001 +2.3975e-001
1706 +4.473032659e+000 +4.473032659e+000 -1.246696734e+001 -1.246696734e+001 +2.2262e+000 +1.3404e+000 -3.0889e+000 +2.8519e+000 +2.9556e+000 -1.8023e+000 +1.1758e+000 -7.6058e-001 -2.8222e+000 -2.1925e+000 +2.3310e+000 +4.0641e-001 -2.0822e+000 -2.8044e+000 +2.5912e+000 +1.8444e+000 +2.9577e+000 +3.0051e-001 +1.7172e-001 -1.5683e-001
1896 +3.559334466e+000 +3.559334466e+000 -1.338066553e+001 -1.338066553e+001 +2.8672e+000 +7.0369e-001 +9.6739e-001 +3.4286e-003 +3.4440e+000 -2.3914e+000 +1.3752e+000 -1.2199e+000 +5.4421e-002 -2.6710e+000 +1.7615e+000 +5.2175e-001 -1.5370e+000 -3.1241e+000 +1.6993e+000 +2.2388e+000 +2.3551e+000 +1.5651e+000 -2.0718e-001 -4.4595e-001
2313 +3.468909859e+000 +3.468909859e+000 -1.347109014e+001 -1.347109014e+001 +2.3806e+000 +1.8544e+000 -1.0569e+000 +2.3356e-001 +3.4882e+000 -1.7446e+000 +1.6506e+000 -1.6451e+000 -9.5944e-001 -2.8395e+000 +2.6667e+000 +1.7167e-001 -1.4768e+000 -2.3042e+000 +1.4938e+000 +2.4820e+000 +2.9068e+000 +6.0164e-001 -5.7379e-001 +8.6118e-001
