% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.226666750e+002 +4.226666750e+002 +5.021466750e+002 +5.021466750e+002 -3.1350e+000 +4.4775e+000 +4.5750e+000 +3.2314e+000 +3.8133e+000 +4.4283e+000 +6.0432e+000 -5.0485e+000 -2.3698e+000 -4.2129e+000 +2.1282e+000 -7.4104e-001 -5.5071e+000 -2.1679e+000 -2.3692e+000 +1.7417e+000 -3.0895e+000 +2.8748e+000 +5.6701e+000 -4.1437e+000
3 +2.778428927e+002 +2.778428927e+002 +3.573228927e+002 +3.573228927e+002 -8.8579e-001 +2.8730e+000 -1.7489e+000 -3.7983e+000 -3.4746e+000 +2.2637e+000 +3.0161e+000 -6.6737e+000 -2.2103e+000 -2.8847e+000 -4.2170e+000 +5.4256e-002 -3.5250e+000 -9.1280e-001 -4.5734e+000 +3.1965e+000 -4.5989e+000 -2.4490e-002 +1.3172e+000 -4.6636e+000
67 +2.431022636e+002 +2.431022636e+002 +3.225822636e+002 +3.225822636e+002 -4.3861e+000 +5.7475e+000 +2.1982e+000 +2.6895e+000 -4.9151e+000 +1.5711e+000 +2.6592e+000 -7.2470e+000 -2.6843e+000 -3.1121e+000 -1.1941e+000 +7.5426e-001 +2.8897e+000 +1.9161e+000 -2.3196e+000 +2.6413e+000 -5.2048e+000 -5.0199e-001 +3.1872e+000 -1.0116e+000
126 +2.182784087e+002 +2.182784087e+002 +2.977584087e+002 +2.977584087e+002 -2.2237e+000 +3.2039e+000 +3.3005e+000 -1.0798e-001 -2.0521e+000 -1.4012e+000 +4.6956e+000 -2.8020e+000 -1.3865e+000 -3.3039e+000 -6.6442e+000 -1.9419e+000 -2.3598e+000 -3.5155e+000 -1.3648e+000 -9.3324e-001 -3.2445e+000 -3.1823e+000 +6.0661e+000 -3.7615e+000
141 +1.660141033e+002 +1.660141033e+002 +2.454941033e+002 +2.454941033e+002 +1.0087e+000 +2.8063e+000 +2.1615e+000 +3.1963e+000 -3.8015e+000 -5.1464e+000 +1.9579e+000 -3.9139e+000 +3.6674e+000 -1.3462e+000 -4.0137e+000 +1.4853e+000 +3.1109e+000 -5.4820e-001 -2.1019e+000 +2.6131e+000 -9.9560e-001 -5.0647e+000 +4.1530e+000 -2.2054e+000
204 +1.473121174e+002 +1.473121174e+002 +2.267921174e+002 +2.267921174e+002 -3.8775e-001 -1.1947e+000 +8.1848e-001 -2.8918e+000 +2.5838e+000 +2.2147e+000 +7.8795e-001 -1.2510e+000 -1.0188e+000 -5.0113e+000 +1.3232e-001 +3.7414e+000 +7.0525e-001 +1.2866e+000 -1.6680e+000 +1.9102e+000 +2.5992e+000 -2.9387e+000 +5.3401e+000 -2.6549e+000
261 +1.357240098e+002 +1.357240098e+002 +2.152040098e+002 +2.152040098e+002 -2.5822e+000 +1.9698e+000 +1.4757e+000 -1.0676e+000 -7.4415e-002 +3.9651e+000 +3.6525e+000 +2.3605e-001 -6.6134e-001 -4.5374e+000 -1.4594e+000 +2.2639e+000 -2.4472e+000 +2.6793e+000 -1.1366e+000 +2.0637e+000 -5.0419e-001 -6.0118e-001 +6.0190e-001 -5.5516e-001
303 +1.052021140e+002 +1.052021140e+002 +1.846821140e+002 +1.846821140e+002 -6.8700e-003 +1.0842e+000 +1.9300e+000 +2.3360e+000 -4.3478e+000 -4.5434e-002 -2.4511e+000 -1.5998e+000 -2.4375e+000 -4.1234e+000 -3.1872e+000 +3.4477e+000 -2.0248e+000 -8.7804e-001 -2.8321e+000 +7.3340e-001 +1.3343e+000 -4.5745e+000 +1.3351e+000 -2.7129e+000
309 +9.977685650e+001 +9.977685650e+001 +1.792568565e+002 +1.792568565e+002 +4.8032e-001 +1.4801e-001 +2.2459e+000 +7.7221e-002 -4.1464e+000 +8.8364e-001 +1.5476e+000 -7.3031e+000 -1.7571e+000 -2.0771e+000 -2.9345e+000 +2.1777e+000 -2.4107e+000 -3.8898e-001 +1.7605e+000 +2.9300e+000 -2.1485e+000 -2.8368e+000 +2.9467e+000 -1.3215e-001
342 +8.558582593e+001 +8.558582593e+001 +1.650658259e+002 +1.650658259e+002 -2.8353e+000 +1.5683e+000 +3.8629e-001 +1.8391e+000 -3.5945e+000 +4.8538e-001 +3.9902e+000 -3.7061e+000 -2.4642e+000 -2.5250e+000 -4.0315e+000 +2.0398e+000 -1.0044e+000 -1.0909e+000 +2.5179e-001 +1.5491e+000 -1.5129e+000 -1.2428e+000 +4.3182e+000 -1.6710e-001
