% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.389545005e+009 +7.389545005e+009 +7.389544384e+009 +7.389544384e+009 +7.4593e-002 +3.3912e+000 -1.8944e-001 +4.7916e+000 +1.4325e+000 +3.2817e+000 +3.3304e+000 -3.4049e+000 +1.0256e-001 -3.0142e+000 -5.3669e+000 -1.8275e-001 -6.7162e-001 +2.0216e+000 +4.2348e+000 +8.1287e-001 +1.0262e+000 +3.4629e+000 +6.9980e+000 +3.3103e+000
2 +1.349155607e+009 +1.349155607e+009 +1.349154986e+009 +1.349154986e+009 -1.0300e-001 +3.0328e+000 -3.5928e+000 +6.6437e-001 +2.2295e+000 -1.8445e+000 +4.6848e+000 -2.6035e+000 -2.4301e+000 -2.1136e+000 +2.0444e+000 -2.9304e+000 +2.1558e-001 +1.0213e+000 -9.3262e-001 -3.3129e+000 +5.2465e-001 +3.2089e+000 -1.8443e+000 +2.0159e+000
9 +8.428277206e+008 +8.428277206e+008 +8.428270995e+008 +8.428270995e+008 -5.0368e+000 +6.5239e+000 -1.1616e+000 +1.0524e+001 +3.4561e+000 +1.1249e+000 +4.7338e+000 +5.5350e+000 +2.3225e+000 -2.6732e+000 -1.4478e+000 -2.5789e+000 +2.7877e+000 -9.4403e-001 +3.2807e+000 -4.5133e+000 -2.0034e-001 +1.4594e+000 -2.7797e+000 -2.7094e+000
19 +6.544944505e+008 +6.544944505e+008 +6.544938294e+008 +6.544938294e+008 -3.9410e-001 +6.3261e+000 -1.2338e+000 +3.6308e+000 +2.0389e+000 +3.3761e+000 +2.0772e+000 +2.9447e+000 +5.2851e+000 -1.2176e+000 +3.9193e-001 -6.5896e-001 -1.7633e+000 -4.2569e-001 -2.0074e-001 +3.9597e+000 -2.1793e+000 +1.0756e+000 -3.1325e+000 -3.1757e+000
102 +1.930543330e+008 +1.930543330e+008 +1.930537119e+008 +1.930537119e+008 -3.0596e-001 +6.7299e+000 -1.7253e+000 -1.3539e+000 -1.0163e+000 -2.4619e+000 +2.1329e+000 -9.7022e-001 +1.2997e+000 -1.3348e+000 -5.7101e-001 -4.2594e+000 +5.7818e+000 -1.1844e+000 -1.7865e+000 -3.5095e+000 -1.4603e+000 +1.3880e+000 -3.6217e+000 -1.2207e+000
225 +7.854174163e+007 +7.854174163e+007 +7.854112052e+007 +7.854112052e+007 +6.8065e-001 +6.2008e+000 +2.3030e-001 -6.2782e+000 +2.3083e+000 -1.0408e+000 +4.0902e-001 -2.7690e-001 +3.6525e+000 +1.4164e+000 +5.8534e-001 -3.5546e-001 +1.3715e+000 +2.9680e-001 +6.0806e-001 -5.3250e+000 -1.4556e+000 +6.1760e-001 +9.9303e-002 -1.6881e+000
747 +7.515554743e+007 +7.515554743e+007 +7.515492632e+007 +7.515492632e+007 -8.3461e-001 +4.9007e+000 -3.2364e+000 -3.0075e+000 +4.3962e+000 -1.6119e-001 +7.2099e-001 +1.2077e+000 +3.2150e+000 +2.2708e-001 -1.8530e-001 +3.6878e-002 +6.7278e+000 +2.2262e-001 +2.6632e+000 -4.1439e+000 +1.6942e+000 +3.4328e-001 +1.1036e+000 +1.3264e+000
798 +6.145231139e+007 +6.145231139e+007 +6.145169028e+007 +6.145169028e+007 -7.5579e-001 +7.3052e+000 -1.7077e+000 -3.8262e+000 +5.5304e-001 +3.1685e-001 +4.9368e-001 +2.1155e+000 +5.1418e+000 +1.3388e-001 +2.3798e-001 +2.1288e+000 +4.7510e+000 -2.2132e+000 +3.7351e+000 -3.3482e+000 +2.0270e+000 +7.5618e-001 -5.3518e-001 -5.2001e-001
809 +5.329038359e+007 +5.329038359e+007 +5.328976248e+007 +5.328976248e+007 +1.6707e-001 +7.9585e+000 +3.2159e-001 -4.4531e+000 +2.8180e-001 -1.3334e+000 +8.6651e-001 +2.8365e+000 +4.4832e+000 -6.1370e-001 +3.2486e-002 +1.5699e+000 +2.8257e+000 -1.2424e-001 +2.6133e+000 -3.6604e+000 +7.9936e-001 +1.1293e+000 +1.1006e+000 +8.6291e-001
1043 +3.474803822e+007 +3.474803822e+007 +3.474741711e+007 +3.474741711e+007 -2.9109e+000 +4.8415e+000 -1.4273e+000 -3.3433e+000 +9.9385e-001 -1.9963e-001 +2.3551e+000 -1.1090e+000 +1.6891e+000 +6.1427e-001 +3.1628e-001 -4.4514e-001 +4.1143e+000 +9.0872e-001 +1.8967e+000 -2.5202e+000 +9.7048e-001 -1.1263e-001 +1.4085e+000 +8.8720e-001
1161 +3.207969848e+007 +3.207969848e+007 +3.207907737e+007 +3.207907737e+007 -4.6951e-001 +5.8527e+000 -6.0228e-001 -4.4916e+000 +9.0362e-001 -1.1600e+000 +2.6048e+000 -1.5318e-001 +2.9446e+000 +6.2850e-001 -1.0254e+000 +2.1928e+000 +3.7870e+000 +3.4367e+000 +5.4021e+000 -3.3804e+000 +1.6219e+000 +1.0797e+000 -2.5732e-001 +2.4605e-001
1355 +2.994554682e+007 +2.994554682e+007 +2.994492571e+007 +2.994492571e+007 -5.3341e-001 +3.2056e+000 -1.9781e+000 -2.6616e+000 +1.3736e+000 -3.5216e-001 -7.6449e-002 +8.6285e-001 +1.3313e+000 -2.6481e-001 -6.4380e-001 +2.3172e+000 +4.6238e+000 +1.1940e+000 +3.3023e+000 -3.2683e+000 +1.0139e+000 +4.3676e-002 +1.2375e+000 +9.2179e-001
1446 +2.721762381e+007 +2.721762381e+007 +2.721700270e+007 +2.721700270e+007 -1.4913e+000 +4.0335e+000 -3.6785e-001 -5.3371e+000 +5.2935e-001 +2.7608e-001 +3.0410e+000 +5.4910e-001 +2.4546e+000 -2.4733e-001 +1.3077e-001 +3.4449e+000 +3.2482e+000 +2.6339e-001 +4.0234e+000 -3.0493e+000 +3.7069e+000 +2.3921e-001 -8.7436e-001 +6.9822e-001
1492 +2.317629548e+007 +2.317629548e+007 +2.317567437e+007 +2.317567437e+007 -1.9848e+000 +2.1560e+000 -2.2086e-001 -4.9302e+000 -2.2280e-001 -1.3767e+000 +5.1834e-001 +1.5909e+000 +2.1379e+000 -1.5994e-001 -1.0961e+000 +3.2465e+000 +4.0851e+000 +8.5883e-001 +2.1464e+000 -3.5441e+000 +1.1114e+000 +1.6672e-001 +8.9274e-001 +9.3584e-001
1510 +2.164130633e+007 +2.164130633e+007 +2.164068522e+007 +2.164068522e+007 -4.4126e-001 +4.6998e+000 -1.4326e+000 -2.1473e+000 -2.5923e-001 -2.9295e-001 +1.5997e+000 +1.5192e+000 +9.6817e-001 +8.2273e-001 +1.8339e+000 +2.6368e+000 +2.9814e+000 +1.4578e+000 +3.9959e+000 -1.9038e+000 +1.9820e+000 +1.1116e+000 +1.3256e+000 -3.7501e-001
1525 +2.049128145e+007 +2.049128145e+007 +2.049066034e+007 +2.049066034e+007 +1.9129e-001 +5.2192e+000 -1.4018e+000 -4.2855e+000 +3.0644e-001 -7.5321e-001 +9.7283e-001 +9.0206e-001 +1.6775e+000 -1.1428e+000 +1.6334e+000 +2.4754e+000 +2.8377e+000 +8.3637e-001 +3.4695e+000 -3.5785e+000 +1.8933e+000 -3.2609e-003 +7.1671e-001 +1.5414e-001
1653 +1.890763653e+007 +1.890763653e+007 +1.890701542e+007 +1.890701542e+007 -1.0765e+000 +5.4900e+000 -4.1873e-001 -4.3925e+000 +3.2772e-001 -1.4821e+000 +2.3276e+000 +1.1697e+000 +1.5667e+000 +4.3953e-001 -8.0036e-001 +1.0869e+000 +2.5450e+000 +1.4315e+000 +3.1628e+000 -2.4741e+000 +3.5787e-001 +1.2968e+000 +7.9963e-001 +5.3908e-001
1695 +1.658910927e+007 +1.658910927e+007 +1.658848816e+007 +1.658848816e+007 +1.2116e+000 +4.0507e+000 -1.4553e-001 -4.5074e+000 -1.0335e+000 -1.1140e+000 +2.0716e+000 +7.6442e-001 +1.8699e+000 -1.0877e-002 -5.7246e-003 +2.3468e+000 +2.6211e+000 +1.9589e+000 +2.9633e+000 -2.7799e+000 +1.4139e+000 +9.2066e-001 -2.7094e-001 -7.1506e-001
1701 +1.373632834e+007 +1.373632834e+007 +1.373570723e+007 +1.373570723e+007 -1.8815e+000 +3.8811e+000 -7.2165e-001 -4.9682e+000 +4.5415e-001 -1.0743e+000 +2.2640e+000 +3.8811e-001 +1.3166e+000 +5.3931e-002 -1.2153e+000 +2.2569e+000 +3.1600e+000 +1.0886e+000 +2.6491e+000 -3.3761e+000 +1.0073e+000 +1.3373e+000 +2.3091e-001 -5.1682e-002
1764 +1.253949306e+007 +1.253949306e+007 +1.253887195e+007 +1.253887195e+007 -6.9108e-001 +5.1813e+000 -9.8974e-001 -4.2495e+000 -4.3321e-001 -1.3455e+000 +3.0424e+000 -4.2113e-001 +1.8450e+000 -6.5275e-001 -1.0977e-001 +3.1523e+000 +3.4471e+000 +1.0705e+000 +3.9993e+000 -1.4324e+000 +2.1661e+000 +1.1991e+000 -3.4967e-001 -4.3144e-001
1768 +1.010867946e+007 +1.010867946e+007 +1.010805835e+007 +1.010805835e+007 -1.3149e+000 +4.1124e+000 -3.7513e-001 -4.3828e+000 -6.7804e-001 -1.7458e+000 +1.8518e+000 -2.6622e-001 +1.7248e+000 +2.5087e-001 +9.5006e-001 +1.6400e+000 +3.6333e+000 +5.4153e-001 +2.0975e+000 -3.4655e+000 +3.0870e+000 +1.0401e+000 +5.3957e-001 -3.8415e-001
1815 +7.112398635e+006 +7.112398635e+006 +7.111777525e+006 +7.111777525e+006 -1.7338e-002 +4.2924e+000 -3.8864e-001 -2.7552e+000 -2.5405e-001 -1.4426e+000 +7.9334e-001 -2.4893e-001 +1.4867e+000 -1.3342e-001 -4.2994e-001 +2.4428e+000 +3.4379e+000 +1.3759e+000 +2.6971e+000 -2.4739e+000 +1.1790e+000 +1.1601e+000 -3.8922e-002 -7.5066e-001
1899 +6.988192068e+006 +6.988192068e+006 +6.987570958e+006 +6.987570958e+006 -1.4602e+000 +4.2446e+000 -5.6934e-001 -4.8807e+000 +5.2250e-001 -1.2137e+000 +9.8331e-001 -9.3262e-001 +1.1196e+000 +3.5694e-001 -8.7625e-002 +2.4133e+000 +3.8335e+000 +1.0782e+000 +2.4415e+000 -2.8395e+000 +1.0197e+000 +1.3790e+000 +9.9013e-001 -1.0484e+000
2035 +6.214854274e+006 +6.214854274e+006 +6.214233164e+006 +6.214233164e+006 -1.5049e+000 +3.3693e+000 -8.4509e-001 -4.7448e+000 -7.6744e-002 -2.6979e+000 +1.9034e+000 +2.5094e-001 +2.1682e+000 +1.9413e-001 +4.1511e-001 +2.3053e+000 +3.6827e+000 +1.0245e+000 +2.8928e+000 -2.8046e+000 +1.3013e+000 +9.0948e-001 -3.2084e-002 +8.9899e-002
2138 +5.532628333e+006 +5.532628333e+006 +5.532007223e+006 +5.532007223e+006 -8.6514e-001 +3.8153e+000 -7.6126e-001 -4.3561e+000 -8.8979e-001 -1.6137e+000 +1.5226e+000 -2.3795e-001 +1.4695e+000 -6.4099e-002 +4.5802e-001 +2.7978e+000 +3.4703e+000 +2.0760e+000 +1.9236e+000 -2.9752e+000 +2.0535e+000 +1.2135e+000 +5.1534e-001 -6.2761e-001
