% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.934036793e+004 +2.934036793e+004 +2.944297793e+004 +2.944297793e+004 -8.8111e-001 +2.1624e+000 +2.0577e+000 +1.7467e+000 -4.9784e+000 -4.1571e+000 +5.0956e+000 +3.9493e+000 +2.4030e+000 -9.3863e-001 +4.8212e-001 -1.7814e+000 +1.2802e+000 +4.3634e+000 -2.7813e+000 +6.6166e+000 -4.1850e-001 -4.6890e+000 -9.2851e-001 +5.4615e+000
3 +2.495302937e+004 +2.495302937e+004 +2.505563937e+004 +2.505563937e+004 -4.1584e+000 +2.1824e+000 +3.6798e+000 +4.0399e+000 -4.0983e+000 -2.6063e+000 +4.7201e+000 +2.6468e+000 +4.4157e+000 +4.6969e+000 +1.2608e+000 -4.7550e+000 +3.9937e+000 +3.4449e+000 -5.6699e-001 +3.3149e+000 -6.4653e+000 -5.4783e+000 +2.8698e+000 -3.0399e+000
7 +1.238200909e+004 +1.238200909e+004 +1.248461909e+004 +1.248461909e+004 -4.4102e-001 +3.1073e+000 +3.4205e+000 +3.7573e+000 -2.6984e+000 -3.3931e+000 +3.4511e+000 +6.0681e+000 +4.7404e+000 +2.7088e+000 -1.0167e+000 -1.8097e+000 +4.9185e+000 +3.2837e+000 +2.9754e-001 +4.8397e+000 -9.9866e-001 -4.8636e+000 +5.7599e-001 +1.1113e+000
10 +5.178409192e+003 +5.178409192e+003 +5.281019192e+003 +5.281019192e+003 -1.0559e+000 +5.6567e+000 +2.2899e+000 -7.2480e-002 -3.2194e+000 -1.5069e+000 +4.5859e+000 +3.1110e+000 +2.2266e+000 +3.4577e+000 +4.0897e+000 -1.7960e+000 +4.6869e+000 +1.5973e+000 -1.8787e+000 -3.0754e-001 -2.7287e+000 -4.4230e+000 +8.6121e-001 +3.5870e+000
107 +2.525513962e+003 +2.525513962e+003 +2.628123962e+003 +2.628123962e+003 -3.9520e+000 +4.8105e+000 +1.2408e+000 +2.1344e+000 -1.8862e+000 -5.1187e+000 +2.9685e+000 +2.7875e+000 +3.2285e+000 +2.9452e+000 -1.8171e+000 -5.3639e+000 -1.3082e+000 +3.3591e+000 +8.5258e-001 +2.1572e+000 -5.1547e+000 -4.6819e+000 +1.9367e+000 +3.5121e+000
132 +2.231782009e+003 +2.231782009e+003 +2.334392009e+003 +2.334392009e+003 +1.0848e+000 +3.1806e+000 +3.2890e+000 +2.2574e+000 -1.8052e+000 -5.2405e+000 +4.7599e+000 +3.7323e+000 +3.2169e+000 +3.6612e+000 +1.0116e+000 -2.7937e+000 +2.7167e+000 +3.2519e+000 -8.6729e-001 +2.7682e+000 -5.2899e+000 -3.0066e+000 -1.6598e+000 +2.2236e+000
140 +5.424531015e+002 +5.424531015e+002 +6.450631015e+002 +6.450631015e+002 -1.5013e+000 +1.1952e+000 +3.3626e+000 +2.2576e+000 -4.0597e+000 -3.4863e+000 +2.0449e+000 -2.2130e-002 +1.6561e+000 +4.3825e+000 -4.6392e-001 -1.7993e+000 +2.9229e+000 +2.2987e+000 -3.1920e-001 -2.3286e-001 -3.1227e+000 -2.7708e+000 +4.5257e+000 +2.3132e+000
249 +5.269351014e+002 +5.269351014e+002 +6.295451014e+002 +6.295451014e+002 -1.9349e+000 +3.4603e+000 +2.3383e-001 +3.6592e+000 -1.8548e+000 -2.4748e+000 -2.5917e-001 +3.0607e+000 +3.3707e+000 -3.1981e-001 -9.6949e-001 -2.5340e-001 +1.9578e+000 +2.6761e+000 -4.8259e+000 +2.3194e+000 -2.4278e+000 -9.8454e-001 +3.0244e+000 +2.5536e+000
418 +5.172612251e+002 +5.172612251e+002 +6.198712251e+002 +6.198712251e+002 +5.9255e-002 +2.4447e+000 -4.4759e-001 +1.2539e+000 -2.3535e+000 -3.6902e+000 +3.3325e+000 +4.6123e+000 +1.0606e-001 +1.8860e+000 -1.6769e+000 -7.1846e-001 +1.9145e+000 +2.9316e+000 -1.5721e+000 +1.3139e+000 -3.2158e+000 -3.1663e+000 +1.1591e+000 +1.7871e+000
422 +4.893735796e+002 +4.893735796e+002 +5.919835796e+002 +5.919835796e+002 +3.7155e-001 +1.3425e+000 +2.6707e+000 +1.8460e+000 -2.6556e+000 -3.3214e+000 +1.3919e+000 +1.1179e+000 +1.5804e+000 +4.9167e+000 -3.4299e-001 -7.6768e-001 +8.9954e-001 +2.2844e+000 -1.3820e+000 +1.8486e+000 -2.7386e+000 -2.8802e+000 +3.2561e+000 +2.2228e+000
