% function evaluation | noise-free fitness - Fopt (4.078000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.965883841e+001 +8.965883841e+001 +1.304388384e+002 +1.304388384e+002 +2.5334e-001 +2.4153e-001 +1.8869e+000 +2.6125e+000 +2.9762e+000 -2.8275e+000 -3.2369e+000 -5.5436e+000 +5.5300e-002 +2.6782e+000 -4.2078e+000 +6.9300e+000 +2.7354e-002 +1.5580e+000 +1.6876e+000 +2.1001e+000 -2.8486e+000 -2.3145e+000 +8.7182e-001 +4.1398e-001
4 +8.835181811e+001 +8.835181811e+001 +1.291318181e+002 +1.291318181e+002 -1.1090e+000 +1.5096e+000 -1.8271e+000 -1.2764e-001 +2.3740e+000 -5.1314e+000 -5.5868e-001 -8.7415e-001 -1.0840e+000 +4.0545e+000 -5.7926e+000 +5.0064e+000 +8.9295e-001 +2.6041e+000 +6.5297e+000 -1.1550e+000 -1.6449e+000 -1.0093e+000 -2.3781e+000 +4.6072e-001
26 +8.679255620e+001 +8.679255620e+001 +1.275725562e+002 +1.275725562e+002 +4.6335e+000 +7.8096e-001 -3.1171e-001 -2.4829e+000 +9.6597e-001 -1.5686e+000 -5.4827e-001 +1.1000e+000 -3.5368e+000 +6.1598e+000 -2.5251e+000 +4.6350e+000 +3.7997e+000 +3.5466e+000 +2.9330e+000 +2.4357e+000 +6.9442e-001 -2.9398e+000 +1.0597e+000 -1.0413e+000
33 +8.333357577e+001 +8.333357577e+001 +1.241135758e+002 +1.241135758e+002 +1.2653e+000 +2.2794e+000 +2.2030e+000 -6.7696e-001 +3.2753e+000 -7.0527e-001 +5.0753e+000 -2.3084e+000 -1.7508e+000 +3.9596e+000 -4.6603e-001 +5.3701e+000 +2.3937e+000 +2.0811e+000 +2.5319e+000 -3.9009e-001 -3.4865e+000 +1.4469e+000 +4.6656e+000 +3.4441e+000
57 +8.308360048e+001 +8.308360048e+001 +1.238636005e+002 +1.238636005e+002 -2.7508e+000 +5.8860e-001 +2.9051e+000 -2.4928e+000 +2.9986e+000 -1.0556e+000 +3.1952e-001 +5.8569e-001 -2.0835e+000 +5.2702e+000 -1.5788e+000 +5.4425e+000 +4.3448e+000 +3.8629e+000 +2.7983e+000 +2.8547e-001 -1.4679e+000 -8.8493e-001 -1.8841e-001 +1.8614e+000
65 +8.092187354e+001 +8.092187354e+001 +1.217018735e+002 +1.217018735e+002 -4.5963e+000 +3.0765e+000 -3.3155e+000 -2.5610e-001 +6.4417e+000 -2.0533e+000 -1.9961e-002 +1.7570e+000 -1.4204e+000 +3.1672e+000 -5.0106e+000 +2.9817e+000 +2.0582e+000 +1.7670e+000 +3.9956e+000 +7.6589e-001 -2.3267e+000 +3.0764e+000 +4.2249e+000 +2.5448e+000
160 +7.849985785e+001 +7.849985785e+001 +1.192798578e+002 +1.192798578e+002 -9.5208e-001 +1.1746e+000 +2.9167e+000 -4.2219e+000 +3.2582e+000 +9.3114e-001 +2.0332e+000 +1.3365e+000 +2.4986e+000 +8.3822e-001 +1.4606e+000 +2.4341e+000 +1.0253e+000 +1.3016e+000 +3.9056e+000 +1.9823e+000 -1.6931e+000 -5.0556e+000 -2.9807e+000 +1.3583e+000
401 +7.717957798e+001 +7.717957798e+001 +1.179595780e+002 +1.179595780e+002 -3.3793e-001 -2.2298e+000 +1.9700e+000 +4.4669e-001 +3.2173e+000 +6.5050e-001 +5.6607e-001 -1.3211e-001 +3.7285e-001 +3.1217e+000 +1.1315e+000 +3.7359e+000 +8.5895e-001 +2.6807e+000 +2.2015e+000 +9.8713e-001 -1.9941e+000 -1.0426e+000 +2.1840e+000 -1.1680e+000
585 +7.222907497e+001 +7.222907497e+001 +1.130090750e+002 +1.130090750e+002 -5.2281e-001 +2.8661e-001 +1.0725e+000 -5.0690e-001 +5.2267e+000 -1.2868e+000 +2.3356e+000 +7.6762e-002 -5.9982e-001 +3.5186e+000 -5.2770e+000 +3.6462e+000 +2.4617e+000 -3.3015e-001 +1.2831e+000 -3.3623e-001 -1.0287e+000 +1.5843e+000 +1.9086e+000 +4.1821e+000
658 +6.999427146e+001 +6.999427146e+001 +1.107742715e+002 +1.107742715e+002 -1.3102e-001 -8.5791e-001 +2.9309e+000 -5.9155e-001 +2.4360e+000 -7.8210e-001 +3.2170e-001 +6.5283e-001 +1.8400e-002 +2.3278e+000 +6.1654e-001 +4.0464e+000 +1.4043e+000 +2.5572e+000 +1.0363e+000 -8.7852e-001 +4.8387e-001 -3.0994e+000 +1.1181e+000 +2.7697e+000
