% function evaluation | noise-free fitness - Fopt (4.078000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.237241309e+002 +1.237241309e+002 +1.645041309e+002 +1.645041309e+002 -5.0592e+000 -7.6451e+000 +1.8872e+000 -8.1301e-001 +2.9720e+000 -4.9946e+000 +1.0384e+000 -3.7451e+000 +2.7183e+000 -8.6438e+000 +3.7248e+000 +3.8671e-001 +4.1556e-001 -5.0972e+000 -8.9835e+000 +9.3780e-001 -1.8220e+000 +2.9126e+000 +1.0309e+000 +6.0049e+000
6 +1.054148895e+002 +1.054148895e+002 +1.461948895e+002 +1.461948895e+002 -3.3989e+000 -2.1904e+000 +3.1162e+000 +2.8481e+000 +4.9833e+000 +1.2302e+000 +4.1270e+000 +2.7420e+000 -2.5564e+000 -2.3017e+000 -5.9645e+000 -1.4644e+000 +2.7931e-001 -7.4098e+000 -1.8061e+000 -1.0840e+000 -4.4665e+000 -3.4241e+000 +4.1962e+000 +8.4941e+000
7 +9.029860389e+001 +9.029860389e+001 +1.310786039e+002 +1.310786039e+002 -1.0938e-001 -3.3019e+000 +2.7967e+000 -7.9161e-001 +3.5600e+000 -1.7163e+000 +5.7945e+000 -6.6997e+000 +4.7552e+000 +9.1617e-001 -1.6078e+000 -4.3090e+000 -4.4880e-001 -5.4899e+000 -3.2499e+000 +1.3004e-001 -3.9649e+000 +3.8318e+000 +5.5383e+000 -1.9098e+000
22 +8.911375830e+001 +8.911375830e+001 +1.298937583e+002 +1.298937583e+002 -3.4966e+000 -6.3455e-001 +3.8332e+000 +1.4100e+000 +2.6987e+000 +2.2843e+000 +3.1594e+000 -2.4442e+000 +1.9998e+000 -1.1001e+000 -3.0882e+000 +6.5627e-001 -8.5821e-001 -5.6429e+000 -1.4516e+000 -1.2713e+000 -1.9322e+000 +3.2327e+000 +6.9244e+000 +1.6260e+000
106 +8.521465505e+001 +8.521465505e+001 +1.259946551e+002 +1.259946551e+002 -2.9024e+000 -4.6039e+000 -1.0866e+000 +3.5959e+000 +2.6059e+000 -2.6515e+000 +2.7427e+000 -2.0219e+000 +4.5622e+000 +1.1363e+000 -3.2998e+000 -1.0926e-001 -2.7967e+000 -2.6321e+000 +2.7210e+000 +8.6362e-001 -3.2545e+000 +3.5322e+000 +5.4070e+000 +2.5830e+000
169 +8.411606768e+001 +8.411606768e+001 +1.248960677e+002 +1.248960677e+002 -2.3820e+000 -1.6009e+000 -2.3719e+000 -1.7309e-001 +2.4786e+000 -5.1940e+000 +3.0699e+000 -1.0069e+000 +3.1742e+000 -2.7884e+000 -3.5284e+000 +6.6406e-001 -4.2661e-001 -1.8492e+000 -2.4641e+000 -2.9103e+000 -3.0812e+000 +4.4618e+000 +2.8562e+000 -2.4614e-001
231 +8.290137491e+001 +8.290137491e+001 +1.236813749e+002 +1.236813749e+002 -3.0252e+000 -4.0339e+000 +4.0708e-001 +7.2484e-001 +9.0373e-002 +2.8146e+000 +5.6225e+000 +2.5104e+000 +3.0981e-002 -1.9491e+000 -3.0230e+000 -2.6201e+000 +1.1133e+000 -2.8052e+000 -7.8413e-001 -2.6900e+000 -1.8067e+000 +4.2056e+000 +3.5850e+000 +2.3280e+000
394 +8.033373672e+001 +8.033373672e+001 +1.211137367e+002 +1.211137367e+002 +1.7518e+000 -2.8085e+000 -1.0370e+000 -1.3203e+000 +3.0109e+000 -4.6173e-002 +6.0242e-001 -4.0453e+000 +3.2862e+000 +1.9704e+000 +1.8611e-001 +1.4504e+000 -2.5491e+000 -4.3587e+000 +3.2840e+000 -4.0540e+000 +2.2820e+000 +3.9757e+000 +3.0883e+000 +5.6927e+000
397 +7.923458314e+001 +7.923458314e+001 +1.200145831e+002 +1.200145831e+002 +1.9986e-001 -3.6218e+000 +2.0437e-001 -6.9066e-001 +4.6417e-001 +1.8703e+000 -1.3397e+000 -3.2777e+000 +3.6325e+000 -3.1012e-002 +4.5465e-001 -1.4683e+000 +1.9556e+000 -5.1745e+000 -3.0265e+000 -8.0482e-001 -4.2990e+000 +3.8704e+000 +3.2400e+000 +4.4527e+000
716 +7.710940564e+001 +7.710940564e+001 +1.178894056e+002 +1.178894056e+002 +2.2101e-001 -2.2008e+000 +1.0929e+000 -3.8184e+000 +3.9148e-001 +1.2933e+000 +1.4138e+000 -3.3278e-001 +5.4472e+000 -9.6697e-001 +5.3880e-001 +2.4693e+000 -2.6899e-001 -2.2698e+000 +4.7789e-001 -1.9186e+000 -3.1885e+000 +1.9185e+000 +4.0022e+000 +2.5407e+000
