% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.416444058e+005 +8.416444058e+005 +8.417935558e+005 +8.417935558e+005 -2.6618e+000 +5.2103e+000 -7.7682e-001 -3.0222e+000 -4.4298e+000 +2.5421e+000 +3.0742e+000 +1.4291e+000 +1.4996e+000 +6.3855e+000 +4.0487e+000 -8.5264e-001 -2.3069e+000 +3.4617e+000 +1.8006e+000 +1.1104e+000 +4.6365e+000 +4.1417e+000 -5.2783e-001 +1.9866e+000
6 +5.623496967e+005 +5.623496967e+005 +5.624988467e+005 +5.624988467e+005 +5.3249e+000 +1.4514e-001 -2.2603e+000 -8.1896e-001 -1.7851e+000 +1.2288e+000 -6.6609e-001 +2.9539e+000 +2.8689e-001 +2.9918e+000 +3.5418e+000 -4.2718e+000 -3.1629e+000 -9.9618e-001 +1.7122e-001 +7.8372e-001 -4.0555e+000 +4.0774e+000 -2.1391e+000 +1.2531e+000
28 +4.311592377e+005 +4.311592377e+005 +4.313083877e+005 +4.313083877e+005 +5.1277e+000 +1.3800e+000 +1.5027e-001 +1.5217e-001 -3.1762e+000 +1.1020e+000 +2.7492e+000 +5.5797e-001 +4.0240e+000 +4.5072e+000 +3.0257e+000 -2.5173e-001 -2.7576e+000 +1.4903e+000 -2.2258e+000 +1.1880e+000 -2.3671e+000 +3.7335e+000 -3.5215e+000 +1.1557e+000
30 +4.093267332e+005 +4.093267332e+005 +4.094758832e+005 +4.094758832e+005 +2.3392e+000 +1.2603e+000 -3.2881e+000 +6.0930e-001 -3.7147e+000 +1.8166e+000 +5.0428e-001 -2.4943e+000 +1.6491e-001 +2.9405e+000 +1.6603e+000 +2.7466e+000 -1.3251e+000 +9.2246e-001 -7.5889e+000 -9.9625e-001 +5.7599e+000 +3.7646e+000 -2.6297e-001 -1.0613e+000
40 +2.633218826e+005 +2.633218826e+005 +2.634710326e+005 +2.634710326e+005 +1.4289e+000 +3.6006e+000 -4.7878e-001 -1.2204e+000 -5.8069e+000 +2.6839e+000 +1.5258e+000 -1.4452e+000 +8.4226e-001 +2.1978e+000 +2.4841e+000 -1.7590e-001 +2.8546e+000 -2.2978e+000 +1.5466e+000 -3.3126e+000 +4.2787e+000 +2.7138e+000 -4.5674e-001 +2.1852e+000
127 +2.413798065e+005 +2.413798065e+005 +2.415289565e+005 +2.415289565e+005 +2.8866e+000 +2.3626e+000 +1.8024e+000 +4.4754e-001 -4.5267e+000 +2.2524e+000 +3.7546e+000 +1.0727e+000 +4.2140e-001 +3.7663e+000 -1.8084e+000 +3.5478e+000 -5.0029e-001 -4.7511e-002 +8.4341e-001 -1.2486e+000 +7.6581e-001 +3.9989e+000 -3.0767e+000 -1.4022e+000
166 +1.987765714e+005 +1.987765714e+005 +1.989257214e+005 +1.989257214e+005 +1.4029e+000 +2.5650e+000 +1.3527e+000 -3.3010e+000 -4.0582e+000 +1.4355e+000 +1.1381e+000 +1.6428e+000 +2.3226e+000 +2.3225e+000 +1.8325e+000 -4.6549e-001 +8.7717e-001 +3.7537e-002 +3.4195e+000 +1.6424e+000 +1.1677e+000 +1.8090e+000 -2.4854e+000 +2.9586e+000
227 +1.513959989e+005 +1.513959989e+005 +1.515451489e+005 +1.515451489e+005 +1.0811e+000 +1.5127e+000 -1.3015e-001 -3.0358e+000 -1.0137e+000 +8.5834e-001 +9.8039e-001 +1.2752e+000 +1.8290e-001 +4.5217e+000 -6.6831e-002 -5.8189e-002 -1.3267e+000 -2.5966e+000 -1.6674e-001 +4.5679e-001 +1.0268e+000 +4.2580e+000 -1.5378e+000 -6.4273e-001
303 +1.072856652e+005 +1.072856652e+005 +1.074348152e+005 +1.074348152e+005 +2.1983e+000 +2.1119e+000 -1.0809e+000 -1.0343e+000 -4.5101e+000 -2.3748e-003 +2.7212e+000 +1.4142e+000 +1.5233e+000 +2.0932e+000 -5.4064e-001 -7.7582e-001 -7.4789e-001 +2.7671e-002 -7.6223e-001 +2.3226e+000 +1.6295e+000 +3.4145e+000 -2.0718e+000 +2.3344e+000
316 +8.699875186e+004 +8.699875186e+004 +8.714790186e+004 +8.714790186e+004 +1.8730e+000 +2.4183e+000 -8.8274e-002 -1.4841e+000 -5.1968e+000 +1.4167e-001 -3.3640e-002 -1.2354e+000 -7.4900e-001 +2.8180e+000 -4.5923e-001 -1.8405e-002 +2.1689e+000 -6.2995e-002 +1.8647e+000 -2.0313e+000 -2.8844e+000 +3.4774e+000 -2.8255e+000 +4.9009e+000
402 +7.243257477e+004 +7.243257477e+004 +7.258172477e+004 +7.258172477e+004 -2.6370e+000 +9.4099e-001 +6.4198e-001 -1.0535e-001 -3.6623e+000 +5.9544e-001 +1.4460e+000 -5.2319e-002 +2.0028e+000 +2.6369e+000 +3.8101e-001 +1.5724e-001 -4.0776e-001 -5.2087e-001 +5.9697e-001 -2.4494e-001 +2.5262e+000 +4.0340e+000 -1.7283e+000 +1.2863e+000
458 +6.413251116e+004 +6.413251116e+004 +6.428166116e+004 +6.428166116e+004 +1.3557e+000 +1.8381e+000 +1.8754e+000 -2.0658e-001 -4.4934e+000 +7.0193e-001 +1.4973e+000 +1.0914e+000 +1.1839e+000 +1.7971e+000 -1.0552e+000 -1.0752e+000 -1.4893e+000 -2.1034e-001 -8.1400e-002 +1.6868e+000 +2.6298e+000 +2.2652e+000 -2.3071e+000 +2.1967e+000
497 +6.241890244e+004 +6.241890244e+004 +6.256805244e+004 +6.256805244e+004 +7.6900e-002 +8.8601e-001 -1.1200e+000 +3.3602e-001 -6.6330e+000 -2.6120e-001 +1.1690e+000 +6.6962e-002 +1.0275e+000 +2.6777e+000 -3.0245e-002 -4.6112e-001 -5.5814e-001 +9.8295e-002 -1.9602e-001 -1.0464e+000 +3.4650e+000 +2.8941e+000 -1.6656e+000 +1.2582e+000
543 +4.775151721e+004 +4.775151721e+004 +4.790066721e+004 +4.790066721e+004 +2.2249e+000 -1.3817e-001 -1.6780e+000 -8.2496e-001 -7.5244e+000 +7.3422e-001 +6.5502e-001 +7.2278e-001 +9.0662e-001 +2.3547e+000 -3.3305e-001 +8.4163e-003 -5.2366e-001 +7.4361e-001 +1.0235e-001 +8.5899e-001 +8.0195e-001 +7.3401e-001 -4.9453e+000 +2.5043e+000
559 +2.826657353e+004 +2.826657353e+004 +2.841572353e+004 +2.841572353e+004 +3.5110e-001 +1.1388e-002 -5.0251e-001 -1.7961e+000 -3.2897e+000 +7.9367e-001 +1.4299e+000 +8.9695e-001 +5.9267e-001 +1.1670e+000 -7.6128e-001 -3.2050e-001 -5.2218e-002 +3.7494e-001 +4.3855e-001 +7.6124e-002 +1.7047e+000 +1.0087e+000 -5.3634e+000 +3.3736e+000
