% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.301743742e+006 +3.301743742e+006 +3.301779642e+006 +3.301779642e+006 +7.0563e-001 +1.2391e+000 -8.7292e+000 +3.1013e+000 -5.7857e-001 -1.5668e+000 -1.7461e+000 +5.2794e+000 -2.3966e+000 -3.1349e+000 -2.0089e+000 -3.7574e+000 -2.2613e+000 -3.4481e+000 -6.7427e+000 -2.0610e+000 +1.6849e+000 +2.6368e+000 +2.1026e+000 +4.5737e+000
2 +3.184263674e+006 +3.184263674e+006 +3.184299574e+006 +3.184299574e+006 +1.2439e+000 +4.7376e-001 +1.4862e+000 +6.2063e-001 +4.2426e+000 -3.6893e+000 -7.9671e+000 +2.7762e+000 -4.1557e+000 +2.8133e+000 +5.0848e+000 -7.5738e+000 -4.1721e+000 -2.9301e-001 -5.3738e+000 +2.6064e+000 +3.2018e+000 +5.2721e+000 +3.8566e+000 +2.3970e-001
3 +1.090292847e+006 +1.090292847e+006 +1.090328747e+006 +1.090328747e+006 +9.1452e+000 +2.8407e-001 -2.9833e+000 +6.1089e+000 +1.1059e+000 -9.5504e-002 -3.8603e+000 +2.4452e+000 -2.5082e+000 -2.8875e+000 -1.1933e-001 -2.9718e+000 -3.7296e+000 -5.1300e+000 +1.4693e-001 -3.6252e+000 -1.8073e+000 +7.7483e+000 +3.1312e+000 +3.4120e-001
23 +1.029309276e+006 +1.029309276e+006 +1.029345176e+006 +1.029345176e+006 -8.7699e-001 +5.0266e-001 +3.3573e+000 +2.7538e+000 -7.8177e-001 -3.6214e+000 -2.4873e+000 +5.8304e-001 -1.6813e+000 +6.9643e-001 -9.7357e-001 -3.6171e+000 -2.4246e+000 -4.8401e+000 -8.9695e-001 -2.9429e+000 -7.2915e-002 +6.6352e+000 +3.0078e+000 +4.1923e+000
39 +9.390899543e+005 +9.390899543e+005 +9.391258543e+005 +9.391258543e+005 +4.4659e+000 +1.3170e+000 +2.9939e+000 +3.6623e+000 -9.0029e-001 +5.6682e-001 -3.3150e+000 +7.4043e-001 -7.4616e+000 -2.9575e+000 -2.6420e+000 -5.4554e+000 -5.3932e-001 -7.0215e+000 +7.6164e-001 +7.5179e-002 -3.1093e+000 +7.2137e+000 +4.1875e+000 +2.3878e+000
81 +6.930190064e+005 +6.930190064e+005 +6.930549064e+005 +6.930549064e+005 +6.0228e+000 +1.2663e+000 +3.4794e-001 +1.0816e+001 +7.8015e-001 +4.6246e+000 -3.3403e+000 +2.8936e-001 -4.9873e-001 -3.1155e+000 -4.7604e+000 -3.2629e+000 -5.0554e+000 -8.5174e+000 +1.0736e+000 -5.7994e+000 +2.7815e+000 +8.4271e+000 +8.1088e-001 +6.7814e-001
101 +5.786204511e+005 +5.786204511e+005 +5.786563511e+005 +5.786563511e+005 +1.4992e+000 +5.2798e+000 -6.9061e-001 +2.4616e+000 +2.6776e+000 -6.8353e-001 -5.2719e+000 +1.0938e+000 -3.0604e+000 -6.3878e+000 -6.3452e-001 -1.7224e+000 -1.0927e+000 -7.7114e+000 +4.6217e+000 -1.4746e+000 +8.3367e+000 +1.2122e+001 +3.0830e+000 -1.8700e+000
104 +5.298332314e+005 +5.298332314e+005 +5.298691314e+005 +5.298691314e+005 +3.6261e+000 +4.7500e-001 +6.7319e-001 +6.8709e-001 -1.0720e+000 -1.9627e+000 -2.9522e+000 +1.4959e-001 -6.1206e+000 -1.3956e+000 -1.4798e+000 -3.0336e+000 -1.2171e+000 -3.9753e+000 +4.1058e+000 -4.4561e-001 +6.3883e-002 +4.7349e+000 -3.3030e-001 +3.9070e-001
164 +2.897187099e+005 +2.897187099e+005 +2.897546099e+005 +2.897546099e+005 +4.6012e+000 +2.6582e+000 +1.1897e+000 +6.5467e+000 -7.3301e-001 -2.3441e+000 -1.3435e+000 +1.5317e-002 -2.3552e+000 -5.9658e+000 -1.9671e+000 -4.9613e+000 -2.4962e+000 -4.7513e+000 +1.4636e+000 -2.7021e+000 +1.0476e+000 +7.1070e+000 +5.6807e-001 -7.3699e-001
258 +1.907464769e+005 +1.907464769e+005 +1.907823769e+005 +1.907823769e+005 +4.8190e+000 +2.4667e+000 +3.3927e+000 +4.4519e+000 -1.0503e+000 -1.5537e+000 -2.5412e+000 +1.2053e-001 -3.1148e+000 -2.7107e+000 -2.4594e+000 -3.5979e+000 -2.0281e+000 -4.4052e+000 +4.3728e+000 -2.9155e+000 +8.0141e-001 +8.4233e+000 +1.3491e+000 +1.6521e+000
312 +1.404532566e+005 +1.404532566e+005 +1.404891566e+005 +1.404891566e+005 +5.0097e+000 +1.6310e+000 +3.7306e+000 +3.6833e+000 -2.0024e+000 -4.0664e+000 -2.1651e+000 -4.7639e+000 -3.8521e+000 -1.7624e+000 -3.3472e+000 +1.5453e-001 -5.0150e+000 -4.6140e+000 -3.1385e+000 -4.6771e+000 -1.9070e-001 +7.1808e+000 +7.7074e-001 +3.7306e-002
