% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.380306646e+005 +4.380306646e+005 +4.381332746e+005 +4.381332746e+005 -1.2857e+000 +4.8446e+000 +4.1936e-001 -1.1193e+001 +1.3643e+000 -1.1204e+000 +7.2995e+000 -5.1110e+000 -2.9340e+000 -4.4113e-002 -2.6842e+000 -2.8851e-001 +3.2902e+000 -4.7511e+000 +3.7382e+000 +2.3869e+000 +2.9466e+000 -3.6928e+000 +2.1072e+000 +1.0741e+000
4 +2.150847264e+005 +2.150847264e+005 +2.151873364e+005 +2.151873364e+005 -3.4981e+000 +3.0506e+000 +2.2691e+000 +9.9106e-001 +2.0186e+000 -2.0597e+000 +4.3963e+000 -6.1215e+000 +1.9841e+000 +2.9863e+000 -8.6335e+000 +2.1497e+000 +8.9047e-001 +3.2156e+000 +7.6339e+000 -2.2713e+000 -7.4971e-001 -5.0957e-001 +4.5674e+000 -5.5502e-001
7 +3.097707513e+004 +3.097707513e+004 +3.107968513e+004 +3.107968513e+004 -3.6104e+000 +2.0526e+000 +4.2460e+000 -5.6438e+000 -5.8593e-001 +4.4934e-001 +2.3323e+000 -1.9306e+000 +2.2124e+000 +9.9321e-001 -2.1895e+000 +5.4595e-001 +6.6132e+000 -7.8648e-001 +3.3211e+000 +4.2107e+000 -1.5463e+000 +9.4079e-001 +3.0856e+000 +1.1220e+000
11 +2.723031874e+004 +2.723031874e+004 +2.733292874e+004 +2.733292874e+004 -5.5356e+000 +4.1927e+000 +2.6175e+000 -2.5284e+000 +2.8367e+000 +4.5256e-001 +6.0387e+000 +2.0273e-001 -1.9780e+000 -2.0694e-001 -9.2326e-002 -2.5685e+000 -8.9608e-001 -2.2227e+000 +7.8257e-001 +5.4981e-001 -9.4578e-002 +8.6074e-001 +6.1259e+000 +1.3459e+000
17 +1.717955303e+003 +1.717955303e+003 +1.820565303e+003 +1.820565303e+003 -4.8428e+000 +3.8950e+000 +4.9209e+000 -3.0046e+000 +4.0495e+000 -1.6306e+000 +3.2523e+000 +3.8249e+000 -4.4754e+000 -1.1992e-001 -3.5709e+000 -4.2827e+000 +4.4289e+000 -4.0073e+000 +1.9816e+000 -2.3380e+000 +7.8322e-001 +5.2135e+000 +3.7994e+000 +3.3819e+000
40 +6.839967399e+002 +6.839967399e+002 +7.866067399e+002 +7.866067399e+002 -2.5750e+000 +4.4566e+000 +9.0505e-001 -9.1047e-001 +6.9162e-001 +2.3166e-001 -1.6140e-001 +2.1240e-001 +8.4444e-001 +3.4796e-001 -3.2342e+000 -2.6470e-001 +3.6546e-001 -4.0299e+000 +3.2843e+000 +5.4036e-001 -3.0152e+000 +1.8129e+000 +4.5022e+000 -3.1557e-001
160 +6.249731313e+002 +6.249731313e+002 +7.275831313e+002 +7.275831313e+002 -3.6002e+000 +3.7453e+000 +1.8288e+000 +3.1693e+000 +2.8590e+000 -5.0658e-001 +4.0587e+000 -4.2528e-001 -4.3193e-001 +2.3301e+000 -2.1735e+000 -8.4482e-001 +1.6745e+000 +2.1814e+000 +3.3052e+000 +2.0844e+000 -7.7699e-001 -4.2224e-001 +1.8542e+000 +2.5065e+000
183 +5.608498618e+002 +5.608498618e+002 +6.634598618e+002 +6.634598618e+002 -2.9350e+000 +3.9190e+000 +2.8153e+000 +3.5614e-001 +1.8183e+000 +1.5574e+000 +8.7251e-001 +1.1490e+000 +1.0172e+000 +2.8527e+000 -6.1728e-001 -4.1139e-001 +1.2979e+000 -2.8284e+000 -1.0803e+000 +1.5681e+000 -1.8398e+000 +1.1758e+000 +1.3827e+000 +4.7155e-001
333 +5.361069140e+002 +5.361069140e+002 +6.387169140e+002 +6.387169140e+002 -4.1053e+000 +4.0475e+000 +1.7361e+000 -4.9983e-001 +1.8957e+000 +2.5655e+000 +3.2480e+000 +1.3981e+000 +4.9088e-001 +2.5165e+000 -2.5254e+000 +1.1179e-001 +2.8609e+000 -6.4010e-001 +2.4270e+000 +1.9269e+000 +1.6690e+000 -3.5514e-001 -7.0127e-001 -1.2481e+000
365 +5.190088784e+002 +5.190088784e+002 +6.216188784e+002 +6.216188784e+002 -3.3942e+000 +2.4125e+000 +3.4886e+000 -1.4740e+000 +2.3730e+000 -1.2915e+000 +2.1571e+000 +2.2040e+000 -3.6497e-001 +5.6121e-001 -1.8744e+000 +4.7421e+000 +1.9345e+000 -2.4972e+000 +2.5092e+000 +1.6632e+000 -3.6595e-001 -2.4828e+000 +1.8642e+000 -5.2665e-001
375 +4.905122656e+002 +4.905122656e+002 +5.931222656e+002 +5.931222656e+002 -2.7773e+000 +4.3064e+000 -9.8797e-001 -1.1065e+000 +1.1901e+000 -6.0114e-001 +2.5993e+000 +2.0111e+000 -1.0956e+000 +4.5120e+000 -1.5809e+000 +1.0763e+000 +1.1941e+000 -1.0773e+000 +1.7228e-001 -3.9956e-001 -1.3286e+000 +1.5102e+000 +1.4119e+000 +2.0500e+000
473 +3.981709763e+002 +3.981709763e+002 +5.007809763e+002 +5.007809763e+002 -1.0213e+000 +2.9511e+000 +1.5865e+000 -1.2262e+000 -4.1500e-001 -1.7397e+000 +1.5044e+000 +3.2970e-001 -1.0049e+000 +1.2948e+000 +5.1802e-001 -5.6488e-001 +3.0914e+000 -2.1526e+000 -1.0384e+000 +2.0726e+000 +7.0287e-002 +1.1568e+000 +2.9707e-001 +1.2745e+000
602 +3.924465111e+002 +3.924465111e+002 +4.950565111e+002 +4.950565111e+002 -1.1420e+000 +2.5965e+000 +1.7789e+000 -2.0126e+000 +5.4909e-001 -1.4311e+000 +7.4243e-001 -1.0551e+000 -5.3530e-001 -2.0940e+000 -1.3139e+000 -8.4978e-001 +4.4358e-002 -1.4646e+000 -3.8727e-001 +1.1345e+000 -2.3615e+000 +4.3374e-001 +2.8658e-002 +1.3291e+000
803 +3.481488578e+002 +3.481488578e+002 +4.507588578e+002 +4.507588578e+002 -1.9784e+000 +1.1171e+000 +2.1380e+000 -2.1050e-001 +1.7919e+000 +1.7422e-002 -1.1641e-001 +4.1407e-001 -8.5849e-001 +9.2922e-001 -6.6984e-001 +2.2675e+000 +1.7976e+000 +1.0722e+000 +1.4628e+000 +9.1411e-001 -7.1019e-001 +1.6062e+000 -8.9967e-001 +1.6667e+000
1027 +3.365912483e+002 +3.365912483e+002 +4.392012483e+002 +4.392012483e+002 -3.3392e-001 +1.2875e+000 +1.0871e+000 +4.4562e-001 -2.9154e-001 -1.8666e+000 +1.0620e-001 -8.7838e-001 +3.0512e-001 +3.7358e-001 +1.5156e-001 -2.8645e+000 +8.6404e-001 +1.1212e+000 -1.4860e-001 -8.9189e-001 +9.6310e-001 +4.2109e-001 +1.3002e-001 -8.0778e-001
