% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.077982813e+003 +5.077982813e+003 +5.061042813e+003 +5.061042813e+003 -1.9240e+000 -8.7970e-002 +4.0006e+000 +1.9841e+000 -6.2029e+000 +1.2377e+000 -1.5649e+001 +4.5193e-001 -3.8702e+000 -9.1070e+000 -8.5350e-001 -1.7331e+000 -3.7553e+000 -3.6072e+000 +8.8251e-001 -4.9653e+000 -4.8825e+000 -1.6168e+000 -2.6099e+000 -1.8855e+001
4 +1.953498611e+003 +1.953498611e+003 +1.936558611e+003 +1.936558611e+003 -3.9466e+000 -8.8100e+000 +4.2229e+000 +1.7926e+000 -5.0725e+000 -4.7948e-001 +2.2470e+000 -3.6170e+000 +1.1428e-001 -4.2139e+000 -5.1910e+000 +1.1532e+000 -4.0285e-001 +5.6194e-001 -3.3839e+000 -3.0652e+000 -1.5093e+000 -1.1273e+000 -2.1712e+000 +1.1282e+000
7 +8.951522355e+002 +8.951522355e+002 +8.782122355e+002 +8.782122355e+002 -1.1160e+000 -2.5322e+000 +6.3270e+000 +2.8634e+000 -8.3843e+000 +1.9060e+000 +5.0747e+000 +7.7202e-001 +1.8029e-002 -5.0260e+000 -5.3656e+000 -1.6467e+000 -4.5999e+000 -1.8491e+000 +2.2142e+000 -4.3107e+000 +2.7095e-002 -4.2395e+000 -6.2977e+000 +2.6057e+000
8 +5.339342873e+002 +5.339342873e+002 +5.169942873e+002 +5.169942873e+002 -4.9443e+000 -3.4326e+000 -1.9967e+000 +2.8817e+000 -5.2324e+000 +2.7214e-001 -3.5613e-001 -4.1295e+000 -5.7977e+000 -3.2410e+000 -3.1656e+000 -3.7117e+000 -1.9301e+000 +1.1378e+000 -3.2433e-001 -4.3959e+000 -4.5968e+000 +6.2995e+000 -5.7315e+000 +6.1567e+000
11 +4.955975615e+002 +4.955975615e+002 +4.786575615e+002 +4.786575615e+002 -5.4727e+000 -1.4502e+000 +4.0738e+000 -1.4680e+000 +1.0611e+000 +1.9947e-001 +4.2104e+000 -4.3983e+000 -2.3526e+000 -7.9150e+000 -4.0213e+000 -8.3481e+000 -2.7932e+000 -4.0777e+000 -2.3632e+000 -6.6381e+000 -2.7117e+000 +1.1726e+000 -4.1684e+000 -5.1364e-001
20 +4.198043860e+002 +4.198043860e+002 +4.028643860e+002 +4.028643860e+002 -4.3723e+000 -4.3289e+000 -1.3063e+000 +9.7057e-001 -2.1386e+000 +4.9859e+000 +1.2349e+000 -7.8992e+000 -8.6216e-001 +1.2492e-001 +2.7108e+000 -3.4293e+000 -2.9299e+000 +3.0410e-001 -1.1645e+000 -8.2428e-001 -3.7884e+000 -4.5819e-001 -6.7347e+000 +1.3305e+000
47 +3.512424346e+002 +3.512424346e+002 +3.343024346e+002 +3.343024346e+002 -5.1130e+000 -3.5912e+000 +6.1097e+000 +2.9825e+000 +2.8996e-001 -6.8467e-001 +5.0998e+000 -5.9033e+000 -1.2115e+000 -3.6064e+000 -2.8727e+000 -3.1060e+000 -1.2782e+000 -3.4228e+000 +2.4849e+000 -3.8678e+000 -4.0309e+000 +1.4578e-001 -5.2255e+000 +1.9353e+000
57 +2.826098264e+002 +2.826098264e+002 +2.656698264e+002 +2.656698264e+002 +6.2932e-002 -2.5531e+000 -1.2024e-001 -2.6819e+000 +2.8790e+000 +4.9333e+000 +2.4619e+000 -2.9073e-001 +9.6095e-002 -3.0655e+000 -6.5862e+000 -4.6431e+000 -7.1195e+000 -5.4659e+000 +7.5773e-001 -4.6296e+000 +1.5552e+000 -2.7737e-001 -6.6504e+000 +3.2221e+000
101 +2.774345281e+002 +2.774345281e+002 +2.604945281e+002 +2.604945281e+002 -2.4564e+000 -2.8329e+000 +3.7472e+000 +2.5517e+000 -1.2490e+000 +2.3981e+000 -5.1928e-001 -3.7268e+000 +1.1731e+000 -5.0157e+000 -4.1298e+000 -8.5591e-001 -4.2055e+000 -1.8815e+000 -3.2205e-001 -2.3005e+000 -2.1779e+000 +6.5788e+000 -3.3960e+000 +3.8132e+000
127 +2.246531125e+002 +2.246531125e+002 +2.077131125e+002 +2.077131125e+002 -1.5993e+000 -3.4215e+000 +2.6537e+000 -6.8117e-001 -3.7689e+000 +1.0801e+000 +4.0587e+000 -4.8517e+000 +3.4052e+000 -3.4158e+000 -2.3552e+000 -2.6089e+000 -2.3771e+000 -2.1132e+000 -6.2639e-001 -3.6878e+000 -1.9438e-001 -1.4136e-001 -2.8091e+000 -2.1843e+000
