% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.544870041e+001 +8.544870041e+001 +9.231870041e+001 +9.231870041e+001 +1.1341e+001 +7.3840e+000 +1.5873e+000 -5.3709e+000 -8.6520e-001 -1.9692e+000 +3.5935e+000 -2.8784e+000 +2.9776e+000 +5.0083e+000 -1.3610e+000 +1.4245e+000 -1.3213e+000 +7.0395e+000 -2.2768e+000 +1.0415e+000 -1.1542e+000 +5.5141e+000 -5.3541e+000 -9.0324e+000
2 +5.241362920e+001 +5.241362920e+001 +5.928362920e+001 +5.928362920e+001 +5.0490e+000 +4.6096e+000 +4.1012e+000 -3.5532e+000 +4.7762e+000 -1.5652e-004 +1.2755e+000 -4.8927e+000 -1.1272e+000 +6.7717e+000 -1.5844e+000 -5.2622e+000 -4.4512e+000 +4.0175e+000 -8.5330e-001 +4.4056e+000 +5.2846e-001 +5.3811e+000 -7.3738e-001 -1.0857e+001
4 +5.096018798e+001 +5.096018798e+001 +5.783018798e+001 +5.783018798e+001 +3.7972e+000 +5.8401e+000 +3.5521e+000 -6.2600e+000 +3.8215e+000 -7.1569e+000 +5.5513e+000 -3.2310e+000 +1.7338e+000 +1.0123e+001 +1.4758e+000 -1.7655e+000 -4.8687e-001 +2.6242e+000 -3.0411e-001 +3.9310e+000 +1.4620e+000 +4.7273e+000 -4.6718e+000 -3.9207e+000
6 +3.596018288e+001 +3.596018288e+001 +4.283018288e+001 +4.283018288e+001 -6.1797e+000 +3.6638e+000 +2.0120e+000 -6.2874e+000 +4.9580e+000 -6.6448e+000 +4.6429e-001 -3.7881e+000 +1.4678e+000 +5.7421e+000 +5.0360e+000 +9.6285e-001 -7.2943e+000 +5.1861e+000 +7.4361e+000 +6.9437e-001 -7.1673e+000 +5.1806e+000 -2.1064e+000 -6.2629e+000
7 +3.542066983e+001 +3.542066983e+001 +4.229066983e+001 +4.229066983e+001 -7.6299e-001 +4.5534e+000 +1.8116e+000 -5.5012e+000 +8.5245e+000 -9.4836e-001 +1.7137e+000 -7.2993e+000 +1.7423e+000 +5.2482e+000 +4.4857e+000 +6.0547e-001 -6.7471e+000 +2.7233e+000 +7.7638e-001 +3.2363e+000 +8.1178e-001 +4.6551e+000 -2.4620e+000 -4.2581e+000
8 +3.142432921e+001 +3.142432921e+001 +3.829432921e+001 +3.829432921e+001 +2.4838e+000 +4.5996e+000 +4.9968e+000 -6.2858e+000 +2.4387e+000 -2.6327e+000 +7.9380e+000 -2.6511e+000 -1.9809e+000 -4.4547e-001 +3.8770e+000 +1.1480e+000 -5.2373e+000 +1.5818e+000 +2.5143e+000 +2.3748e+000 -1.5098e+000 +3.5279e+000 -8.5603e+000 -3.7962e+000
14 +1.093424622e+001 +1.093424622e+001 +1.780424622e+001 +1.780424622e+001 -3.9979e-001 +3.5848e+000 +3.7384e+000 -4.6984e+000 +3.1378e+000 -1.3406e+000 +2.5495e+000 -5.6726e+000 +4.9483e+000 +3.6558e+000 +1.8713e+000 +1.2629e+000 -2.7152e+000 +3.8727e+000 -2.5088e+000 +1.7519e-001 -2.6963e+000 +4.7039e+000 -1.8028e+000 -2.3337e+000
16 +9.370150221e+000 +9.370150221e+000 +1.624015022e+001 +1.624015022e+001 -4.2754e+000 +5.6853e+000 +2.2176e+000 -4.2003e+000 +4.0202e+000 -3.3536e+000 +2.0189e+000 -4.8750e+000 -1.7943e+000 +2.9251e+000 +1.7569e+000 -2.8813e+000 -4.5000e+000 +6.2425e-001 -1.9746e+000 +2.5882e+000 -1.8630e+000 +2.6654e+000 -5.1530e+000 -2.2558e+000
111 +8.023368263e+000 +8.023368263e+000 +1.489336826e+001 +1.489336826e+001 +4.9236e+000 +1.2498e+000 +3.5361e+000 -5.0345e+000 -4.2199e+000 -6.8841e-001 +2.1155e+000 -4.8642e+000 -4.3181e+000 +5.8772e+000 +5.8182e-001 -1.4344e+000 +1.2964e+000 +1.2757e+000 -1.3899e+000 +1.6199e+000 +4.1634e-002 +3.2316e+000 -1.3124e+000 -5.2031e+000
388 +4.604933793e+000 +4.604933793e+000 +1.147493379e+001 +1.147493379e+001 +7.0054e-001 +5.0621e+000 -4.7269e-001 +2.5573e+000 +1.2558e+000 -3.9754e+000 +2.8942e+000 -5.1847e+000 -1.7443e+000 +5.1116e+000 +3.0349e+000 -1.8016e+000 -1.7561e+000 +3.0536e+000 +5.7762e-001 +1.6853e+000 -3.9533e+000 +1.1481e+000 -3.3436e+000 -4.3239e+000
711 +3.905970570e+000 +3.905970570e+000 +1.077597057e+001 +1.077597057e+001 +2.7359e-001 +1.5617e+000 +3.8518e+000 -2.8495e+000 +1.7399e+000 -3.4570e+000 +4.4405e-001 -1.7540e+000 -2.7234e+000 +3.9976e+000 +1.4585e-001 -1.8391e-002 -6.7204e-001 +2.8949e+000 -4.4517e-001 +7.9828e-001 +2.0705e+000 +4.0887e+000 -1.9906e+000 -1.7807e+000
4191 +2.964488110e+000 +2.964488110e+000 +9.834488110e+000 +9.834488110e+000 +1.6384e+000 +3.4755e-001 -5.1935e-001 -2.6819e+000 +3.2902e-005 -1.8306e+000 -1.7375e+000 +4.3081e-001 +1.0319e+000 -1.2787e+000 +6.5131e-001 +5.6293e-001 +2.5008e+000 -1.7072e+000 -1.0865e+000 +1.2687e+000 -1.4762e+000 +2.4785e+000 -2.8228e+000 +2.4627e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.041499317e+002 +1.041499317e+002 +1.041599317e+002 +1.041599317e+002 -1.3348e+001 -5.1249e+000 +2.3215e+000 -6.1794e+000 +1.1638e-001 +2.4058e+000 +3.3335e+000 -3.1381e+000 +5.9334e+000 -2.8071e+000 +2.1896e+000 +2.7616e+000 +5.8654e+000 -8.9810e+000 +5.2366e-001 -4.2423e+000 -6.6617e-003 +3.0638e+000 -2.2451e+000 +5.7361e-001
2 +5.617631513e+001 +5.617631513e+001 +5.618631513e+001 +5.618631513e+001 +1.6302e+000 +8.3895e+000 +8.4835e-001 +5.8912e-001 -7.8696e+000 -6.9253e+000 -1.1982e+000 +1.9320e+000 +1.7289e+000 -2.7835e+000 -4.6460e-001 +5.4231e+000 +6.4575e+000 -4.4893e+000 +1.9415e+000 -6.8721e+000 -3.2841e+000 +2.4856e+000 +1.6639e+000 -8.4679e+000
3 +3.893781334e+001 +3.893781334e+001 +3.894781334e+001 +3.894781334e+001 -2.3842e+000 -1.1055e+000 -4.4184e-001 -1.9362e+000 -6.0911e+000 -9.4795e+000 +3.1929e-001 +2.5913e-002 +1.7318e+000 -2.1054e+000 -1.1902e+000 -2.3023e+000 +5.9870e+000 -3.5676e+000 +5.7667e+000 -4.7832e+000 +5.5880e-001 +3.2264e+000 +4.7205e+000 -2.0664e+000
