% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.720365569e+007 +1.720365569e+007 +1.720360075e+007 +1.720360075e+007 -2.3910e+000 +1.2353e+000 +2.6530e+000 -2.0208e+000 +4.9985e+000 +4.5495e+000 -2.9869e+000 +2.3533e+000 -4.9380e+000 -6.8679e-002 +7.2745e+000 +2.8658e+000 +1.1653e+000 -4.1938e+000 +2.3961e+000 +4.8256e+000 -4.4374e+000 -1.4587e-001 +2.3568e+000 -1.4772e+000
2 +6.073674604e+006 +6.073674604e+006 +6.073619664e+006 +6.073619664e+006 +1.6457e+000 +8.8995e-001 +3.7168e-001 -5.2850e-002 +5.5987e+000 +7.2092e+000 +1.5073e+000 -1.8071e+000 -5.1518e+000 +2.0880e+000 +4.3672e+000 +4.6603e+000 +2.3087e+000 -1.0136e+001 +4.2874e+000 +1.0070e+000 -1.0529e+000 -4.7526e+000 +4.5996e+000 +3.6431e+000
4 +5.271562211e+006 +5.271562211e+006 +5.271507271e+006 +5.271507271e+006 +1.8465e+000 -3.9766e+000 -1.2327e+000 -4.5156e+000 +4.2126e+000 +1.2751e+000 +2.1952e+000 -5.3749e+000 -1.0121e+000 -3.6686e-001 +8.2973e+000 +4.5353e+000 +1.7443e+000 -5.7130e+000 +2.7323e+000 -3.6454e-001 -5.2513e+000 +4.8088e-001 +4.1308e+000 +3.6536e+000
26 +1.778426081e+006 +1.778426081e+006 +1.778371141e+006 +1.778371141e+006 +4.3180e-001 +1.4018e+000 -2.0522e-001 -1.3356e+000 +3.2701e+000 +6.1085e+000 +1.0357e+000 +1.2632e+000 -2.9326e+000 -3.7703e+000 +6.1149e+000 +2.4935e+000 +5.9079e+000 -3.7991e+000 +2.0843e+000 +3.2739e+000 +3.1306e-001 -6.0372e-001 +1.9756e+000 -3.0663e+000
223 +1.154665822e+006 +1.154665822e+006 +1.154610882e+006 +1.154610882e+006 -5.2775e+000 +2.0336e+000 +2.5356e+000 +3.1836e+000 +5.0629e+000 +5.1050e+000 -8.5354e-001 -7.8390e-001 -2.2904e+000 +2.4051e+000 -2.7777e+000 +2.9216e-001 +5.6131e+000 -6.1500e+000 +2.7645e+000 +2.4396e+000 +1.9288e+000 -4.0916e+000 +5.1032e+000 +7.6402e-001
1206 +8.684159135e+005 +8.684159135e+005 +8.683609735e+005 +8.683609735e+005 -2.7997e+000 -1.4492e+000 -6.9797e-001 -2.1054e+000 +6.4238e+000 +3.4045e+000 -6.0030e-002 +1.8573e+000 -4.1805e+000 -2.3427e+000 +3.7354e+000 +4.3499e+000 +5.2267e+000 -4.5328e+000 -3.5847e-001 +2.7876e+000 +2.2984e-001 -2.2729e+000 +8.2441e+000 +5.2344e-002
1546 +4.594882055e+005 +4.594882055e+005 +4.594332655e+005 +4.594332655e+005 -3.7720e+000 -2.3641e+000 +1.8358e+000 -6.1844e-001 +7.3722e+000 -1.0392e+000 -1.3107e+000 -5.4865e-001 -4.3368e+000 +1.0713e+000 +2.7568e+000 +1.4615e+000 +8.5661e-002 -3.3667e+000 +2.7922e+000 -1.6006e+000 +1.9859e+000 -2.0934e+000 +8.6917e+000 +2.3684e+000
3081 +4.195769244e+005 +4.195769244e+005 +4.195219844e+005 +4.195219844e+005 -5.2536e+000 -6.5408e-001 +1.3756e+000 -1.8618e+000 +6.6897e+000 +2.2024e+000 +1.3832e+000 -1.0905e+000 -1.2207e+000 +1.1285e+000 +2.6017e+000 +3.5870e+000 +6.1319e+000 -5.0541e+000 +2.6463e+000 -1.1329e+000 +2.1170e+000 -4.4856e+000 +5.3948e+000 +3.4116e+000
3566 +2.958521388e+005 +2.958521388e+005 +2.957971988e+005 +2.957971988e+005 -4.6800e+000 -3.0293e-001 +1.1524e+000 +1.4262e+000 +5.4323e+000 +3.2614e+000 +2.0518e+000 -1.6214e+000 -2.7827e+000 +1.4073e+000 +3.9295e+000 +3.6193e+000 +6.1646e+000 -5.6846e+000 +3.4001e+000 -2.1259e-002 +3.0188e+000 -4.1215e+000 +5.0038e+000 +3.9964e+000
4490 +2.201104494e+005 +2.201104494e+005 +2.200555094e+005 +2.200555094e+005 -4.3352e+000 -1.4890e+000 -7.3990e-001 +3.0047e-001 +5.2831e+000 +1.5530e+000 +1.0698e+000 -9.1206e-001 -1.2060e+000 +6.4536e-001 +2.4136e+000 +3.3508e+000 +6.4050e+000 -4.2969e+000 +2.8417e+000 +2.2025e-001 +3.2357e+000 -2.4301e+000 +5.1979e+000 +4.7753e+000
5131 +2.160980270e+005 +2.160980270e+005 +2.160430870e+005 +2.160430870e+005 -4.1851e+000 -7.1568e-001 +7.4202e-001 +7.8789e-001 +6.2686e+000 +3.4163e+000 +1.8203e+000 -1.0434e+000 -2.4824e+000 +2.9594e-001 +2.1839e+000 +3.3457e+000 +5.9207e+000 -5.6613e+000 +2.6374e+000 +1.1048e+000 +2.8886e+000 -3.3130e+000 +5.5725e+000 +4.5829e+000
5261 +1.885762822e+005 +1.885762822e+005 +1.885213422e+005 +1.885213422e+005 -3.6913e+000 -1.1637e+000 +4.1923e-001 +7.2781e-001 +5.1400e+000 +4.6763e+000 +9.5391e-001 -5.3488e-001 -3.0937e+000 +1.5946e+000 +2.3012e+000 +3.8636e+000 +5.9481e+000 -4.6174e+000 +3.2409e+000 +7.6775e-001 +2.5022e+000 -3.7472e+000 +3.7238e+000 +4.9372e+000
5426 +1.777696033e+005 +1.777696033e+005 +1.777146633e+005 +1.777146633e+005 -4.1284e+000 -6.8833e-001 -2.8312e-001 +9.4314e-001 +4.9754e+000 +3.0420e+000 +8.7500e-001 -3.9359e-001 -2.0953e+000 +2.1658e-001 +2.4229e+000 +2.7813e+000 +6.5942e+000 -5.4055e+000 +2.7823e+000 +7.3531e-001 +2.9235e+000 -3.4390e+000 +4.8561e+000 +4.4961e+000
5510 +1.512760042e+005 +1.512760042e+005 +1.512210642e+005 +1.512210642e+005 -4.1774e+000 -9.9561e-001 -1.5971e-002 +6.9662e-001 +6.1801e+000 +2.7676e+000 +1.3108e+000 -5.0746e-001 -1.9735e+000 +8.0910e-001 +2.7623e+000 +3.3116e+000 +5.9458e+000 -6.0574e+000 +2.6028e+000 +1.6330e+000 +2.9641e+000 -3.9670e+000 +4.4450e+000 +4.3223e+000
5748 +1.478957221e+005 +1.478957221e+005 +1.478407821e+005 +1.478407821e+005 -4.2731e+000 -7.4758e-001 -1.9272e-001 +3.3825e-001 +5.7943e+000 +2.9260e+000 +9.1570e-001 -6.8226e-001 -2.2074e+000 +7.1274e-001 +2.3133e+000 +3.2818e+000 +5.9510e+000 -4.8366e+000 +2.6031e+000 +4.8824e-001 +2.8771e+000 -3.3732e+000 +5.0647e+000 +4.0044e+000
6158 +1.274721767e+005 +1.274721767e+005 +1.274172367e+005 +1.274172367e+005 -4.1111e+000 -1.0286e+000 +3.6291e-002 +7.1880e-001 +5.6494e+000 +2.7058e+000 +9.1529e-001 -7.5141e-002 -2.4187e+000 +4.3346e-001 +2.0089e+000 +3.2217e+000 +5.5456e+000 -5.8155e+000 +2.0467e+000 +1.1556e+000 +2.7429e+000 -3.6902e+000 +4.4446e+000 +4.5423e+000
6397 +1.256715678e+005 +1.256715678e+005 +1.256166278e+005 +1.256166278e+005 -3.9363e+000 -6.3183e-001 -2.7897e-001 +6.0737e-001 +5.9210e+000 +3.3266e+000 +1.0806e+000 -2.7699e-001 -2.3747e+000 +3.0377e-001 +1.4926e+000 +3.2201e+000 +5.9795e+000 -5.3872e+000 +1.8832e+000 +1.5669e+000 +2.6372e+000 -3.6229e+000 +4.4740e+000 +4.2978e+000
