% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.678742740e+003 +9.678742740e+003 +9.216652740e+003 +9.216652740e+003 -8.4388e+000 -3.6915e-002 +5.5092e+000 +4.2084e+000 +4.7964e+000 -2.7183e+000 -6.6490e+000 -5.3485e+000 +5.1394e+000 -1.7991e+000 +4.0747e+000 -3.6271e+000 +1.0968e+000 +1.1700e+000 +3.7697e+000 -7.9442e-001 -3.6005e+000 +3.9448e+000 +6.4274e+000 +1.1123e+000
3 +3.125552776e+003 +3.125552776e+003 +2.663462776e+003 +2.663462776e+003 -2.6619e+000 +4.9695e-001 +2.1719e+000 +3.6555e+000 +2.4783e-001 -3.2033e+000 -3.8060e+000 -3.0914e+000 +4.6538e+000 +3.2402e-001 +8.2224e-001 -4.6362e+000 -1.8860e-001 -2.0218e-001 -6.4408e+000 +3.5529e+000 -3.8453e+000 +9.8292e-001 -3.8695e+000 +1.9595e+000
34 +1.740584364e+003 +1.740584364e+003 +1.278494364e+003 +1.278494364e+003 -3.0282e+000 -3.8820e-001 +7.6483e-001 +3.3163e+000 +4.1069e+000 +9.5628e-001 -5.2415e+000 -7.8715e+000 +3.8863e+000 +4.4204e+000 -2.8868e-001 -6.3033e+000 +1.1192e+000 -4.9961e+000 +1.6472e+000 -2.0327e+000 -3.2101e+000 +7.8070e+000 -1.1232e-001 +2.5522e+000
151 +1.663500273e+003 +1.663500273e+003 +1.201410273e+003 +1.201410273e+003 -3.5796e+000 -1.2485e+000 +1.0949e+000 +3.5218e+000 +1.3545e+000 -1.1154e+000 -5.7700e+000 +2.9789e-001 +3.5276e+000 -8.5327e-001 +4.2784e-001 -1.7174e+000 -2.2717e+000 -9.8883e-001 -2.8940e+000 +1.6351e+000 -4.8894e+000 +2.6046e+000 +8.2394e-001 +7.5986e-001
161 +1.478707856e+003 +1.478707856e+003 +1.016617856e+003 +1.016617856e+003 -5.3050e+000 -5.5070e+000 +4.6117e+000 -1.2605e+000 -3.1252e+000 -2.9298e-002 -7.1771e+000 -4.2144e+000 +4.7253e+000 -1.2418e+000 +1.0517e+000 -1.2042e-001 -2.1802e-001 -5.1466e+000 -3.1950e+000 -4.6031e-001 -6.1532e+000 -2.3062e+000 -1.5947e+000 +1.6251e+000
168 +1.233301545e+003 +1.233301545e+003 +7.712115450e+002 +7.712115450e+002 -3.2936e+000 +3.8019e-001 -2.5041e-002 +5.1195e+000 +1.3165e+000 +7.3020e-001 -1.6923e+000 -1.5860e+000 +1.2039e+000 +2.8965e+000 +2.7030e+000 -2.2436e+000 -2.0415e+000 -1.4596e+000 -7.3088e+000 +2.6661e-001 -2.2580e+000 +7.5216e-001 +3.0747e-001 +2.2315e+000
193 +1.049583519e+003 +1.049583519e+003 +5.874935186e+002 +5.874935186e+002 +2.2274e+000 +2.0591e+000 +5.1092e+000 +7.3151e-001 +2.1415e+000 -1.3802e+000 -1.3237e+000 +2.1070e+000 +2.5244e+000 +1.2479e+000 +2.4005e+000 -6.6561e+000 +3.6034e-001 -2.9863e+000 -3.0032e+000 +1.0683e+000 +1.3827e+000 +1.4307e+000 -3.4392e+000 +2.5231e+000
327 +1.039725941e+003 +1.039725941e+003 +5.776359413e+002 +5.776359413e+002 -2.4383e+000 +1.5547e+000 +1.5130e+000 +3.1162e+000 +1.3979e+000 -2.6988e+000 +7.8063e-001 -8.2042e-001 +1.0090e+001 -2.0099e-001 -1.0342e+000 -2.7518e+000 -2.7991e+000 -1.2057e+000 +3.6514e-001 -3.3946e+000 -5.5606e+000 +1.9243e+000 -2.9622e+000 +8.7348e-001
358 +9.354690385e+002 +9.354690385e+002 +4.733790385e+002 +4.733790385e+002 -9.4119e+000 -6.9901e+000 +1.6937e-001 -9.5439e-001 +4.5041e+000 -2.4104e+000 -4.7280e+000 -1.5572e+000 +2.7043e+000 +1.5458e+000 +3.0995e+000 -5.4010e+000 -1.0766e+000 -5.4854e+000 -3.4876e+000 -3.1531e+000 +3.9546e-001 +2.0139e+000 -2.3403e+000 +3.2329e-001
377 +8.801622249e+002 +8.801622249e+002 +4.180722249e+002 +4.180722249e+002 +1.7319e+000 +5.1997e-001 +2.8441e+000 +3.2231e+000 +9.0718e-001 -8.7667e+000 +4.3313e+000 -2.2300e+000 -1.1511e-001 +2.9129e-001 -4.6623e-001 -3.5375e+000 +3.7219e-001 -1.6057e+000 -1.7746e+000 -7.4867e-001 -3.4444e+000 -1.1619e+000 -3.4911e+000 +1.2093e+000
388 +4.552949252e+002 +4.552949252e+002 -6.795074834e+000 -6.795074834e+000 -1.1830e+000 +3.0960e+000 +4.0248e-001 +1.9451e+000 -1.0613e+000 +5.5353e+000 +2.1056e+000 +4.9217e+000 -7.3910e-001 -1.2005e+000 -1.6050e+000 -4.9829e+000 -1.3644e+000 -5.3030e+000 -3.0681e-001 -3.0947e+000 +1.9473e+000 +1.7479e+000 -4.9191e+000 +1.5975e+000
672 +4.416998781e+002 +4.416998781e+002 -2.039012195e+001 -2.039012195e+001 -2.1792e+000 +6.4707e+000 +6.4701e-001 +2.9363e+000 +1.6498e+000 +8.9687e-001 -8.4543e-001 -2.3948e+000 +2.0384e+000 -4.7503e-001 -4.9689e-001 -5.8086e+000 -3.1157e+000 -5.3793e+000 -1.3675e+000 -3.6764e+000 +9.7501e-001 +3.6342e-002 -3.0691e+000 +1.9960e+000
830 +4.087645306e+002 +4.087645306e+002 -5.332546938e+001 -5.332546938e+001 -3.4225e+000 -1.4512e+000 +4.5060e+000 +6.8542e-001 +2.6544e+000 -1.4033e+000 +1.0428e+000 -1.5015e+000 +3.3010e+000 -1.0862e+000 -1.5074e+000 -6.0759e+000 -1.8635e+000 -3.6157e+000 -3.3136e+000 -2.2718e+000 -1.0221e+000 +1.5468e+000 -1.8291e+000 +1.7510e+000
908 +3.434595804e+002 +3.434595804e+002 -1.186304196e+002 -1.186304196e+002 -1.6838e+000 +3.4805e+000 +2.3407e+000 +1.1446e+000 +2.1231e+000 -1.4532e+000 -1.5177e+000 -8.1433e-001 +3.5652e+000 -1.0011e-001 -2.6853e+000 -4.6017e+000 +1.0860e-001 -2.2273e+000 -2.5091e+000 -4.4751e+000 -8.8421e-001 +2.2058e+000 -4.3972e+000 +1.7774e+000
1050 +3.129492671e+002 +3.129492671e+002 -1.491407329e+002 -1.491407329e+002 -3.8343e+000 +1.6767e-002 +1.7564e+000 +7.0865e-001 +1.3042e+000 +7.3958e-001 -1.3873e+000 -1.4295e+000 +1.8144e+000 -6.5130e-001 -3.6906e+000 -3.0158e+000 -1.5903e+000 -3.8026e+000 -1.8305e+000 -4.2778e+000 -7.4369e-001 +1.6340e+000 -4.2355e+000 +2.1800e+000
1179 +2.990434698e+002 +2.990434698e+002 -1.630465302e+002 -1.630465302e+002 -2.7115e+000 +4.6056e-001 +5.9123e-001 -5.6496e-001 +2.0771e+000 +5.8685e-002 +5.1469e-001 -1.2022e+000 +3.8144e+000 -1.4109e+000 -1.2764e+000 -4.1595e+000 -2.5778e-001 -3.6081e+000 -2.3426e+000 -3.5200e+000 +2.9841e-001 +1.6281e+000 -2.6334e+000 +8.3076e-001
1266 +2.868224042e+002 +2.868224042e+002 -1.752675958e+002 -1.752675958e+002 -4.2098e+000 +4.3934e+000 +3.0210e+000 +1.2753e+000 +9.0145e-001 +1.4933e+000 -4.4236e-001 -2.9409e-001 +1.6339e+000 +7.1675e-001 -1.1919e+000 -1.7859e+000 +5.4149e-001 -1.1852e+000 -1.8773e+000 -3.2267e+000 -5.8489e-001 +1.7477e+000 -3.2015e+000 +2.1688e+000
