% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.685764821e+007 +2.685764821e+007 +2.685743833e+007 +2.685743833e+007 +5.4185e+000 +5.8775e-001 -7.2531e-001 -1.1109e+001 -8.6522e-001 -4.7126e+000 -1.9466e+000 -1.9249e+000 -2.4217e-001 -2.7027e+000 +1.3344e+000 +2.1915e+000 -2.3989e+000 -1.9299e+000 +3.0974e-001 -3.5013e+000 -1.3183e+000 +4.5026e+000 +4.5682e+000 +1.3596e+000
7 +1.338709674e+007 +1.338709674e+007 +1.338688686e+007 +1.338688686e+007 +5.9110e+000 -9.7362e-001 -2.1185e+000 -3.6821e+000 -4.3930e+000 -5.0952e+000 -1.8923e+000 -4.1099e+000 +1.0861e+000 -3.9395e+000 +5.9111e+000 -2.3677e+000 -1.0166e+000 +8.5132e-001 +1.1257e+000 -8.1196e+000 -4.8825e+000 +1.9056e+000 +1.7548e+000 +3.8310e-001
12 +1.229813529e+007 +1.229813529e+007 +1.229792541e+007 +1.229792541e+007 +5.4750e+000 -4.3745e+000 -3.8529e+000 -1.6615e+000 -3.5816e+000 -3.5929e+000 -1.1840e-002 -1.1674e+001 +1.6644e+000 -2.5633e+000 +1.1542e+000 +9.8027e+000 -4.6916e+000 +4.9995e-001 -1.6605e+000 -2.4150e+000 -5.1221e+000 +3.1229e+000 +2.3562e+000 +1.4152e+000
72 +1.826225006e+006 +1.826225006e+006 +1.826015126e+006 +1.826015126e+006 +5.9242e+000 -1.4286e+000 -1.2502e+000 -4.0697e+000 -5.6509e+000 -5.1336e+000 -6.7114e-001 -5.8948e+000 -4.2107e+000 -5.0152e+000 -3.4754e+000 +2.5573e+000 -2.0631e+000 -1.7038e+000 -6.1281e+000 -2.7922e+000 -5.8944e+000 +2.5555e+000 -2.2562e+000 +1.7665e+000
295 +1.666173263e+006 +1.666173263e+006 +1.665963383e+006 +1.665963383e+006 +1.1585e+001 +2.1538e-002 +8.4204e+000 -3.4980e+000 -4.4869e+000 +1.2774e+000 +3.2482e+000 -4.1921e+000 -6.7036e-001 -4.5142e+000 +2.4090e+000 +1.1353e+000 +2.6719e-001 +1.0519e+000 -1.4513e+000 -2.2214e+000 -4.7461e+000 +1.7016e+000 -1.3943e+000 +1.8790e+000
331 +1.486251487e+006 +1.486251487e+006 +1.486041607e+006 +1.486041607e+006 +4.8914e+000 -4.2960e+000 -4.7857e+000 -6.6855e+000 -6.1915e+000 -4.4059e+000 -2.2907e+000 -8.1542e+000 +3.7264e+000 -8.6362e+000 +3.3455e+000 -1.0558e+000 +1.1052e+000 -2.1052e+000 -2.0667e+000 -5.2209e+000 -4.9730e+000 +3.9481e+000 -1.3749e+000 +1.6860e+000
350 +8.258153498e+005 +8.258153498e+005 +8.256054698e+005 +8.256054698e+005 +6.2683e+000 +1.1413e-002 -2.3171e+000 -7.0016e+000 -6.2226e+000 +2.8057e+000 -1.1309e-001 -6.4834e+000 -9.3250e-003 -2.9973e+000 +6.9499e+000 -1.9927e+000 -1.8613e+000 -2.2857e+000 -8.9677e-001 -3.3008e+000 -2.4900e+000 +3.5151e+000 -1.8533e+000 +1.4103e+000
458 +7.380261723e+005 +7.380261723e+005 +7.378162923e+005 +7.378162923e+005 +6.9155e+000 -9.3646e-001 -5.9308e+000 -3.5133e+000 -1.6196e+000 +9.9465e-001 +2.2328e+000 -6.7409e+000 +3.5295e+000 -3.7227e+000 -1.5202e+000 -2.1437e+000 +3.9444e+000 -5.0223e-001 -1.3689e+000 -5.5602e+000 -4.6574e+000 +2.7388e+000 -2.0997e+000 +1.6989e+000
606 +5.075400579e+005 +5.075400579e+005 +5.073301779e+005 +5.073301779e+005 +5.3435e+000 -1.7888e+000 -1.0902e+000 -3.7122e+000 -3.2293e+000 -1.9121e-001 -1.6002e+000 -4.7148e+000 -2.6618e+000 -4.8428e+000 +2.5772e+000 +1.1982e+000 +1.8196e+000 -7.4810e-001 -1.8589e+000 -3.9087e+000 -4.0596e+000 +3.3869e+000 -1.8231e+000 +1.5905e+000
913 +3.810737933e+005 +3.810737933e+005 +3.808639133e+005 +3.808639133e+005 +3.2924e+000 -3.4865e+000 -2.9876e+000 -4.9221e+000 -6.9058e+000 +6.3072e-001 -1.2609e+000 -6.7811e+000 +4.7506e+000 -4.9018e+000 +4.8132e+000 +1.2008e+000 +5.1294e+000 -1.9764e+000 -2.0823e+000 -3.7273e+000 -2.2730e+000 +3.2800e+000 -1.8320e+000 +2.1337e+000
1076 +2.501118607e+005 +2.501118607e+005 +2.499019807e+005 +2.499019807e+005 +8.9667e-001 -2.4308e+000 -6.3078e+000 -4.5063e+000 -5.1966e+000 +4.9864e-001 -3.3604e+000 -4.4429e+000 +4.2084e+000 -5.9241e+000 +1.0282e+000 +9.2933e-001 +4.5821e+000 +1.9912e-001 -1.1809e+000 -4.5052e+000 -3.8491e+000 +2.6356e+000 -2.5738e+000 +1.9490e+000
1145 +1.507602158e+005 +1.507602158e+005 +1.505503358e+005 +1.505503358e+005 +1.2400e+000 -3.0483e+000 -3.0003e+000 -1.7879e+000 -1.6642e+000 +1.2735e+000 -5.5099e+000 -3.7777e+000 +2.5521e+000 -4.0176e+000 +3.4439e+000 -2.0849e+000 +3.8606e+000 -1.5880e+000 -2.4094e+000 -4.3181e+000 -3.0324e+000 +3.1624e+000 -2.3089e+000 +2.0779e+000
1657 +1.434010250e+005 +1.434010250e+005 +1.431911450e+005 +1.431911450e+005 +3.5036e-001 -4.5480e+000 -5.9366e+000 -6.0745e+000 -5.9501e+000 +1.1558e+000 -5.9936e-001 -5.1256e+000 +2.0952e+000 -5.8687e+000 +1.1526e+000 +2.2066e-001 +5.4695e+000 -1.6725e+000 -2.1997e+000 -3.2433e+000 -2.9341e+000 +2.7411e+000 -2.5212e+000 +1.8841e+000
1851 +8.230089577e+004 +8.230089577e+004 +8.209101577e+004 +8.209101577e+004 +2.4829e+000 -3.2561e+000 -4.4095e+000 -6.0880e+000 -6.5161e+000 -2.8858e-001 +1.3880e+000 -4.5490e+000 +4.9704e-001 -4.6133e+000 +2.8817e+000 +3.6818e-001 +5.1029e+000 -1.9082e+000 -1.9998e+000 -3.8834e+000 -2.9985e+000 +2.9733e+000 -2.3927e+000 +2.0224e+000
2212 +7.645248838e+004 +7.645248838e+004 +7.624260838e+004 +7.624260838e+004 +2.9390e+000 -7.0083e+000 -4.2862e+000 -6.3342e+000 -5.4359e+000 +4.5181e-001 -1.1031e+000 -4.5524e+000 -3.6456e-001 -4.6587e+000 +2.7065e+000 +5.6956e-001 +4.9741e+000 -7.1405e-001 -1.2717e+000 -3.5230e+000 -3.3553e+000 +2.9665e+000 -2.4170e+000 +1.9268e+000
2246 +6.723585452e+004 +6.723585452e+004 +6.702597452e+004 +6.702597452e+004 +4.1698e+000 -4.5162e+000 -7.3521e+000 -6.1252e+000 -5.3378e+000 -3.7186e-001 -6.8664e-001 -7.2440e+000 +2.8349e-001 -5.1333e+000 +1.1120e+000 +2.0325e-001 +4.0564e+000 -1.9929e+000 -1.2388e+000 -3.8433e+000 -2.9226e+000 +3.1176e+000 -2.4520e+000 +1.9227e+000
2310 +6.389503772e+004 +6.389503772e+004 +6.368515772e+004 +6.368515772e+004 +3.1445e+000 -6.4064e-001 -7.8215e+000 -5.9610e+000 -4.4470e+000 +4.2403e-001 -2.3128e+000 -3.4221e+000 +3.8777e-001 -3.8905e+000 +3.6043e+000 +1.5137e+000 +3.3733e+000 -1.5908e+000 -1.9149e+000 -3.7073e+000 -2.7511e+000 +2.9714e+000 -2.3562e+000 +1.9395e+000
2509 +4.832362367e+004 +4.832362367e+004 +4.811374367e+004 +4.811374367e+004 +4.1294e+000 -4.5640e+000 -3.7564e+000 -6.5345e+000 -5.7233e+000 +4.6487e-001 +7.1658e-001 -5.2427e+000 +8.2316e-001 -3.5633e+000 +1.2880e+000 +1.2121e+000 +4.1637e+000 -1.3805e+000 -1.6956e+000 -3.7462e+000 -2.7691e+000 +3.1607e+000 -2.4433e+000 +1.9551e+000
