% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.138651989e+006 +1.138651989e+006 +1.138801139e+006 +1.138801139e+006 +6.2893e+000 -3.9235e+000 +8.0516e+000 +1.9536e+000 +7.5164e-001 -5.8946e+000 +1.4453e+000 -3.6079e+000 +3.8225e+000 -1.6077e+000 -4.7112e+000 -1.2384e+000 -4.0339e-002 -1.4090e+000 +1.9857e+000 -3.0615e+000 +3.3117e-001 -1.7937e+000 -2.9192e+000 -5.9195e+000
5 +1.089183886e+006 +1.089183886e+006 +1.089333036e+006 +1.089333036e+006 +4.3263e+000 -4.9449e+000 +5.5780e-001 +2.2504e+000 -8.1546e+000 -4.6880e+000 +5.3852e+000 -7.6399e-001 +7.5522e+000 -1.3785e+000 -8.2526e+000 +3.2598e-001 +3.1919e+000 -5.1085e+000 +9.4756e-001 -3.9112e+000 -3.5387e+000 -9.7716e-001 -3.5423e+000 -4.6563e+000
7 +4.794764574e+005 +4.794764574e+005 +4.796256074e+005 +4.796256074e+005 +2.5554e-001 -3.3560e-001 +1.6872e+000 +2.4416e+000 +1.0615e+000 -5.9041e+000 +5.1428e-001 -1.6897e+000 +5.0796e+000 -3.5147e+000 -4.8943e+000 -6.2616e+000 -2.6447e+000 -2.2672e+000 -1.1038e+000 -2.2114e+000 -1.3060e+000 -2.6044e+000 -1.2598e+000 -1.7693e+000
136 +3.185716152e+005 +3.185716152e+005 +3.187207652e+005 +3.187207652e+005 +1.0108e+000 -4.4699e+000 +2.4231e+000 +2.0978e+000 -1.5712e+000 -7.1257e+000 +3.3983e+000 -4.7483e+000 +1.8601e+000 -4.9416e+000 -4.5669e+000 -5.1699e+000 +5.4517e+000 -1.5731e+000 +1.0153e+000 -1.6388e+000 -2.1253e-001 -4.1057e+000 -3.5845e+000 -5.5449e+000
140 +3.068689415e+005 +3.068689415e+005 +3.070180915e+005 +3.070180915e+005 +2.7922e+000 +2.5293e+000 +5.2280e+000 +3.4139e+000 -1.1476e+000 -3.9249e+000 -1.7898e+000 +1.3153e+000 +3.6573e+000 -5.1017e+000 -4.4655e+000 -2.6742e-001 -8.8892e-001 -2.9838e+000 +1.3909e+000 +3.4782e-001 -1.1850e-001 -3.4482e+000 -1.3243e+000 -4.1042e+000
209 +2.999952366e+005 +2.999952366e+005 +3.001443866e+005 +3.001443866e+005 +2.2776e+000 +1.0085e+000 +4.7868e+000 +2.2121e+000 -2.0804e+000 -3.4865e+000 +1.0428e+000 -3.2151e+000 +3.8984e+000 -2.9541e+000 -3.6498e+000 -2.8975e+000 +1.0680e+000 -5.0844e+000 +3.3185e+000 +2.6675e+000 +2.7816e-001 +4.5587e-001 +1.6042e+000 +4.1131e-001
255 +1.893389727e+005 +1.893389727e+005 +1.894881227e+005 +1.894881227e+005 +3.5089e+000 -3.5583e+000 +2.1273e+000 +1.1266e+000 +1.7226e-001 -4.7345e+000 -2.3541e+000 +5.3696e-001 +1.1780e+000 -4.1246e+000 -3.3087e+000 +2.1008e+000 +4.9533e-001 +1.3740e+000 -1.1563e+000 -1.7306e+000 -9.9886e-001 -4.9928e+000 -3.0813e+000 -3.4464e+000
313 +1.816988646e+005 +1.816988646e+005 +1.818480146e+005 +1.818480146e+005 +2.7277e+000 -2.0597e+000 +2.7753e+000 +4.0066e+000 -1.3214e+000 -2.8513e+000 +7.0217e-001 +1.8490e+000 +4.5047e+000 -3.2933e+000 -4.3131e+000 -1.5646e+000 -2.5543e-001 -1.7145e-002 -1.6532e+000 -6.8138e-001 +2.9404e-001 -3.0975e+000 -3.7083e+000 -4.4926e+000
339 +1.564587191e+005 +1.564587191e+005 +1.566078691e+005 +1.566078691e+005 +3.2118e+000 +1.7880e+000 +1.3855e+000 +1.1501e+000 -6.7866e-002 -4.5966e+000 -6.2226e-001 -1.8027e+000 +2.0200e+000 -4.6554e+000 -4.8288e+000 +1.0914e+000 +1.1583e+000 -2.0815e+000 +1.1377e+000 +2.0481e+000 +1.9604e+000 -3.5120e+000 -1.8982e-001 -7.0851e+000
346 +1.470109741e+005 +1.470109741e+005 +1.471601241e+005 +1.471601241e+005 +1.7018e+000 -2.9023e+000 +2.8583e+000 -5.9756e-001 -1.2718e+000 -4.6668e+000 +1.7763e+000 +6.5071e-003 +1.5827e+000 -4.2184e+000 -5.3588e+000 -1.1206e+000 +1.8987e+000 -2.3992e+000 +1.8234e+000 -8.6860e-001 +2.1780e-001 -2.7891e+000 +1.0819e+000 -6.5882e+000
362 +1.398299321e+005 +1.398299321e+005 +1.399790821e+005 +1.399790821e+005 +1.4900e+000 -1.9002e+000 +3.3041e+000 +1.5244e+000 -3.1345e+000 -3.6145e+000 +3.2921e+000 -4.9115e-001 +1.5155e+000 -4.1165e+000 -3.3836e+000 +2.1804e+000 +5.9667e-001 -9.0572e-001 +1.3413e-002 -2.7369e+000 +1.2861e+000 -2.0979e+000 -3.7384e+000 -3.1541e+000
409 +1.034389881e+005 +1.034389881e+005 +1.035881381e+005 +1.035881381e+005 +3.4041e+000 +7.6385e-001 +1.0512e+000 +2.8335e+000 -4.2399e+000 -5.1884e+000 -8.3631e-001 +1.5674e+000 +2.4529e+000 -2.9358e+000 -5.6653e+000 -2.0440e+000 -7.9136e-002 -1.6467e+000 +6.7714e-001 +3.1824e-001 -1.2475e+000 -2.8760e+000 -1.0800e+000 -5.6749e+000
429 +6.819757425e+004 +6.819757425e+004 +6.834672425e+004 +6.834672425e+004 +1.7511e+000 -1.3609e+000 +2.4215e+000 +2.5953e+000 -3.0592e+000 -3.2405e+000 +8.6444e-001 -4.2458e-001 +6.5216e-001 -3.2230e+000 -2.2202e+000 -3.2161e+000 +4.6800e+000 -4.0706e+000 +9.8079e-001 -3.2818e-001 -2.1464e+000 -3.6718e+000 -3.7714e+000 -3.7525e+000
514 +5.343561589e+004 +5.343561589e+004 +5.358476589e+004 +5.358476589e+004 +3.3447e-001 -4.0886e+000 +2.6431e+000 +1.8304e+000 -1.1239e+000 -3.8822e+000 +9.6895e-001 -1.9034e+000 -2.0705e-001 -4.0050e+000 -2.9228e+000 -1.3049e+000 +8.3031e-001 +7.0485e-001 -1.4219e+000 -5.6167e-001 +3.6968e-001 +1.2525e+000 -2.0015e+000 -5.8223e+000
636 +1.550627781e+004 +1.550627781e+004 +1.565542781e+004 +1.565542781e+004 +2.0705e-001 -3.0277e+000 +1.4590e+000 +1.9060e+000 -5.7042e+000 -2.9614e+000 -1.1314e+000 -3.0614e+000 +8.3288e-001 -1.8608e+000 -3.6064e+000 -6.0336e-001 +2.7242e+000 +4.2156e-001 -1.9397e+000 +9.4491e-001 -4.4846e-001 -1.1617e-001 -1.4817e+000 -3.2671e+000
1008 +1.349256902e+004 +1.349256902e+004 +1.364171902e+004 +1.364171902e+004 +1.3440e-001 -2.0284e+000 +1.2937e+000 +1.5978e+000 -4.8888e+000 -4.0887e+000 -1.4900e+000 -2.9372e+000 +6.4318e-001 -1.9156e+000 -1.0467e+000 +2.4590e-001 +7.9201e-001 -1.8182e+000 -1.1377e-003 +8.8771e-001 -8.9475e-001 -1.3252e+000 -1.1826e+000 -6.0517e+000
1067 +1.198954733e+004 +1.198954733e+004 +1.213869733e+004 +1.213869733e+004 -6.2556e-001 -2.6372e+000 +7.8027e-001 +1.3899e+000 -3.2754e+000 -3.5126e+000 -1.6328e-001 -9.4688e-001 -1.4383e-001 -2.5578e+000 -2.2591e+000 +1.1837e-001 +1.8977e+000 -1.0221e+000 +1.2012e-001 -9.3611e-001 -1.0886e+000 -3.2400e+000 -1.0437e+000 -5.5080e+000
1082 +1.065987392e+004 +1.065987392e+004 +1.080902392e+004 +1.080902392e+004 -4.6752e-001 -8.3372e-001 +1.1921e+000 +4.5806e-001 -2.1627e+000 -2.2418e+000 -1.3411e+000 -1.0516e+000 +6.1392e-001 -1.8277e+000 -3.0379e+000 -1.3775e+000 +3.2304e+000 -2.0536e+000 +8.0074e-001 -8.2080e-001 -1.8294e+000 -3.3667e-001 -2.9086e+000 -4.9613e+000
1105 +9.154358430e+003 +9.154358430e+003 +9.303508430e+003 +9.303508430e+003 -9.8937e-001 -3.5736e+000 +1.5572e+000 +2.0878e+000 -3.3850e+000 -3.0201e+000 -3.6120e-001 -1.0392e+000 +3.5834e-001 -2.3974e+000 -2.8665e+000 -1.3141e+000 +3.4049e+000 -8.1161e-001 -5.4975e-003 +3.3221e-001 -1.2789e+000 -2.8320e-001 -1.6623e+000 -2.6012e+000
1106 +8.733168462e+003 +8.733168462e+003 +8.882318462e+003 +8.882318462e+003 -7.6244e-001 -8.0659e-001 +1.0185e+000 +1.6532e+000 -4.0892e+000 -2.4640e+000 -2.3409e+000 -3.7769e-001 +7.9374e-001 -1.4508e+000 -3.5281e+000 +1.0029e-001 +4.2442e+000 -7.5431e-001 -3.1417e-001 -2.6531e-001 -1.7753e+000 -9.8694e-002 -3.5521e+000 -6.0434e+000
1196 +8.137253549e+003 +8.137253549e+003 +8.286403549e+003 +8.286403549e+003 -2.2978e-001 -2.6152e+000 +1.0918e+000 +2.2123e+000 -3.2684e+000 -9.5032e-001 -2.6200e+000 -1.1552e+000 -3.1636e-001 -2.7792e+000 -1.6658e+000 -4.0318e-001 +2.6807e+000 -1.7422e+000 +5.2042e-001 -6.4454e-001 -2.2840e+000 -4.7756e-001 -3.3899e+000 -4.4233e+000
