% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.820430491e+002 +7.820430491e+002 +6.794930491e+002 +6.794930491e+002 +3.3966e+000 +2.3884e+000 -4.0295e+000 -5.8645e-001 -7.2715e-001 -1.4060e+000 +4.8650e+000 -9.7135e-001 +1.0991e+000 -3.0212e+000 -1.5707e+001 +8.9757e+000 -3.3214e+000 +4.3417e+000 +1.7410e+000 +4.5879e+000 -7.1841e+000 -9.0439e+000 +2.9189e+000 +1.0012e+000
2 +5.627101554e+002 +5.627101554e+002 +4.601601554e+002 +4.601601554e+002 -1.1986e+000 +1.0452e+000 -3.6581e+000 +1.2373e+000 +4.3081e+000 +4.5125e+000 -4.9625e+000 +3.7706e+000 -2.7993e+000 -5.4100e+000 +3.0361e+000 -8.8607e+000 +1.5438e-001 +3.6311e+000 +2.7329e+000 +3.4191e+000 -6.8608e+000 +7.0432e+000 -4.4394e+000 +9.0275e+000
3 +1.676968980e+002 +1.676968980e+002 +6.514689798e+001 +6.514689798e+001 +4.1064e+000 -1.1424e+000 +9.7581e-001 -6.0557e-001 +7.9428e+000 +1.8396e+000 +4.6205e+000 -5.1996e+000 +5.1200e-001 -3.9276e+000 +7.6283e-001 +5.9478e+000 -1.7134e+000 +4.8018e+000 +8.0634e-001 +2.7365e-001 -1.9002e+000 +1.6602e+000 +2.8615e+000 -2.1960e-001
4 +6.589515207e+001 +6.589515207e+001 -3.665484793e+001 -3.665484793e+001 +4.2288e+000 +1.8801e+000 -1.5859e+000 -3.7119e-001 +2.6511e+000 -5.4296e-001 +3.1832e+000 -4.5152e+000 -2.3898e+000 -2.2997e+000 +3.0912e+000 +7.2176e-001 -8.3196e-001 -1.9759e-001 +1.4074e+000 +2.6622e+000 +1.2818e+000 -4.0780e+000 +4.0400e+000 +4.6858e+000
19 +6.239367299e+001 +6.239367299e+001 -4.015632701e+001 -4.015632701e+001 +6.4967e+000 +2.4420e+000 +4.3038e-001 +4.7894e-001 -5.2160e-001 +1.6657e+000 +7.6696e-001 -5.6521e+000 +1.9627e+000 +5.1813e-001 +1.4182e+000 +6.5798e+000 -2.0798e+000 +4.3176e+000 +2.3975e+000 +4.3276e+000 -2.2030e-001 +1.8808e+000 +3.0341e+000 -2.5347e+000
140 +4.904312227e+001 +4.904312227e+001 -5.350687773e+001 -5.350687773e+001 +2.0614e+000 +1.3292e+000 -4.2893e+000 -1.8438e-001 -3.1020e-001 +1.3255e+000 +2.2803e+000 -3.0761e+000 -5.4626e-001 -1.3370e+000 +2.2371e+000 +3.8753e+000 -3.9679e-001 +2.4632e+000 +4.2998e+000 +5.9501e+000 -4.1942e+000 +2.6995e+000 +1.3685e+000 +3.2979e+000
164 +3.281750410e+001 +3.281750410e+001 -6.973249590e+001 -6.973249590e+001 -1.0030e+000 -9.7974e-001 -4.3488e+000 +1.2006e+000 +3.1913e+000 +3.0349e+000 +3.0610e+000 -1.5344e+000 +4.8728e-001 -2.5698e+000 +2.8715e+000 +3.1278e+000 -2.2989e+000 -1.0081e+000 +1.6509e+000 +2.7168e+000 -3.0419e+000 +2.3062e+000 +4.8071e-003 -2.1223e+000
202 +2.785695647e+001 +2.785695647e+001 -7.469304353e+001 -7.469304353e+001 +3.6518e+000 +8.1784e-002 -1.2469e+000 -7.5116e-001 -2.7036e+000 -2.3405e+000 +3.1721e+000 -6.0777e+000 -1.4399e+000 -1.3012e+000 +1.4758e+000 +2.7273e+000 -1.4501e+000 -1.2928e+000 +2.7280e+000 +2.9527e-001 -3.1192e+000 +2.3435e+000 +1.6668e+000 +2.9097e+000
348 +1.744667069e+001 +1.744667069e+001 -8.510332931e+001 -8.510332931e+001 -1.3044e+000 +1.1252e+000 -2.2555e+000 -9.9058e-001 +2.5263e+000 +1.0906e+000 +1.9149e+000 +3.4412e-002 +1.7993e+000 -1.1472e+000 +3.5890e+000 +2.7304e+000 +1.7701e-001 +1.7846e-001 +2.1685e+000 +3.4150e+000 -2.0634e+000 +1.0067e+000 +1.5964e+000 +9.7597e-001
431 +1.553485262e+001 +1.553485262e+001 -8.701514738e+001 -8.701514738e+001 +1.1111e+000 +1.4564e+000 -3.6404e+000 -1.3225e+000 -1.0266e+000 -2.7676e+000 +7.0572e-001 -1.1809e+000 +1.3580e+000 -8.1259e-001 +1.1218e+000 +2.0832e+000 -1.7654e+000 -3.8840e-001 +2.9484e-001 +3.4683e+000 -2.3268e+000 +1.3180e+000 +2.8542e+000 +1.4673e+000
540 +1.485589459e+001 +1.485589459e+001 -8.769410541e+001 -8.769410541e+001 -9.0235e-002 -2.5219e+000 -1.9900e+000 +1.5789e+000 -2.1610e+000 -2.0955e+000 +2.2115e+000 -1.1977e+000 -3.2992e-001 -8.8152e-001 +2.2985e+000 -1.3267e+000 -2.0632e+000 +5.9378e-001 +2.3746e+000 +1.3828e+000 +2.4862e-001 -1.4294e-001 +2.1932e+000 +7.2955e-001
643 +1.451685832e+001 +1.451685832e+001 -8.803314168e+001 -8.803314168e+001 +2.6988e+000 -3.0671e-001 -4.1152e-001 -3.0530e-001 -8.8824e-001 -1.2951e+000 -1.2916e+000 -8.8877e-001 +2.1622e+000 -1.9324e+000 +2.4951e+000 +2.6447e+000 -2.9295e-001 -2.0601e+000 +8.3400e-001 +1.1621e+000 +4.5823e-001 +9.4754e-001 -8.1500e-002 +3.4021e+000
672 +1.319845701e+001 +1.319845701e+001 -8.935154299e+001 -8.935154299e+001 +1.8968e+000 -9.0682e-002 -1.5889e+000 -1.6902e+000 -2.1975e-001 +6.3815e-001 +1.2909e+000 -1.4022e+000 +1.8446e+000 +2.7913e+000 +1.8100e+000 +2.7026e+000 -8.5500e-001 -2.9954e+000 +3.1499e+000 +1.6450e+000 +2.5913e-001 +2.2099e+000 +1.5813e+000 +7.4098e-001
702 +1.277253202e+001 +1.277253202e+001 -8.977746798e+001 -8.977746798e+001 +2.4830e+000 -7.5873e-001 -5.6227e-001 -1.8168e+000 -1.3248e+000 +1.1533e+000 -8.4090e-001 -1.6092e+000 +7.2492e-001 +5.1805e-001 +3.0535e+000 +3.0722e+000 -4.1403e-001 -3.5080e-001 +5.5571e-002 +2.2296e+000 -2.1501e-001 +2.4895e+000 +3.8815e-002 +8.6955e-001
729 +1.224240250e+001 +1.224240250e+001 -9.030759750e+001 -9.030759750e+001 +1.6286e+000 +5.5644e-001 -1.8654e+000 -1.2274e+000 -1.4955e+000 -7.5274e-001 +1.4785e+000 +1.2877e+000 +2.8198e+000 +6.4219e-001 +2.4744e-001 +2.9979e+000 -1.0154e+000 -2.1351e-001 +1.3470e+000 -1.1855e+000 -1.9779e-001 +1.4476e+000 +8.7790e-001 -1.0565e+000
777 +1.191009470e+001 +1.191009470e+001 -9.063990530e+001 -9.063990530e+001 -5.2731e-001 -4.1365e-001 -1.2383e+000 -1.3449e+000 +5.1865e-001 -1.4991e+000 +2.0288e+000 -1.2360e+000 +1.7643e+000 +2.8189e+000 +2.2797e+000 -5.6650e-002 +2.4284e-001 +1.0899e-001 +4.8252e-001 +1.8258e+000 -4.1165e-001 -2.3663e+000 +3.4064e-001 +9.7403e-001
801 +1.158317278e+001 +1.158317278e+001 -9.096682722e+001 -9.096682722e+001 +3.2229e+000 -6.9785e-001 -1.2136e+000 +1.5513e+000 -5.9952e-001 +5.7737e-002 +1.8779e-001 +8.8027e-001 -2.7980e-001 -1.6040e+000 +3.0626e+000 +2.4941e+000 -1.8276e+000 -1.5600e-001 +2.8629e+000 +6.4748e-001 -4.2188e-001 +1.5251e+000 -1.6195e+000 +9.1817e-001
803 +1.084451821e+001 +1.084451821e+001 -9.170548179e+001 -9.170548179e+001 +1.6981e+000 -1.9542e-001 -1.0518e+000 -1.2201e+000 -1.1448e+000 -1.0173e+000 +1.9056e+000 -4.4512e-001 +9.3888e-001 +4.7928e-001 +1.9881e+000 +2.4676e-001 -1.5494e-001 -1.2206e-001 +2.4550e+000 +3.4985e+000 +4.5037e-003 +7.5245e-001 -4.0149e-001 +1.1974e+000
830 +9.858846248e+000 +9.858846248e+000 -9.269115375e+001 -9.269115375e+001 +3.7084e+000 +1.1473e+000 -9.4881e-001 -4.1791e-001 +1.7988e+000 +7.6586e-002 +8.2211e-001 -2.0975e+000 +2.0799e+000 +1.4662e+000 +2.1607e+000 +1.3288e+000 -6.0243e-001 -9.6865e-002 +7.4700e-001 +5.7695e-001 -9.5138e-002 +1.1256e+000 +1.4026e+000 -2.5173e-001
874 +9.414686328e+000 +9.414686328e+000 -9.313531367e+001 -9.313531367e+001 -9.8493e-001 -2.1041e-001 -2.7117e+000 -3.5497e+000 -1.0434e-001 +2.2792e-001 -3.9339e-001 +7.0103e-001 +2.4014e+000 +1.0479e-001 +1.9313e+000 +1.2297e+000 +3.5347e-001 -4.6194e-001 +4.4955e-001 +3.5730e+000 -5.3958e-001 +5.7368e-001 +8.0895e-001 -4.0505e-001
962 +7.054146338e+000 +7.054146338e+000 -9.549585366e+001 -9.549585366e+001 -1.1950e+000 -3.5169e-001 -1.1104e+000 -1.2484e+000 -4.4463e-001 +3.3267e-001 +1.7291e+000 -5.3730e-001 +1.1732e+000 -6.3069e-001 +2.9991e+000 +1.9193e+000 +1.2563e+000 +2.0969e-002 +1.9095e+000 +1.6574e+000 -3.9702e-001 +2.1712e+000 -3.5995e-002 -7.2955e-001
2089 +6.706821626e+000 +6.706821626e+000 -9.584317837e+001 -9.584317837e+001 +5.2092e-001 +4.3244e-001 -1.1636e+000 +2.5261e-001 +1.1867e+000 -7.0961e-001 -5.9686e-001 -2.7775e-001 -7.2842e-001 -1.3595e+000 -3.5066e-001 -6.7199e-001 +3.8466e-001 +1.9578e+000 +2.3629e-001 -5.5360e-001 -7.0789e-002 +9.5631e-001 +8.1180e-001 +8.3696e-002
2215 +5.367566486e+000 +5.367566486e+000 -9.718243351e+001 -9.718243351e+001 +6.3183e-001 -3.3848e-001 +7.6961e-002 +8.7948e-001 +9.0108e-001 -8.6826e-001 -1.3876e-001 -3.2611e-001 +2.6412e+000 -2.1460e+000 +8.2519e-001 +1.2311e+000 +7.1912e-001 +5.2627e-002 +6.2498e-001 -1.2451e+000 -1.1679e+000 +9.6011e-001 -6.5945e-002 +2.7793e-001
3685 +4.963396063e+000 +4.963396063e+000 -9.758660394e+001 -9.758660394e+001 +2.0421e+000 -1.9157e-001 -5.7034e-001 +3.1654e-001 -6.5338e-002 -1.2220e+000 -5.4521e-002 -5.8173e-001 +3.2360e-001 -1.5410e+000 +5.7641e-001 +1.0707e+000 +1.3383e-001 -2.1609e+000 -1.1440e+000 -1.0836e+000 +5.0548e-001 +4.5564e-001 +1.2443e+000 -6.8852e-001
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.754826932e+002 +6.754826932e+002 +7.471726932e+002 +7.471726932e+002 -1.2083e+000 -2.6633e+000 -7.3159e+000 -4.1847e+000 -5.8596e+000 -1.1746e+001 -4.5620e-001 +3.8756e+000 -6.3600e+000 +2.7529e+000 +3.7599e+000 +2.0024e+000 -2.4575e+000 -1.1431e+001 -1.9505e+000 -3.3422e+000 +4.8659e+000 -8.2811e+000 +1.6334e+000 +1.4400e+000
2 +1.283112373e+002 +1.283112373e+002 +2.000012373e+002 +2.000012373e+002 +1.8956e+000 -1.8863e+000 -3.5264e+000 -1.2217e+001 +2.8104e+000 +1.5926e+000 -2.3424e+000 +2.4372e+000 -6.1280e+000 +5.4261e-002 -4.9352e-001 +3.3475e+000 +2.8360e+000 -3.9051e+000 +1.8664e+000 +4.0671e-001 +1.7916e+000 -5.4168e+000 -1.6812e+000 -3.5658e+000
5 +4.968958299e+001 +4.968958299e+001 +1.213795830e+002 +1.213795830e+002 +1.7676e+000 -2.3405e+000 -3.7152e+000 -1.1544e+000 +1.3916e+000 +5.2131e-001 -6.9324e-001 +7.1053e+000 -3.5567e+000 +5.6412e-002 -4.4818e-001 +1.9827e+000 -2.1212e+000 -5.4044e+000 +1.2034e-001 -1.3454e+000 +2.5223e+000 -5.2716e-001 +2.8015e+000 -2.1228e+000
15 +4.547236466e+001 +4.547236466e+001 +1.171623647e+002 +1.171623647e+002 +5.1913e-001 -3.2287e+000 -3.3317e+000 -3.7392e+000 +3.4009e+000 +2.2363e+000 +1.0881e+000 +3.6716e+000 -6.0071e+000 +1.0449e+000 -5.9118e-001 +8.4331e-001 -8.1603e-001 -5.0100e+000 +3.8512e+000 +1.9994e-001 +1.8970e-001 -2.7534e+000 -4.1139e+000 +4.6996e-002
18 +3.497693329e+001 +3.497693329e+001 +1.066669333e+002 +1.066669333e+002 +2.5992e+000 -2.3108e+000 -2.8166e+000 -5.3069e+000 +1.0507e+000 +2.2510e+000 -3.3230e-002 +1.5081e+000 -6.2023e+000 +3.1047e+000 -6.4127e-001 -1.0898e-001 -9.1346e-001 -5.3521e-001 +1.7543e+000 -8.9271e-001 +3.2584e+000 -1.9394e+000 -3.6853e-001 +1.9340e+000
