% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.973409052e+003 +1.973409052e+003 +2.066349052e+003 +2.066349052e+003 +3.5972e+000 -4.1377e+000 +3.5603e+000 +1.6889e+000 +3.5185e+000 +4.0907e+000 -2.2435e+000 +1.7890e+000 -2.2581e+000 +2.0287e+000 +9.8874e-001 +3.8688e+000 -1.6726e+000 +1.4801e+000 +1.1759e+000 +1.2197e+001 +4.3926e+000 -6.6865e+000 +6.9028e-001 -6.5222e+000
13 +1.349354012e+003 +1.349354012e+003 +1.442294012e+003 +1.442294012e+003 +1.9890e+000 -5.7163e+000 +1.8316e+000 +3.3418e+000 -2.9884e+000 +5.9973e+000 -9.0544e+000 -7.0663e+000 +1.8248e+000 +1.9744e+000 -5.3214e+000 +3.6478e+000 -6.4388e+000 +7.9500e-001 +5.8384e+000 -4.2283e-002 +6.6487e+000 -5.0123e+000 -3.2864e-001 -2.1321e+000
34 +7.882196038e+002 +7.882196038e+002 +8.811596038e+002 +8.811596038e+002 +4.0650e+000 -1.9177e+000 +6.1646e-001 +4.1071e+000 +2.4398e+000 +6.0125e+000 +2.1147e+000 -3.5547e+000 -3.7176e+000 -1.3369e+000 +3.5011e+000 +5.3142e+000 -3.6549e+000 +1.1528e+000 -1.9696e+000 +3.9632e-001 +1.0120e+001 -3.8519e+000 +6.6054e+000 -1.4894e+000
117 +5.927575642e+002 +5.927575642e+002 +6.856975642e+002 +6.856975642e+002 +2.1146e+000 -3.8138e+000 +2.1180e+000 +5.0618e+000 +2.0105e+000 +3.6559e+000 +1.5961e-001 -2.7276e+000 -5.8557e-001 +2.7655e+000 +4.1857e+000 +2.5437e+000 -7.9106e+000 -2.9731e+000 +3.4529e+000 +2.2530e+000 +4.5271e+000 -5.5285e+000 +4.1797e+000 -3.7424e+000
291 +4.692461746e+002 +4.692461746e+002 +5.621861746e+002 +5.621861746e+002 +5.2914e-001 -4.5368e+000 +7.8269e-001 +8.2150e+000 +1.6565e+000 +2.2526e+000 +8.6950e-001 -2.3278e+000 +4.1090e+000 +3.8001e+000 +6.9937e-001 +3.6252e+000 -5.6548e-001 -4.6128e-001 +1.1587e+000 +2.5702e+000 +7.8524e+000 -5.2496e+000 +4.1280e+000 +4.1112e-001
322 +4.180246188e+002 +4.180246188e+002 +5.109646188e+002 +5.109646188e+002 +2.3427e+000 -1.2101e+000 +8.0266e-002 +4.5603e+000 -6.0701e-001 +4.8569e+000 -1.1755e+000 -2.7084e+000 +5.0176e+000 +4.3736e+000 +3.9236e+000 +2.3430e+000 -2.2972e+000 +3.0151e-001 +2.4039e+000 -2.8093e-001 +6.7556e+000 -3.2304e+000 +2.3265e+000 -2.2576e-001
379 +3.210165651e+002 +3.210165651e+002 +4.139565651e+002 +4.139565651e+002 +1.5075e+000 -1.6914e+000 -7.2294e-001 +7.5188e+000 +8.3570e-002 +3.6012e+000 -1.9108e-001 -3.8731e+000 +2.3415e+000 +3.5178e+000 +2.1308e+000 +2.9335e+000 -5.2402e+000 -1.4059e+000 +2.4883e+000 +1.8442e+000 +5.6648e+000 -5.7137e+000 +6.3332e-001 -3.0014e+000
569 +1.876709474e+002 +1.876709474e+002 +2.806109474e+002 +2.806109474e+002 +1.4916e+000 -2.0410e+000 -2.7385e-001 +5.2474e+000 +2.6133e+000 +4.0719e+000 +8.9097e-001 -2.0432e+000 +3.0839e-001 +3.5884e+000 +2.5854e+000 +2.5158e+000 -3.4189e+000 +1.6167e+000 -2.0821e+000 +2.6460e+000 +7.6930e+000 -5.9786e+000 -1.2798e-001 -3.4103e+000
974 +1.845428858e+002 +1.845428858e+002 +2.774828858e+002 +2.774828858e+002 -7.0646e-006 -1.4841e+000 +6.0838e-001 +5.5292e+000 +1.8735e+000 +6.0768e+000 -5.7119e-001 +8.0954e-001 +4.2345e-001 +2.5996e+000 +4.1707e+000 +8.4419e-001 -6.0152e+000 +2.2403e+000 -2.4611e+000 +3.3788e+000 +7.1483e+000 -4.2696e+000 +6.2036e-001 -3.2330e+000
1260 +1.650222569e+002 +1.650222569e+002 +2.579622569e+002 +2.579622569e+002 +1.4273e-001 -3.9562e+000 +8.8995e-001 +4.1683e+000 +1.8915e-001 +3.6852e+000 -1.2138e+000 +4.7563e-001 +3.3363e+000 +2.3483e+000 +1.9170e+000 +4.0055e-002 -2.9792e+000 +1.4016e+000 -1.9885e+000 +4.7634e+000 +8.0260e+000 -5.3432e+000 +1.5128e+000 -1.6898e+000
