% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.324265850e+004 +1.324265850e+004 +1.278056850e+004 +1.278056850e+004 -1.4992e+000 -1.0816e+000 +7.1524e+000 -3.9604e+000 +4.6610e+000 -3.0818e+000 -9.4753e-001 -3.6113e+000 +2.2228e+000 +5.7730e+000 +1.4988e+000 +5.3988e+000 +3.7095e+000 -2.6138e+000 -3.0982e+000 +4.2181e+000 -8.5622e-001 -3.4672e+000 +4.1801e+000 +2.7597e+000
4 +9.399314998e+003 +9.399314998e+003 +8.937224998e+003 +8.937224998e+003 +4.6464e-001 +5.4537e+000 +3.9796e+000 -7.1631e-001 +5.2981e+000 -4.8787e+000 -2.8917e+000 -2.5064e+000 +5.1304e-002 +3.8821e+000 +1.0073e+000 +2.6219e+000 +7.6918e-001 +9.0098e+000 -4.9778e+000 +7.3058e+000 -3.1594e+000 -2.6617e+000 +4.6364e+000 +5.6281e+000
29 +6.604915197e+003 +6.604915197e+003 +6.142825197e+003 +6.142825197e+003 -1.2100e+000 +3.3666e+000 +3.1569e+000 -2.3161e+000 +2.6754e+000 -4.2862e+000 -2.2140e-001 -6.1802e+000 +1.3169e-002 +5.6066e+000 +4.0227e+000 +7.0658e+000 +2.3860e+000 -4.2174e+000 -2.4094e+000 +4.5616e+000 +7.9509e-001 -1.7406e+000 +3.8727e+000 +2.2854e+000
33 +1.941584277e+003 +1.941584277e+003 +1.479494277e+003 +1.479494277e+003 +1.9172e+000 +1.8032e+000 -2.0572e+000 -2.3398e+000 +2.8798e+000 -2.4327e+000 -4.5164e+000 -3.5103e+000 +1.4102e+000 +4.0526e+000 +1.6851e+000 +3.8780e+000 -1.0662e+000 -9.3308e-001 -3.1375e+000 +4.7500e+000 -1.9540e+000 -1.0359e+000 +3.4032e+000 -3.4355e-001
217 +1.344223922e+003 +1.344223922e+003 +8.821339224e+002 +8.821339224e+002 -1.3080e+000 -1.1734e-001 +9.9926e-001 -5.9830e+000 +2.7781e+000 -3.3637e+000 -4.8874e+000 -4.6811e+000 +1.3840e+000 +6.6786e-001 -1.4357e+000 -7.5236e-001 -8.9937e-001 -2.5048e+000 +9.2959e-001 +3.8322e+000 -2.3640e+000 -5.7094e-001 +2.3171e+000 +5.0595e-001
419 +1.083380161e+003 +1.083380161e+003 +6.212901608e+002 +6.212901608e+002 +9.3687e-001 -3.1822e-001 +1.7790e+000 -7.9116e-002 +2.4108e+000 -5.0156e-001 -1.2765e-003 -1.1553e+000 +2.1291e+000 +3.0623e+000 +7.6539e-001 +3.3367e+000 -1.5008e+000 -8.6185e-001 -4.4438e+000 +3.0480e-001 -6.9158e-001 -2.1569e-001 +4.0205e-001 +3.1077e+000
515 +1.054938819e+003 +1.054938819e+003 +5.928488189e+002 +5.928488189e+002 -7.8673e-001 +1.3267e+000 +2.8840e+000 -3.1930e+000 +1.1053e+000 -3.3490e+000 +2.3815e-001 +3.8709e-002 +1.7112e-001 +1.2761e+000 +2.8588e+000 +2.3948e+000 -3.0197e+000 -1.2702e+000 -1.7257e+000 +1.0964e+000 -2.1794e+000 -1.6994e+000 +4.1294e-002 +3.0146e+000
645 +9.244485474e+002 +9.244485474e+002 +4.623585474e+002 +4.623585474e+002 +3.6666e-001 +4.1337e+000 +1.2929e+000 -8.4772e-001 +6.4713e-001 -2.3671e+000 +1.5231e+000 +6.2374e-001 +1.9698e+000 +1.5503e+000 -9.0579e-002 +1.7666e+000 -2.6898e+000 -4.3595e+000 -4.4530e+000 +2.1711e+000 +1.0356e-001 +9.4449e-001 +2.2679e+000 +7.1448e-002
770 +8.484064535e+002 +8.484064535e+002 +3.863164535e+002 +3.863164535e+002 -8.0345e-001 +2.5067e+000 +1.6487e+000 -1.2524e+000 +1.6635e+000 -2.1288e+000 +1.2867e+000 -2.6037e+000 +1.2642e+000 +2.3974e+000 -6.5638e-001 +2.1304e+000 -3.6129e+000 -2.0390e+000 -3.0749e+000 -4.5255e-001 -1.4143e+000 +9.8573e-001 +1.1447e+000 +1.0266e+000
809 +7.650715433e+002 +7.650715433e+002 +3.029815433e+002 +3.029815433e+002 +4.0594e-001 +3.0655e+000 +4.3816e-001 -7.6453e-001 +5.5336e-002 -4.1215e+000 -4.8505e-001 -9.5880e-001 -1.1632e+000 +4.4913e+000 +3.8588e-001 -7.4779e-001 -3.1436e+000 -2.7325e+000 -3.7050e+000 -1.1301e+000 -2.0388e+000 +3.1444e+000 +2.8519e-001 +1.5151e+000
