% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.963148928e+005 +4.963148928e+005 +4.957683928e+005 +4.957683928e+005 -9.2454e-001 -8.5349e+000 +3.2566e+000 -1.3201e+000 -1.5319e+000 +4.6469e-001 -3.1433e+000 +1.7500e+000 -3.2721e+000 +9.3801e-001 +2.1727e+000 -4.4266e+000 +1.6433e+000 -7.4591e+000 -4.6882e+000 -1.4518e+001 +4.7632e-001 +2.0983e+000 -5.6529e+000 -3.6657e+000
3 +3.325993992e+005 +3.325993992e+005 +3.320528992e+005 +3.320528992e+005 +9.6658e-003 -9.1623e+000 +1.7555e+000 +4.0324e+000 +1.1118e+000 -4.6296e+000 +7.6962e+000 +6.0082e+000 +2.9997e+000 +2.1142e+000 +2.9510e+000 -6.3182e+000 +1.7609e+000 +1.9171e+000 -2.6863e+000 +1.2009e+000 +3.1576e+000 +6.2822e-001 -3.8411e+000 -5.9909e+000
7 +2.302971574e+005 +2.302971574e+005 +2.297506574e+005 +2.297506574e+005 +3.0387e+000 -5.2162e+000 -4.5752e+000 +3.6539e+000 +4.9680e-001 +1.4945e+000 +3.4465e+000 +5.3412e+000 +8.2335e-001 +3.9729e+000 +1.6873e+000 -3.5036e+000 +1.7506e+000 -3.2534e+000 -3.1740e+000 -4.2094e+000 +3.4730e-001 -6.1316e+000 +1.9694e+000 -3.5125e+000
13 +1.570067646e+005 +1.570067646e+005 +1.564602646e+005 +1.564602646e+005 -4.7684e-001 -7.0249e+000 +2.7939e+000 +2.2543e+000 +1.5875e-001 -2.0481e-001 +5.3144e+000 +4.2375e+000 +1.8108e+000 +6.0568e+000 +4.4570e+000 -5.0330e+000 -7.5066e-001 -1.6359e+000 +5.1260e-001 -1.8158e+000 +2.0562e+000 -3.6296e+000 -3.3654e+000 -3.3253e+000
23 +1.497813914e+005 +1.497813914e+005 +1.492348914e+005 +1.492348914e+005 +1.6451e+000 -4.7557e+000 +5.5651e-001 -1.9336e+000 +2.4639e+000 -3.6793e-001 +3.4667e+000 +4.8687e+000 +4.6613e-001 -2.3800e+000 +1.4539e+000 +2.6883e+000 -7.4750e-001 -1.4402e+000 -1.4235e-001 -5.6787e+000 -5.3528e-001 -7.2165e+000 -1.4103e+000 -2.6958e+000
41 +1.236846854e+005 +1.236846854e+005 +1.231381854e+005 +1.231381854e+005 +1.3467e+000 -2.9316e+000 +1.4540e+000 +1.5802e+000 +1.6280e+000 +1.5320e+000 +5.7078e+000 +7.8590e+000 -1.2011e+000 -2.0338e+000 +3.0637e+000 -4.0596e-001 -6.0039e-001 -3.8932e+000 -8.4734e-002 -4.0460e+000 +1.1484e-001 -3.5394e+000 -4.2373e+000 -3.5172e+000
51 +1.177633785e+005 +1.177633785e+005 +1.172168785e+005 +1.172168785e+005 +2.2684e+000 -1.7316e+000 -2.2127e-001 -4.2652e+000 +1.4289e+000 -1.5599e+000 +1.1377e+000 +3.3107e+000 +2.2042e+000 +4.0918e-001 +4.5722e+000 +1.2969e+000 +1.7983e+000 -8.0590e+000 -1.6673e+000 -5.3806e+000 -2.1242e+000 -4.0771e+000 -2.2300e+000 -1.9167e+000
76 +4.897295538e+004 +4.897295538e+004 +4.842645538e+004 +4.842645538e+004 +2.2847e+000 -4.2064e+000 -8.3578e-001 +4.8302e-001 +4.2711e+000 -6.9285e-001 -6.7647e-002 +6.8003e-001 -1.0813e+000 -5.3164e-002 +2.6530e+000 -1.7191e+000 -6.7876e-001 -3.3976e+000 -2.5140e+000 -1.8365e+000 -4.0306e-001 -5.1291e+000 -2.2661e+000 -4.9596e-001
209 +4.249069130e+004 +4.249069130e+004 +4.194419130e+004 +4.194419130e+004 +4.3382e+000 -1.3532e+000 +2.5252e+000 -6.6239e-001 -5.1553e-002 +1.4432e+000 +4.0830e+000 +4.9179e+000 -8.7383e-001 +6.5002e-001 +2.3120e+000 -6.6434e-001 +1.0490e+000 -2.0200e+000 -1.1666e+000 -3.1736e+000 +2.3760e+000 -4.8697e+000 -5.5776e-001 +1.2682e+000
315 +3.115576898e+004 +3.115576898e+004 +3.060926898e+004 +3.060926898e+004 +1.4079e+000 -4.9765e+000 +1.8918e+000 -6.3271e-001 -1.5690e+000 -1.9862e+000 +3.7260e+000 +4.2059e+000 -1.9480e+000 +2.4495e+000 +1.5665e+000 -2.9872e+000 -4.3333e-002 -3.4322e+000 -8.4699e-001 -3.4383e+000 +7.5750e-001 -2.9260e+000 -1.3841e+000 +1.7090e-001
