% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.686907642e+001 +1.686907642e+001 +2.373907642e+001 +2.373907642e+001 +2.0528e+000 -1.2860e+000 -5.5095e+000 +4.6055e+000 -4.2993e+000 -7.2752e-001 +3.7972e+000 -5.5325e+000 -1.3948e+000 -5.8487e+000 -3.4188e+000 +3.9789e+000 -6.3537e+000 +1.1746e+000 +1.9456e+000 +6.1594e+000 -6.9298e+000 +4.3520e+000 -1.4348e+000 +3.3190e+000
2 +1.419889441e+001 +1.419889441e+001 +2.106889441e+001 +2.106889441e+001 +5.3551e-001 +2.5023e+000 -4.2421e-001 +4.5633e+000 -2.3726e+000 -9.2358e-001 +2.1181e+000 -3.3231e+000 -5.8348e+000 -1.7093e-002 -2.1450e+000 -1.6359e+000 +2.0760e+000 +3.1910e+000 -2.6736e+000 +1.3094e-001 -4.5452e+000 +4.0204e+000 -5.6916e+000 +2.1159e+000
47 +8.233531845e+000 +8.233531845e+000 +1.510353185e+001 +1.510353185e+001 -6.1053e-002 +1.2625e+000 -4.6352e+000 +3.4748e+000 -2.1151e+000 +6.1192e+000 +3.4716e+000 -3.6388e+000 -2.7615e+000 -3.0117e+000 +1.3205e+000 -1.1863e+000 -2.7199e+000 -7.5619e-001 -2.6343e+000 +1.1193e-001 -5.7031e+000 +2.7198e+000 +4.3102e+000 +3.2627e+000
121 +7.814891420e+000 +7.814891420e+000 +1.468489142e+001 +1.468489142e+001 +5.4366e+000 +4.8884e+000 +1.2921e+000 +4.1021e-001 +2.4101e-001 +1.7639e+000 +1.4415e+000 -2.8731e+000 -2.6589e+000 -3.3881e+000 +9.3152e-001 -2.3872e+000 -6.6662e+000 +6.5416e-001 -2.8062e+000 +6.1239e-001 -2.9698e+000 +4.3707e+000 -4.8075e+000 +2.9388e+000
223 +7.253574064e+000 +7.253574064e+000 +1.412357406e+001 +1.412357406e+001 +3.5219e-001 -9.7476e-001 +4.8281e+000 +3.9349e+000 -2.7981e+000 +8.3374e-001 +8.1830e-001 +4.9420e-001 +1.4660e+000 -3.6516e+000 -4.4615e+000 -5.2009e+000 +3.2465e+000 +2.5517e+000 -3.9594e+000 +1.0310e+000 -2.2978e+000 +1.4170e+000 -2.9895e+000 +3.4551e+000
469 +6.865228286e+000 +6.865228286e+000 +1.373522829e+001 +1.373522829e+001 -1.7660e+000 +2.1325e+000 +1.3037e+000 +2.4468e+000 -3.9426e+000 +2.5429e+000 +3.3239e+000 -6.3896e-001 -1.5107e-001 -4.0446e+000 -1.8317e+000 -3.5024e+000 -8.3088e-001 +4.3342e+000 -4.4040e+000 -2.4596e+000 -5.0381e+000 +6.1406e+000 +8.7859e-001 -9.6026e-001
756 +5.519491309e+000 +5.519491309e+000 +1.238949131e+001 +1.238949131e+001 +1.6052e+000 +1.0041e+000 +5.2242e+000 +4.0478e+000 -1.6839e+000 +9.4384e-001 +3.7598e+000 +1.5723e+000 -2.7545e+000 -1.7762e+000 +1.1975e-001 -3.6252e+000 +9.0539e-001 +2.4516e-002 -2.3902e+000 +7.8235e-001 -2.9926e+000 +2.8769e+000 -2.4720e+000 +1.8092e+000
920 +5.219908413e+000 +5.219908413e+000 +1.208990841e+001 +1.208990841e+001 +2.1284e+000 +1.4181e+000 +1.8007e+000 +2.8808e+000 -2.5056e+000 +1.7681e+000 +9.4886e-001 +8.1937e-001 +1.9954e+000 +2.9534e+000 -2.6166e-001 -3.6311e+000 -1.0834e+000 +2.4668e+000 -8.7457e-001 +2.6161e+000 -2.9738e+000 +2.5035e+000 +2.1972e-001 -5.5327e-001
1542 +3.561924007e+000 +3.561924007e+000 +1.043192401e+001 +1.043192401e+001 +1.0386e+000 -2.0458e+000 -1.5763e+000 +2.6378e+000 -2.5300e+000 +4.3934e-002 -1.6393e+000 -8.7193e-001 -1.6759e+000 -2.4902e+000 -2.7890e-001 -7.4986e-001 +2.4310e+000 -3.6494e+000 -4.3548e+000 +6.9414e-001 -3.0096e+000 +3.8859e-001 -1.5532e+000 -1.0525e+000
10538 +2.184468342e+000 +2.184468342e+000 +9.054468342e+000 +9.054468342e+000 +3.4124e+000 +1.6989e+000 +1.7315e-001 -2.7345e+000 -3.9143e+000 +5.1611e+000 -3.5755e+000 -5.7738e-001 -1.5303e+000 +1.3624e+000 -1.2337e+000 +3.5769e-001 -2.0653e+000 -2.5263e+000 -5.2545e-001 +8.2761e-001 +1.2938e+000 +1.2131e+000 +4.6163e+000 -3.2585e+000
164493 +1.872942731e+000 +1.872942731e+000 +8.742942731e+000 +8.742942731e+000 -7.4958e-001 -3.7368e+000 +5.4218e-001 -3.2596e-001 +2.4695e+000 +1.6161e-001 +2.0416e+000 -1.7791e+000 +2.3073e+000 -1.5925e+000 +2.6081e+000 +3.3388e+000 +7.1624e-001 +2.3717e+000 -3.2065e+000 +5.0219e+000 +1.4932e+000 +7.6484e-001 +2.5895e+000 +2.6173e+000
1262054 +1.656515055e+000 +1.656515055e+000 +8.526515055e+000 +8.526515055e+000 -1.6774e+000 +2.4433e+000 -5.3304e-001 -7.3998e-001 +1.6068e+000 -7.2907e-001 +7.2545e-002 +1.6170e+000 -1.0140e+000 -9.0826e-002 -1.8764e+000 +2.6543e+000 +2.5610e-001 -1.0076e+000 -1.1063e+000 -2.3124e+000 +5.3187e+000 -2.2092e-001 -1.4460e+000 +2.1014e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.924611799e+001 +2.924611799e+001 +2.925611799e+001 +2.925611799e+001 +1.3423e-001 -1.4624e+000 -1.3834e+000 -9.8647e-002 -3.8637e+000 +3.2822e+000 +7.9530e+000 -5.2738e+000 +2.5665e+000 -5.2705e+000 +3.4355e+000 +7.4532e-001 -4.3338e+000 +3.2616e+000 -6.8911e+000 +5.7132e+000 +1.0700e+000 -1.0144e-001 -2.0490e+000 +2.0559e+000
