% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.877397158e+007 +1.877397158e+007 +1.877407419e+007 +1.877407419e+007 -5.5366e+000 +4.1230e-001 +3.6000e+000 -2.6847e+000 -1.3091e+001 +5.6165e+000 -1.7596e+000 +4.1354e+000 +4.7491e+001 +3.3698e+000 +1.8829e+000 +5.3793e-001 +7.1608e+000 +2.2662e-001 -4.5644e+000 -5.3310e+000 +1.6092e+000 +5.2369e+000 -1.8554e+000 +6.5482e-001
2 +4.077514095e+005 +4.077514095e+005 +4.078540195e+005 +4.078540195e+005 +3.8463e+000 -9.2033e-001 +7.3063e+000 +6.9248e+000 -2.6087e+000 +6.2527e+000 -4.6505e-001 -5.0951e+000 +2.4148e+000 +4.3223e-001 +3.8761e+000 +7.0388e-001 +3.7376e+000 +2.8907e+000 +9.3676e+000 +3.4998e+000 +1.2957e+000 +9.8507e-001 -8.0685e+000 +6.2226e+000
3 +1.892256457e+005 +1.892256457e+005 +1.893282557e+005 +1.893282557e+005 -1.7526e+000 +1.4746e+000 +7.2001e+000 +4.7865e-001 +1.0438e+000 +8.2687e+000 -6.2443e+000 -7.0229e-001 +5.2105e+000 +5.2950e+000 +6.2602e+000 -8.5315e-001 -6.1956e-001 +1.8024e+000 -2.6751e+000 +3.4154e-001 -1.2102e-001 +3.9551e+000 +1.8465e+000 +1.5405e-002
4 +1.685882594e+005 +1.685882594e+005 +1.686908694e+005 +1.686908694e+005 +4.4041e+000 -6.6393e-002 +8.1704e+000 +1.3461e+000 -4.2601e-001 +4.8861e+000 +3.8756e+000 +2.4508e+000 +1.5896e+000 -2.1432e+000 +3.0280e+000 -2.5544e+000 +3.4554e+000 +7.1819e+000 -2.7963e+000 +3.0414e-001 +2.9563e+000 +2.4512e+000 +5.6376e+000 -6.2254e+000
5 +2.852543840e+004 +2.852543840e+004 +2.862804840e+004 +2.862804840e+004 -1.6477e+000 +1.4147e+000 +4.2531e+000 -2.1069e+000 -9.7007e-001 +2.6219e+000 -1.5168e+000 -3.7073e+000 +2.4788e-001 -4.7493e+000 -1.4476e+000 -2.4592e+000 +6.6585e+000 -3.9236e+000 -2.6343e+000 +1.2067e+000 -2.1285e+000 +1.6442e+000 +5.0441e+000 -1.1483e+000
17 +1.926507655e+003 +1.926507655e+003 +2.029117655e+003 +2.029117655e+003 -2.7183e+000 +3.3308e+000 +3.4198e-002 +1.3441e+000 -4.1489e+000 +8.5365e-001 -1.3709e+000 -5.3594e+000 +3.1384e+000 +1.2032e+000 +4.1863e+000 -6.7638e-001 +2.8464e+000 +1.8343e+000 -1.5315e+000 +4.1609e-001 -4.3959e-001 -1.8326e+000 -6.7793e-001 -1.0175e+000
22 +6.867007082e+002 +6.867007082e+002 +7.893107082e+002 +7.893107082e+002 -3.0639e+000 +1.3822e+000 +5.6807e-001 +2.3916e+000 -1.0649e+000 +2.6644e+000 -2.6141e-001 +1.8341e-002 +1.2282e+000 +1.8382e+000 +1.7956e+000 -2.5711e-001 +3.1984e+000 +2.4681e+000 -3.2231e-001 +3.3024e+000 +1.2881e+000 +3.1910e+000 +4.6280e+000 -1.8273e+000
183 +5.810090235e+002 +5.810090235e+002 +6.836190235e+002 +6.836190235e+002 -5.1402e-001 +1.1700e+000 +2.7482e+000 +8.0243e-001 -1.2010e+000 +2.0411e+000 -1.1463e+000 -3.6548e+000 +1.1658e+000 -1.1716e+000 +2.7072e+000 -2.3875e+000 +1.0843e+000 +3.3615e+000 -2.8961e+000 +6.3849e-001 -3.3345e+000 -7.2958e-001 +4.8549e+000 -1.9673e+000
321 +5.357137284e+002 +5.357137284e+002 +6.383237284e+002 +6.383237284e+002 -1.2479e+000 +7.1233e-001 +3.0275e+000 +5.0512e-002 -2.8299e+000 +6.8711e-002 -8.6392e-001 -2.1150e+000 +9.3566e-001 -3.1536e+000 +2.5662e+000 -3.3307e+000 +6.4003e-001 +8.5709e-001 -4.4732e-001 +8.6511e-001 +1.3336e-001 +7.0495e-001 +3.9676e+000 -1.9808e+000
507 +5.090399177e+002 +5.090399177e+002 +6.116499177e+002 +6.116499177e+002 -1.4683e+000 +9.5612e-001 +2.9766e+000 +1.7630e+000 +4.3273e-001 +2.5456e+000 +1.7056e+000 +7.4106e-001 +2.2551e+000 +2.5366e+000 +4.1424e+000 -1.2805e+000 -8.3337e-001 +2.2847e+000 +8.3015e-001 -2.6075e-001 +2.0592e-002 +1.4393e+000 +1.0995e+000 +1.0189e+000
539 +4.766729445e+002 +4.766729445e+002 +5.792829445e+002 +5.792829445e+002 -1.2804e+000 +1.4958e+000 +1.8572e+000 -3.0104e+000 -2.7519e+000 +2.8817e+000 -1.8781e+000 -1.1484e+000 +4.6670e-001 +6.3481e-001 +1.3788e+000 -8.4545e-001 +6.3307e-001 +8.9223e-001 -2.3950e+000 +2.4812e+000 +3.2160e-001 +1.7275e+000 +3.4553e+000 +1.7365e-001
580 +4.630309046e+002 +4.630309046e+002 +5.656409046e+002 +5.656409046e+002 -2.8968e+000 +1.3160e+000 +1.4149e+000 -1.7878e+000 -1.2491e+000 +2.5010e+000 +1.9382e-001 -1.1282e+000 -4.0958e-002 +1.7012e+000 +2.7832e+000 -1.9866e+000 -2.9988e-001 +2.3777e+000 -1.3731e+000 +9.5185e-001 -2.0557e+000 +1.3002e+000 +3.8770e+000 -5.6566e-001
633 +4.333118752e+002 +4.333118752e+002 +5.359218752e+002 +5.359218752e+002 +1.2464e+000 +1.4909e+000 +8.6672e-001 +1.9639e+000 -1.7275e+000 +1.6510e+000 -2.6271e+000 -1.0524e+000 +7.2206e-001 +1.1502e+000 +2.6426e+000 -2.8547e-001 +4.4258e-001 +2.9594e+000 -2.2640e-001 -4.3626e-001 -2.1334e+000 +4.7233e-001 +4.4269e+000 -1.7842e+000
914 +3.886987617e+002 +3.886987617e+002 +4.913087617e+002 +4.913087617e+002 -1.3106e+000 +1.5050e+000 +1.0432e+000 -1.1903e+000 -1.3647e-001 +1.4533e+000 +3.4523e+000 -1.0664e+000 +9.5284e-001 +1.5606e-001 +4.7271e-001 +6.8623e-001 +3.1300e+000 +1.1973e+000 -8.9957e-001 +1.6034e+000 +7.9457e-002 +1.6278e+000 +4.5162e-001 +1.2369e+000
1168 +3.654201074e+002 +3.654201074e+002 +4.680301074e+002 +4.680301074e+002 -2.2308e+000 -6.4531e-001 +1.6066e+000 -1.1481e+000 -1.4854e-001 +1.3886e+000 -2.0664e+000 +9.6132e-001 -5.5704e-001 +1.2546e+000 +2.8614e+000 +1.3079e-001 -1.4181e+000 -1.9426e+000 -1.8338e+000 +8.0674e-002 +1.4365e+000 +5.1884e-002 +3.3081e-001 -4.9544e-001
