% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.414554145e+003 +3.414554145e+003 +4.414554145e+003 +4.414554145e+003 +6.4168e+000 -2.6437e+000 -5.6435e+000 +4.0551e+000 +2.8914e+000 +6.4318e-001 +5.6852e+000 -9.9643e-001 +2.8173e+000 -1.0533e+000 -7.4430e+000 -1.1356e+000 +7.7694e+000 +9.4134e-001 +2.3187e+000 -6.0338e+000 +2.5971e+000 +4.5323e+000 +1.4383e+000 -3.6818e-001
2 +2.704799122e+003 +2.704799122e+003 +3.704799122e+003 +3.704799122e+003 -5.0709e-001 +3.4027e-001 -4.5362e+000 +4.5392e+000 +3.7580e+000 -1.8491e+000 -6.3326e-001 +3.6043e+000 +2.1154e+000 -3.1092e+000 +2.3979e+000 -2.5831e-001 +3.9822e+000 +3.5074e+000 +2.5936e+000 -6.6984e-001 +1.3968e+000 +7.7320e+000 +6.6773e+000 +4.8816e+000
3 +1.830916706e+003 +1.830916706e+003 +2.830916706e+003 +2.830916706e+003 -6.6889e-001 +1.8892e+000 -3.9469e+000 +2.8532e+000 +6.4246e+000 -1.2122e+000 -1.6268e+000 -4.7125e+000 +4.1206e+000 -3.3435e-002 -4.0254e+000 -3.5268e-001 -3.7623e-001 +1.3470e+000 +2.8783e-001 -1.7964e+000 +4.0730e+000 +3.0204e+000 -1.7617e+000 +4.7863e+000
8 +9.929122286e+002 +9.929122286e+002 +1.992912229e+003 +1.992912229e+003 +3.5662e-001 -2.8087e+000 -5.2930e+000 +3.6514e+000 +5.1377e+000 -1.3729e+000 -9.0346e-001 +7.7238e+000 +2.7430e+000 -6.4950e-001 -4.8533e-001 +1.7101e-001 -7.8706e-001 -1.3535e-001 +6.8268e+000 -8.8280e-001 +3.0867e+000 -1.0123e+000 -6.6922e-001 +2.8344e+000
126 +8.975149478e+002 +8.975149478e+002 +1.897514948e+003 +1.897514948e+003 -3.8063e+000 +1.3451e-001 +1.3066e+000 +2.9864e+000 +4.2202e+000 -1.1255e+000 -1.4552e+000 -2.1672e+000 +3.1092e+000 +2.2358e+000 -2.6731e+000 -9.3478e-002 +9.5777e-001 -1.1601e+000 +3.3881e+000 -1.0394e+000 +6.3007e+000 -5.3841e-001 -1.1944e+000 +2.6503e+000
216 +6.250694340e+002 +6.250694340e+002 +1.625069434e+003 +1.625069434e+003 +1.0674e+000 -7.4268e-001 +6.8354e-001 +3.8107e+000 +3.0367e+000 -4.7889e+000 +3.8754e-001 +1.3328e+000 +3.4026e+000 +5.2143e-001 +2.7785e-001 +1.6648e+000 -1.0333e+000 -2.3552e+000 +2.5577e+000 -5.3609e-001 +3.4406e+000 +2.2171e+000 +3.0348e-001 +2.3707e+000
319 +4.900522803e+002 +4.900522803e+002 +1.490052280e+003 +1.490052280e+003 -1.3334e+000 +7.6699e-001 -1.2691e+000 +3.3289e+000 +2.4783e+000 -2.3967e+000 -3.4555e+000 +1.0260e-001 +1.8810e+000 -2.1238e-001 +1.9432e-001 -2.4775e+000 -2.0910e+000 -7.5111e-001 +4.1506e+000 +1.8208e+000 +4.4176e+000 +4.0270e-002 +1.0418e+000 +1.1620e+000
501 +4.399809253e+002 +4.399809253e+002 +1.439980925e+003 +1.439980925e+003 -2.1854e+000 +2.7789e+000 +1.8406e+000 +2.4402e+000 +4.4750e-001 -4.2800e+000 +1.0940e-001 +4.5110e-001 +9.1772e-001 +7.3801e-001 -6.7905e-001 -1.0292e-002 +2.7944e-001 -3.1230e+000 +2.7591e+000 +3.0396e+000 +5.5366e+000 -4.3699e+000 -1.6716e+000 +2.9172e-001
618 +3.506843500e+002 +3.506843500e+002 +1.350684350e+003 +1.350684350e+003 -2.5138e-001 +1.6111e+000 +8.8705e-001 +4.8805e+000 +4.0634e+000 -3.3522e+000 -7.3716e-002 +5.1732e-001 -4.2725e+000 -7.8428e-001 -1.6849e+000 -9.0306e-001 +6.5038e-001 -2.6773e+000 +4.7102e+000 +2.0117e-001 +2.2680e+000 +1.7821e+000 +1.2954e+000 -8.2962e-001
802 +3.263882559e+002 +3.263882559e+002 +1.326388256e+003 +1.326388256e+003 +5.3752e-001 -1.3321e-001 +2.4997e+000 +4.3201e+000 +3.8959e+000 -2.8515e+000 -1.8813e+000 +1.9139e+000 -4.8117e-002 -2.7000e-001 -3.7943e+000 +1.8917e+000 +8.4812e-001 -1.5672e+000 +3.1801e+000 +2.7012e+000 +4.1727e+000 -2.0625e+000 -9.5214e-001 +1.1967e+000
