% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.508511337e+007 +1.508511337e+007 +1.508505843e+007 +1.508505843e+007 -1.1429e+000 +5.0993e+000 +3.8906e+000 -3.9859e+000 -2.0771e+000 -1.7204e+000 +3.3467e+000 +5.4019e+000 +1.2791e+000 -1.9184e+000 +2.5649e+000 +2.9738e+000 -1.3189e+000 -7.0290e+000 +7.7710e-001 -1.3121e+000 +6.0909e+000 -1.5922e-001 -2.3447e+000 +5.5600e+000
5 +1.152550512e+007 +1.152550512e+007 +1.152545018e+007 +1.152545018e+007 +1.8672e-001 +3.4849e+000 +7.7992e+000 +7.4736e-003 -2.5061e+000 -3.5108e+000 -2.8319e-001 +2.3514e+000 -2.7210e+000 -1.4238e+000 +7.1368e-001 +3.2681e+000 +3.1623e+000 -3.6576e+000 -2.3646e+000 +1.0223e-001 +5.9584e+000 +1.5807e+000 -2.4804e+000 +4.0896e+000
7 +5.675250986e+006 +5.675250986e+006 +5.675196046e+006 +5.675196046e+006 -1.5931e+000 +3.0819e+000 +3.6778e+000 +1.1713e+000 -1.1707e+000 -1.1607e+000 +1.5556e+000 +2.8496e+000 -1.7288e-002 -1.6628e+000 +2.5453e+000 +2.5563e+000 +2.2356e+000 -4.3873e+000 +1.2948e+000 -1.5228e+000 +2.7527e+000 +5.0005e+000 -2.2834e+000 +1.2575e+000
32 +2.303952933e+006 +2.303952933e+006 +2.303897993e+006 +2.303897993e+006 -4.2616e+000 +1.4574e+000 +4.1840e+000 -3.5339e-001 -3.1543e+000 +4.3811e-001 +1.4456e+000 -1.5798e+000 +8.7121e-001 +8.4776e+000 +1.4344e-001 -1.9285e+000 +4.2503e+000 -4.0481e+000 -2.0801e+000 +4.2896e-001 +3.7336e+000 -8.3093e-001 +1.2503e+000 +2.8128e+000
256 +1.943591941e+006 +1.943591941e+006 +1.943537001e+006 +1.943537001e+006 +2.7235e-002 +2.8087e+000 +3.5673e-001 +3.2471e+000 -2.7978e+000 +2.5383e+000 +2.0874e+000 +3.5639e+000 -1.2918e+000 +2.1147e+000 +2.2610e+000 +3.9463e+000 +5.4599e-001 -4.2042e+000 +1.6033e-002 +2.4938e-001 +7.5566e+000 +3.7429e+000 +7.3162e-001 +2.3318e+000
422 +1.561362378e+006 +1.561362378e+006 +1.561307438e+006 +1.561307438e+006 -1.2513e+000 +3.0633e+000 +2.6546e+000 +5.9228e-002 -3.3500e+000 +2.8282e+000 +3.9015e+000 +3.2382e+000 -3.6183e+000 +1.5298e+000 +1.8525e-001 +2.4086e+000 +2.6635e-001 -9.1555e-001 +1.5602e+000 -1.0701e+000 +5.9662e+000 +3.3805e+000 -7.1158e-001 +1.3057e+000
453 +1.416982111e+006 +1.416982111e+006 +1.416927171e+006 +1.416927171e+006 -1.7301e+000 +3.4210e+000 +2.7770e+000 +2.1024e+000 -2.8445e+000 +7.2583e-001 +1.7533e+000 +1.5393e+000 -3.1044e+000 +3.1849e+000 +1.4713e+000 +1.9805e+000 -3.0989e-001 -3.4519e+000 +2.9609e+000 -1.0845e+000 +5.1877e+000 +3.0128e+000 +1.7498e-001 +1.5192e+000
581 +1.110534520e+006 +1.110534520e+006 +1.110479580e+006 +1.110479580e+006 -2.7461e+000 +2.4107e+000 +3.6152e-001 -1.3330e+000 -2.9731e+000 +1.0414e+000 +4.9182e+000 +8.4356e-001 -2.3330e+000 +1.4087e+000 +1.0094e-001 +4.2581e-001 +1.7377e+000 -3.2147e+000 +1.4383e+000 +1.0172e+000 +6.0202e+000 +3.5597e+000 +1.7131e+000 +4.2205e+000
583 +9.379910669e+005 +9.379910669e+005 +9.379361269e+005 +9.379361269e+005 -4.2721e-001 +3.2278e+000 +1.3024e+000 -1.4827e+000 +1.2658e+000 +9.4463e-001 +2.3231e+000 +1.2322e+000 -3.2429e+000 +3.1475e+000 -9.5365e-001 +1.1168e+000 -2.3164e-001 -4.7738e+000 +1.6225e+000 -4.8870e+000 +6.7655e+000 +4.6014e+000 +8.6998e+000 +5.2512e+000
615 +4.410329368e+005 +4.410329368e+005 +4.409779968e+005 +4.409779968e+005 -1.9094e+000 +2.8077e+000 -4.4937e-001 +3.8037e+000 -2.1536e+000 +2.0105e+000 +3.9623e+000 +4.5749e-001 -3.3743e+000 +3.3588e+000 -6.7280e-002 +1.6154e+000 +2.1898e-001 -5.6343e+000 +2.1854e-001 -1.2003e-001 +7.4788e+000 +2.6925e+000 +1.4804e+000 +5.3302e+000
