% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.753779517e+002 +9.753779517e+002 +1.068317952e+003 +1.068317952e+003 +1.1161e+000 -4.9285e+000 +1.2767e+000
2 +7.945857936e+002 +7.945857936e+002 +8.875257936e+002 +8.875257936e+002 +1.1795e+000 -4.3993e+000 +1.2037e+000
17 +6.607225678e+002 +6.607225678e+002 +7.536625678e+002 +7.536625678e+002 +1.9055e+000 -3.7976e+000 +8.4036e-001
26 +4.924377902e+002 +4.924377902e+002 +5.853777902e+002 +5.853777902e+002 +1.6175e+000 -3.3266e+000 +1.0678e+000
32 +2.901936760e+002 +2.901936760e+002 +3.831336760e+002 +3.831336760e+002 +2.0654e+000 -1.9118e+000 +9.5619e-001
38 +1.508575616e+002 +1.508575616e+002 +2.437975616e+002 +2.437975616e+002 +1.3194e+000 -1.2193e+000 +8.3004e-001
48 +1.361767021e+002 +1.361767021e+002 +2.291167021e+002 +2.291167021e+002 +1.1259e+000 -1.1857e+000 +6.4991e-001
53 +7.739309728e+001 +7.739309728e+001 +1.703330973e+002 +1.703330973e+002 +2.8689e+000 +6.3897e-001 +1.1252e+000
65 +4.637992847e+001 +4.637992847e+001 +1.393199285e+002 +1.393199285e+002 +2.3653e+000 +8.2534e-001 +1.1420e+000
67 +3.827858466e+001 +3.827858466e+001 +1.312185847e+002 +1.312185847e+002 +1.9406e+000 +5.2978e-001 +1.3305e+000
85 +3.031426904e+001 +3.031426904e+001 +1.232542690e+002 +1.232542690e+002 +1.0508e+000 +1.5595e-001 +7.2827e-001
94 +7.859021181e+000 +7.859021181e+000 +1.007990212e+002 +1.007990212e+002 +6.8736e-002 +1.5431e+000 +8.8408e-001
114 +4.699345106e-001 +4.699345106e-001 +9.340993451e+001 +9.340993451e+001 -2.6127e-001 +8.5585e-001 +8.0234e-001
