% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.551735259e+003 +1.551735259e+003 +1.644675259e+003 +1.644675259e+003 +2.3032e+000 -1.7919e+000 -3.7422e+000 +2.1411e+000 -2.9806e+000 -3.4736e-001 +3.9321e+000 +3.2278e+000 +4.0186e+000 +7.0143e-001
2 +1.363617845e+003 +1.363617845e+003 +1.456557845e+003 +1.456557845e+003 +2.0936e+000 -1.2397e+000 -3.1118e+000 +2.7408e+000 -1.9423e+000 +2.2607e-001 +4.9975e+000 +4.0201e+000 +3.9270e+000 +1.2201e-001
4 +1.346246041e+003 +1.346246041e+003 +1.439186041e+003 +1.439186041e+003 +2.0603e+000 -2.1155e+000 -3.3326e+000 +2.1983e+000 -3.2636e+000 +6.5295e-001 +4.1681e+000 +2.0350e+000 +4.1410e+000 -1.3393e-001
18 +1.072820814e+003 +1.072820814e+003 +1.165760814e+003 +1.165760814e+003 +3.0252e+000 -2.0643e+000 -2.8800e+000 +3.1013e+000 -1.7003e+000 -6.0888e-001 +3.4879e+000 +3.1529e+000 +3.4184e+000 -2.2244e-001
52 +7.547091366e+002 +7.547091366e+002 +8.476491366e+002 +8.476491366e+002 +2.5423e+000 -7.9059e-001 -3.3452e+000 +2.0830e+000 -1.4841e-001 -5.3426e-001 +3.6014e+000 +2.0486e+000 +3.8054e+000 +7.3735e-002
106 +3.208601897e+002 +3.208601897e+002 +4.138001897e+002 +4.138001897e+002 +2.5590e+000 -4.1598e+000 -3.3074e+000 +2.3466e+000 +4.6400e+000 +1.1218e+000 +7.7177e-001 +3.8420e+000 +4.4236e+000 +1.4012e-001
158 +1.556917811e+002 +1.556917811e+002 +2.486317811e+002 +2.486317811e+002 +2.2773e+000 -1.5238e+000 -3.6040e+000 +2.4237e+000 +3.0093e+000 +1.2364e+000 +1.6108e+000 +3.1867e+000 +4.3917e+000 -2.9087e-001
220 +1.387312905e+002 +1.387312905e+002 +2.316712905e+002 +2.316712905e+002 +1.0996e+000 -1.0329e+000 -4.7894e+000 +1.8445e+000 +5.6190e+000 +1.2708e+000 +1.2404e+000 +2.5591e+000 +3.9118e+000 +3.5368e+000
243 +1.361338880e+002 +1.361338880e+002 +2.290738880e+002 +2.290738880e+002 +2.2923e+000 +5.1542e-001 -3.8102e+000 +2.1915e+000 +3.7579e+000 +1.6106e+000 +1.0888e+000 +2.8932e+000 +3.5867e+000 -2.0212e-001
249 +8.550958788e+001 +8.550958788e+001 +1.784495879e+002 +1.784495879e+002 +1.1049e+000 -9.9457e-001 -1.6967e+000 +2.5815e+000 +5.1383e+000 +2.1870e+000 +1.7469e+000 +2.3456e+000 +3.5926e+000 +1.3584e+000
343 +8.491467231e+001 +8.491467231e+001 +1.778546723e+002 +1.778546723e+002 +1.3410e+000 -1.2051e+000 -1.3039e+000 +3.3015e+000 +3.2204e+000 +1.5487e+000 +1.0271e+000 +2.4510e+000 +3.1910e+000 +5.0011e-001
