% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.252326002e+005 +1.252326002e+005 +1.246861002e+005 +1.246861002e+005 -4.0286e+000 -5.4064e+000
2 +1.413720381e+002 +1.413720381e+002 -4.051279619e+002 -4.051279619e+002 -3.0839e+000 +1.2655e+000
3 +1.000650282e+002 +1.000650282e+002 -4.464349718e+002 -4.464349718e+002 -2.9852e+000 +1.3035e+000
8 +2.824099748e+001 +2.824099748e+001 -5.182590025e+002 -5.182590025e+002 -2.7360e+000 +1.6224e+000
9 +4.663419347e+000 +4.663419347e+000 -5.418365807e+002 -5.418365807e+002 -1.2749e+000 +1.3898e+000
12 +2.677457029e+000 +2.677457029e+000 -5.438225430e+002 -5.438225430e+002 -2.2004e+000 +1.6452e+000
13 +2.480022484e+000 +2.480022484e+000 -5.440199775e+002 -5.440199775e+002 -1.9929e+000 +1.5202e+000
17 +2.203543514e+000 +2.203543514e+000 -5.442964565e+002 -5.442964565e+002 -2.0786e+000 +1.4762e+000
32 +2.139170773e+000 +2.139170773e+000 -5.443608292e+002 -5.443608292e+002 -2.1516e+000 +1.4406e+000
34 +1.970616397e+000 +1.970616397e+000 -5.445293836e+002 -5.445293836e+002 -2.0297e+000 +1.5470e+000
54 +1.949151614e+000 +1.949151614e+000 -5.445508484e+002 -5.445508484e+002 -2.1778e+000 +1.5123e+000
70 +1.833626627e+000 +1.833626627e+000 -5.446663734e+002 -5.446663734e+002 -2.1426e+000 +1.5244e+000
72 +1.797461053e+000 +1.797461053e+000 -5.447025389e+002 -5.447025389e+002 -2.1202e+000 +1.5315e+000
136 +1.778258677e+000 +1.778258677e+000 -5.447217413e+002 -5.447217413e+002 -2.1107e+000 +1.5398e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.055533404e+002 +6.055533404e+002 +1.605553340e+003 +1.605553340e+003 -3.7308e+000 +5.5936e-001
2 +2.009734898e+002 +2.009734898e+002 +1.200973490e+003 +1.200973490e+003 -1.9418e+000 +4.6713e-001
7 +2.812620709e+001 +2.812620709e+001 +1.028126207e+003 +1.028126207e+003 -2.6974e+000 +4.5575e-001
11 +4.747517399e+000 +4.747517399e+000 +1.004747517e+003 +1.004747517e+003 -2.2746e+000 +5.7530e-001
22 +3.075412172e+000 +3.075412172e+000 +1.003075412e+003 +1.003075412e+003 -2.2047e+000 +8.2803e-001
28 +7.423398440e-001 +7.423398440e-001 +1.000742340e+003 +1.000742340e+003 -2.1801e+000 +9.4778e-001
55 +7.273047257e-001 +7.273047257e-001 +1.000727305e+003 +1.000727305e+003 -2.1683e+000 +9.3348e-001
